summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2002-06-30,3.9382586
2002-07-01,3.2022123
2002-07-02,2.6193352
2002-07-03,2.483082
2002-07-04,1.9764591
2002-07-05,1.7477146
2002-07-06,2.1395116
2002-07-07,2.717565
2002-07-08,5.208161
2002-07-09,1.4257913
2002-07-10,1.8805615
2002-07-11,2.7603443
2002-07-12,1.3418509
2002-07-13,0.6625951
2002-07-14,1.9617363
2002-07-15,2.4085748
2002-07-16,1.6956549
2002-07-17,1.7705419
2002-07-18,0.92069
2002-07-19,1.115289
2002-07-20,2.3571563
2002-07-21,1.8972998
2002-07-22,2.683774
2002-07-23,3.0246499
2002-07-24,3.2578127
2002-07-25,3.5899525
2002-07-26,2.672929
2002-07-27,3.3429632
2002-07-28,3.309946
2002-07-29,0.8234683
2002-07-30,1.0610448
2002-07-31,1.6337172
2002-08-01,3.5171647
2002-08-02,1.9302492
2002-08-03,0.81863236
2002-08-04,0.67155355
2002-08-05,0.5769807
2002-08-06,0.37651283
2002-08-07,2.3701475
2002-08-08,0.952724
2002-08-09,1.7027805
2002-08-10,1.0535394
2002-08-11,1.7728374
2002-08-12,2.8442762
2002-08-13,2.9010892
2002-08-14,2.9600737
2002-08-15,4.6071687
2002-08-16,1.1923494
2002-08-17,4.8312097
2002-08-18,0.8439861
2002-08-19,0.7532465
2002-08-20,0.95354015
2002-08-21,0.72197217
2002-08-22,0.84926724
2002-08-23,1.5452981
2002-08-24,1.8060819
2002-08-25,0.8523556
2002-08-26,0.7521914
2002-08-27,1.3451079
2002-08-28,2.5433466
2002-08-29,4.068173
2002-08-30,3.5852983
2002-08-31,3.9845839
2002-09-01,2.384048
2002-09-02,2.5748997
2002-09-03,0.7940653
2002-09-04,0.5689154
2002-09-05,3.4898884
2002-09-06,3.5697353
2002-09-07,2.34876
2002-09-08,2.6541772
2002-09-09,2.2567286
2002-09-10,3.1954744
2002-09-11,2.3210847
2002-09-12,1.8761225
2002-09-13,2.2428901
2002-09-14,0.55913013
2002-09-15,0.7037534
2002-09-16,0
2002-09-17,0.38631192
2002-09-18,0
2002-09-19,0.31775773
2002-09-20,0.24167362
2002-09-21,1.5435293
