summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Specific Humidity (kg kg-1)
2010-06-30,0.0077609145
2010-07-01,0.009583812
2010-07-02,0.008393641
2010-07-03,0.0072063007
2010-07-04,0.008015095
2010-07-05,0.006681647
2010-07-06,0.0069446573
2010-07-07,0.0076849633
2010-07-08,0.007078416
2010-07-09,0.008368176
2010-07-10,0.009131537
2010-07-11,0.008197103
2010-07-12,0.007285503
2010-07-13,0.0071643866
2010-07-14,0.008516864
2010-07-15,0.008861805
2010-07-16,0.0075544654
2010-07-17,0.0069899857
2010-07-18,0.008723139
2010-07-19,0.010014052
2010-07-20,0.009557563
2010-07-21,0.009055721
2010-07-22,0.0067392294
2010-07-23,0.006458302
2010-07-24,0.008010671
2010-07-25,0.008736838
2010-07-26,0.009592831
2010-07-27,0.008506665
2010-07-28,0.008180924
2010-07-29,0.0077649574
2010-07-30,0.008503979
2010-07-31,0.008226917
2010-08-01,0.008303225
2010-08-02,0.00784528
2010-08-03,0.007983085
2010-08-04,0.0073213778
2010-08-05,0.0072442964
2010-08-06,0.008479246
2010-08-07,0.009043712
2010-08-08,0.007966316
2010-08-09,0.008312769
2010-08-10,0.007312733
2010-08-11,0.0076900013
2010-08-12,0.00801082
2010-08-13,0.0077286055
2010-08-14,0.007722907
2010-08-15,0.007783522
2010-08-16,0.008114983
2010-08-17,0.008672626
2010-08-18,0.0071484204
2010-08-19,0.0073768436
2010-08-20,0.009691701
2010-08-21,0.0074897637
2010-08-22,0.0076500117
2010-08-23,0.007963831
2010-08-24,0.0069652903
2010-08-25,0.0066433777
2010-08-26,0.006826456
2010-08-27,0.0066181184
2010-08-28,0.0069982545
2010-08-29,0.005796312
2010-08-30,0.005309301
2010-08-31,0.0058782455
2010-09-01,0.0066686706
2010-09-02,0.0075743585
2010-09-03,0.007732051
2010-09-04,0.007915116
2010-09-05,0.007859929
2010-09-06,0.0071817175
2010-09-07,0.008077597
2010-09-08,0.008212089
2010-09-09,0.00802372
2010-09-10,0.008807745
2010-09-11,0.008078675
2010-09-12,0.0069153686
2010-09-13,0.0092373965
2010-09-14,0.0066709127
2010-09-15,0.0061678165
2010-09-16,0.0056309784
2010-09-17,0.004810169
2010-09-18,0.006358387
2010-09-19,0.008041457
2010-09-20,0.008031417
2010-09-21,0.008426982
2010-09-22,0.008768351
2010-09-23,0.007907491
2010-09-24,0.004859401
2010-09-25,0.004425937
2010-09-26,0.0049796193
2010-09-27,0.0066285687
2010-09-28,0.007930372
2010-09-29,0.008164024
2010-09-30,0.0064469846
2010-10-01,0.0072961166
2010-10-02,0.00631359
2010-10-03,0.007201049
2010-10-04,0.0067667793
2010-10-05,0.0066392296
2010-10-06,0.0064316797
2010-10-07,0.0068410607
2010-10-08,0.0081969
2010-10-09,0.007280513
2010-10-10,0.0065803183
2010-10-11,0.005582339
2010-10-12,0.0053644935
2010-10-13,0.005749768
2010-10-14,0.0061301757
2010-10-15,0.005985582
2010-10-16,0.005315851
2010-10-17,0.005600408
2010-10-18,0.0057656607
2010-10-19,0.0044253767
2010-10-20,0.0034634627
2010-10-21,0.0051875985
2010-10-22,0.0057598716
2010-10-23,0.004598895
2010-10-24,0.003738667
2010-10-25,0.0036774827
2010-10-26,0.0070722923
2010-10-27,0.006270992
2010-10-28,0.006091978
2010-10-29,0.007206151
2010-10-30,0.0054003117
2010-10-31,0.0052101645
2010-11-01,0.005470442
2010-11-02,0.0059168013
2010-11-03,0.0050307796
2010-11-04,0.0066434657
2010-11-05,0.0057577845
2010-11-06,0.0043046568
2010-11-07,0.003896772
2010-11-08,0.0043965396
2010-11-09,0.0040840805
2010-11-10,0.0033615632
2010-11-11,0.004942583
2010-11-12,0.004838031
2010-11-13,0.004407027
2010-11-14,0.0042102635
2010-11-15,0.003764224
2010-11-16,0.004006531
2010-11-17,0.004380056
2010-11-18,0.004756469
2010-11-19,0.0052738097
2010-11-20,0.0046893284
2010-11-21,0.004158225
2010-11-22,0.004752386
2010-11-23,0.0040130825
2010-11-24,0.0033132415
2010-11-25,0.0029175095
2010-11-26,0.0029161396
2010-11-27,0.0024031922
2010-11-28,0.002879629
2010-11-29,0.0029883597
2010-11-30,0.002532266
2010-12-01,0.0022623627
2010-12-02,0.002337946
2010-12-03,0.0023275905
2010-12-04,0.0032945478
2010-12-05,0.0025512774
2010-12-06,0.0026416478
2010-12-07,0.0019624254
2010-12-08,0.0019270354
2010-12-09,0.0037090294
2010-12-10,0.004910815
2010-12-11,0.0044244006
2010-12-12,0.003374623
2010-12-13,0.0031474247
2010-12-14,0.0039520795
2010-12-15,0.0040769125
2010-12-16,0.0032642179
2010-12-17,0.0020733152
2010-12-18,0.0020276613
2010-12-19,0.002238501
2010-12-20,0.0019834482
2010-12-21,0.00164885
2010-12-22,0.0018768589
2010-12-23,0.0022819662
2010-12-24,0.0020420603
2010-12-25,0.0027748267
2010-12-26,0.0029501475
2010-12-27,0.003771916
2010-12-28,0.004157243
2010-12-29,0.0045501282
2010-12-30,0.0046228375
2010-12-31,0.0048090047
2011-01-01,0.0037776004
2011-01-02,0.0028804922
2011-01-03,0.0031370625
2011-01-04,0.0043660635
2011-01-05,0.003773611
2011-01-06,0.0030725622
2011-01-07,0.0023504437
2011-01-08,0.003290666
2011-01-09,0.003244681
2011-01-10,0.004110951
2011-01-11,0.0035055003
2011-01-12,0.0043716966
2011-01-13,0.0053664506
2011-01-14,0.0051368834
2011-01-15,0.0060992963
2011-01-16,0.005647675
2011-01-17,0.0042516263
2011-01-18,0.0038269158
2011-01-19,0.0040122136
2011-01-20,0.0027423287
2011-01-21,0.00323878
2011-01-22,0.003810972
2011-01-23,0.00418808
2011-01-24,0.004658285
2011-01-25,0.005247324
2011-01-26,0.0040063364
2011-01-27,0.003653658
2011-01-28,0.0030981277
2011-01-29,0.0032215954
2011-01-30,0.0033269576
2011-01-31,0.004485533
2011-02-01,0.004645654
2011-02-02,0.005245318
2011-02-03,0.004049683
2011-02-04,0.005153135
2011-02-05,0.0046894
2011-02-06,0.004641526
2011-02-07,0.0044507408
2011-02-08,0.0036903382
2011-02-09,0.005083843
2011-02-10,0.004238573
2011-02-11,0.0042265034
2011-02-12,0.004609202
2011-02-13,0.0047408477
2011-02-14,0.004299677
2011-02-15,0.003926618
2011-02-16,0.0046224296
2011-02-17,0.0043326784
2011-02-18,0.004283918
2011-02-19,0.0039819996
2011-02-20,0.0040489193
2011-02-21,0.0037609898
2011-02-22,0.004518649
2011-02-23,0.0059566
2011-02-24,0.0058948924
2011-02-25,0.0060479105
2011-02-26,0.004745998
2011-02-27,0.0039342726
2011-02-28,0.0035463087
2011-03-01,0.0040119025
2011-03-02,0.0037902817
2011-03-03,0.004580118
2011-03-04,0.0050063096
2011-03-05,0.0043952656
2011-03-06,0.0034809394
2011-03-07,0.0037316931
2011-03-08,0.0043188715
2011-03-09,0.0038834766
2011-03-10,0.0041321134
2011-03-11,0.003728182
2011-03-12,0.004332307
2011-03-13,0.0041626417
2011-03-14,0.0039115576
2011-03-15,0.0043753847
2011-03-16,0.0042106067
2011-03-17,0.00425917
2011-03-18,0.0034134479
2011-03-19,0.003926611
2011-03-20,0.0053134696
2011-03-21,0.0055493107
2011-03-22,0.0059376843
2011-03-23,0.00565497
2011-03-24,0.004839657
2011-03-25,0.004550759
2011-03-26,0.004807034
2011-03-27,0.0044959765
2011-03-28,0.00431768
2011-03-29,0.0045664944
2011-03-30,0.0057292487
2011-03-31,0.0056080148
2011-04-01,0.006772784
2011-04-02,0.005822036
2011-04-03,0.0048409165
2011-04-04,0.005219083
2011-04-05,0.0071623847
2011-04-06,0.0073886896
2011-04-07,0.0049062707
2011-04-08,0.006002953
2011-04-09,0.006525351
2011-04-10,0.0067365183
2011-04-11,0.0056756265
2011-04-12,0.004129207
2011-04-13,0.005252684
2011-04-14,0.0062244586
2011-04-15,0.005949087
2011-04-16,0.00529645
2011-04-17,0.005058954
2011-04-18,0.0057343715
2011-04-19,0.0060262782
2011-04-20,0.0056180474
2011-04-21,0.0060854214
2011-04-22,0.0059973397
2011-04-23,0.0068083415
2011-04-24,0.005544641
2011-04-25,0.0049090465
2011-04-26,0.0044018244
2011-04-27,0.0042375172
2011-04-28,0.004577824
2011-04-29,0.005365026
2011-04-30,0.004407825
2011-05-01,0.00424862
2011-05-02,0.004193285
2011-05-03,0.0037562735
2011-05-04,0.0038134716
2011-05-05,0.0057290066
2011-05-06,0.0074696443
2011-05-07,0.0080745835
2011-05-08,0.0075062937
2011-05-09,0.0064413706
2011-05-10,0.006678656
2011-05-11,0.0061991354
2011-05-12,0.0060514086
2011-05-13,0.005185811
2011-05-14,0.005295336
2011-05-15,0.006258819
2011-05-16,0.0073021534
2011-05-17,0.0069155777
2011-05-18,0.0058233095
2011-05-19,0.0050352677
2011-05-20,0.0052332436
2011-05-21,0.0063419826
2011-05-22,0.0055907047
2011-05-23,0.0055769333
2011-05-24,0.004677872
2011-05-25,0.0054525738
2011-05-26,0.006492798
2011-05-27,0.0056531057
2011-05-28,0.0056649274
2011-05-29,0.0056405053
2011-05-30,0.0052956366
2011-05-31,0.0050963913
2011-06-01,0.007397338
2011-06-02,0.008187915
2011-06-03,0.008292232
2011-06-04,0.0065088924
2011-06-05,0.005533983
2011-06-06,0.0056313635
2011-06-07,0.0061619733
2011-06-08,0.006258958
2011-06-09,0.0054330677
2011-06-10,0.004977603
2011-06-11,0.005706282
2011-06-12,0.006116609
2011-06-13,0.006923506
2011-06-14,0.005882251
2011-06-15,0.007866136
2011-06-16,0.0065704063
2011-06-17,0.0066276286
2011-06-18,0.0074507487
2011-06-19,0.0074151834
2011-06-20,0.006908402
2011-06-21,0.007919314
2011-06-22,0.00735617
2011-06-23,0.006574963
2011-06-24,0.0057934336
2011-06-25,0.008184589
2011-06-26,0.009922545
2011-06-27,0.008909623
2011-06-28,0.0062869578
2011-06-29,0.006254978
2011-06-30,0.006251186
