summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2003-06-30,160.91536
2003-07-01,63.236645
2003-07-02,155.04526
2003-07-03,234.23337
2003-07-04,277.10297
2003-07-05,127.12543
2003-07-06,145.75381
2003-07-07,153.25357
2003-07-08,167.04485
2003-07-09,205.22664
2003-07-10,172.39384
2003-07-11,179.37138
2003-07-12,235.23927
2003-07-13,330.4196
2003-07-14,284.51788
2003-07-15,261.8007
2003-07-16,289.5078
2003-07-17,120.44094
2003-07-18,150.12155
2003-07-19,191.80026
2003-07-20,200.64091
2003-07-21,172.01645
2003-07-22,159.79034
2003-07-23,108.6088
2003-07-24,192.69093
2003-07-25,134.19809
2003-07-26,179.14075
2003-07-27,224.04346
2003-07-28,153.64656
2003-07-29,107.68898
2003-07-30,121.27814
2003-07-31,119.933235
2003-08-01,230.25342
2003-08-02,198.21149
2003-08-03,190.2013
2003-08-04,238.0315
2003-08-05,156.57556
2003-08-06,208.4764
2003-08-07,236.12201
2003-08-08,225.72766
2003-08-09,218.94966
2003-08-10,127.61711
2003-08-11,152.62538
2003-08-12,104.37133
2003-08-13,208.92804
2003-08-14,221.78687
2003-08-15,176.3392
2003-08-16,226.562
2003-08-17,122.59157
2003-08-18,196.00372
2003-08-19,168.06544
2003-08-20,145.3956
2003-08-21,93.95345
2003-08-22,189.53265
2003-08-23,183.47293
2003-08-24,204.74736
2003-08-25,102.77486
2003-08-26,121.22452
2003-08-27,127.66876
2003-08-28,113.35693
2003-08-29,160.77267
2003-08-30,157.05443
2003-08-31,127.13434
2003-09-01,115.552826
2003-09-02,81.20597
2003-09-03,166.59344
2003-09-04,135.64694
2003-09-05,110.279
2003-09-06,133.30415
2003-09-07,151.151
2003-09-08,158.126
2003-09-09,126.0735
2003-09-10,161.28023
2003-09-11,83.60721
2003-09-12,138.52374
2003-09-13,114.04875
2003-09-14,82.821335
2003-09-15,89.3149
2003-09-16,84.78637
2003-09-17,126.39531
2003-09-18,84.4339
2003-09-19,110.322525
2003-09-20,80.17057
2003-09-21,94.48822
2003-09-22,95.95997
2003-09-23,136.49304
2003-09-24,79.84989
2003-09-25,65.148766
2003-09-26,104.58509
2003-09-27,74.191956
2003-09-28,94.4998
2003-09-29,53.563164
2003-09-30,75.32186
2003-10-01,100.77708
2003-10-02,76.56265
2003-10-03,92.883606
2003-10-04,88.89151
2003-10-05,66.570045
2003-10-06,79.25484
2003-10-07,93.86551
2003-10-08,55.784943
2003-10-09,51.447414
2003-10-10,76.53377
2003-10-11,69.05653
2003-10-12,41.278374
2003-10-13,41.675907
2003-10-14,51.207253
2003-10-15,61.539787
2003-10-16,80.75568
2003-10-17,75.69954
2003-10-18,52.991882
2003-10-19,52.570717
2003-10-20,55.495087
2003-10-21,40.030334
2003-10-22,36.503777
2003-10-23,61.476143
2003-10-24,57.941505
2003-10-25,46.65299
2003-10-26,46.044144
2003-10-27,45.580482
2003-10-28,29.56246
2003-10-29,43.32762
2003-10-30,51.351677
2003-10-31,41.06568
2003-11-01,30.59275
2003-11-02,40.167603
2003-11-03,37.425987
2003-11-04,24.440357
2003-11-05,31.67371
2003-11-06,43.854748
2003-11-07,40.406265
2003-11-08,23.463701
2003-11-09,28.35776
2003-11-10,30.937647
2003-11-11,23.157562
2003-11-12,36.331436
2003-11-13,31.959846
2003-11-14,19.812632
2003-11-15,26.863708
2003-11-16,33.211678
2003-11-17,18.368277
2003-11-18,20.882544
2003-11-19,24.780409
2003-11-20,22.248756
2003-11-21,25.819788
2003-11-22,24.998388
2003-11-23,25.651138
2003-11-24,17.036076
2003-11-25,18.736128
2003-11-26,16.270481
2003-11-27,21.677261
2003-11-28,15.721863
2003-11-29,14.034369
2003-11-30,18.72629
2003-12-01,7.5745335
2003-12-02,7.458349
2003-12-03,13.264773
2003-12-04,20.702896
2003-12-05,17.449982
2003-12-06,16.953316
2003-12-07,20.687923
2003-12-08,19.775135
2003-12-09,13.220805
2003-12-10,12.592178
2003-12-11,18.186253
2003-12-12,6.642895
2003-12-13,15.40633
2003-12-14,16.238136
2003-12-15,17.246935
2003-12-16,11.643419
2003-12-17,14.174527
2003-12-18,13.288398
2003-12-19,17.453505
2003-12-20,6.4314775
2003-12-21,16.099459
2003-12-22,11.870717
2003-12-23,6.4514575
2003-12-24,13.234784
2003-12-25,13.214005
2003-12-26,6.5256205
2003-12-27,14.666609
2003-12-28,17.826775
2003-12-29,18.627274
2003-12-30,17.22055
2003-12-31,13.110421
2004-01-01,12.95191
2004-01-02,13.055718
2004-01-03,12.931269
2004-01-04,12.836637
2004-01-05,12.923473
2004-01-06,17.876816
2004-01-07,14.003907
2004-01-08,13.521161
2004-01-09,14.804529
2004-01-10,17.196148
2004-01-11,19.02195
2004-01-12,19.85439
2004-01-13,19.952938
2004-01-14,19.472458
2004-01-15,16.147112
2004-01-16,18.632872
2004-01-17,23.527174
2004-01-18,16.076004
2004-01-19,16.413414
2004-01-20,9.339951
2004-01-21,18.130762
2004-01-22,20.203905
2004-01-23,9.956076
2004-01-24,30.536217
2004-01-25,30.9188
2004-01-26,24.329784
2004-01-27,27.233387
2004-01-28,26.506268
2004-01-29,33.37726
2004-01-30,11.63714
2004-01-31,11.905217
2004-02-01,30.114971
2004-02-02,22.315203
2004-02-03,24.792868
2004-02-04,13.047044
2004-02-05,42.54771
2004-02-06,39.78815
2004-02-07,42.036827
2004-02-08,52.947647
2004-02-09,38.082222
2004-02-10,14.965455
2004-02-11,45.293953
2004-02-12,38.51165
2004-02-13,34.024357
2004-02-14,16.377447
2004-02-15,31.777594
2004-02-16,33.729412
2004-02-17,62.0038
2004-02-18,67.49089
2004-02-19,64.793434
2004-02-20,52.561234
2004-02-21,53.757862
2004-02-22,73.932175
2004-02-23,68.7639
2004-02-24,57.295723
2004-02-25,82.197754
2004-02-26,72.12343
2004-02-27,59.3911
2004-02-28,86.02821
2004-02-29,100.656235
2004-03-01,102.96694
2004-03-02,85.871445
2004-03-03,43.190083
2004-03-04,76.46231
