summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2006-06-30,132.92651
2006-07-01,247.71783
2006-07-02,182.4287
2006-07-03,152.9907
2006-07-04,189.3214
2006-07-05,253.0061
2006-07-06,245.39954
2006-07-07,183.26802
2006-07-08,163.09991
2006-07-09,143.84918
2006-07-10,169.37466
2006-07-11,229.87279
2006-07-12,152.48438
2006-07-13,294.92694
2006-07-14,330.83554
2006-07-15,338.90738
2006-07-16,290.7397
2006-07-17,315.50665
2006-07-18,290.00916
2006-07-19,264.77704
2006-07-20,163.88338
2006-07-21,176.83653
2006-07-22,161.54219
2006-07-23,212.7356
2006-07-24,234.6222
2006-07-25,280.07443
2006-07-26,216.86333
2006-07-27,219.64818
2006-07-28,193.94249
2006-07-29,114.21392
2006-07-30,246.36896
2006-07-31,141.98653
2006-08-01,144.3319
2006-08-02,102.2607
2006-08-03,221.975
2006-08-04,108.78545
2006-08-05,169.58867
2006-08-06,136.25562
2006-08-07,214.44037
2006-08-08,128.21933
2006-08-09,165.24251
2006-08-10,158.09126
2006-08-11,131.80954
2006-08-12,135.81404
2006-08-13,119.98587
2006-08-14,167.54309
2006-08-15,98.39364
2006-08-16,136.66599
2006-08-17,119.075714
2006-08-18,48.786797
2006-08-19,122.56685
2006-08-20,112.21883
2006-08-21,146.05026
2006-08-22,132.64001
2006-08-23,122.945946
2006-08-24,202.50845
2006-08-25,146.45929
2006-08-26,106.29137
2006-08-27,153.95212
2006-08-28,171.9934
2006-08-29,148.30157
2006-08-30,134.31796
2006-08-31,158.13477
2006-09-01,139.64879
2006-09-02,87.202896
2006-09-03,114.21196
2006-09-04,117.27541
2006-09-05,74.704124
2006-09-06,118.50693
2006-09-07,143.10835
2006-09-08,191.16002
2006-09-09,190.2464
2006-09-10,156.71802
2006-09-11,117.914185
2006-09-12,98.36491
2006-09-13,111.32496
2006-09-14,35.452477
2006-09-15,143.77078
2006-09-16,110.0237
2006-09-17,87.68356
2006-09-18,94.208885
2006-09-19,118.41194
2006-09-20,66.14151
2006-09-21,119.127975
2006-09-22,79.262276
2006-09-23,108.99159
2006-09-24,58.64184
2006-09-25,72.83014
2006-09-26,98.77455
2006-09-27,55.40447
2006-09-28,82.267555
2006-09-29,58.199806
2006-09-30,113.66185
2006-10-01,68.40585
2006-10-02,55.899586
2006-10-03,67.28092
2006-10-04,86.46645
2006-10-05,25.019642
2006-10-06,64.13928
2006-10-07,71.04294
2006-10-08,53.94342
2006-10-09,85.73004
2006-10-10,65.0862
2006-10-11,40.513508
2006-10-12,77.47362
2006-10-13,72.0638
2006-10-14,71.15677
2006-10-15,47.149853
2006-10-16,53.303062
2006-10-17,35.272213
2006-10-18,47.964073
2006-10-19,34.186623
2006-10-20,34.845554
2006-10-21,42.270977
2006-10-22,52.50157
2006-10-23,46.780235
2006-10-24,41.03604
2006-10-25,29.67558
2006-10-26,38.616463
2006-10-27,28.737803
2006-10-28,34.232563
2006-10-29,44.171143
2006-10-30,42.905704
2006-10-31,43.165565
2006-11-01,45.94847
2006-11-02,50.034992
2006-11-03,49.205788
2006-11-04,33.084194
2006-11-05,24.042685
2006-11-06,41.143425
2006-11-07,23.41504
2006-11-08,29.681433
2006-11-09,39.183983
2006-11-10,11.549506
2006-11-11,30.061226
2006-11-12,20.994558
2006-11-13,32.36551
2006-11-14,28.330723
2006-11-15,10.331488
2006-11-16,21.215824
2006-11-17,18.385836
2006-11-18,26.191662
2006-11-19,25.168201
2006-11-20,26.180798
2006-11-21,24.402006
2006-11-22,19.805128
2006-11-23,19.394691
2006-11-24,23.966684
2006-11-25,18.003153
2006-11-26,22.887552
2006-11-27,20.112316
2006-11-28,21.567091
2006-11-29,20.935705
2006-11-30,14.220953
2006-12-01,20.847069
2006-12-02,18.08268
2006-12-03,16.324013
2006-12-04,18.010628
2006-12-05,18.07264
2006-12-06,20.477089
2006-12-07,14.492195
2006-12-08,18.66651
2006-12-09,19.006609
2006-12-10,12.161308
2006-12-11,17.63449
2006-12-12,13.822924
2006-12-13,11.815522
2006-12-14,12.579833
2006-12-15,6.5183477
2006-12-16,17.340576
2006-12-17,17.809519
2006-12-18,17.14142
2006-12-19,16.931736
2006-12-20,17.048336
2006-12-21,16.582504
2006-12-22,14.726907
2006-12-23,16.538898
2006-12-24,15.785349
2006-12-25,14.462045
2006-12-26,13.021814
2006-12-27,12.578953
2006-12-28,12.402938
2006-12-29,12.125197
2006-12-30,16.834846
2006-12-31,12.350905
2007-01-01,15.373906
2007-01-02,17.40898
2007-01-03,6.9916687
2007-01-04,17.506678
2007-01-05,19.17081
2007-01-06,16.53243
2007-01-07,15.219613
2007-01-08,14.161252
2007-01-09,18.227352
2007-01-10,20.523026
2007-01-11,18.11264
2007-01-12,16.246307
2007-01-13,15.490166
2007-01-14,18.278698
2007-01-15,17.126135
2007-01-16,25.570435
2007-01-17,22.75127
2007-01-18,17.77565
2007-01-19,20.448473
2007-01-20,23.26391
2007-01-21,19.995977
2007-01-22,28.449163
2007-01-23,23.774612
2007-01-24,21.000149
2007-01-25,28.038057
2007-01-26,22.727507
2007-01-27,29.272787
2007-01-28,24.532549
