summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2004-06-30,158.20644
2004-07-01,245.01276
2004-07-02,160.51942
2004-07-03,170.83154
2004-07-04,148.92508
2004-07-05,212.4437
2004-07-06,208.03815
2004-07-07,188.09001
2004-07-08,146.41544
2004-07-09,141.15451
2004-07-10,61.727226
2004-07-11,111.758316
2004-07-12,134.36038
2004-07-13,184.63457
2004-07-14,199.57224
2004-07-15,150.35065
2004-07-16,216.63974
2004-07-17,151.95271
2004-07-18,250.5646
2004-07-19,231.69797
2004-07-20,144.6737
2004-07-21,195.015
2004-07-22,150.14215
2004-07-23,220.21228
2004-07-24,114.80201
2004-07-25,203.7526
2004-07-26,216.60516
2004-07-27,136.76492
2004-07-28,140.20287
2004-07-29,141.93506
2004-07-30,175.34113
2004-07-31,140.52112
2004-08-01,204.72675
2004-08-02,156.91374
2004-08-03,119.76425
2004-08-04,54.28695
2004-08-05,123.68224
2004-08-06,194.19183
2004-08-07,199.8197
2004-08-08,179.13716
2004-08-09,113.01246
2004-08-10,110.46922
2004-08-11,113.21607
2004-08-12,119.7254
2004-08-13,147.3022
2004-08-14,185.74805
2004-08-15,167.08694
2004-08-16,148.15007
2004-08-17,157.33322
2004-08-18,110.00528
2004-08-19,98.60471
2004-08-20,160.12003
2004-08-21,205.80762
2004-08-22,187.16655
2004-08-23,83.88215
2004-08-24,100.936226
2004-08-25,115.33856
2004-08-26,104.9647
2004-08-27,196.32185
2004-08-28,122.23921
2004-08-29,141.97217
2004-08-30,135.0595
2004-08-31,204.11264
2004-09-01,128.98666
2004-09-02,96.423645
2004-09-03,109.403046
2004-09-04,138.57867
2004-09-05,96.480515
2004-09-06,106.62525
2004-09-07,171.89613
2004-09-08,179.36667
2004-09-09,166.79593
2004-09-10,107.009056
2004-09-11,91.267006
2004-09-12,94.980865
2004-09-13,128.7575
2004-09-14,115.10875
2004-09-15,142.82013
2004-09-16,66.209785
2004-09-17,107.71521
2004-09-18,122.83249
2004-09-19,91.79433
2004-09-20,108.641655
2004-09-21,119.42412
2004-09-22,57.680965
2004-09-23,114.79312
2004-09-24,127.16101
2004-09-25,64.86699
2004-09-26,82.0665
2004-09-27,53.483505
2004-09-28,59.61993
2004-09-29,79.7031
2004-09-30,48.684486
2004-10-01,59.273712
2004-10-02,68.6102
2004-10-03,70.03618
2004-10-04,82.69962
2004-10-05,81.1537
2004-10-06,59.648773
2004-10-07,74.80464
2004-10-08,84.11508
2004-10-09,53.46322
2004-10-10,43.652065
2004-10-11,48.100834
2004-10-12,44.223186
2004-10-13,53.872974
2004-10-14,55.79989
2004-10-15,51.144608
2004-10-16,36.72744
2004-10-17,41.30823
2004-10-18,63.90258
2004-10-19,36.44291
2004-10-20,18.099209
2004-10-21,47.36049
2004-10-22,49.884254
2004-10-23,50.99198
2004-10-24,33.070107
2004-10-25,38.993546
2004-10-26,42.492302
2004-10-27,36.941044
2004-10-28,38.082664
2004-10-29,31.032396
2004-10-30,30.18557
2004-10-31,31.255785
2004-11-01,36.680225
2004-11-02,27.526415
2004-11-03,31.044989
2004-11-04,42.58139
2004-11-05,23.198072
2004-11-06,22.929398
2004-11-07,31.058071
2004-11-08,24.852169
2004-11-09,33.420002
2004-11-10,33.043804
2004-11-11,11.041668
2004-11-12,31.908543
2004-11-13,32.99365
2004-11-14,24.683542
2004-11-15,19.746363
2004-11-16,18.390064
2004-11-17,23.32258
2004-11-18,18.364096
2004-11-19,30.36019
2004-11-20,28.339813
2004-11-21,8.914049
2004-11-22,21.401552
2004-11-23,15.817675
2004-11-24,15.761756
2004-11-25,16.191841
2004-11-26,21.904045
2004-11-27,14.7334795
2004-11-28,20.242153
2004-11-29,17.516727
2004-11-30,15.649427
2004-12-01,14.433786
2004-12-02,21.8452
2004-12-03,16.95638
2004-12-04,13.3473835
