summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2009-06-30,366.5092
2009-07-01,365.96823
2009-07-02,355.09756
2009-07-03,364.63486
2009-07-04,343.52582
2009-07-05,339.3676
2009-07-06,354.00586
2009-07-07,357.6699
2009-07-08,348.04843
2009-07-09,330.33212
2009-07-10,319.73706
2009-07-11,326.6986
2009-07-12,355.6577
2009-07-13,342.1977
2009-07-14,346.36047
2009-07-15,341.30768
2009-07-16,348.646
2009-07-17,356.04495
2009-07-18,354.30798
2009-07-19,337.37128
2009-07-20,323.02246
2009-07-21,343.31064
2009-07-22,348.22992
2009-07-23,352.09067
2009-07-24,348.67114
2009-07-25,316.94067
2009-07-26,348.32532
2009-07-27,342.28903
2009-07-28,347.3412
2009-07-29,346.4302
2009-07-30,312.70477
2009-07-31,332.3983
2009-08-01,350.2269
2009-08-02,331.97525
2009-08-03,339.64957
2009-08-04,366.617
2009-08-05,332.67
2009-08-06,326.13403
2009-08-07,334.76028
2009-08-08,338.86868
2009-08-09,353.10718
2009-08-10,359.0504
2009-08-11,347.2266
2009-08-12,336.52365
2009-08-13,337.044
2009-08-14,355.4504
2009-08-15,347.36578
2009-08-16,345.80917
2009-08-17,344.1822
2009-08-18,359.32016
2009-08-19,369.626
2009-08-20,356.67093
2009-08-21,325.78183
2009-08-22,322.6974
2009-08-23,363.20184
2009-08-24,325.17133
2009-08-25,314.6664
2009-08-26,354.848
2009-08-27,344.86197
2009-08-28,332.35413
2009-08-29,316.577
2009-08-30,348.05945
2009-08-31,365.78857
2009-09-01,328.53937
2009-09-02,333.57437
2009-09-03,348.36823
2009-09-04,347.91086
2009-09-05,342.41724
2009-09-06,350.27618
2009-09-07,336.53232
2009-09-08,357.45224
2009-09-09,311.8184
2009-09-10,313.06967
2009-09-11,315.98654
2009-09-12,298.14682
2009-09-13,336.36255
2009-09-14,338.5583
2009-09-15,313.36273
2009-09-16,317.84634
2009-09-17,300.70947
2009-09-18,322.73257
2009-09-19,333.4367
2009-09-20,298.34973
2009-09-21,356.91013
2009-09-22,330.9395
2009-09-23,322.09302
2009-09-24,342.00735
2009-09-25,338.4033
2009-09-26,303.63824
2009-09-27,355.27713
2009-09-28,357.38885
2009-09-29,350.77475
2009-09-30,332.87305
2009-10-01,305.54745
2009-10-02,339.6749
2009-10-03,301.28882
2009-10-04,280.23215
2009-10-05,303.60938
2009-10-06,324.96786
2009-10-07,283.5045
