summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2001-06-30,340.4703
2001-07-01,354.7209
2001-07-02,359.78787
2001-07-03,362.13974
2001-07-04,355.39148
2001-07-05,346.61063
2001-07-06,356.8077
2001-07-07,366.32898
2001-07-08,364.62015
2001-07-09,345.50253
2001-07-10,343.15717
2001-07-11,343.06192
2001-07-12,339.73636
2001-07-13,342.49063
2001-07-14,339.74368
2001-07-15,327.8111
2001-07-16,316.64453
2001-07-17,334.2308
2001-07-18,325.0494
2001-07-19,341.72726
2001-07-20,334.61334
2001-07-21,355.42587
2001-07-22,345.57086
2001-07-23,348.09796
2001-07-24,326.46158
2001-07-25,357.1191
2001-07-26,347.2762
2001-07-27,347.24875
2001-07-28,354.95572
2001-07-29,351.16595
2001-07-30,342.7202
2001-07-31,327.43182
2001-08-01,341.48468
2001-08-02,365.23935
2001-08-03,334.93472
2001-08-04,323.8275
2001-08-05,324.7732
2001-08-06,337.67337
2001-08-07,352.21747
2001-08-08,348.8443
2001-08-09,327.16714
2001-08-10,323.44968
2001-08-11,360.87524
2001-08-12,362.28247
2001-08-13,371.10257
2001-08-14,367.64328
2001-08-15,359.87918
2001-08-16,345.5654
2001-08-17,338.0931
2001-08-18,354.5536
2001-08-19,362.7445
2001-08-20,313.99008
2001-08-21,357.5986
2001-08-22,314.69833
2001-08-23,319.97696
2001-08-24,347.14963
2001-08-25,352.4139
2001-08-26,308.6435
2001-08-27,312.20337
2001-08-28,325.2077
2001-08-29,343.33377
2001-08-30,344.6753
2001-08-31,334.634
2001-09-01,346.27756
2001-09-02,340.70618
2001-09-03,336.88422
2001-09-04,315.44928
2001-09-05,339.7732
2001-09-06,339.59195
2001-09-07,353.82632
2001-09-08,296.47372
2001-09-09,309.75854
2001-09-10,331.5961
2001-09-11,349.1063
2001-09-12,338.23975
2001-09-13,327.1289
2001-09-14,316.20767
2001-09-15,318.62085
2001-09-16,309.37195
2001-09-17,310.2191
2001-09-18,325.21555
2001-09-19,335.72617
2001-09-20,336.0626
2001-09-21,343.8746
2001-09-22,328.6073
2001-09-23,338.8686
2001-09-24,339.02322
2001-09-25,329.1079
2001-09-26,332.70212
2001-09-27,339.45813
2001-09-28,351.99738
2001-09-29,344.4621
2001-09-30,352.06042
2001-10-01,329.32455
2001-10-02,325.43622
2001-10-03,322.61554
2001-10-04,328.71335
2001-10-05,350.8355
2001-10-06,327.16058
2001-10-07,330.38995
2001-10-08,342.76245
2001-10-09,328.99423
2001-10-10,343.63895
2001-10-11,334.70212
2001-10-12,350.31363
2001-10-13,330.8649
2001-10-14,352.24164
2001-10-15,338.67404
2001-10-16,321.73352
