Date,Hawthorn
03-Nov-09,0.66
04-Nov-09,0.69
04-Nov-09,0.69
05-Nov-09,0.66
05-Nov-09,0.66
06-Nov-09,0.67
06-Nov-09,0.67
07-Nov-09,0.66
07-Nov-09,0.66
08-Nov-09,0.56
08-Nov-09,0.56
09-Nov-09,0.54
09-Nov-09,0.54
10-Nov-09,0.56
10-Nov-09,0.56
11-Nov-09,0.59
11-Nov-09,0.59
12-Nov-09,0.63
12-Nov-09,0.63
13-Nov-09,0.67
13-Nov-09,0.67
14-Nov-09,0.69
14-Nov-09,0.69
15-Nov-09,0.65
15-Nov-09,0.65
16-Nov-09,0.69
16-Nov-09,0.69
17-Nov-09,0.66
17-Nov-09,0.66
18-Nov-09,0.65
18-Nov-09,0.65
19-Nov-09,0.65
19-Nov-09,0.65
20-Nov-09,0.59
20-Nov-09,0.59
21-Nov-09,0.63
21-Nov-09,0.63
22-Nov-09,0.70
22-Nov-09,0.70
23-Nov-09,0.67
23-Nov-09,0.67
24-Nov-09,0.68
24-Nov-09,0.68
25-Nov-09,0.69
25-Nov-09,0.69
26-Nov-09,0.67
26-Nov-09,0.67
27-Nov-09,0.66
27-Nov-09,0.66
28-Nov-09,0.65
28-Nov-09,0.65
29-Nov-09,0.65
29-Nov-09,0.65
30-Nov-09,0.58
01-Dec-09,0.58
02-Dec-09,0.61
03-Dec-09,0.60
04-Dec-09,0.57
05-Dec-09,0.62
06-Dec-09,0.63
07-Dec-09,0.61
08-Dec-09,0.56
09-Dec-09,0.51
10-Dec-09,0.44
11-Dec-09,0.40
12-Dec-09,0.38
13-Dec-09,0.41
14-Dec-09,0.46
15-Dec-09,0.47
16-Dec-09,0.51
17-Dec-09,0.48
18-Dec-09,0.49
19-Dec-09,0.58
20-Dec-09,0.67
21-Dec-09,0.72
22-Dec-09,0.78
23-Dec-09,0.80
24-Dec-09,0.82
25-Dec-09,0.80
26-Dec-09,0.82
27-Dec-09,0.81
28-Dec-09,0.78
29-Dec-09,0.81
30-Dec-09,0.79
31-Dec-09,0.79
01-Jan-10,0.79
02-Jan-10,0.74
03-Jan-10,0.72
04-Jan-10,0.79
05-Jan-10,0.84
06-Jan-10,0.84
07-Jan-10,0.83
08-Jan-10,0.79
09-Jan-10,0.78
10-Jan-10,0.81
11-Jan-10,0.84
12-Jan-10,0.91
13-Jan-10,0.95
14-Jan-10,0.96
15-Jan-10,1.02
16-Jan-10,1.08
17-Jan-10,1.04
18-Jan-10,1.02
19-Jan-10,1.04
20-Jan-10,1.07
21-Jan-10,1.08
22-Jan-10,1.08
23-Jan-10,1.08
24-Jan-10,1.06
25-Jan-10,1.01
01-Feb-10,1.22
02-Feb-10,1.25
03-Feb-10,1.25
04-Feb-10,1.27
05-Feb-10,1.28
06-Feb-10,1.21
07-Feb-10,1.17
08-Feb-10,1.20
09-Feb-10,1.20
10-Feb-10,1.17
11-Feb-10,1.15
12-Feb-10,1.12
13-Feb-10,1.14
14-Feb-10,1.17
15-Feb-10,1.25
16-Feb-10,1.29
17-Feb-10,1.28
18-Feb-10,1.28
19-Feb-10,1.27
20-Feb-10,1.26
21-Feb-10,1.27
22-Feb-10,1.26
23-Feb-10,1.24
24-Feb-10,1.26
25-Feb-10,1.29
26-Feb-10,1.27
27-Feb-10,1.25
28-Feb-10,1.22
01-Mar-10,1.13
02-Mar-10,1.06
03-Mar-10,1.03
04-Mar-10,1.00
05-Mar-10,0.99
06-Mar-10,0.96
07-Mar-10,0.93
08-Mar-10,0.93
09-Mar-10,0.91
10-Mar-10,0.92
11-Mar-10,0.96
12-Mar-10,0.94
13-Mar-10,0.93
14-Mar-10,0.94
15-Mar-10,0.97
16-Mar-10,0.98
17-Mar-10,0.99
18-Mar-10,1.04
19-Mar-10,1.06
20-Mar-10,1.06
21-Mar-10,1.02
22-Mar-10,1.03
23-Mar-10,1.07
24-Mar-10,1.12
25-Mar-10,1.17
26-Mar-10,1.17
27-Mar-10,1.14
28-Mar-10,1.13
29-Mar-10,1.17
30-Mar-10,1.23
31-Mar-10,1.20
01-Apr-10,1.12
02-Apr-10,1.12
03-Apr-10,1.11
04-Apr-10,1.05
05-Apr-10,1.04
06-Apr-10,1.05
07-Apr-10,1.03
08-Apr-10,1.01
09-Apr-10,1.02
10-Apr-10,1.01
11-Apr-10,1.02
12-Apr-10,1.02
13-Apr-10,1.03
14-Apr-10,1.03
15-Apr-10,1.01
16-Apr-10,1.00
17-Apr-10,1.04
18-Apr-10,1.07
19-Apr-10,1.12
20-Apr-10,1.12
21-Apr-10,1.10
22-Apr-10,1.11
23-Apr-10,1.13
24-Apr-10,1.15
25-Apr-10,1.18
26-Apr-10,1.18
27-Apr-10,1.19
28-Apr-10,1.24
29-Apr-10,1.29
30-Apr-10,1.31
01-May-10,1.29
02-May-10,1.26
03-May-10,1.23
04-May-10,1.22
05-May-10,1.26
06-May-10,1.29
07-May-10,1.28
08-May-10,1.28
09-May-10,1.30
10-May-10,1.32
11-May-10,1.32
12-May-10,1.31
13-May-10,1.35
14-May-10,1.36
15-May-10,1.36
16-May-10,1.37
17-May-10,1.34
18-May-10,1.34
19-May-10,1.36
20-May-10,1.37
21-May-10,1.41
22-May-10,1.46
23-May-10,1.54
24-May-10,1.62
25-May-10,1.67
26-May-10,1.74
27-May-10,1.78
28-May-10,1.79
29-May-10,1.83
30-May-10,1.82
31-May-10,1.79
01-Jun-10,1.82
02-Jun-10,1.79
03-Jun-10,1.80
04-Jun-10,1.82
05-Jun-10,1.85
06-Jun-10,1.90
07-Jun-10,1.93
08-Jun-10,1.96
09-Jun-10,1.96
10-Jun-10,1.97
11-Jun-10,1.99
12-Jun-10,1.96
13-Jun-10,1.98
14-Jun-10,1.93
15-Jun-10,1.90
16-Jun-10,1.91
17-Jun-10,1.93
18-Jun-10,1.95
19-Jun-10,1.98
20-Jun-10,1.98
21-Jun-10,1.98
22-Jun-10,1.99
23-Jun-10,2.06
24-Jun-10,2.12
25-Jun-10,2.14
26-Jun-10,2.16
27-Jun-10,2.16
28-Jun-10,2.18
29-Jun-10,2.18
30-Jun-10,2.18
01-Jul-10,2.22
02-Jul-10,2.21
03-Jul-10,2.17
04-Jul-10,2.19
05-Jul-10,2.15
06-Jul-10,2.17
07-Jul-10,2.22
08-Jul-10,2.22
09-Jul-10,2.23
10-Jul-10,2.24
11-Jul-10,2.23
12-Jul-10,2.23
13-Jul-10,2.25
14-Jul-10,2.31
15-Jul-10,2.33
16-Jul-10,2.29
17-Jul-10,2.23
18-Jul-10,2.22
19-Jul-10,2.24
20-Jul-10,2.28
21-Jul-10,2.31
22-Jul-10,2.27
23-Jul-10,2.24
24-Jul-10,2.25
25-Jul-10,2.26
26-Jul-10,2.27
27-Jul-10,2.26
28-Jul-10,2.26
29-Jul-10,2.27
30-Jul-10,2.29
31-Jul-10,2.30
01-Aug-10,2.28
02-Aug-10,2.27
03-Aug-10,2.29
04-Aug-10,2.32
05-Aug-10,2.30
06-Aug-10,2.32
07-Aug-10,2.30
08-Aug-10,2.32
09-Aug-10,2.37
10-Aug-10,2.41
11-Aug-10,2.42
12-Aug-10,2.42
13-Aug-10,2.43
14-Aug-10,2.44
15-Aug-10,2.45
16-Aug-10,2.52
17-Aug-10,2.58
18-Aug-10,2.62
19-Aug-10,2.62
20-Aug-10,2.63
21-Aug-10,2.63
16-Sep-10,2.82
17-Sep-10,2.76
18-Sep-10,2.74
19-Sep-10,2.74
20-Sep-10,2.69
21-Sep-10,2.64
22-Sep-10,2.66
23-Sep-10,2.67
24-Sep-10,2.61
25-Sep-10,2.55
26-Sep-10,2.53
27-Sep-10,2.51
28-Sep-10,2.49
29-Sep-10,2.47
30-Sep-10,2.48
01-Oct-10,2.56
02-Oct-10,2.56
03-Oct-10,2.57
04-Oct-10,2.56
05-Oct-10,2.53
06-Oct-10,2.47
07-Oct-10,2.39
08-Oct-10,2.38
09-Oct-10,2.40
10-Oct-10,2.44
11-Oct-10,2.48
12-Oct-10,2.50
13-Oct-10,2.51
14-Oct-10,2.51
15-Oct-10,2.51
16-Oct-10,2.47
17-Oct-10,2.47
18-Oct-10,2.50
19-Oct-10,2.51
20-Oct-10,2.48
21-Oct-10,2.49
22-Oct-10,2.53
23-Oct-10,2.53
24-Oct-10,2.46
25-Oct-10,2.44
26-Oct-10,2.49
27-Oct-10,2.49
28-Oct-10,2.50
29-Oct-10,2.55
30-Oct-10,2.51
31-Oct-10,2.43
01-Nov-10,2.41
02-Nov-10,2.42
03-Nov-10,2.39
04-Nov-10,2.36
05-Nov-10,2.32
06-Nov-10,2.30
07-Nov-10,2.37
08-Nov-10,2.45
09-Nov-10,2.38
10-Nov-10,2.34
11-Nov-10,2.43
12-Nov-10,2.38
13-Nov-10,2.35
14-Nov-10,2.31
15-Nov-10,2.23
16-Nov-10,2.22
17-Nov-10,2.25
18-Nov-10,2.26
19-Nov-10,2.21
20-Nov-10,2.18
21-Nov-10,2.18
22-Nov-10,2.17
23-Nov-10,2.17
24-Nov-10,2.17
25-Nov-10,2.16
26-Nov-10,2.16
27-Nov-10,2.17
28-Nov-10,2.16
29-Nov-10,2.15
30-Nov-10,2.19
01-Dec-10,2.29
02-Dec-10,2.36
03-Dec-10,2.43
04-Dec-10,2.45
05-Dec-10,2.44
06-Dec-10,2.43
07-Dec-10,2.39
08-Dec-10,2.33
09-Dec-10,2.26
10-Dec-10,2.25
11-Dec-10,2.23
12-Dec-10,2.19
13-Dec-10,2.19
14-Dec-10,2.14
15-Dec-10,2.17
16-Dec-10,2.29
17-Dec-10,2.38
18-Dec-10,2.38
19-Dec-10,2.37
20-Dec-10,2.37
21-Dec-10,2.40
22-Dec-10,2.44
23-Dec-10,2.48
24-Dec-10,2.48
25-Dec-10,2.51
26-Dec-10,2.60
27-Dec-10,2.68
28-Dec-10,2.70
29-Dec-10,2.70
30-Dec-10,2.70
31-Dec-10,2.75
01-Jan-11,2.77
02-Jan-11,2.80
03-Jan-11,2.89
04-Jan-11,3.00
05-Jan-11,3.10
06-Jan-11,3.12
07-Jan-11,3.17
08-Jan-11,3.22
09-Jan-11,3.18
10-Jan-11,3.24
11-Jan-11,3.25
12-Jan-11,3.29
13-Jan-11,3.30
14-Jan-11,3.31
15-Jan-11,3.31
16-Jan-11,3.28
17-Jan-11,3.25
18-Jan-11,3.20
19-Jan-11,3.18
20-Jan-11,3.19
21-Jan-11,3.18
22-Jan-11,3.17
23-Jan-11,3.17
24-Jan-11,3.22
25-Jan-11,3.27
26-Jan-11,3.23
27-Jan-11,3.18
28-Jan-11,3.19
29-Jan-11,3.23
30-Jan-11,3.30
31-Jan-11,3.38
01-Feb-11,3.45
02-Feb-11,3.49
03-Feb-11,3.51
04-Feb-11,3.53
05-Feb-11,3.48
06-Feb-11,3.47
07-Feb-11,3.45
08-Feb-11,3.38
09-Feb-11,3.38
10-Feb-11,3.36
11-Feb-11,3.33
12-Feb-11,3.32
13-Feb-11,3.34
14-Feb-11,3.31
15-Feb-11,3.34
16-Feb-11,3.34
17-Feb-11,3.30
18-Feb-11,3.29
19-Feb-11,3.28
20-Feb-11,3.27
21-Feb-11,3.30
22-Feb-11,3.31
23-Feb-11,3.33
24-Feb-11,3.31
25-Feb-11,3.34
26-Feb-11,3.42
27-Feb-11,3.44
28-Feb-11,3.46
09-Sep-11,3.55
09-Sep-11,3.55
06-Jul-12,3.30
24-Aug-12,3.25
10-Sep-12,3.65
17-Oct-12,3.45
07-Nov-12,3.35
06-Dec-12,3.35
14-Jan-13,3.65
13-Feb-13,3.85
21-Mar-13,4.05
15-Apr-13,3.95
29-May-13,3.85
10-Jun-13,3.95
05-Jul-13,4.05
07-Aug-13,3.85
19-Sep-13,3.65
08-Oct-13,3.85
05-Nov-13,4.05
04-Dec-13,3.95
10-Jan-14,4.05
06-Feb-14,4.05
06-Mar-14,3.95
04-Apr-14,4.05
07-May-14,3.65
16-Jul-14,3.65
12-Aug-14,3.95
12-Aug-14,3.95
09-Sep-14,3.65
09-Sep-14,3.65
15-Oct-14,3.65
24-Nov-14,4.35
16-Dec-14,4.15
09-Feb-15,4.35
09-Mar-15,4.35
21-May-15,3.95
13-Nov-15,2.89
02-Dec-15,2.15
03-Feb-16,2.11
03-Mar-16,2.17
27-Apr-16,2.50
12-May-16,2.05
16-Jun-16,2.00
17-Aug-16,1.65
22-Sep-16,1.60
26-Oct-16,0.83
23-Dec-16,1.18
20-Jan-17,1.29
16-Feb-17,1.29
17-Mar-17,1.29
27-Apr-17,1.55
18-May-17,1.35
22-Jun-17,1.17
21-Jul-17,1.29
17-Aug-17,1.08
29-Sep-17,1.08
18-Oct-17,1.28
16-Nov-17,1.51
20-Dec-17,1.50
18-Jan-18,1.73
25-Feb-18,1.45
22-Mar-18,1.80
18-Apr-18,1.22
14-Jun-18,1.20
23-Jul-18,1.10
09-Aug-18,1.13
14-Sep-18,1.15
18-Oct-18,1.20
15-Nov-18,1.15
10-Dec-18,0.95
09-Jan-19,0.55
13-Feb-19,0.15
13-Mar-19,0.20
10-Apr-19,0.95
08-May-19,0.30
05-Jun-19,0.40
02-Jul-19,0.35
16-Aug-19,0.64
12-Sep-19,0.70
07-Oct-19,0.85
12-Dec-19,1.08
09-Jan-20,0.98
06-Feb-20,1.01
05-Mar-20,1.64
02-Apr-20,1.19
