Date,Chatershaugh_No2_Shaft
02-Sep-09,4.38
03-Sep-09,4.47
04-Sep-09,4.47
05-Sep-09,4.43
06-Sep-09,4.43
07-Sep-09,4.47
08-Sep-09,4.51
09-Sep-09,4.46
10-Sep-09,4.43
11-Sep-09,4.45
12-Sep-09,4.51
13-Sep-09,4.54
14-Sep-09,4.56
15-Sep-09,4.60
16-Sep-09,4.63
17-Sep-09,4.66
18-Sep-09,4.70
19-Sep-09,4.74
20-Sep-09,4.73
21-Sep-09,4.77
22-Sep-09,4.80
23-Sep-09,4.80
24-Sep-09,4.81
25-Sep-09,4.83
26-Sep-09,4.84
27-Sep-09,4.86
28-Sep-09,4.89
29-Sep-09,4.93
30-Sep-09,4.96
01-Oct-09,4.97
02-Oct-09,5.00
03-Oct-09,5.11
04-Oct-09,5.08
05-Oct-09,5.07
06-Oct-09,5.13
07-Oct-09,5.12
08-Oct-09,5.11
09-Oct-09,5.10
10-Oct-09,5.15
11-Oct-09,5.18
12-Oct-09,5.13
13-Oct-09,5.13
14-Oct-09,5.15
15-Oct-09,5.17
16-Oct-09,5.17
17-Oct-09,5.21
18-Oct-09,5.27
19-Oct-09,5.34
20-Oct-09,5.41
21-Oct-09,5.44
22-Oct-09,5.44
23-Oct-09,5.42
24-Oct-09,5.44
25-Oct-09,5.47
26-Oct-09,5.42
27-Oct-09,5.42
28-Oct-09,5.45
29-Oct-09,5.44
30-Oct-09,5.45
31-Oct-09,5.49
01-Nov-09,5.60
02-Nov-09,5.66
03-Nov-09,5.70
04-Nov-09,5.73
05-Nov-09,5.69
06-Nov-09,5.66
07-Nov-09,5.71
08-Nov-09,5.66
09-Nov-09,5.62
10-Nov-09,5.67
11-Nov-09,5.70
12-Nov-09,5.77
13-Nov-09,5.80
14-Nov-09,5.87
15-Nov-09,5.82
16-Nov-09,5.85
17-Nov-09,5.87
18-Nov-09,5.91
19-Nov-09,5.94
20-Nov-09,5.94
21-Nov-09,5.90
22-Nov-09,6.00
23-Nov-09,6.04
24-Nov-09,6.02
25-Nov-09,6.07
26-Nov-09,6.07
27-Nov-09,6.07
28-Nov-09,6.07
29-Nov-09,6.11
01-Dec-09,6.08
02-Dec-09,6.14
03-Dec-09,6.17
04-Dec-09,6.14
05-Dec-09,6.16
06-Dec-09,6.21
07-Dec-09,6.20
08-Dec-09,6.18
09-Dec-09,6.16
10-Dec-09,6.12
11-Dec-09,6.10
12-Dec-09,6.10
13-Dec-09,6.13
14-Dec-09,6.16
15-Dec-09,6.19
16-Dec-09,6.21
17-Dec-09,6.24
18-Dec-09,6.21
19-Dec-09,6.22
20-Dec-09,6.25
21-Dec-09,6.26
22-Dec-09,6.26
23-Dec-09,6.24
24-Dec-09,6.22
25-Dec-09,6.20
26-Dec-09,6.18
27-Dec-09,6.21
28-Dec-09,6.18
29-Dec-09,6.16
30-Dec-09,6.18
31-Dec-09,6.16
01-Jan-10,6.15
02-Jan-10,6.17
03-Jan-10,6.13
04-Jan-10,6.10
05-Jan-10,6.11
06-Jan-10,6.10
07-Jan-10,6.10
08-Jan-10,6.08
09-Jan-10,6.06
10-Jan-10,6.05
11-Jan-10,6.05
12-Jan-10,6.03
13-Jan-10,6.05
14-Jan-10,6.07
15-Jan-10,6.04
16-Jan-10,6.05
17-Jan-10,6.06
18-Jan-10,6.06
19-Jan-10,6.03
20-Jan-10,6.04
21-Jan-10,6.03
22-Jan-10,6.05
23-Jan-10,6.04
24-Jan-10,6.05
25-Jan-10,6.05
,
01-Apr-10,6.04
02-Apr-10,6.04
03-Apr-10,6.04
04-Apr-10,6.03
05-Apr-10,6.04
06-Apr-10,6.04
07-Apr-10,6.03
08-Apr-10,6.03
09-Apr-10,6.04
10-Apr-10,6.04
11-Apr-10,6.04
12-Apr-10,6.05
13-Apr-10,6.05
14-Apr-10,6.05
15-Apr-10,6.04
16-Apr-10,6.05
17-Apr-10,6.05
18-Apr-10,6.05
19-Apr-10,6.05
20-Apr-10,6.05
21-Apr-10,6.05
22-Apr-10,6.05
23-Apr-10,6.05
24-Apr-10,6.05
25-Apr-10,6.05
26-Apr-10,6.05
27-Apr-10,6.05
28-Apr-10,6.06
29-Apr-10,6.06
30-Apr-10,6.05
01-May-10,6.05
02-May-10,6.04
03-May-10,6.04
04-May-10,6.05
05-May-10,6.05
06-May-10,6.06
07-May-10,6.05
08-May-10,6.05
09-May-10,6.06
10-May-10,6.06
11-May-10,6.06
12-May-10,6.06
13-May-10,6.06
14-May-10,6.06
15-May-10,6.06
16-May-10,6.06
17-May-10,6.06
18-May-10,6.06
19-May-10,6.06
20-May-10,6.05
21-May-10,6.06
22-May-10,6.06
23-May-10,6.07
24-May-10,6.07
25-May-10,6.07
26-May-10,6.07
27-May-10,6.07
28-May-10,6.07
29-May-10,6.07
30-May-10,6.07
31-May-10,6.07
01-Jun-10,6.07
02-Jun-10,6.07
03-Jun-10,6.07
04-Jun-10,6.07
05-Jun-10,6.07
06-Jun-10,6.08
07-Jun-10,6.08
08-Jun-10,6.08
09-Jun-10,6.07
10-Jun-10,6.08
11-Jun-10,6.08
12-Jun-10,6.08
13-Jun-10,6.08
14-Jun-10,6.07
15-Jun-10,6.07
16-Jun-10,6.08
17-Jun-10,6.08
18-Jun-10,6.08
19-Jun-10,6.08
20-Jun-10,6.08
21-Jun-10,6.08
22-Jun-10,6.07
23-Jun-10,6.08
24-Jun-10,6.08
25-Jun-10,6.08
26-Jun-10,6.08
27-Jun-10,6.08
28-Jun-10,6.08
29-Jun-10,6.08
30-Jun-10,6.08
01-Jul-10,6.09
02-Jul-10,6.08
03-Jul-10,6.08
04-Jul-10,6.08
05-Jul-10,6.08
06-Jul-10,6.08
07-Jul-10,6.09
08-Jul-10,6.08
09-Jul-10,6.08
10-Jul-10,6.09
11-Jul-10,6.08
12-Jul-10,6.09
13-Jul-10,6.09
14-Jul-10,6.10
15-Jul-10,6.10
16-Jul-10,6.09
17-Jul-10,6.08
18-Jul-10,6.08
19-Jul-10,6.09
20-Jul-10,6.10
21-Jul-10,6.10
22-Jul-10,6.08
23-Jul-10,6.09
24-Jul-10,6.09
25-Jul-10,6.09
26-Jul-10,6.10
27-Jul-10,6.09
28-Jul-10,6.10
29-Jul-10,6.10
30-Jul-10,6.10
31-Jul-10,6.10
01-Aug-10,6.09
02-Aug-10,6.09
03-Aug-10,6.10
04-Aug-10,6.10
05-Aug-10,6.09
06-Aug-10,6.10
07-Aug-10,6.09
08-Aug-10,6.09
09-Aug-10,6.10
10-Aug-10,6.10
11-Aug-10,6.10
12-Aug-10,6.10
13-Aug-10,6.11
14-Aug-10,6.11
15-Aug-10,6.11
16-Aug-10,6.12
17-Aug-10,6.12
18-Aug-10,6.12
19-Aug-10,6.12
20-Aug-10,6.12
21-Aug-10,6.12
22-Aug-10,6.12
23-Aug-10,6.13
24-Aug-10,6.12
25-Aug-10,6.11
26-Aug-10,6.12
27-Aug-10,6.12
28-Aug-10,6.11
29-Aug-10,6.11
30-Aug-10,6.11
31-Aug-10,6.11
01-Sep-10,6.11
02-Sep-10,6.12
03-Sep-10,6.12
04-Sep-10,6.11
05-Sep-10,6.12
06-Sep-10,6.13
07-Sep-10,6.12
08-Sep-10,6.11
09-Sep-10,6.11
10-Sep-10,6.11
11-Sep-10,6.11
12-Sep-10,6.10
13-Sep-10,6.11
14-Sep-10,6.12
15-Sep-10,6.11
16-Sep-10,6.11
17-Sep-10,6.10
18-Sep-10,6.11
19-Sep-10,6.12
20-Sep-10,6.11
21-Sep-10,6.10
22-Sep-10,6.12
23-Sep-10,6.12
24-Sep-10,6.10
25-Sep-10,6.10
26-Sep-10,6.11
27-Sep-10,6.11
28-Sep-10,6.11
29-Sep-10,6.11
30-Sep-10,6.11
01-Oct-10,6.11
02-Oct-10,6.10
03-Oct-10,6.10
04-Oct-10,6.10
05-Oct-10,6.10
06-Oct-10,6.09
07-Oct-10,6.09
08-Oct-10,6.09
09-Oct-10,6.09
10-Oct-10,6.09
11-Oct-10,6.09
12-Oct-10,6.09
13-Oct-10,6.10
14-Oct-10,6.10
15-Oct-10,6.10
16-Oct-10,6.09
17-Oct-10,6.09
18-Oct-10,6.10
19-Oct-10,6.09
20-Oct-10,6.08
21-Oct-10,6.08
22-Oct-10,6.08
23-Oct-10,6.08
24-Oct-10,6.07
25-Oct-10,6.07
26-Oct-10,6.08
27-Oct-10,6.08
28-Oct-10,6.07
29-Oct-10,6.08
30-Oct-10,6.07
31-Oct-10,6.07
01-Nov-10,6.07
02-Nov-10,6.07
03-Nov-10,6.07
04-Nov-10,6.07
05-Nov-10,6.07
06-Nov-10,6.06
07-Nov-10,6.07
08-Nov-10,6.07
09-Nov-10,6.06
10-Nov-10,6.06
11-Nov-10,6.07
12-Nov-10,6.06
13-Nov-10,6.06
14-Nov-10,6.05
15-Nov-10,6.05
16-Nov-10,6.05
17-Nov-10,6.06
18-Nov-10,6.06
19-Nov-10,6.06
20-Nov-10,6.06
21-Nov-10,6.06
22-Nov-10,6.06
23-Nov-10,6.06
24-Nov-10,6.05
25-Nov-10,6.05
26-Nov-10,6.05
27-Nov-10,6.05
28-Nov-10,6.04
01-Dec-10,6.04
02-Dec-10,6.04
03-Dec-10,6.05
04-Dec-10,6.05
05-Dec-10,6.04
06-Dec-10,6.04
07-Dec-10,6.04
08-Dec-10,6.04
09-Dec-10,6.05
10-Dec-10,6.04
11-Dec-10,6.05
12-Dec-10,6.04
13-Dec-10,6.04
14-Dec-10,6.04
15-Dec-10,6.05
16-Dec-10,6.05
17-Dec-10,6.04
18-Dec-10,6.04
19-Dec-10,6.03
20-Dec-10,6.03
21-Dec-10,6.03
22-Dec-10,6.03
23-Dec-10,6.03
24-Dec-10,6.03
25-Dec-10,6.03
26-Dec-10,6.04
27-Dec-10,6.04
28-Dec-10,6.04
29-Dec-10,6.04
30-Dec-10,6.04
31-Dec-10,6.04
01-Jan-11,6.04
02-Jan-11,6.04
03-Jan-11,6.05
04-Jan-11,6.05
05-Jan-11,6.05
06-Jan-11,6.04
07-Jan-11,6.05
08-Jan-11,6.05
09-Jan-11,6.04
10-Jan-11,6.05
11-Jan-11,6.04
12-Jan-11,6.05
13-Jan-11,6.05
14-Jan-11,6.05
15-Jan-11,6.04
16-Jan-11,6.04
17-Jan-11,6.03
18-Jan-11,6.02
19-Jan-11,6.02
20-Jan-11,6.02
21-Jan-11,6.02
22-Jan-11,6.03
23-Jan-11,6.03
24-Jan-11,6.04
25-Jan-11,6.05
26-Jan-11,6.04
27-Jan-11,6.03
28-Jan-11,6.03
29-Jan-11,6.03
30-Jan-11,6.04
31-Jan-11,6.04
01-Feb-11,6.04
02-Feb-11,6.04
03-Feb-11,6.04
04-Feb-11,6.05
,
18-Apr-11,6.12
19-Apr-11,6.12
20-Apr-11,6.12
21-Apr-11,6.12
22-Apr-11,6.12
23-Apr-11,6.12
24-Apr-11,6.11
25-Apr-11,6.11
26-Apr-11,6.11
27-Apr-11,6.11
28-Apr-11,6.12
29-Apr-11,6.11
30-Apr-11,6.12
01-May-11,6.12
02-May-11,6.12
03-May-11,6.12
04-May-11,6.12
05-May-11,6.12
06-May-11,6.12
07-May-11,6.12
08-May-11,6.12
09-May-11,6.11
10-May-11,6.11
11-May-11,6.12
12-May-11,6.11
13-May-11,6.12
14-May-11,6.11
15-May-11,6.11
16-May-11,6.11
17-May-11,6.11
18-May-11,6.11
19-May-11,6.11
20-May-11,6.11
21-May-11,6.12
22-May-11,6.11
23-May-11,6.11
24-May-11,6.10
25-May-11,6.12
26-May-11,6.11
27-May-11,6.11
28-May-11,6.12
29-May-11,6.12
30-May-11,6.11
31-May-11,6.11
01-Jun-11,6.10
02-Jun-11,6.10
03-Jun-11,6.11
04-Jun-11,6.12
05-Jun-11,6.12
06-Jun-11,6.11
07-Jun-11,6.12
08-Jun-11,6.11
09-Jun-11,6.11
10-Jun-11,6.11
11-Jun-11,6.11
12-Jun-11,6.12
13-Jun-11,6.11
14-Jun-11,6.11
15-Jun-11,6.12
16-Jun-11,6.12
17-Jun-11,6.12
18-Jun-11,6.12
19-Jun-11,6.11
20-Jun-11,6.12
21-Jun-11,6.12
22-Jun-11,6.12
23-Jun-11,6.11
24-Jun-11,6.11
25-Jun-11,6.12
26-Jun-11,6.12
27-Jun-11,6.12
28-Jun-11,6.12
29-Jun-11,6.12
30-Jun-11,6.12
01-Jul-11,6.12
02-Jul-11,6.12
03-Jul-11,6.12
04-Jul-11,6.12
05-Jul-11,6.13
06-Jul-11,6.13
07-Jul-11,6.12
08-Jul-11,6.12
09-Jul-11,6.12
10-Jul-11,6.12
11-Jul-11,6.12
12-Jul-11,6.12
13-Jul-11,6.12
14-Jul-11,6.12
15-Jul-11,6.13
16-Jul-11,6.14
17-Jul-11,6.13
18-Jul-11,6.14
19-Jul-11,6.13
20-Jul-11,6.13
21-Jul-11,6.13
22-Jul-11,6.13
23-Jul-11,6.13
24-Jul-11,6.14
25-Jul-11,6.13
26-Jul-11,6.13
27-Jul-11,6.13
28-Jul-11,6.13
29-Jul-11,6.13
30-Jul-11,6.14
31-Jul-11,6.14
01-Aug-11,6.14
02-Aug-11,6.14
03-Aug-11,6.14
04-Aug-11,6.14
05-Aug-11,6.14
06-Aug-11,6.15
07-Aug-11,6.14
08-Aug-11,6.13
09-Aug-11,6.13
10-Aug-11,6.15
11-Aug-11,6.14
12-Aug-11,6.14
13-Aug-11,6.14
14-Aug-11,
15-Aug-11,
16-Aug-11,
17-Aug-11,
18-Aug-11,
19-Aug-11,
20-Aug-11,
21-Aug-11,
22-Aug-11,
23-Aug-11,
24-Aug-11,
25-Aug-11,
26-Aug-11,
27-Aug-11,
28-Aug-11,
29-Aug-11,
30-Aug-11,6.14
31-Aug-11,6.14
01-Sep-11,6.14
02-Sep-11,6.15
03-Sep-11,6.15
04-Sep-11,6.14
05-Sep-11,6.14
06-Sep-11,6.15
07-Sep-11,6.14
08-Sep-11,6.14
09-Sep-11,6.14
10-Sep-11,6.15
11-Sep-11,6.15
12-Sep-11,6.14
13-Sep-11,6.13
14-Sep-11,6.12
15-Sep-11,6.13
16-Sep-11,6.14
17-Sep-11,6.14
18-Sep-11,6.13
19-Sep-11,6.13
20-Sep-11,6.14
21-Sep-11,6.15
22-Sep-11,6.14
23-Sep-11,6.15
24-Sep-11,6.15
25-Sep-11,6.15
26-Sep-11,6.14
27-Sep-11,6.14
28-Sep-11,6.15
29-Sep-11,6.15
30-Sep-11,6.15
01-Oct-11,6.15
02-Oct-11,6.16
03-Oct-11,6.15
04-Oct-11,6.15
05-Oct-11,6.16
06-Oct-11,6.14
07-Oct-11,6.13
08-Oct-11,6.14
09-Oct-11,6.15
10-Oct-11,6.15
11-Oct-11,6.14
12-Oct-11,6.14
13-Oct-11,6.14
14-Oct-11,6.14
15-Oct-11,6.14
16-Oct-11,6.14
17-Oct-11,6.15
18-Oct-11,6.13
19-Oct-11,6.12
20-Oct-11,6.13
21-Oct-11,6.13
22-Oct-11,6.14
23-Oct-11,6.14
24-Oct-11,6.14
25-Oct-11,6.14
26-Oct-11,6.13
27-Oct-11,6.12
28-Oct-11,6.12
29-Oct-11,6.13
30-Oct-11,6.13
31-Oct-11,6.14
01-Nov-11,6.13
02-Nov-11,6.14
03-Nov-11,6.14
04-Nov-11,6.13
05-Nov-11,6.13
06-Nov-11,6.12
07-Nov-11,6.12
08-Nov-11,6.13
09-Nov-11,6.13
10-Nov-11,6.12
11-Nov-11,6.12
12-Nov-11,6.12
13-Nov-11,6.11
14-Nov-11,6.12
15-Nov-11,6.12
16-Nov-11,6.12
17-Nov-11,6.12
18-Nov-11,6.12
19-Nov-11,6.11
20-Nov-11,6.11
21-Nov-11,6.11
22-Nov-11,6.11
23-Nov-11,6.11
24-Nov-11,6.11
25-Nov-11,6.10
26-Nov-11,6.12
27-Nov-11,6.10
28-Nov-11,6.12
29-Nov-11,6.11
30-Nov-11,6.11
01-Dec-11,6.10
02-Dec-11,6.11
03-Dec-11,6.10
04-Dec-11,6.10
05-Dec-11,6.09
06-Dec-11,6.10
07-Dec-11,6.10
08-Dec-11,6.12
09-Dec-11,6.09
10-Dec-11,6.09
11-Dec-11,6.10
12-Dec-11,6.11
13-Dec-11,6.11
14-Dec-11,6.09
15-Dec-11,6.09
16-Dec-11,6.09
17-Dec-11,6.09
18-Dec-11,6.08
19-Dec-11,6.09
20-Dec-11,6.09
21-Dec-11,6.11
22-Dec-11,6.11
23-Dec-11,6.11
24-Dec-11,6.11
25-Dec-11,6.11
26-Dec-11,6.11
27-Dec-11,6.11
28-Dec-11,6.12
29-Dec-11,6.11
30-Dec-11,6.11
31-Dec-11,6.12
01-Jan-12,6.11
02-Jan-12,6.11
03-Jan-12,6.11
04-Jan-12,6.11
05-Jan-12,6.10
06-Jan-12,6.10
07-Jan-12,6.10
08-Jan-12,6.10
09-Jan-12,6.10
10-Jan-12,6.10
11-Jan-12,6.11
12-Jan-12,6.10
13-Jan-12,6.10
14-Jan-12,6.09
15-Jan-12,6.09
16-Jan-12,6.09
17-Jan-12,6.09
18-Jan-12,6.10
15-Feb-12,6.07
05-Mar-12,6.07
11-Apr-12,6.07
03-May-12,6.07
31-May-12,6.07
04-Jul-12,6.07
02-Aug-12,6.17
05-Sep-12,6.07
11-Oct-12,6.17
01-Nov-12,6.17
10-Dec-12,6.17
10-Jan-13,6.17
07-Feb-13,6.17
08-Mar-13,6.17
04-Apr-13,6.17
