summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2004-01-01,321.2902
2004-01-02,296.74066
2004-01-03,321.76157
2004-01-04,321.45544
2004-01-05,336.9823
2004-01-06,318.04312
2004-01-07,331.8679
2004-01-08,333.68234
2004-01-09,320.3079
2004-01-10,321.53656
2004-01-11,314.585
2004-01-12,307.77374
2004-01-13,299.94202
2004-01-14,300.79047
2004-01-15,310.83292
2004-01-16,284.2568
2004-01-17,267.4169
2004-01-18,317.28366
2004-01-19,344.79153
2004-01-20,341.64554
2004-01-21,329.93692
2004-01-22,332.3307
2004-01-23,332.58344
2004-01-24,295.81467
2004-01-25,288.64722
2004-01-26,284.09564
2004-01-27,279.824
2004-01-28,275.28845
2004-01-29,289.28455
2004-01-30,318.45404
2004-01-31,305.9586
2004-02-01,309.57465
2004-02-02,338.28757
2004-02-03,347.4314
2004-02-04,342.32086
2004-02-05,328.16208
2004-02-06,311.66412
2004-02-07,297.94745
2004-02-08,257.6009
2004-02-09,300.61108
2004-02-10,338.1772
2004-02-11,318.0524
2004-02-12,316.00436
2004-02-13,317.52704
2004-02-14,312.02835
2004-02-15,311.115
2004-02-16,318.5141
2004-02-17,273.4511
2004-02-18,245.46477
2004-02-19,262.21985
2004-02-20,280.7976
2004-02-21,273.74893
2004-02-22,252.73326
2004-02-23,290.2685
2004-02-24,293.5522
2004-02-25,248.43149
2004-02-26,259.44037
2004-02-27,269.95035
2004-02-28,246.36374
2004-02-29,239.66806
2004-03-01,245.03754
2004-03-02,284.9307
2004-03-03,323.73853
2004-03-04,303.2036
2004-03-05,290.1126
2004-03-06,286.69974
2004-03-07,276.7454
2004-03-08,258.67584
2004-03-09,277.6243
2004-03-10,294.8248
2004-03-11,299.62985
2004-03-12,302.98737
2004-03-13,298.54697
2004-03-14,323.0769
2004-03-15,331.68906
2004-03-16,343.06293
2004-03-17,294.97833
2004-03-18,315.29675
2004-03-19,298.7486
2004-03-20,315.72504
2004-03-21,302.13608
2004-03-22,287.38962
2004-03-23,285.30264
2004-03-24,293.79395
2004-03-25,303.31827
2004-03-26,326.09702
2004-03-27,324.38092
2004-03-28,306.18686
2004-03-29,324.98453
2004-03-30,317.18945
2004-03-31,284.9738
2004-04-01,330.69943
2004-04-02,336.157
2004-04-03,320.97083
2004-04-04,297.04736
2004-04-05,297.55234
2004-04-06,299.03955
2004-04-07,304.08167
2004-04-08,312.6772
2004-04-09,339.37762
2004-04-10,331.9369
2004-04-11,330.99854
2004-04-12,318.76495
2004-04-13,337.36258
2004-04-14,344.02692
2004-04-15,323.56973
2004-04-16,286.00598
2004-04-17,306.2389
2004-04-18,313.5565
2004-04-19,308.49643
2004-04-20,316.58606
2004-04-21,325.99762
2004-04-22,297.45465
2004-04-23,343.72644
2004-04-24,338.83826
2004-04-25,301.58594
2004-04-26,304.67392
2004-04-27,335.98224
2004-04-28,313.46765
2004-04-29,309.0546
2004-04-30,336.74405
2004-05-01,299.2846
2004-05-02,324.0313
2004-05-03,295.7125
2004-05-04,310.25854
2004-05-05,319.96292
2004-05-06,314.36636
2004-05-07,301.11612
2004-05-08,345.88852
2004-05-09,345.9896
2004-05-10,323.67526
2004-05-11,344.97513
2004-05-12,317.8224
2004-05-13,340.3509
2004-05-14,349.113
2004-05-15,340.74826
2004-05-16,321.56766
2004-05-17,321.74564
2004-05-18,323.98795
2004-05-19,325.04797
2004-05-20,302.09857
2004-05-21,308.52908
2004-05-22,284.1137
2004-05-23,285.79276
2004-05-24,329.22974
2004-05-25,317.8153
2004-05-26,308.32858
2004-05-27,294.04993
2004-05-28,350.3521
2004-05-29,347.97244
2004-05-30,322.95898
2004-05-31,324.03226
2004-06-01,341.48053
2004-06-02,334.20786
2004-06-03,354.16632
2004-06-04,344.2382
2004-06-05,356.44897
2004-06-06,357.31848
2004-06-07,343.18692
2004-06-08,364.16785
2004-06-09,347.3817
2004-06-10,350.56854
2004-06-11,351.94757
2004-06-12,332.84064
2004-06-13,355.08322
2004-06-14,352.31866
2004-06-15,344.16095
2004-06-16,350.25662
2004-06-17,349.59647
2004-06-18,322.34216
2004-06-19,331.567
2004-06-20,328.9889
2004-06-21,322.5111
2004-06-22,325.58542
2004-06-23,354.54233
2004-06-24,347.8123
2004-06-25,315.64435
2004-06-26,348.63525
2004-06-27,341.90244
2004-06-28,327.42474
2004-06-29,355.5677
2004-06-30,350.10068
