summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
1999-06-30,352.9347
1999-07-01,342.08768
1999-07-02,357.00873
1999-07-03,364.3891
1999-07-04,357.61862
1999-07-05,340.9078
1999-07-06,358.88715
1999-07-07,365.82242
1999-07-08,356.39737
1999-07-09,351.8018
1999-07-10,372.2351
1999-07-11,344.18027
1999-07-12,333.65372
1999-07-13,357.85422
1999-07-14,338.64462
1999-07-15,335.783
1999-07-16,356.5006
1999-07-17,358.0678
1999-07-18,359.5705
1999-07-19,368.45114
1999-07-20,365.29135
1999-07-21,355.27103
1999-07-22,319.81738
1999-07-23,352.03864
1999-07-24,354.70645
1999-07-25,344.6776
1999-07-26,298.39084
1999-07-27,303.1481
1999-07-28,325.1543
1999-07-29,325.8712
1999-07-30,328.718
1999-07-31,343.47342
1999-08-01,348.9286
1999-08-02,373.67563
1999-08-03,373.72244
1999-08-04,366.70694
1999-08-05,369.05145
1999-08-06,348.6534
1999-08-07,365.88223
1999-08-08,343.9864
1999-08-09,347.15924
1999-08-10,320.43378
1999-08-11,337.7779
1999-08-12,336.52997
1999-08-13,357.06406
1999-08-14,341.78592
1999-08-15,340.85504
1999-08-16,314.53928
1999-08-17,353.56677
1999-08-18,338.37878
1999-08-19,333.06888
1999-08-20,335.51788
1999-08-21,303.79895
1999-08-22,295.622
1999-08-23,310.22595
1999-08-24,323.61594
1999-08-25,362.44424
1999-08-26,359.1083
1999-08-27,350.19858
1999-08-28,330.1157
1999-08-29,347.1067
1999-08-30,354.54065
1999-08-31,366.03528
1999-09-01,376.19577
1999-09-02,356.79517
1999-09-03,363.58353
1999-09-04,356.6713
1999-09-05,369.72595
1999-09-06,366.16086
1999-09-07,322.63968
1999-09-08,354.04532
1999-09-09,310.2515
1999-09-10,326.51007
1999-09-11,364.3723
1999-09-12,321.2093
1999-09-13,324.18088
1999-09-14,304.3176
1999-09-15,313.65305
1999-09-16,352.93436
1999-09-17,329.01526
1999-09-18,359.36496
1999-09-19,366.98825
1999-09-20,369.9894
1999-09-21,340.9278
1999-09-22,333.6514
1999-09-23,348.0799
1999-09-24,356.1089
1999-09-25,337.2627
1999-09-26,331.6807
1999-09-27,343.9484
1999-09-28,330.58136
1999-09-29,343.92432
1999-09-30,341.17966
1999-10-01,328.53995
1999-10-02,312.44568
1999-10-03,313.02057
1999-10-04,287.57477
1999-10-05,291.30243
1999-10-06,324.4748
1999-10-07,333.96948
1999-10-08,348.74347
1999-10-09,357.5768
1999-10-10,345.60626
1999-10-11,301.5306
1999-10-12,332.69547
1999-10-13,341.85965
1999-10-14,340.05508
1999-10-15,328.09665
1999-10-16,334.5457
1999-10-17,325.20422
1999-10-18,295.8471
1999-10-19,314.1028
1999-10-20,302.21823
1999-10-21,331.32617
1999-10-22,323.7129
1999-10-23,339.62952
1999-10-24,336.23874
1999-10-25,342.70688
1999-10-26,337.4756
1999-10-27,350.0438
1999-10-28,301.71008
1999-10-29,338.29413
1999-10-30,360.5147
1999-10-31,327.53464
1999-11-01,340.8547
1999-11-02,307.64243
1999-11-03,352.783
1999-11-04,347.55203
1999-11-05,331.43216
1999-11-06,285.83347
1999-11-07,339.1601
1999-11-08,325.13455
1999-11-09,293.07468
1999-11-10,284.04486
1999-11-11,325.67755
1999-11-12,327.29065
1999-11-13,328.23953
1999-11-14,328.79706
1999-11-15,315.63684
1999-11-16,281.259
1999-11-17,297.31714
1999-11-18,266.4249
1999-11-19,274.5933
1999-11-20,279.54578
1999-11-21,319.07452
1999-11-22,318.3655
1999-11-23,339.73953
1999-11-24,330.01404
1999-11-25,336.5488
1999-11-26,332.7801
1999-11-27,310.1434
1999-11-28,337.74384
1999-11-29,280.59088
1999-11-30,340.93625
1999-12-01,304.56967
1999-12-02,308.37366
1999-12-03,303.31372
1999-12-04,284.18985
1999-12-05,310.4967
1999-12-06,338.009
1999-12-07,311.9863
1999-12-08,310.6491
1999-12-09,313.20538
1999-12-10,298.30566
1999-12-11,309.51797
1999-12-12,303.301
1999-12-13,279.79745
1999-12-14,282.29004
1999-12-15,288.35092
1999-12-16,321.73868
1999-12-17,293.61258
1999-12-18,284.17023
1999-12-19,264.6899
1999-12-20,284.62717
1999-12-21,290.33203
1999-12-22,328.38168
1999-12-23,321.35962
1999-12-24,318.74496
1999-12-25,310.1185
1999-12-26,304.6529
1999-12-27,300.61008
1999-12-28,275.35892
1999-12-29,281.48676
1999-12-30,320.74945
1999-12-31,323.87802
2000-01-01,315.7024
2000-01-02,317.3644
2000-01-03,318.54813
2000-01-04,309.1818
2000-01-05,330.7837
2000-01-06,287.14975
2000-01-07,333.13538
2000-01-08,306.67273
2000-01-09,274.5006
2000-01-10,323.95416
2000-01-11,325.45346
2000-01-12,309.82297
2000-01-13,295.665
2000-01-14,273.41183
2000-01-15,276.55472
2000-01-16,309.54883
2000-01-17,298.95248
2000-01-18,305.41632
2000-01-19,305.91296
2000-01-20,297.65314
2000-01-21,305.62222
2000-01-22,290.22903
2000-01-23,277.9211
2000-01-24,274.21
2000-01-25,276.91483
2000-01-26,314.0771
2000-01-27,322.229
2000-01-28,327.0284
2000-01-29,317.72806
2000-01-30,329.73035
2000-01-31,329.51422
2000-02-01,317.79742
2000-02-02,299.7886
2000-02-03,323.9688
2000-02-04,344.84155
2000-02-05,337.92523
2000-02-06,330.41647
2000-02-07,323.18115
2000-02-08,303.09015
2000-02-09,316.16013
2000-02-10,296.28143
2000-02-11,316.36346
2000-02-12,290.15335
2000-02-13,270.50778
2000-02-14,311.08047
2000-02-15,294.91434
2000-02-16,273.45532
2000-02-17,292.9747
2000-02-18,314.8222
2000-02-19,262.68118
2000-02-20,292.45474
2000-02-21,276.87195
2000-02-22,304.72217
2000-02-23,324.76086
2000-02-24,305.9476
2000-02-25,293.32898
2000-02-26,312.70273
2000-02-27,326.78494
2000-02-28,294.1721
2000-02-29,300.54016
2000-03-01,267.99347
2000-03-02,321.05283
2000-03-03,271.5285
2000-03-04,273.2565
2000-03-05,306.18912
2000-03-06,336.56918
2000-03-07,343.04013
2000-03-08,340.16467
2000-03-09,335.03937
2000-03-10,334.30075
2000-03-11,301.97058
2000-03-12,329.80252
2000-03-13,337.54733
2000-03-14,293.172
2000-03-15,327.03342
2000-03-16,336.23535
2000-03-17,329.28006
2000-03-18,285.6901
2000-03-19,317.2438
2000-03-20,314.6673
2000-03-21,327.4917
2000-03-22,290.30548
2000-03-23,312.94525
2000-03-24,313.15155
2000-03-25,294.13712
2000-03-26,280.2433
2000-03-27,290.112
2000-03-28,293.36685
2000-03-29,309.69666
2000-03-30,315.6158
2000-03-31,325.92358
2000-04-01,317.65128
2000-04-02,309.27164
2000-04-03,270.5729
2000-04-04,249.40558
2000-04-05,254.47838
2000-04-06,262.1105
2000-04-07,306.866
2000-04-08,326.47937
2000-04-09,311.31094
2000-04-10,317.463
2000-04-11,312.58728
2000-04-12,314.7844
2000-04-13,305.511
2000-04-14,270.69894
2000-04-15,274.43573
2000-04-16,282.1983
2000-04-17,308.5287
2000-04-18,290.28925
2000-04-19,294.17984
2000-04-20,308.59485
2000-04-21,316.66733
2000-04-22,312.73367
2000-04-23,313.1802
2000-04-24,322.35275
2000-04-25,326.75134
2000-04-26,325.8384
2000-04-27,321.16327
2000-04-28,322.28366
2000-04-29,334.12247
2000-04-30,294.42773
2000-05-01,301.5506
2000-05-02,302.9795
2000-05-03,315.53714
2000-05-04,287.1606
2000-05-05,284.97745
2000-05-06,306.7285
2000-05-07,317.61978
2000-05-08,301.70212
2000-05-09,309.629
2000-05-10,321.19366
2000-05-11,303.57965
2000-05-12,303.5009
2000-05-13,315.78497
2000-05-14,327.96246
2000-05-15,340.1395
2000-05-16,349.2123
2000-05-17,314.24954
2000-05-18,322.77225
2000-05-19,312.16977
2000-05-20,331.81628
2000-05-21,323.16815
2000-05-22,296.41763
2000-05-23,323.28394
2000-05-24,301.1349
2000-05-25,292.93295
2000-05-26,295.48007
2000-05-27,314.28937
2000-05-28,305.5827
2000-05-29,296.14972
2000-05-30,294.0486
2000-05-31,316.27325
2000-06-01,350.69095
2000-06-02,324.09094
2000-06-03,318.2325
2000-06-04,335.65683
2000-06-05,339.71906
2000-06-06,338.25217
2000-06-07,327.52612
2000-06-08,348.30435
2000-06-09,343.0948
2000-06-10,323.11755
2000-06-11,332.6808
2000-06-12,355.28302
2000-06-13,311.09848
2000-06-14,319.46262
2000-06-15,306.64185
2000-06-16,316.40393
2000-06-17,358.75543
2000-06-18,347.91922
2000-06-19,349.86783
2000-06-20,356.40662
2000-06-21,350.45905
2000-06-22,346.6939
2000-06-23,347.83002
2000-06-24,335.83627
2000-06-25,321.0562
2000-06-26,320.2425
2000-06-27,338.20892
2000-06-28,345.3146
2000-06-29,348.46097
2000-06-30,326.57938
