summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2001-06-30,348.52823
2001-07-01,362.72244
2001-07-02,355.81006
2001-07-03,367.56787
2001-07-04,362.73032
2001-07-05,356.17426
2001-07-06,355.54086
2001-07-07,365.1609
2001-07-08,363.82178
2001-07-09,348.70493
2001-07-10,348.8714
2001-07-11,351.55487
2001-07-12,347.82944
2001-07-13,345.52444
2001-07-14,343.7182
2001-07-15,319.7334
2001-07-16,317.9693
2001-07-17,338.79987
2001-07-18,327.7328
2001-07-19,338.31714
2001-07-20,342.18723
2001-07-21,361.0477
2001-07-22,350.50543
2001-07-23,355.49402
2001-07-24,323.86023
2001-07-25,359.2298
2001-07-26,353.61597
2001-07-27,352.65067
2001-07-28,361.1272
2001-07-29,354.07678
2001-07-30,349.18936
2001-07-31,324.201
2001-08-01,352.1547
2001-08-02,369.9551
2001-08-03,332.22583
2001-08-04,325.11166
2001-08-05,329.59528
2001-08-06,348.85297
2001-08-07,357.7924
2001-08-08,351.77502
2001-08-09,327.0376
2001-08-10,331.15735
2001-08-11,366.83774
2001-08-12,364.4124
2001-08-13,372.87393
2001-08-14,369.66837
2001-08-15,366.2175
2001-08-16,345.23975
2001-08-17,342.89404
2001-08-18,357.05676
2001-08-19,368.1458
2001-08-20,321.20087
2001-08-21,367.86365
2001-08-22,320.0661
2001-08-23,321.13785
2001-08-24,346.75113
2001-08-25,354.60922
2001-08-26,312.68753
2001-08-27,322.69754
2001-08-28,330.63196
2001-08-29,357.77783
2001-08-30,341.98322
2001-08-31,337.32053
2001-09-01,357.68182
2001-09-02,350.8114
2001-09-03,347.54993
2001-09-04,322.57623
2001-09-05,352.304
2001-09-06,343.77533
2001-09-07,359.75797
2001-09-08,304.816
2001-09-09,311.78183
2001-09-10,348.57806
2001-09-11,353.33026
2001-09-12,343.22128
2001-09-13,332.87778
2001-09-14,333.01892
2001-09-15,329.85355
2001-09-16,313.2888
2001-09-17,305.75342
2001-09-18,320.65588
2001-09-19,333.5002
2001-09-20,331.97595
2001-09-21,349.67804
2001-09-22,344.4765
2001-09-23,341.019
2001-09-24,336.7582
2001-09-25,331.7214
2001-09-26,341.30838
2001-09-27,344.99887
2001-09-28,364.19843
2001-09-29,350.0973
2001-09-30,358.19574
2001-10-01,342.88638
2001-10-02,339.74976
2001-10-03,336.24478
2001-10-04,342.41113
2001-10-05,359.71133
2001-10-06,341.27264
2001-10-07,342.3248
2001-10-08,349.36594
2001-10-09,337.565
2001-10-10,338.8806
2001-10-11,349.7742
2001-10-12,355.5194
2001-10-13,337.47797
2001-10-14,358.46188
2001-10-15,346.5161
2001-10-16,332.14655
2001-10-17,357.72763
2001-10-18,344.16403
2001-10-19,336.1859
2001-10-20,356.45148
2001-10-21,346.19864
2001-10-22,348.2448
2001-10-23,350.03296
2001-10-24,337.1764
2001-10-25,353.4424
2001-10-26,331.3996
2001-10-27,318.3809
2001-10-28,325.2423
2001-10-29,346.47504
2001-10-30,354.6481
2001-10-31,290.89908
2001-11-01,344.61862
2001-11-02,351.23248
2001-11-03,322.76776
2001-11-04,319.30548
2001-11-05,331.00385
2001-11-06,325.59363
2001-11-07,317.19098
2001-11-08,269.60394
2001-11-09,290.69324
2001-11-10,341.2741
2001-11-11,347.21487
2001-11-12,328.18304
2001-11-13,280.4759
2001-11-14,308.395
2001-11-15,333.81143
2001-11-16,338.92896
2001-11-17,327.07938
2001-11-18,331.1857
2001-11-19,322.17538
2001-11-20,340.69476
2001-11-21,340.11407
2001-11-22,287.8732
2001-11-23,320.31268
2001-11-24,349.3259
2001-11-25,322.73053
2001-11-26,295.80496
2001-11-27,300.91895
2001-11-28,327.5601
2001-11-29,337.40082
2001-11-30,346.0675
2001-12-01,308.89694
2001-12-02,307.4358
2001-12-03,329.39508
2001-12-04,309.67233
2001-12-05,303.42535
2001-12-06,308.653
