summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2010-06-30,349.64288
2010-07-01,370.39832
2010-07-02,342.50714
2010-07-03,343.86343
2010-07-04,354.8274
2010-07-05,336.58566
2010-07-06,358.49835
2010-07-07,338.56293
2010-07-08,339.2585
2010-07-09,356.06424
2010-07-10,360.24884
2010-07-11,350.14584
2010-07-12,350.58307
2010-07-13,341.94803
2010-07-14,359.03018
2010-07-15,355.7378
2010-07-16,347.81876
2010-07-17,343.01282
2010-07-18,362.0984
2010-07-19,364.97714
2010-07-20,355.7168
2010-07-21,355.77795
2010-07-22,331.80685
2010-07-23,320.73135
2010-07-24,360.74777
2010-07-25,364.4664
2010-07-26,365.31107
2010-07-27,351.06696
2010-07-28,360.75107
2010-07-29,348.6487
2010-07-30,357.8754
2010-07-31,357.03436
2010-08-01,356.08316
2010-08-02,356.72287
2010-08-03,354.3805
2010-08-04,347.33786
2010-08-05,346.43015
2010-08-06,361.2923
2010-08-07,353.24307
2010-08-08,336.501
2010-08-09,353.2301
2010-08-10,333.16425
2010-08-11,355.06473
2010-08-12,338.28586
2010-08-13,340.78174
2010-08-14,341.22134
2010-08-15,312.92163
2010-08-16,356.95248
2010-08-17,346.3498
2010-08-18,337.90936
2010-08-19,329.7781
2010-08-20,355.38055
2010-08-21,337.04855
2010-08-22,334.41614
2010-08-23,355.53366
2010-08-24,345.38565
2010-08-25,330.4085
2010-08-26,319.91953
2010-08-27,317.61545
2010-08-28,352.07208
2010-08-29,309.54895
2010-08-30,290.69687
2010-08-31,292.80978
2010-09-01,334.31927
2010-09-02,315.24515
2010-09-03,320.29462
2010-09-04,344.4904
2010-09-05,359.27933
2010-09-06,364.79343
2010-09-07,354.79968
2010-09-08,332.98297
2010-09-09,338.31003
2010-09-10,351.6397
2010-09-11,337.6943
2010-09-12,340.0904
2010-09-13,366.9091
2010-09-14,328.8318
2010-09-15,333.01962
2010-09-16,317.9374
2010-09-17,308.19238
2010-09-18,341.70786
2010-09-19,353.5986
2010-09-20,351.81216
2010-09-21,363.3287
2010-09-22,360.58963
2010-09-23,352.61368
2010-09-24,298.6573
2010-09-25,287.50537
2010-09-26,291.52606
2010-09-27,339.55002
2010-09-28,358.50385
2010-09-29,344.84875
2010-09-30,313.50922
2010-10-01,348.5679
2010-10-02,338.60318
2010-10-03,336.19833
2010-10-04,321.37094
2010-10-05,319.2414
2010-10-06,324.6927
2010-10-07,321.2277
2010-10-08,353.93594
2010-10-09,321.82303
2010-10-10,310.65927
2010-10-11,289.59283
2010-10-12,308.28467
2010-10-13,335.8342
2010-10-14,341.14426
2010-10-15,342.03192
2010-10-16,301.3516
2010-10-17,334.50668
2010-10-18,335.8618
2010-10-19,302.89584
2010-10-20,269.4605
2010-10-21,326.53473
2010-10-22,332.7193
2010-10-23,301.75027
2010-10-24,267.28516
2010-10-25,279.6228
2010-10-26,350.72192
2010-10-27,322.90305
2010-10-28,338.09076
2010-10-29,346.23486
2010-10-30,300.6957
2010-10-31,298.8434
2010-11-01,311.17468
2010-11-02,333.1348
2010-11-03,323.66107
2010-11-04,342.6649
2010-11-05,336.62064
2010-11-06,301.69315
2010-11-07,285.64014
2010-11-08,319.14597
2010-11-09,290.9604
2010-11-10,262.1653
2010-11-11,321.8807
2010-11-12,324.35645
2010-11-13,300.1797
2010-11-14,288.72336
2010-11-15,272.60544
2010-11-16,316.96176
2010-11-17,311.40884
2010-11-18,321.1462
2010-11-19,299.61185
2010-11-20,303.7803
2010-11-21,306.30292
2010-11-22,311.2525
2010-11-23,284.92328
2010-11-24,265.81955
2010-11-25,275.2259
2010-11-26,263.94476
2010-11-27,244.1405
2010-11-28,266.85883
2010-11-29,269.96634
2010-11-30,255.4349
2010-12-01,243.97333
2010-12-02,243.3524
2010-12-03,283.89484
2010-12-04,280.58847
2010-12-05,249.8062
2010-12-06,275.1235
2010-12-07,226.69014
2010-12-08,232.01266
2010-12-09,307.83063
2010-12-10,330.7573
2010-12-11,314.7351
2010-12-12,264.75592
2010-12-13,265.64658
2010-12-14,289.77237
2010-12-15,297.99646
2010-12-16,282.55902
2010-12-17,277.01224
2010-12-18,267.07776
2010-12-19,258.18967
2010-12-20,233.71242
2010-12-21,221.6955
2010-12-22,219.4893
2010-12-23,240.3788
2010-12-24,231.69086
2010-12-25,283.87833
2010-12-26,296.22174
2010-12-27,308.82755
2010-12-28,312.88885
2010-12-29,319.64212
2010-12-30,320.18118
2010-12-31,319.4138
2011-01-01,309.39532
2011-01-02,294.39948
2011-01-03,300.4589
2011-01-04,317.19196
2011-01-05,299.21054
2011-01-06,266.5473
2011-01-07,264.20193
2011-01-08,272.5738
2011-01-09,278.10217
2011-01-10,311.47766
2011-01-11,268.75797
2011-01-12,315.56833
2011-01-13,327.8524
2011-01-14,316.58478
2011-01-15,340.86932
2011-01-16,326.24332
2011-01-17,286.94098
2011-01-18,288.47043
2011-01-19,285.6089
2011-01-20,257.20374
2011-01-21,290.39713
2011-01-22,299.24274
2011-01-23,313.5529
2011-01-24,321.40405
2011-01-25,328.8004
2011-01-26,301.1994
2011-01-27,289.33084
2011-01-28,285.91757
2011-01-29,284.34097
2011-01-30,296.60983
2011-01-31,320.10535
2011-02-01,297.7516
2011-02-02,323.02234
2011-02-03,299.15576
2011-02-04,323.83063
2011-02-05,311.28925
2011-02-06,311.59842
2011-02-07,306.45987
2011-02-08,302.18207
2011-02-09,325.99243
2011-02-10,266.44556
2011-02-11,313.36542
2011-02-12,292.33597
2011-02-13,312.73743
2011-02-14,304.94315
2011-02-15,296.4363
2011-02-16,303.269
2011-02-17,298.98145
2011-02-18,314.14966
2011-02-19,311.08148
2011-02-20,305.37323
2011-02-21,306.39334
2011-02-22,307.68198
2011-02-23,336.80194
2011-02-24,327.74673
2011-02-25,327.2385
2011-02-26,287.24045
2011-02-27,280.7611
2011-02-28,253.01208
2011-03-01,288.05124
2011-03-02,296.12888
2011-03-03,317.1802
2011-03-04,321.9291
2011-03-05,317.4263
2011-03-06,298.5752
2011-03-07,296.11917
2011-03-08,314.78925
2011-03-09,295.55743
2011-03-10,299.0301
2011-03-11,293.9584
2011-03-12,308.2431
2011-03-13,304.39545
2011-03-14,290.14505
2011-03-15,306.8196
2011-03-16,256.3133
2011-03-17,298.82938
2011-03-18,266.2431
2011-03-19,295.80255
2011-03-20,329.4423
2011-03-21,327.10425
2011-03-22,326.7014
2011-03-23,314.99698
2011-03-24,287.1984
2011-03-25,305.11874
2011-03-26,307.24203
2011-03-27,301.62167
2011-03-28,290.00424
2011-03-29,313.9382
2011-03-30,330.1788
2011-03-31,321.9608
2011-04-01,346.35394
2011-04-02,313.04874
2011-04-03,295.39737
