summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2006-06-30,362.91925
2006-07-01,345.39258
2006-07-02,365.2916
2006-07-03,363.68527
2006-07-04,357.61197
2006-07-05,348.43457
2006-07-06,357.46606
2006-07-07,344.44492
2006-07-08,344.16043
2006-07-09,356.84738
2006-07-10,355.96027
2006-07-11,338.92706
2006-07-12,353.6117
2006-07-13,318.27832
2006-07-14,304.98358
2006-07-15,315.46332
2006-07-16,334.93387
2006-07-17,340.81793
2006-07-18,355.32416
2006-07-19,352.22305
2006-07-20,368.11908
2006-07-21,372.3303
2006-07-22,362.4476
2006-07-23,358.7915
2006-07-24,356.49725
2006-07-25,350.30276
2006-07-26,353.54453
2006-07-27,354.40805
2006-07-28,365.24258
2006-07-29,379.49857
2006-07-30,341.4148
2006-07-31,356.74323
2006-08-01,355.27206
2006-08-02,360.17892
2006-08-03,331.60373
2006-08-04,366.12225
2006-08-05,371.44894
2006-08-06,367.51456
2006-08-07,331.0066
2006-08-08,351.00797
2006-08-09,344.40448
2006-08-10,341.09122
2006-08-11,342.48273
2006-08-12,343.56882
2006-08-13,340.86908
2006-08-14,336.73322
2006-08-15,355.97574
2006-08-16,338.5939
2006-08-17,351.95044
2006-08-18,366.32602
2006-08-19,364.73413
2006-08-20,355.6668
2006-08-21,347.91284
2006-08-22,349.8255
2006-08-23,347.12512
2006-08-24,316.5516
2006-08-25,345.3088
2006-08-26,355.19025
2006-08-27,341.28793
2006-08-28,326.02826
2006-08-29,328.3297
2006-08-30,340.05148
2006-08-31,345.28064
2006-09-01,351.2711
2006-09-02,351.76135
2006-09-03,350.40738
2006-09-04,349.2135
2006-09-05,362.4799
2006-09-06,349.8809
2006-09-07,321.0169
2006-09-08,300.01694
2006-09-09,302.65033
2006-09-10,330.76736
2006-09-11,361.82126
2006-09-12,358.3624
2006-09-13,354.81403
2006-09-14,364.39703
2006-09-15,314.29233
2006-09-16,314.24762
2006-09-17,354.58865
2006-09-18,349.6404
2006-09-19,329.46823
2006-09-20,370.8223
2006-09-21,366.62546
2006-09-22,350.4013
2006-09-23,344.7697
2006-09-24,360.85547
2006-09-25,353.29666
2006-09-26,345.70935
2006-09-27,366.67374
2006-09-28,348.30252
2006-09-29,351.42307
2006-09-30,316.88483
2006-10-01,347.6666
2006-10-02,347.55466
2006-10-03,329.77478
2006-10-04,321.49652
2006-10-05,352.06662
2006-10-06,345.33746
2006-10-07,338.02075
2006-10-08,354.6695
2006-10-09,316.60855
2006-10-10,309.63586
2006-10-11,359.3304
2006-10-12,317.77554
2006-10-13,334.29413
2006-10-14,319.60065
2006-10-15,323.3309
2006-10-16,311.70276
2006-10-17,347.50043
2006-10-18,348.9416
2006-10-19,355.12817
2006-10-20,347.03525
2006-10-21,343.58932
2006-10-22,324.38846
2006-10-23,319.3036
2006-10-24,331.97882
2006-10-25,343.31143
2006-10-26,341.32953
2006-10-27,338.34103
2006-10-28,355.57974
2006-10-29,335.4416
2006-10-30,351.45972
2006-10-31,308.94992
2006-11-01,276.3355
2006-11-02,276.2944
2006-11-03,294.7813
2006-11-04,333.48605
2006-11-05,351.81592
2006-11-06,328.42978
2006-11-07,348.0723
2006-11-08,326.64783
2006-11-09,301.00485
2006-11-10,338.58154
2006-11-11,316.79865
2006-11-12,333.78714
2006-11-13,326.88342
2006-11-14,317.9843
2006-11-15,326.49197
2006-11-16,316.84116
2006-11-17,316.18442
2006-11-18,301.03708
2006-11-19,312.70203
2006-11-20,306.03342
2006-11-21,313.56284
2006-11-22,315.4173
2006-11-23,327.69678
2006-11-24,310.19122
2006-11-25,320.69662
2006-11-26,304.24536
2006-11-27,327.82047
2006-11-28,315.73703
2006-11-29,329.6859
2006-11-30,350.24875
2006-12-01,321.11914
2006-12-02,321.92337
2006-12-03,330.687
2006-12-04,329.5931
2006-12-05,320.3301
2006-12-06,298.01892
2006-12-07,326.4732
2006-12-08,293.4909
2006-12-09,295.84317
2006-12-10,340.90408
2006-12-11,312.45245
2006-12-12,324.8612
2006-12-13,343.07593
2006-12-14,336.6765
2006-12-15,319.90372
2006-12-16,300.93948
2006-12-17,299.57904
2006-12-18,277.60916
2006-12-19,300.65833
2006-12-20,305.24933
2006-12-21,308.04572
2006-12-22,337.3989
2006-12-23,313.62344
2006-12-24,288.31915
2006-12-25,300.3297
2006-12-26,313.06195
2006-12-27,310.30554
2006-12-28,319.10544
2006-12-29,340.07794
2006-12-30,319.32928
2006-12-31,325.51514
2007-01-01,316.1005
2007-01-02,310.86688
2007-01-03,341.93933
2007-01-04,324.78024
2007-01-05,308.34064
2007-01-06,315.63727
2007-01-07,326.4452
2007-01-08,322.52444
2007-01-09,330.10837
2007-01-10,292.61517
2007-01-11,324.1811
2007-01-12,340.06796
2007-01-13,331.29602
2007-01-14,322.41034
2007-01-15,332.77682
2007-01-16,270.11014
2007-01-17,303.32407
2007-01-18,310.63144
2007-01-19,322.4414
2007-01-20,309.53467
2007-01-21,302.89462
2007-01-22,265.01266
2007-01-23,295.49564
2007-01-24,295.57254
2007-01-25,282.36255
2007-01-26,323.31256
2007-01-27,314.43393
2007-01-28,337.11658
2007-01-29,317.13644
2007-01-30,326.6042
2007-01-31,345.25995
2007-02-01,339.94836
2007-02-02,278.79913
2007-02-03,263.44662
2007-02-04,307.83087
2007-02-05,270.688
2007-02-06,250.46838
2007-02-07,243.9915
2007-02-08,289.26642
2007-02-09,297.82312
2007-02-10,307.01968
2007-02-11,314.70303
2007-02-12,319.45865
2007-02-13,315.26407
2007-02-14,280.4436
2007-02-15,331.20654
2007-02-16,333.3771
2007-02-17,288.876
2007-02-18,270.19574
2007-02-19,326.7118
2007-02-20,297.2049
2007-02-21,317.63907
2007-02-22,330.97324
2007-02-23,333.2127
2007-02-24,333.40207
2007-02-25,327.70053
2007-02-26,281.2222
2007-02-27,322.55823
2007-02-28,327.2402
2007-03-01,292.73212
2007-03-02,287.52756
2007-03-03,289.90012
2007-03-04,322.13828
2007-03-05,309.11832
2007-03-06,293.30502
2007-03-07,294.60742
2007-03-08,302.01797
2007-03-09,294.12683
2007-03-10,336.65863
2007-03-11,336.95425
2007-03-12,296.34576
2007-03-13,296.7707
2007-03-14,331.69983
2007-03-15,311.33414
2007-03-16,325.67142
2007-03-17,335.32938
2007-03-18,294.59912
2007-03-19,275.57767
2007-03-20,250.18166
2007-03-21,291.15433
2007-03-22,316.00787
2007-03-23,283.22052
2007-03-24,265.38837
2007-03-25,281.8501
2007-03-26,287.34375
2007-03-27,280.26416
2007-03-28,313.5463
2007-03-29,320.09683
2007-03-30,323.31506
2007-03-31,271.68048
2007-04-01,263.07727
2007-04-02,286.5946
2007-04-03,284.25616
2007-04-04,273.25757
2007-04-05,285.18344
2007-04-06,317.63605
2007-04-07,285.7579
2007-04-08,316.4289
2007-04-09,336.92856
2007-04-10,341.13544
2007-04-11,330.18872
2007-04-12,291.5575
2007-04-13,286.13605
2007-04-14,303.2471
2007-04-15,334.4301
2007-04-16,293.54742
2007-04-17,294.22165
2007-04-18,317.8962
2007-04-19,312.5633
2007-04-20,326.26862
2007-04-21,348.2471
2007-04-22,351.4436
2007-04-23,355.83255
2007-04-24,350.32376
2007-04-25,338.81436
2007-04-26,293.0314
2007-04-27,294.59274
2007-04-28,290.32104
