summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2005-06-30,362.5418
2005-07-01,335.69647
2005-07-02,355.05496
2005-07-03,329.46045
2005-07-04,327.84503
2005-07-05,351.4937
2005-07-06,348.54208
2005-07-07,338.9061
2005-07-08,339.73694
2005-07-09,358.77728
2005-07-10,365.98297
2005-07-11,342.38925
2005-07-12,339.247
2005-07-13,351.4658
2005-07-14,367.2188
2005-07-15,360.198
2005-07-16,349.97406
2005-07-17,372.9881
2005-07-18,348.66763
2005-07-19,349.775
2005-07-20,340.78372
2005-07-21,350.36395
2005-07-22,341.0468
2005-07-23,349.3071
2005-07-24,337.13123
2005-07-25,346.30646
2005-07-26,331.3058
2005-07-27,336.32043
2005-07-28,355.65463
2005-07-29,355.11862
2005-07-30,357.7209
2005-07-31,337.92572
2005-08-01,333.9831
2005-08-02,348.07028
2005-08-03,340.23993
2005-08-04,356.91693
2005-08-05,338.0506
2005-08-06,322.731
2005-08-07,316.05655
2005-08-08,327.6903
2005-08-09,357.37604
2005-08-10,352.545
2005-08-11,360.19043
2005-08-12,352.55768
2005-08-13,346.56
2005-08-14,339.13824
2005-08-15,363.50595
2005-08-16,368.4413
2005-08-17,369.87457
2005-08-18,363.0635
2005-08-19,330.17392
2005-08-20,311.23135
2005-08-21,351.78268
2005-08-22,326.21988
2005-08-23,356.2075
2005-08-24,316.87827
2005-08-25,313.33493
2005-08-26,333.51907
2005-08-27,349.60022
2005-08-28,365.82452
2005-08-29,317.99225
2005-08-30,345.83487
2005-08-31,372.1692
2005-09-01,326.78253
2005-09-02,325.41794
2005-09-03,343.2381
2005-09-04,353.19916
2005-09-05,370.6208
2005-09-06,333.77454
2005-09-07,363.1896
2005-09-08,352.89798
2005-09-09,349.29596
2005-09-10,354.38678
2005-09-11,332.0783
2005-09-12,336.17578
2005-09-13,369.3849
2005-09-14,346.1277
2005-09-15,335.82166
2005-09-16,296.46643
2005-09-17,347.33234
2005-09-18,353.3603
2005-09-19,358.09235
2005-09-20,330.05856
2005-09-21,356.7322
2005-09-22,367.16287
2005-09-23,342.34262
2005-09-24,318.60645
2005-09-25,335.5875
2005-09-26,357.05017
2005-09-27,318.4418
2005-09-28,334.6339
2005-09-29,328.3555
2005-09-30,357.51514
2005-10-01,321.02713
2005-10-02,338.9514
2005-10-03,351.88623
2005-10-04,350.9361
2005-10-05,348.61334
2005-10-06,343.12637
2005-10-07,362.78116
2005-10-08,315.46188
2005-10-09,341.42014
2005-10-10,357.31894
2005-10-11,339.8877
2005-10-12,337.29083
2005-10-13,301.2749
2005-10-14,304.88898
2005-10-15,336.84012
2005-10-16,326.54895
2005-10-17,350.1316
2005-10-18,349.1148
2005-10-19,346.35693
2005-10-20,333.85553
2005-10-21,332.8558
2005-10-22,335.90646
2005-10-23,326.2385
2005-10-24,345.4792
2005-10-25,337.3397
2005-10-26,353.24274
2005-10-27,335.45172
2005-10-28,360.54565
2005-10-29,353.11517
2005-10-30,347.87115
2005-10-31,320.93146
2005-11-01,307.57986
2005-11-02,342.36624
2005-11-03,353.9758
2005-11-04,336.3982
2005-11-05,324.49945
2005-11-06,332.42014
2005-11-07,308.50937
2005-11-08,330.7545
2005-11-09,296.12503
2005-11-10,340.59515
2005-11-11,339.20367
2005-11-12,323.73712
2005-11-13,285.5258
2005-11-14,346.35596
2005-11-15,308.4759
2005-11-16,269.28802
2005-11-17,257.0863
2005-11-18,240.56223
2005-11-19,281.0244
2005-11-20,301.67502
2005-11-21,303.19717
2005-11-22,289.91956
2005-11-23,317.59094
2005-11-24,291.02032
2005-11-25,304.18124
2005-11-26,311.1861
2005-11-27,282.84778
2005-11-28,265.2272
2005-11-29,281.14496
2005-11-30,318.93893
2005-12-01,329.31668
2005-12-02,325.63687
2005-12-03,321.79327
2005-12-04,322.8392
2005-12-05,316.54727
2005-12-06,280.90228
2005-12-07,294.85596
2005-12-08,305.67477
2005-12-09,333.03708
2005-12-10,348.46265
2005-12-11,331.26004
2005-12-12,270.91113
2005-12-13,325.02316
2005-12-14,324.87314
2005-12-15,341.66583
2005-12-16,292.98773
2005-12-17,267.06012
2005-12-18,311.60367
2005-12-19,323.69846
2005-12-20,331.56192
2005-12-21,321.54678
2005-12-22,333.21805
2005-12-23,331.25198
2005-12-24,286.2025
2005-12-25,267.15723
2005-12-26,294.63663
2005-12-27,275.85925
2005-12-28,256.04138
2005-12-29,282.36566
2005-12-30,310.94492
2005-12-31,318.15552
2006-01-01,299.84735
2006-01-02,317.3295
2006-01-03,299.233
2006-01-04,265.18857
2006-01-05,305.9579
2006-01-06,301.97125
2006-01-07,304.47
2006-01-08,262.4036
2006-01-09,311.93768
2006-01-10,339.7417
2006-01-11,303.4282
2006-01-12,331.7953
2006-01-13,338.54578
2006-01-14,286.63898
2006-01-15,317.12344
2006-01-16,318.86243
2006-01-17,317.7479
2006-01-18,337.26602
2006-01-19,347.2208
2006-01-20,312.77924
2006-01-21,322.06512
2006-01-22,327.82816
2006-01-23,324.83328
2006-01-24,320.77145
2006-01-25,289.6167
2006-01-26,268.4284
2006-01-27,305.03668
2006-01-28,303.92175
2006-01-29,260.55576
2006-01-30,266.2835
2006-01-31,273.08447
2006-02-01,293.66965
2006-02-02,299.53043
2006-02-03,304.1481
2006-02-04,296.3828
2006-02-05,325.37424
2006-02-06,333.80716
2006-02-07,333.3228
2006-02-08,279.9292
2006-02-09,259.37216
2006-02-10,250.59001
2006-02-11,316.70264
2006-02-12,330.06277
2006-02-13,334.53937
2006-02-14,326.4471
2006-02-15,303.25055
2006-02-16,310.58163
2006-02-17,279.148
2006-02-18,276.42368
2006-02-19,289.2498
2006-02-20,279.70248
2006-02-21,277.7946
2006-02-22,274.97757
2006-02-23,314.2865
2006-02-24,295.8962
2006-02-25,292.04984
2006-02-26,295.91653
2006-02-27,306.06882
2006-02-28,254.6192
2006-03-01,253.55722
2006-03-02,237.97418
2006-03-03,254.47774
2006-03-04,266.5404
2006-03-05,270.06717
2006-03-06,255.83942
2006-03-07,314.74423
2006-03-08,323.29263
2006-03-09,308.64178
2006-03-10,317.22433
2006-03-11,306.2286
2006-03-12,300.57465
2006-03-13,311.55798
2006-03-14,308.71207
2006-03-15,308.25714
2006-03-16,286.619
2006-03-17,281.1365
2006-03-18,302.05566
2006-03-19,308.32608
2006-03-20,307.77145
2006-03-21,262.7428
2006-03-22,270.4628
2006-03-23,285.00174
2006-03-24,312.2918
2006-03-25,324.65024
2006-03-26,338.54907
2006-03-27,339.2586
2006-03-28,328.11575
2006-03-29,281.6851
2006-03-30,322.6999
2006-03-31,318.0182
2006-04-01,301.78503
2006-04-02,307.46198
2006-04-03,280.13022
2006-04-04,248.11844
2006-04-05,302.29688
2006-04-06,293.45453
2006-04-07,305.60367
2006-04-08,282.66214
2006-04-09,270.40332
2006-04-10,279.99487
2006-04-11,307.511
2006-04-12,329.9343
2006-04-13,299.0519
2006-04-14,284.84955
2006-04-15,321.8677
2006-04-16,296.18793
2006-04-17,290.08658
2006-04-18,292.59018
2006-04-19,288.92154
2006-04-20,318.53424
2006-04-21,301.05545
2006-04-22,333.2826
2006-04-23,271.0406
2006-04-24,326.092
2006-04-25,320.58646
2006-04-26,303.76642
2006-04-27,311.81277
2006-04-28,298.54715
2006-04-29,294.39883
2006-04-30,312.2816
2006-05-01,308.13217
2006-05-02,332.3752
2006-05-03,304.4789
2006-05-04,343.5426
2006-05-05,298.0831
2006-05-06,307.20117
2006-05-07,346.20242
2006-05-08,313.18195
2006-05-09,312.14572
2006-05-10,288.29608
2006-05-11,304.8851
2006-05-12,315.7754
2006-05-13,297.9282
2006-05-14,331.32275
2006-05-15,345.26852
2006-05-16,342.66064
2006-05-17,352.2923
2006-05-18,330.33914
2006-05-19,341.04263
2006-05-20,336.7697
2006-05-21,310.56897
2006-05-22,316.58405
2006-05-23,293.83258
2006-05-24,293.62524
2006-05-25,294.11526
2006-05-26,334.85498
2006-05-27,331.6649
2006-05-28,320.7249
