summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2007-06-30,343.16913
2007-07-01,363.10565
2007-07-02,356.22067
2007-07-03,349.8778
2007-07-04,351.9238
2007-07-05,357.83667
2007-07-06,357.2485
2007-07-07,346.7021
2007-07-08,323.9063
2007-07-09,328.99185
2007-07-10,347.4455
2007-07-11,351.08826
2007-07-12,356.5974
2007-07-13,359.43085
2007-07-14,351.2751
2007-07-15,338.0102
2007-07-16,354.5395
2007-07-17,345.38736
2007-07-18,342.28787
2007-07-19,349.1466
2007-07-20,353.38498
2007-07-21,352.5562
2007-07-22,334.64886
2007-07-23,327.5817
2007-07-24,331.51978
2007-07-25,352.47964
2007-07-26,350.63074
2007-07-27,339.99762
2007-07-28,331.42484
2007-07-29,307.5776
2007-07-30,322.79178
2007-07-31,339.6943
2007-08-01,354.90335
2007-08-02,340.90326
2007-08-03,368.44016
2007-08-04,351.34592
2007-08-05,360.294
2007-08-06,350.8293
2007-08-07,337.3885
2007-08-08,318.52118
2007-08-09,328.9246
2007-08-10,357.73468
2007-08-11,363.14648
2007-08-12,352.95755
2007-08-13,340.47202
2007-08-14,353.8461
2007-08-15,332.62195
2007-08-16,337.4107
2007-08-17,337.17737
2007-08-18,359.79288
2007-08-19,350.41888
2007-08-20,325.07318
2007-08-21,358.0739
2007-08-22,319.42422
2007-08-23,336.46945
2007-08-24,352.17947
2007-08-25,355.93045
2007-08-26,332.45557
2007-08-27,350.23303
2007-08-28,345.55914
2007-08-29,333.05783
2007-08-30,355.54956
2007-08-31,355.45715
2007-09-01,355.6076
2007-09-02,350.69128
2007-09-03,305.59076
2007-09-04,347.8102
2007-09-05,368.21948
2007-09-06,360.42465
2007-09-07,344.3619
2007-09-08,351.63495
2007-09-09,362.71118
2007-09-10,311.27728
2007-09-11,353.2403
2007-09-12,354.21786
2007-09-13,365.3058
2007-09-14,319.91278
2007-09-15,339.49564
2007-09-16,354.21924
2007-09-17,315.38684
2007-09-18,328.94464
2007-09-19,318.60855
2007-09-20,345.9239
2007-09-21,336.9958
2007-09-22,331.6677
2007-09-23,352.0778
2007-09-24,342.1256
2007-09-25,309.5662
2007-09-26,292.04526
2007-09-27,304.66074
2007-09-28,334.29327
2007-09-29,341.63086
2007-09-30,329.54254
2007-10-01,300.75586
2007-10-02,318.58517
2007-10-03,356.02963
2007-10-04,321.511
2007-10-05,305.06064
2007-10-06,335.3967
2007-10-07,318.16916
2007-10-08,330.82596
2007-10-09,341.49164
2007-10-10,309.92508
2007-10-11,354.28613
2007-10-12,357.3479
2007-10-13,352.80722
2007-10-14,352.14026
2007-10-15,347.7385
2007-10-16,314.39178
2007-10-17,291.5909
2007-10-18,315.22873
2007-10-19,330.85956
2007-10-20,329.62463
2007-10-21,348.62778
2007-10-22,346.0082
2007-10-23,289.63
2007-10-24,277.83533
2007-10-25,320.32898
2007-10-26,346.83237
2007-10-27,348.467
2007-10-28,315.16266
2007-10-29,302.61148
2007-10-30,338.36734
