summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2009-06-30,367.2879
2009-07-01,375.10086
2009-07-02,376.2971
2009-07-03,367.87234
2009-07-04,353.3974
2009-07-05,335.89417
2009-07-06,358.72623
2009-07-07,359.4101
2009-07-08,349.02505
2009-07-09,328.07043
2009-07-10,317.91162
2009-07-11,326.98755
2009-07-12,358.59464
2009-07-13,343.0664
2009-07-14,351.53125
2009-07-15,339.68362
2009-07-16,348.69864
2009-07-17,358.52173
2009-07-18,356.8454
2009-07-19,341.3689
2009-07-20,335.39905
2009-07-21,350.82828
2009-07-22,351.69028
2009-07-23,356.7769
2009-07-24,344.43845
2009-07-25,319.71326
2009-07-26,354.67987
2009-07-27,348.11603
2009-07-28,353.17624
2009-07-29,339.99472
2009-07-30,317.2249
2009-07-31,345.31433
2009-08-01,355.4096
2009-08-02,338.75806
2009-08-03,356.7043
2009-08-04,369.4219
2009-08-05,332.8171
2009-08-06,326.95282
2009-08-07,335.88034
2009-08-08,353.29022
2009-08-09,359.58685
2009-08-10,357.1603
2009-08-11,354.96588
2009-08-12,348.95502
2009-08-13,340.32553
2009-08-14,361.30875
2009-08-15,352.39035
2009-08-16,351.19125
2009-08-17,347.4204
2009-08-18,365.46396
2009-08-19,373.77264
2009-08-20,356.2366
2009-08-21,327.0749
2009-08-22,332.37863
2009-08-23,368.5754
2009-08-24,318.67273
2009-08-25,323.23248
2009-08-26,361.8398
2009-08-27,354.9546
2009-08-28,334.53528
2009-08-29,331.49225
2009-08-30,357.95328
2009-08-31,368.25336
2009-09-01,334.74216
2009-09-02,343.4781
2009-09-03,349.85098
2009-09-04,347.26602
2009-09-05,354.29907
2009-09-06,356.69458
2009-09-07,343.6765
2009-09-08,361.60294
2009-09-09,318.5471
2009-09-10,323.66058
2009-09-11,321.63763
2009-09-12,302.43362
2009-09-13,327.3505
2009-09-14,338.76624
2009-09-15,323.36896
2009-09-16,320.62262
2009-09-17,312.61877
2009-09-18,332.29062
2009-09-19,336.99466
2009-09-20,314.9693
2009-09-21,363.13638
2009-09-22,339.57706
2009-09-23,331.21567
2009-09-24,356.01804
2009-09-25,352.08994
2009-09-26,337.49625
2009-09-27,362.78848
2009-09-28,363.2332
2009-09-29,358.52502
2009-09-30,347.86234
2009-10-01,315.19562
2009-10-02,348.55215
2009-10-03,321.00793
2009-10-04,296.80713
2009-10-05,317.02576
2009-10-06,329.58746
2009-10-07,299.1907
2009-10-08,291.9367
2009-10-09,338.15878
2009-10-10,337.74158
2009-10-11,311.49448
2009-10-12,314.17807
2009-10-13,352.0998
2009-10-14,359.89813
2009-10-15,347.87842
2009-10-16,283.32272
2009-10-17,276.23685
2009-10-18,340.08423
2009-10-19,338.8982
2009-10-20,340.74966
2009-10-21,338.05264
2009-10-22,337.5521
2009-10-23,345.24612
2009-10-24,347.33368
2009-10-25,354.40323
2009-10-26,334.99368
2009-10-27,351.53635
2009-10-28,347.09308
2009-10-29,351.79404
2009-10-30,360.8038
2009-10-31,334.23477
2009-11-01,343.2987
2009-11-02,328.52206
2009-11-03,327.00525
2009-11-04,315.35056
2009-11-05,315.30637
2009-11-06,321.77924
2009-11-07,298.77396
2009-11-08,262.3188
2009-11-09,282.41586
2009-11-10,317.6826
2009-11-11,306.09222
2009-11-12,326.38837
2009-11-13,298.07193
2009-11-14,327.6575
2009-11-15,316.9567
2009-11-16,337.93744
2009-11-17,321.12677
2009-11-18,320.61932
2009-11-19,356.06375
2009-11-20,323.8405
2009-11-21,337.3304
2009-11-22,327.62036
2009-11-23,321.12677
2009-11-24,336.90356
2009-11-25,326.88177
2009-11-26,322.28406
2009-11-27,304.42224
2009-11-28,300.73746
2009-11-29,305.6661
2009-11-30,259.4087
2009-12-01,300.04205
2009-12-02,316.29745
2009-12-03,311.5732
2009-12-04,285.44333
2009-12-05,327.22443
2009-12-06,312.82022
2009-12-07,324.4554
2009-12-08,322.0219
2009-12-09,323.1796
2009-12-10,288.95605
2009-12-11,289.91663
2009-12-12,262.88492
2009-12-13,270.30005
2009-12-14,310.63864
2009-12-15,304.67395
2009-12-16,314.9224
2009-12-17,289.31528
2009-12-18,279.1896
2009-12-19,284.57944
2009-12-20,291.90427
2009-12-21,296.21713
2009-12-22,274.92728
2009-12-23,271.1012
2009-12-24,263.50455
2009-12-25,270.3532
2009-12-26,279.53638
2009-12-27,290.7008
2009-12-28,248.67336
2009-12-29,280.7588
2009-12-30,300.56714
2009-12-31,276.30005
2010-01-01,282.88242
2010-01-02,285.1357
2010-01-03,246.90259
2010-01-04,280.01312
2010-01-05,254.23065
2010-01-06,246.72568
2010-01-07,230.57904
2010-01-08,221.72015
2010-01-09,267.33258
2010-01-10,271.4548
2010-01-11,302.2863
2010-01-12,301.2353
2010-01-13,299.76086
2010-01-14,299.78146
2010-01-15,318.11118
2010-01-16,317.80188
2010-01-17,301.3798
2010-01-18,289.5282
2010-01-19,306.90204
2010-01-20,309.24063
2010-01-21,307.94595
2010-01-22,304.88242
2010-01-23,297.52374
2010-01-24,306.92346
2010-01-25,296.71002
2010-01-26,310.60794
2010-01-27,326.029
2010-01-28,318.72635
2010-01-29,262.54224
2010-01-30,251.04955
2010-01-31,269.0869
2010-02-01,301.23364
2010-02-02,288.50803
2010-02-03,281.5373
2010-02-04,305.00574
2010-02-05,317.19238
2010-02-06,305.7043
2010-02-07,313.435
2010-02-08,294.23624
2010-02-09,268.11346
2010-02-10,257.9139
2010-02-11,273.7983
2010-02-12,273.3359
2010-02-13,285.64102
2010-02-14,315.41147
2010-02-15,306.70715
2010-02-16,286.07056
2010-02-17,259.2411
2010-02-18,245.69176
2010-02-19,256.74866
2010-02-20,238.55066
2010-02-21,256.77
2010-02-22,232.47226
2010-02-23,250.9084
2010-02-24,298.9287
2010-02-25,305.91983
2010-02-26,305.7801
2010-02-27,294.72
2010-02-28,291.1113
2010-03-01,242.2842
2010-03-02,237.25502
2010-03-03,265.41052
2010-03-04,241.85114
2010-03-05,297.31705
2010-03-06,296.43094
2010-03-07,281.69235
2010-03-08,268.24893
2010-03-09,273.78284
2010-03-10,251.23712
2010-03-11,301.67682
2010-03-12,290.57755
2010-03-13,298.13895
2010-03-14,306.48245
2010-03-15,322.01654
2010-03-16,311.7703
2010-03-17,319.2744
2010-03-18,340.00027
2010-03-19,300.96237
2010-03-20,295.0172
2010-03-21,297.372
2010-03-22,315.3037
2010-03-23,322.35556
2010-03-24,328.7929
2010-03-25,324.89148
2010-03-26,327.61044
2010-03-27,297.05704
2010-03-28,311.3687
2010-03-29,300.72522
2010-03-30,307.8647
2010-03-31,303.42737
2010-04-01,263.11862
2010-04-02,271.59503
2010-04-03,306.1044
2010-04-04,287.21783
2010-04-05,331.30508
2010-04-06,330.02872
2010-04-07,277.98013
2010-04-08,319.11484
2010-04-09,324.0917
2010-04-10,285.06973
2010-04-11,277.21625
2010-04-12,284.87476
2010-04-13,317.4103
2010-04-14,277.17383
2010-04-15,305.58975
2010-04-16,267.95953
2010-04-17,302.0026
2010-04-18,302.94556
2010-04-19,279.77548
2010-04-20,272.87097
2010-04-21,266.2678
2010-04-22,287.15277
2010-04-23,325.75055
2010-04-24,326.61926
2010-04-25,342.58533
2010-04-26,328.376
2010-04-27,346.12027
2010-04-28,342.60522
2010-04-29,331.43433
2010-04-30,310.8793
2010-05-01,322.84378
2010-05-02,308.03732
2010-05-03,287.79333
2010-05-04,323.42294
2010-05-05,339.69913
2010-05-06,331.29117
2010-05-07,293.37067
2010-05-08,279.6824
2010-05-09,313.56824
2010-05-10,304.50266
2010-05-11,279.61823
2010-05-12,287.21152
2010-05-13,319.2976
2010-05-14,307.91043
2010-05-15,297.3982
2010-05-16,308.807
2010-05-17,303.06848
2010-05-18,301.4297
2010-05-19,350.44293
2010-05-20,353.77512
2010-05-21,345.6834
2010-05-22,329.99652
2010-05-23,336.02454
2010-05-24,320.2796
2010-05-25,295.75125
2010-05-26,299.44516
2010-05-27,309.8493
2010-05-28,303.50195
2010-05-29,340.13358
2010-05-30,315.484
2010-05-31,302.88678
2010-06-01,343.28525
2010-06-02,322.68616
2010-06-03,319.1071
2010-06-04,331.0752
2010-06-05,330.87842
2010-06-06,357.3092
2010-06-07,347.66217
2010-06-08,354.7245
2010-06-09,349.81656
2010-06-10,329.37
2010-06-11,344.64084
2010-06-12,325.65237
2010-06-13,340.35117
2010-06-14,337.66202
2010-06-15,326.20807
2010-06-16,344.67172
2010-06-17,351.5095
2010-06-18,330.32977
2010-06-19,297.8546
2010-06-20,317.61603
2010-06-21,342.13995
2010-06-22,322.9817
2010-06-23,363.07706
2010-06-24,355.8252
2010-06-25,355.03574
2010-06-26,355.538
2010-06-27,354.7936
2010-06-28,348.36542
2010-06-29,341.8982
2010-06-30,349.64288
