Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,WIN,SPR,SUM,AUT,ANN
1998,11.3,3.1,6.2,7.6,0.5,0.3,0,0,0,2.6,6.9,8.6,21.5,14.3,0.3,9.6,47.2
1999,8.2,9.4,6.7,4.5,0.3,0.1,0,0.1,0,1,4.8,12.1,26.2,11.4,0.2,5.9,47.3
2000,9.1,7.2,5.1,7,0.5,0.1,0,0,0,0.9,3.6,11,28.4,12.6,0.1,4.6,44.6
2001,14.7,14.1,14.7,5.8,1.6,0.1,0,0,0.1,0.1,4.8,15.6,39.7,22.1,0.1,5,71.6
2002,6.3,6.6,6.7,3.7,0.6,0,0,0,0.1,4.7,1.6,7.8,28.6,11,0,6.4,38.3
2003,13.6,12.8,7.6,3,0.4,0,0,0,0.1,4.7,1.9,10.8,34.3,11,0,6.7,55
2004,10,13.8,8.2,1,0.5,0,0,0,0,0.4,5,8.3,34.6,9.7,0.1,5.4,47.3
2005,6.9,11.2,8.4,2.4,2.4,0,0,0,0.1,0.1,9.1,9.5,26.3,13.2,0,9.4,50.2
2006,9.3,11.3,13.6,4.8,0.8,0,0,0,0,0.1,2.2,3.6,30.1,19.3,0,2.4,45.9
2007,6.6,7.5,6.3,1.9,0.5,0,0,0,0.8,0.8,4.3,9.2,17.6,8.7,0.1,6,38
2008,7.7,8.7,8.7,6.3,0.3,0.1,0,0,0.1,3.2,6.2,15.6,25.6,15.3,0.1,9.5,56.9
2009,12.3,12.4,6.3,1.7,0.4,0.2,0,0,0.1,0.6,2.5,19.4,40.3,8.4,0.3,3.2,55.9
2010,18.4,20.3,11.7,4.8,3.3,0,0,0,0.7,2.8,12.3,23.8,58.1,19.8,0.1,15.8,98.2
2011,15.5,5.1,8.8,0.5,0.5,0.1,0,0,0.1,0.4,1.2,7.8,44.5,9.8,0.1,1.7,40.1
2012,7.8,8,2.9,7.2,3.3,0.2,0,0.1,0.3,4.1,5.1,11.1,23.6,13.5,0.3,9.6,50.3
