summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2008-06-30,2.8111382
2008-07-01,3.1136637
2008-07-02,2.8074875
2008-07-03,2.1638455
2008-07-04,3.0489595
2008-07-05,2.2760043
2008-07-06,1.5010872
2008-07-07,1.9199605
2008-07-08,2.1854913
2008-07-09,1.9187344
2008-07-10,1.513379
2008-07-11,1.7358046
2008-07-12,2.0304453
2008-07-13,2.6590807
2008-07-14,2.6780314
2008-07-15,3.3501487
2008-07-16,2.6694748
2008-07-17,1.6569998
2008-07-18,1.4372251
2008-07-19,2.395373
2008-07-20,2.7075655
2008-07-21,3.7341113
2008-07-22,2.8888445
2008-07-23,2.4982648
2008-07-24,2.6776874
2008-07-25,2.7365673
2008-07-26,2.1839201
2008-07-27,2.1274493
2008-07-28,2.7064953
2008-07-29,1.9482071
2008-07-30,2.40351
2008-07-31,1.9546533
2008-08-01,1.9439111
2008-08-02,2.079419
2008-08-03,1.9164102
2008-08-04,2.2050414
2008-08-05,1.8827472
2008-08-06,0.5221077
2008-08-07,1.3355577
2008-08-08,1.9891782
2008-08-09,1.3069162
2008-08-10,2.1808684
2008-08-11,1.9084327
2008-08-12,1.2994763
2008-08-13,1.4972548
2008-08-14,1.7536104
2008-08-15,1.3605833
2008-08-16,2.058388
2008-08-17,1.7999864
2008-08-18,1.3213654
2008-08-19,1.2766914
2008-08-20,1.2528511
2008-08-21,1.403742
2008-08-22,1.4016354
2008-08-23,2.0945604
2008-08-24,2.3445764
2008-08-25,1.974511
2008-08-26,0.6809714
2008-08-27,1.7184529
2008-08-28,2.003777
2008-08-29,1.5609523
2008-08-30,1.2065427
2008-08-31,0.91884375
2008-09-01,1.7524433
2008-09-02,1.4293647
2008-09-03,1.2803111
2008-09-04,1.4492004
2008-09-05,1.0586977
2008-09-06,1.4908965
2008-09-07,0.846084
2008-09-08,1.2341926
2008-09-09,0.93822485
2008-09-10,1.6400836
2008-09-11,1.6376371
2008-09-12,0.9853175
2008-09-13,0.8810178
2008-09-14,1.0490731
2008-09-15,0.9418919
2008-09-16,0.2981873
2008-09-17,0.7608056
2008-09-18,1.0492337
2008-09-19,0.94879925
2008-09-20,1.0515399
2008-09-21,1.2033514
2008-09-22,1.0443176
2008-09-23,0.8520556
2008-09-24,0.80911386
2008-09-25,0.656572
2008-09-26,0.9518831
2008-09-27,1.1070312
2008-09-28,0.8545898
2008-09-29,1.1306199
2008-09-30,1.1267318
2008-10-01,1.07661
2008-10-02,0.95918894
2008-10-03,1.4501843
2008-10-04,0.7886218
2008-10-05,0.74217165
2008-10-06,0.7011663
2008-10-07,0.5615516
2008-10-08,0.85619473
2008-10-09,0.84584624
2008-10-10,0.89844215
2008-10-11,0.937284
2008-10-12,0.5273127
2008-10-13,0.96332777
2008-10-14,0.36891982
2008-10-15,0.59166646
2008-10-16,1.0548007
2008-10-17,0.66521406
2008-10-18,0.9690656
2008-10-19,1.006041
2008-10-20,1.2918218
2008-10-21,0.8568267
2008-10-22,0.705384
2008-10-23,1.3832443
2008-10-24,1.454257
2008-10-25,1.2528255
2008-10-26,0.86301565
2008-10-27,0.4636687
