summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2009-06-30,2.3290257
2009-07-01,3.3203573
2009-07-02,4.211922
2009-07-03,2.1520994
2009-07-04,3.2943947
2009-07-05,3.3719187
2009-07-06,2.0045311
2009-07-07,1.919457
2009-07-08,2.3069832
2009-07-09,2.7982137
2009-07-10,2.9261723
2009-07-11,3.054443
2009-07-12,1.8098047
2009-07-13,2.4389186
2009-07-14,2.404256
2009-07-15,2.5567908
2009-07-16,2.3217702
2009-07-17,0.92378354
2009-07-18,1.8487499
2009-07-19,2.6945524
2009-07-20,3.2621484
2009-07-21,2.0212548
2009-07-22,2.0688624
2009-07-23,2.3393536
2009-07-24,2.0185993
2009-07-25,3.017385
2009-07-26,1.9278421
2009-07-27,2.6392567
2009-07-28,2.2007973
2009-07-29,2.3545642
2009-07-30,3.2599955
2009-07-31,2.496599
2009-08-01,2.1886425
2009-08-02,2.785276
2009-08-03,2.5245957
2009-08-04,1.8937495
2009-08-05,3.3324754
2009-08-06,2.8664725
2009-08-07,2.4485245
2009-08-08,2.3467388
2009-08-09,1.9494561
2009-08-10,1.5368092
2009-08-11,1.7643456
2009-08-12,2.475479
2009-08-13,2.0587094
2009-08-14,1.1550193
2009-08-15,2.3128307
2009-08-16,2.4693756
2009-08-17,1.8695072
2009-08-18,1.3003876
2009-08-19,1.6464319
2009-08-20,1.7513872
2009-08-21,2.394608
2009-08-22,2.469648
2009-08-23,1.3011311
2009-08-24,2.179375
2009-08-25,2.3823059
2009-08-26,1.0687072
2009-08-27,1.7152085
2009-08-28,1.8825237
2009-08-29,2.5726054
2009-08-30,1.5177304
2009-08-31,1.1858085
