summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2006-06-30,2.0938997
2006-07-01,3.4876983
2006-07-02,2.5630658
2006-07-03,2.074841
2006-07-04,2.6704392
2006-07-05,3.4590235
2006-07-06,3.6206362
2006-07-07,3.128768
2006-07-08,2.6741695
2006-07-09,2.223367
2006-07-10,2.5236125
2006-07-11,3.4217577
2006-07-12,2.5399573
2006-07-13,3.597089
2006-07-14,3.969788
2006-07-15,4.3557644
2006-07-16,4.239887
2006-07-17,4.728093
2006-07-18,4.1712246
2006-07-19,4.1462564
2006-07-20,2.2744646
2006-07-21,2.5417387
2006-07-22,2.2959785
2006-07-23,3.2871673
2006-07-24,3.3724992
2006-07-25,4.0742083
2006-07-26,3.1312566
2006-07-27,3.1087673
2006-07-28,2.5819957
2006-07-29,1.915091
2006-07-30,3.8257256
2006-07-31,2.2659326
2006-08-01,2.0127072
2006-08-02,1.7593848
2006-08-03,2.7849355
2006-08-04,1.618187
2006-08-05,2.3652155
2006-08-06,2.1596322
2006-08-07,2.8257294
2006-08-08,1.8057356
2006-08-09,2.7222884
2006-08-10,2.9067574
2006-08-11,2.1346939
2006-08-12,2.0035884
2006-08-13,1.7444407
2006-08-14,2.0604742
2006-08-15,1.1949787
2006-08-16,1.6814399
2006-08-17,1.6081382
2006-08-18,0.5735174
2006-08-19,1.5098732
2006-08-20,1.4179623
2006-08-21,1.8329456
2006-08-22,1.7309128
2006-08-23,1.5152564
2006-08-24,2.2886834
2006-08-25,1.6354084
2006-08-26,1.436971
2006-08-27,2.1338952
2006-08-28,2.283594
2006-08-29,2.0028293
2006-08-30,2.157393
2006-08-31,2.064496
2006-09-01,1.9845289
2006-09-02,1.2123132
2006-09-03,1.7078285
2006-09-04,2.1589355
2006-09-05,0.90445375
2006-09-06,1.6277708
2006-09-07,1.7554673
2006-09-08,1.6603355
2006-09-09,1.745391
2006-09-10,1.5751926
2006-09-11,1.4761372
2006-09-12,1.2821857
2006-09-13,1.741056
2006-09-14,0.24498722
2006-09-15,1.3292761
2006-09-16,0.9588534
2006-09-17,0.88494045
2006-09-18,1.3104092
2006-09-19,2.0376754
2006-09-20,1.7634315
2006-09-21,2.2116132
2006-09-22,1.4783698
2006-09-23,1.1717832
2006-09-24,0.60056967
2006-09-25,0.62835085
2006-09-26,1.0430689
2006-09-27,0.9313278
2006-09-28,1.5490351
2006-09-29,0.6289446
