#Written	by	Robertson	Geologging	WinLogger	V1.0/370					
~VERSION	INFORMATION									
#------------------------------------------------------------------------------										
	VERS.	2	:	CWLS	LOG	ASCII	STANDARD	-	VERSION	2
	WRAP.	NO	:	ONE	LINE	PER	DEPTH	STEP		
~WELL	INFORMATION									
#MNEM.UNIT	DATA	DESCRIPTION	OF	MNEMONIC						
#------------------------------------------------------------------------------										
	STRT.M	0.06	:	START	DEPTH					
	STOP.M	253.12	:	STOP	DEPTH					
	STEP.M	0.01	:	STEP	VALUE					
	NULL.	-999.25	:	NULL	VALUE					
	COMP.	WHITE	YOUN	GREEN	:	COMPANY	NAME			
	WELL.	MAINSFORTH	SHAFT	:	WELL	NAME				
	FLD.	MAINSFORTH	:	FIELD	NAME					
	LOC.	N/A	:	LOCATION						
	PROV.	N/A	:	PROVINCE		
	SRVC.	N/A	:	SERVICE	COMPANY	NAME
	DATE.	15	Dec	6	:	DATE
	UWI.	N/A	:	UNIQUE	WELL	IDENTIFIER
~PARAMETER	INFORMATION					
#MNEMO.UNIT	VALUE	DESCRIPTION	OF	MNEMONIC		
#------------------------------------------------------------------------------						
~OTHER	INFORMATION	SECTION				
#------------------------------------------------------------------------------						
	lLOGGING	DOWN				
~CURVE	INFORMATION					
#MNEMO.UNIT	API	CODE	CURVE	DESCRIPTION		
#------------------------------------------------------------------------------						
	DEPTH.M	:	0	Depth		
	TEMP.DegC	:	1	Temperature		
	CN25.mS/cm	:	2	Conductivity@25DegC		
	COND.mS/cm	:	3	Conductivity			
	DELT.DegC	:	4	Delta	T		
	DELC.mS/cm	:	5	Delta	C		
	NGAM.CPS	:	6	Natural	Gamma		
#------------------------------------------------------------------------------							
~A	DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
	189.78	12.27	9.72	2.74	0	0	0
	189.79	12.26	9.72	2.74	0	0	0
	189.8	12.27	9.72	2.74	0	0	0
	189.81	12.27	9.72	2.74	0	0	0
	189.82	12.27	9.72	2.74	0	0	0
	189.83	12.26	9.72	2.74	-0.01	0	0
	189.84	12.26	9.72	2.74	-0.01	0	0
	189.85	12.26	9.73	2.74	-0.01	0.01	0
	189.86	12.26	9.73	2.74	-0.01	0.01	0
	189.87	12.27	9.72	2.74	-0.01	0.01	0
	189.88	12.27	9.72	2.74	-0.01	0.01	0
	189.89	12.27	9.72	2.74	0	0	0
	189.9	12.27	9.72	2.74	0	0	0
	189.91	12.27	9.71	2.74	0	0	0
	189.92	12.27	9.71	2.74	0	0	0
	189.93	12.28	9.71	2.74	0	0	0
	189.94	12.28	9.71	2.74	0	0	0
	189.95	12.28	9.71	2.74	0.01	0	0
	189.96	12.28	9.71	2.74	0.01	-0.01	0
	189.97	12.28	9.71	2.74	0.01	-0.01	0.41
	189.98	12.28	9.71	2.74	0.01	-0.01	0.41
	189.99	12.28	9.71	2.74	0.01	-0.01	0.41
	190	12.28	9.71	2.74	0.01	-0.01	0.41
	190.01	12.28	9.71	2.74	0.01	0	0.41
	190.02	12.27	9.71	2.74	0.01	-0.01	0.41
	190.03	12.27	9.71	2.74	0.01	-0.01	0.41
	190.04	12.27	9.71	2.74	0	-0.01	0.41
	190.05	12.27	9.71	2.74	0	-0.01	0.41
	190.06	12.27	9.71	2.74	0	-0.01	0.41
	190.07	12.27	9.71	2.74	0	-0.01	0.41
	190.08	12.27	9.71	2.74	0	-0.01	0.41
	190.09	12.27	9.71	2.74	0	-0.01	0.41
	190.1	12.27	9.71	2.74	0	-0.01	0.41
	190.11	12.27	9.71	2.74	0	-0.01	0.41
	190.12	12.27	9.71	2.74	0.01	-0.01	0.41
	190.13	12.28	9.71	2.74	0.01	-0.01	0.41
	190.14	12.28	9.71	2.74	0.01	-0.01	0
	190.15	12.28	9.71	2.74	0.01	-0.01	0
	190.16	12.27	9.71	2.74	0.01	0	0
	190.17	12.27	9.72	2.74	0.01	0	0
	190.18	12.27	9.71	2.74	0.01	0	0
	190.19	12.27	9.71	2.74	0.01	0	0
	190.2	12.27	9.71	2.74	0.01	0	0
	190.21	12.27	9.72	2.74	0.01	0	0
	190.22	12.27	9.72	2.74	0.01	0	0
	190.23	12.27	9.72	2.74	0	0	0
	190.24	12.27	9.72	2.74	0	0	0
	190.25	12.27	9.72	2.74	0	0	0
	190.26	12.27	9.72	2.74	0	0.01	0
	190.27	12.27	9.72	2.74	0	0	0
	190.28	12.27	9.72	2.74	0	0	0
	190.29	12.27	9.72	2.74	0	0	0
	190.3	12.27	9.72	2.74	0	0	0
	190.31	12.27	9.72	2.74	0	0	0
	190.32	12.27	9.72	2.74	0	0	0
	190.33	12.27	9.72	2.74	0	0	0
	190.34	12.27	9.72	2.74	-0.01	0.01	0
	190.35	12.27	9.72	2.74	-0.01	0.01	0
	190.36	12.27	9.71	2.74	0	0	0
	190.37	12.27	9.71	2.74	0	0	0
	190.38	12.27	9.71	2.74	0	0	0
	190.39	12.27	9.71	2.74	-0.01	0	0
	190.4	12.27	9.72	2.74	-0.01	0	0
	190.41	12.27	9.72	2.74	-0.01	0	0
	190.42	12.27	9.71	2.74	0	0	0.41
	190.43	12.27	9.71	2.74	0	0	0.41
	190.44	12.27	9.71	2.74	0	0	0.41
	190.45	12.27	9.71	2.74	0	0	0.41
	190.46	12.28	9.71	2.74	0	0	0.41
	190.47	12.28	9.71	2.74	0	0	0.41
	190.48	12.28	9.71	2.74	0.01	0	0.41
	190.49	12.28	9.7	2.74	0.01	0	0.41
	190.5	12.28	9.7	2.74	0.01	0	0.41
	190.51	12.28	9.7	2.74	0.01	0	0.41
	190.52	12.28	9.7	2.74	0.01	0	0.41
	190.53	12.28	9.71	2.74	0	0	0.41
	190.54	12.28	9.71	2.74	0	0	0.41
	190.55	12.28	9.71	2.74	0	0	0.41
	190.56	12.28	9.71	2.74	0	0	0.41
	190.57	12.28	9.71	2.74	0	0	0.41
	190.58	12.28	9.71	2.74	0	0	0.41
	190.59	12.28	9.71	2.74	0	0	0
	190.6	12.28	9.71	2.74	0	0	0
	190.61	12.27	9.71	2.74	0	0	0
	190.62	12.28	9.71	2.74	0	0	0
	190.63	12.28	9.71	2.74	0	0	0
	190.64	12.28	9.71	2.74	0	0	0
	190.65	12.28	9.71	2.74	0	0	0
	190.66	12.28	9.71	2.74	0	0	0
	190.67	12.28	9.71	2.74	0	0	0
	190.68	12.28	9.71	2.74	0	0	0
	190.69	12.28	9.71	2.74	0	0	0
	190.7	12.28	9.71	2.74	0	0	0
	190.71	12.28	9.71	2.74	0	0	0
	190.72	12.28	9.71	2.74	0	0	0
	190.73	12.28	9.71	2.74	0	0	0
	190.74	12.28	9.71	2.74	0	0	0
	190.75	12.28	9.71	2.74	0.01	-0.01	0
	190.76	12.28	9.71	2.74	0.01	-0.01	0
	190.77	12.28	9.71	2.74	0.01	-0.01	0
	190.78	12.28	9.71	2.74	0.01	-0.01	0
	190.79	12.28	9.71	2.74	0.01	-0.01	0
	190.8	12.28	9.71	2.74	0.01	-0.01	0
	190.81	12.28	9.71	2.74	0.01	-0.01	0
	190.82	12.28	9.71	2.74	0.02	-0.01	0
	190.83	12.28	9.71	2.74	0.02	-0.01	0
	190.84	12.28	9.71	2.74	0.02	-0.02	0
	190.85	12.28	9.71	2.74	0.02	-0.02	0
	190.86	12.28	9.71	2.74	0.01	-0.01	0
	190.87	12.28	9.71	2.74	0.01	-0.01	0
	190.88	12.28	9.71	2.74	0	-0.01	0
	190.89	12.27	9.71	2.74	0	0	0
	190.9	12.27	9.71	2.74	0	0	0
	190.91	12.27	9.71	2.74	0	0	0
	190.92	12.27	9.71	2.74	0	0	0
	190.93	12.27	9.71	2.74	-0.01	0	0
	190.94	12.27	9.71	2.74	-0.01	0	0
	190.95	12.27	9.71	2.74	-0.01	0	0
	190.96	12.27	9.71	2.74	-0.01	0	0
	190.97	12.27	9.71	2.74	0	0	0
	190.98	12.28	9.71	2.74	0	0	0
	190.99	12.28	9.71	2.74	0	0	0
	191	12.28	9.71	2.74	0	0	0
	191.01	12.28	9.71	2.74	0	-0.01	0
	191.02	12.27	9.71	2.74	0	0	0
	191.03	12.27	9.71	2.74	0	0	0
	191.04	12.27	9.71	2.74	0	0.01	0
	191.05	12.27	9.71	2.74	0	0.01	0
	191.06	12.27	9.72	2.74	0	0.01	0
	191.07	12.27	9.72	2.74	0	0.01	0
	191.08	12.27	9.72	2.74	0	0.01	0
	191.09	12.27	9.72	2.74	0	0.01	0
	191.1	12.27	9.72	2.74	0	0.01	0
	191.11	12.27	9.72	2.74	-0.01	0.01	0
	191.12	12.27	9.72	2.74	-0.01	0.01	0
	191.13	12.27	9.72	2.74	-0.01	0.01	0
	191.14	12.27	9.72	2.74	-0.01	0.01	0
	191.15	12.27	9.72	2.74	-0.01	0.01	0
	191.16	12.26	9.73	2.74	-0.01	0.01	0
	191.17	12.26	9.73	2.74	-0.01	0.01	0
	191.18	12.26	9.73	2.74	-0.01	0.01	0
	191.19	12.26	9.73	2.74	-0.01	0.01	0
	191.2	12.26	9.73	2.74	-0.01	0.02	0
	191.21	12.26	9.73	2.74	-0.01	0.01	0
	191.22	12.26	9.73	2.74	-0.01	0.01	0
	191.23	12.26	9.73	2.74	-0.01	0	0
	191.24	12.26	9.72	2.74	-0.01	0	0
	191.25	12.26	9.72	2.74	0	0	0
	191.26	12.26	9.72	2.74	0	0	0
	191.27	12.27	9.72	2.74	0	0	0
	191.28	12.27	9.72	2.74	0	0	0
	191.29	12.27	9.72	2.74	0	0	0
	191.3	12.27	9.72	2.74	0	0	0
	191.31	12.26	9.72	2.74	-0.01	0	0
	191.32	12.26	9.72	2.74	-0.01	0.01	0.41
	191.33	12.27	9.72	2.74	0	0	0.41
	191.34	12.27	9.72	2.74	0	0.01	0.41
	191.35	12.27	9.72	2.74	0	0.01	0.41
	191.36	12.27	9.72	2.74	0	0.01	0.41
	191.37	12.27	9.72	2.74	0	0.01	0.41
	191.38	12.27	9.72	2.74	0	0	0.41
	191.39	12.27	9.72	2.74	0	0	0.41
	191.4	12.27	9.72	2.74	0	0	0.41
	191.41	12.27	9.71	2.74	0	0	0.41
	191.42	12.28	9.71	2.74	0	0	0.41
	191.43	12.28	9.71	2.74	0	0	0.41
	191.44	12.28	9.71	2.74	0	0	0.41
	191.45	12.28	9.71	2.74	0	0.01	0.41
	191.46	12.28	9.71	2.74	0	0	0.41
	191.47	12.27	9.71	2.74	-0.01	0.01	0.41
	191.48	12.27	9.71	2.74	-0.01	0.01	0.41
	191.49	12.27	9.71	2.74	-0.01	0.01	0
	191.5	12.27	9.71	2.74	-0.01	0.01	0
	191.51	12.27	9.71	2.74	-0.01	0.01	0
	191.52	12.27	9.71	2.74	-0.01	0.01	0
	191.53	12.28	9.71	2.74	0	0	0
	191.54	12.28	9.71	2.74	0	0	0
	191.55	12.28	9.7	2.74	0	0	0
	191.56	12.28	9.71	2.74	0	0	0
	191.57	12.28	9.71	2.74	0	0	0.47
	191.58	12.28	9.71	2.74	0	-0.01	0.47
	191.59	12.28	9.7	2.74	0	-0.01	0.47
	191.6	12.28	9.7	2.74	0.01	-0.01	0.47
	191.61	12.28	9.7	2.74	0.01	-0.01	0.47
	191.62	12.28	9.7	2.74	0.01	-0.01	0.47
	191.63	12.28	9.7	2.74	0	-0.01	0.47
	191.64	12.28	9.71	2.74	0	0	0.47
	191.65	12.28	9.71	2.74	0	0	0.47
	191.66	12.28	9.71	2.74	0	0	0.47
	191.67	12.28	9.71	2.74	0	0	0.47
	191.68	12.28	9.71	2.74	0	0	0.47
	191.69	12.28	9.71	2.74	0	0	0.47
	191.7	12.28	9.71	2.74	0	0	0.47
	191.71	12.27	9.71	2.74	0	0.01	0.47
	191.72	12.27	9.72	2.74	0	0.01	0.47
	191.73	12.27	9.72	2.74	0	0.01	0.47
	191.74	12.27	9.72	2.74	0	0.01	0
	191.75	12.27	9.72	2.74	0	0.01	0
	191.76	12.27	9.71	2.74	0	0	0
	191.77	12.27	9.71	2.74	0	0	0
	191.78	12.27	9.71	2.74	-0.01	0.01	0
	191.79	12.27	9.71	2.74	-0.01	0.01	0
	191.8	12.27	9.71	2.74	0	0.01	0
	191.81	12.28	9.71	2.74	-0.01	0	0
	191.82	12.28	9.71	2.74	-0.01	0	0.41
	191.83	12.27	9.71	2.74	-0.01	0	0.41
	191.84	12.27	9.71	2.74	-0.01	0	0.41
	191.85	12.27	9.71	2.74	-0.01	0	0.41
	191.86	12.27	9.71	2.74	-0.01	0	0.41
	191.87	12.27	9.72	2.74	-0.01	0	0.41
	191.88	12.27	9.72	2.74	-0.01	0.01	0.41
	191.89	12.26	9.72	2.74	-0.01	0.01	0.41
	191.9	12.26	9.72	2.74	-0.01	0.01	0.41
	191.91	12.26	9.72	2.74	-0.01	0.01	0.41
	191.92	12.26	9.73	2.74	-0.01	0.01	0.41
	191.93	12.26	9.73	2.74	-0.01	0.01	0.41
	191.94	12.26	9.73	2.74	-0.01	0.01	0.41
	191.95	12.26	9.73	2.74	-0.01	0.01	0.41
	191.96	12.26	9.73	2.74	-0.01	0.02	0.41
	191.97	12.26	9.72	2.74	-0.01	0.02	0.41
	191.98	12.27	9.72	2.74	-0.01	0.01	0.41
	191.99	12.27	9.72	2.74	-0.01	0.01	0
	192	12.27	9.72	2.74	-0.01	0.01	0
	192.01	12.27	9.72	2.74	-0.01	0.01	0
	192.02	12.27	9.72	2.74	-0.01	0.01	0
	192.03	12.26	9.72	2.74	-0.01	0.01	0
	192.04	12.26	9.72	2.74	-0.01	0.01	0
	192.05	12.27	9.72	2.74	-0.01	0.01	0
	192.06	12.27	9.72	2.74	0	0	0
	192.07	12.27	9.72	2.74	0	0	0
	192.08	12.27	9.72	2.74	0	0	0
	192.09	12.27	9.72	2.74	0	0	0
	192.1	12.27	9.72	2.74	0	0	0
	192.11	12.27	9.72	2.74	0	0	0
	192.12	12.27	9.71	2.74	0	-0.01	0
	192.13	12.27	9.71	2.74	0	-0.01	0
	192.14	12.27	9.71	2.74	0.01	-0.01	0
	192.15	12.27	9.71	2.74	0.01	-0.01	0
	192.16	12.27	9.71	2.74	0.01	-0.02	0
	192.17	12.27	9.71	2.74	0.01	-0.02	0
	192.18	12.27	9.71	2.74	0.01	-0.02	0
	192.19	12.27	9.71	2.74	0.01	-0.02	0
	192.2	12.27	9.71	2.74	0.01	-0.02	0
	192.21	12.27	9.71	2.74	0.01	-0.01	0
	192.22	12.27	9.72	2.74	0.01	-0.01	0
	192.23	12.27	9.72	2.74	0.01	0	0
	192.24	12.26	9.72	2.74	0	0	0
	192.25	12.26	9.73	2.74	0	0	0
	192.26	12.26	9.73	2.74	0	0.01	0
	192.27	12.26	9.73	2.74	0	0.01	0
	192.28	12.26	9.73	2.74	0	0.01	0
	192.29	12.26	9.73	2.74	0	0.01	0
	192.3	12.26	9.73	2.74	0	0.01	0
	192.31	12.26	9.73	2.74	0	0	0
	192.32	12.26	9.73	2.74	0	0	0
	192.33	12.26	9.73	2.74	0	0	0
	192.34	12.26	9.73	2.74	0	0.01	0
	192.35	12.26	9.72	2.74	-0.01	0.01	0
	192.36	12.26	9.72	2.74	-0.01	0.01	0
	192.37	12.27	9.72	2.74	0	0	0
	192.38	12.26	9.72	2.74	-0.01	0.01	0
	192.39	12.26	9.72	2.74	-0.01	0.01	0
	192.4	12.26	9.72	2.74	-0.01	0.01	0
	192.41	12.27	9.72	2.74	-0.01	0.01	0
	192.42	12.27	9.72	2.74	-0.01	0.01	0
	192.43	12.27	9.71	2.74	-0.01	0	0
	192.44	12.27	9.71	2.74	0	0	0
	192.45	12.27	9.71	2.74	0	0	0
	192.46	12.27	9.71	2.74	0	0	0
	192.47	12.27	9.71	2.74	0	0	0
	192.48	12.27	9.71	2.74	0	0	0
	192.49	12.27	9.71	2.74	0	0	0
	192.5	12.27	9.71	2.74	0	0	0
	192.51	12.27	9.71	2.74	-0.01	0	0
	192.52	12.27	9.72	2.74	-0.01	0.01	0
	192.53	12.26	9.72	2.74	-0.01	0.02	0
	192.54	12.26	9.73	2.74	-0.02	0.02	0
	192.55	12.26	9.73	2.74	-0.02	0.02	0
	192.56	12.26	9.73	2.74	-0.02	0.02	0
	192.57	12.26	9.73	2.74	-0.02	0.02	0
	192.58	12.26	9.73	2.74	-0.02	0.02	0
	192.59	12.26	9.73	2.74	-0.02	0.02	0
	192.6	12.26	9.73	2.74	-0.02	0.03	0
	192.61	12.26	9.72	2.74	-0.02	0.02	0
	192.62	12.27	9.72	2.74	-0.01	0.02	0
	192.63	12.27	9.72	2.74	-0.01	0.01	0
	192.64	12.27	9.72	2.74	-0.01	0.01	0
	192.65	12.27	9.72	2.74	-0.01	0.01	0
	192.66	12.27	9.72	2.74	-0.01	0.01	0
	192.67	12.27	9.72	2.74	-0.01	0.01	0
	192.68	12.27	9.72	2.74	-0.01	0.01	0
	192.69	12.27	9.72	2.74	-0.01	0.01	0
	192.7	12.27	9.72	2.74	0	0	0
	192.71	12.27	9.71	2.74	0	0	0
	192.72	12.27	9.71	2.74	0	0	0
	192.73	12.28	9.71	2.74	0	-0.01	0
	192.74	12.28	9.71	2.74	0.01	-0.01	0
	192.75	12.28	9.7	2.74	0.01	-0.01	0
	192.76	12.28	9.7	2.74	0.01	-0.01	0.47
	192.77	12.28	9.7	2.74	0.01	-0.01	0.47
	192.78	12.28	9.7	2.74	0.01	-0.01	0.47
	192.79	12.28	9.7	2.74	0.01	-0.01	0.94
	192.8	12.28	9.7	2.74	0	-0.01	0.94
	192.81	12.28	9.71	2.74	0	0	0.94
	192.82	12.28	9.71	2.74	0	0	0.94
	192.83	12.27	9.71	2.74	0	0	0.94
	192.84	12.27	9.72	2.74	0	0	0.94
	192.85	12.27	9.72	2.74	0	0.01	0.94
	192.86	12.27	9.72	2.74	0	0	0.94
	192.87	12.27	9.72	2.74	0	0	0.94
	192.88	12.27	9.72	2.74	0	0	0.94
	192.89	12.27	9.72	2.74	0	0	0.94
	192.9	12.26	9.72	2.74	0	0	0.94
	192.91	12.26	9.72	2.74	0	0	0.94
	192.92	12.26	9.72	2.74	0	0	0.94
	192.93	12.26	9.72	2.74	0	0	0.47
	192.94	12.27	9.72	2.74	0	0	0.47
	192.95	12.27	9.72	2.74	0	0	0.47
	192.96	12.27	9.72	2.74	0	0	0
	192.97	12.27	9.72	2.74	0	0	0
	192.98	12.27	9.72	2.74	0	0	0
	192.99	12.27	9.71	2.74	0	-0.01	0
	193	12.27	9.71	2.74	0.01	-0.01	0.47
	193.01	12.27	9.71	2.74	0.01	-0.01	0.47
	193.02	12.27	9.71	2.74	0.01	-0.02	0.47
	193.03	12.28	9.71	2.74	0.01	-0.02	0.47
	193.04	12.28	9.71	2.74	0.01	-0.01	0.47
	193.05	12.27	9.71	2.74	0.01	-0.01	0.47
	193.06	12.27	9.71	2.74	0.01	-0.01	0.47
	193.07	12.27	9.71	2.74	0	-0.01	0.47
	193.08	12.27	9.71	2.74	0	-0.01	0.47
	193.09	12.27	9.72	2.74	0	0	0.47
	193.1	12.27	9.72	2.74	0	0	0.47
	193.11	12.27	9.72	2.74	0	0.01	0.47
	193.12	12.27	9.72	2.74	-0.01	0.01	0.47
	193.13	12.27	9.72	2.74	-0.01	0.01	0.47
	193.14	12.27	9.72	2.74	-0.01	0.01	0.47
	193.15	12.27	9.72	2.74	-0.01	0.01	0.47
	193.16	12.26	9.72	2.74	-0.01	0.01	0.47
	193.17	12.26	9.73	2.74	-0.01	0.01	0
	193.18	12.26	9.73	2.74	-0.01	0.01	0
	193.19	12.26	9.73	2.74	-0.01	0.01	0
	193.2	12.26	9.73	2.74	-0.01	0.01	0
	193.21	12.26	9.73	2.74	-0.01	0.01	0
	193.22	12.26	9.73	2.74	0	0	0
	193.23	12.26	9.73	2.74	0	0	0
	193.24	12.26	9.73	2.74	0	0	0
	193.25	12.26	9.72	2.74	0	0	0
	193.26	12.27	9.72	2.74	0	0	0
	193.27	12.27	9.72	2.74	0	-0.01	0
	193.28	12.27	9.72	2.74	0.01	-0.01	0
	193.29	12.27	9.72	2.74	0.01	-0.01	0
	193.3	12.27	9.72	2.74	0.01	-0.01	0
	193.31	12.27	9.72	2.74	0.01	-0.01	0
	193.32	12.27	9.72	2.74	0.01	-0.01	0
	193.33	12.27	9.71	2.74	0.01	-0.01	0
	193.34	12.27	9.72	2.74	0.01	-0.01	0
	193.35	12.27	9.72	2.74	0	-0.01	0
	193.36	12.27	9.72	2.74	0	0	0
	193.37	12.26	9.72	2.74	0	0	0
	193.38	12.26	9.72	2.74	0	0	0
	193.39	12.26	9.72	2.74	0	0	0
	193.4	12.26	9.73	2.74	0	0.01	0
	193.41	12.26	9.73	2.74	0	0.01	0
	193.42	12.26	9.73	2.74	-0.01	0.01	0
	193.43	12.26	9.73	2.74	-0.01	0.01	0
	193.44	12.26	9.73	2.74	-0.01	0.02	0
	193.45	12.26	9.73	2.74	-0.01	0.02	0
	193.46	12.26	9.73	2.74	-0.01	0.02	0
	193.47	12.26	9.73	2.74	-0.01	0.02	0
	193.48	12.26	9.73	2.74	-0.01	0.02	0
	193.49	12.26	9.73	2.74	-0.01	0.02	0
	193.5	12.26	9.73	2.74	-0.01	0.01	0
	193.51	12.26	9.72	2.74	0	0	0
	193.52	12.27	9.72	2.74	0	0	0
	193.53	12.27	9.72	2.74	0	0	0
	193.54	12.27	9.72	2.74	0	-0.01	0
	193.55	12.27	9.72	2.74	0.01	-0.01	0
	193.56	12.27	9.72	2.74	0.01	-0.01	0
	193.57	12.27	9.72	2.74	0.01	-0.01	0
	193.58	12.27	9.72	2.74	0.01	-0.01	0
	193.59	12.27	9.72	2.74	0	-0.01	0
	193.6	12.27	9.72	2.74	0	-0.01	0
	193.61	12.27	9.72	2.74	0	0	0
	193.62	12.26	9.72	2.74	0	0	0
	193.63	12.26	9.72	2.74	0	0	0
	193.64	12.26	9.72	2.74	-0.01	0	0
	193.65	12.27	9.72	2.74	0	0	0
	193.66	12.27	9.72	2.74	0	0	0
	193.67	12.27	9.72	2.74	0	0	0
	193.68	12.27	9.72	2.74	0	0	0
	193.69	12.27	9.72	2.74	0	0	0
	193.7	12.27	9.72	2.74	0	0	0
	193.71	12.27	9.72	2.74	0	0	0
	193.72	12.27	9.72	2.74	0	0.01	0
	193.73	12.27	9.71	2.74	0	0.01	0
	193.74	12.27	9.71	2.74	0	0.01	0
	193.75	12.28	9.71	2.74	0	0.01	0
	193.76	12.28	9.71	2.74	0	0.01	0
	193.77	12.28	9.71	2.74	0	0.01	0
	193.78	12.28	9.71	2.74	0	0.01	0
	193.79	12.28	9.71	2.74	0	0.01	0
	193.8	12.28	9.71	2.74	0	0	0
	193.81	12.28	9.71	2.74	0	0	0
	193.82	12.28	9.71	2.74	0.01	-0.01	0
	193.83	12.28	9.7	2.74	0.01	-0.02	0
	193.84	12.28	9.7	2.74	0.01	-0.02	0
	193.85	12.28	9.7	2.74	0.02	-0.02	0
	193.86	12.28	9.7	2.74	0.02	-0.02	0
	193.87	12.28	9.7	2.74	0.02	-0.02	0
	193.88	12.28	9.7	2.74	0.02	-0.02	0
	193.89	12.28	9.7	2.74	0.02	-0.02	0
	193.9	12.28	9.7	2.74	0.02	-0.02	0
	193.91	12.28	9.7	2.74	0.01	-0.02	0
	193.92	12.28	9.71	2.74	0.01	-0.02	0
	193.93	12.27	9.71	2.74	0.01	-0.01	0
	193.94	12.27	9.72	2.74	0.01	-0.01	0
	193.95	12.27	9.72	2.74	0	0	0
	193.96	12.27	9.72	2.74	0	0	0
	193.97	12.27	9.72	2.74	0	0	0
	193.98	12.27	9.72	2.74	-0.01	0.01	0
	193.99	12.26	9.72	2.74	-0.01	0.01	0
	194	12.26	9.72	2.74	-0.01	0.02	0
	194.01	12.26	9.72	2.74	-0.01	0.01	0
	194.02	12.26	9.72	2.74	-0.01	0.02	0
	194.03	12.26	9.73	2.74	-0.01	0.02	0
	194.04	12.26	9.73	2.74	-0.01	0.02	0
	194.05	12.26	9.73	2.74	-0.01	0.02	0
	194.06	12.26	9.73	2.74	-0.01	0.01	0
	194.07	12.26	9.72	2.74	-0.01	0.01	0
	194.08	12.27	9.72	2.74	0	0.01	0
	194.09	12.27	9.72	2.74	0	0	0
	194.1	12.27	9.72	2.74	0	0	0
	194.11	12.27	9.72	2.74	0	0	0
	194.12	12.27	9.72	2.74	0	0	0
	194.13	12.27	9.72	2.74	0	-0.01	0
	194.14	12.27	9.72	2.74	0	-0.01	0
	194.15	12.27	9.72	2.74	0	-0.01	0
	194.16	12.27	9.72	2.74	0.01	-0.01	0
	194.17	12.27	9.72	2.74	0	-0.01	0
	194.18	12.27	9.72	2.74	0	-0.01	0
	194.19	12.27	9.72	2.74	0	-0.01	0
	194.2	12.27	9.72	2.74	0.01	-0.01	0
	194.21	12.27	9.72	2.74	0.01	-0.01	0
	194.22	12.27	9.72	2.74	0.01	-0.01	0
	194.23	12.27	9.72	2.74	0.01	-0.01	0
	194.24	12.27	9.72	2.74	0	0	0
	194.25	12.27	9.72	2.74	0	0	0
	194.26	12.27	9.72	2.74	0	0	0
	194.27	12.27	9.72	2.74	0	0	0
	194.28	12.27	9.72	2.74	0	0.01	0
	194.29	12.27	9.72	2.74	0	0.01	0
	194.3	12.27	9.72	2.74	0	0.01	0
	194.31	12.26	9.72	2.74	0	0.01	0
	194.32	12.26	9.72	2.74	-0.01	0.01	0.41
	194.33	12.26	9.72	2.74	0	0	0.41
	194.34	12.26	9.72	2.74	0	0	0.41
	194.35	12.27	9.72	2.74	0	0	0.41
	194.36	12.27	9.72	2.74	0	0	0.41
	194.37	12.27	9.72	2.74	0	0	0.41
	194.38	12.27	9.72	2.74	0	0	0.41
	194.39	12.27	9.72	2.74	0	-0.01	0.41
	194.4	12.27	9.72	2.74	0.01	-0.01	0.41
	194.41	12.27	9.72	2.74	0.01	-0.01	0.41
	194.42	12.27	9.71	2.74	0.01	-0.01	0.41
	194.43	12.27	9.71	2.74	0.01	-0.01	0.41
	194.44	12.27	9.72	2.74	0.01	-0.01	0.41
	194.45	12.27	9.72	2.74	0.01	-0.01	0.41
	194.46	12.27	9.72	2.74	0.01	-0.01	0.41
	194.47	12.27	9.72	2.74	0.01	-0.01	0.41
	194.48	12.27	9.72	2.74	0.01	-0.01	0.41
	194.49	12.27	9.72	2.74	0.01	-0.01	0
	194.5	12.27	9.72	2.74	0	0	0
	194.51	12.26	9.72	2.74	0	0	0
	194.52	12.26	9.73	2.74	0	0	0
	194.53	12.26	9.73	2.74	0	0	0
	194.54	12.26	9.72	2.74	0	0	0
	194.55	12.26	9.72	2.74	0	0	0
	194.56	12.27	9.72	2.74	0	0	0
	194.57	12.26	9.72	2.74	0	0	0
	194.58	12.26	9.72	2.74	0	0	0
	194.59	12.26	9.72	2.74	0	0	0
	194.6	12.26	9.72	2.74	0	0	0
	194.61	12.26	9.72	2.74	0	0	0
	194.62	12.26	9.72	2.74	0	0	0
	194.63	12.27	9.72	2.74	0	0	0
	194.64	12.27	9.72	2.74	0	0	0
	194.65	12.27	9.72	2.74	0	0	0
	194.66	12.27	9.72	2.74	0	0	0
	194.67	12.27	9.72	2.74	0	0	0
	194.68	12.27	9.72	2.74	0	0	0
	194.69	12.27	9.72	2.74	0	0	0
	194.7	12.27	9.72	2.74	0	0	0
	194.71	12.27	9.72	2.74	0	0	0
	194.72	12.27	9.71	2.74	0	0	0
	194.73	12.27	9.71	2.74	0	0	0
	194.74	12.27	9.71	2.74	0	0	0
	194.75	12.27	9.71	2.74	0	0	0
	194.76	12.27	9.72	2.74	0	0	0
	194.77	12.27	9.72	2.74	0	0.01	0
	194.78	12.27	9.72	2.74	-0.01	0.01	0
	194.79	12.27	9.72	2.74	-0.01	0.01	0
	194.8	12.27	9.72	2.74	-0.01	0.01	0
	194.81	12.27	9.72	2.74	-0.01	0.01	0
