#Written	by	Robertson	Geologging	WinLogger	V1.0/370					
~VERSION	INFORMATION									
#------------------------------------------------------------------------------										
	VERS.	2	:	CWLS	LOG	ASCII	STANDARD	-	VERSION	2
	WRAP.	NO	:	ONE	LINE	PER	DEPTH	STEP		
~WELL	INFORMATION									
#MNEM.UNIT	DATA	DESCRIPTION	OF	MNEMONIC						
#------------------------------------------------------------------------------										
	STRT.M	0.06	:	START	DEPTH					
	STOP.M	253.12	:	STOP	DEPTH					
	STEP.M	0.01	:	STEP	VALUE					
	NULL.	-999.25	:	NULL	VALUE					
	COMP.	WHITE	YOUN	GREEN	:	COMPANY	NAME			
	WELL.	MAINSFORTH	SHAFT	:	WELL	NAME				
	FLD.	MAINSFORTH	:	FIELD	NAME					
	LOC.	N/A	:	LOCATION						
	PROV.	N/A	:	PROVINCE		
	SRVC.	N/A	:	SERVICE	COMPANY	NAME
	DATE.	15	Dec	6	:	DATE
	UWI.	N/A	:	UNIQUE	WELL	IDENTIFIER
~PARAMETER	INFORMATION					
#MNEMO.UNIT	VALUE	DESCRIPTION	OF	MNEMONIC		
#------------------------------------------------------------------------------						
~OTHER	INFORMATION	SECTION				
#------------------------------------------------------------------------------						
	lLOGGING	DOWN				
~CURVE	INFORMATION					
#MNEMO.UNIT	API	CODE	CURVE	DESCRIPTION		
#------------------------------------------------------------------------------						
	DEPTH.M	:	0	Depth		
	TEMP.DegC	:	1	Temperature		
	CN25.mS/cm	:	2	Conductivity@25DegC		
	COND.mS/cm	:	3	Conductivity			
	DELT.DegC	:	4	Delta	T		
	DELC.mS/cm	:	5	Delta	C		
	NGAM.CPS	:	6	Natural	Gamma		
#------------------------------------------------------------------------------							
~A	DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
	30.15	10.44	10.38	1.84	-0.02	0.01	0.47
	30.16	10.44	10.38	1.85	-0.02	0.01	0.47
	30.17	10.44	10.38	1.85	-0.02	0.01	0.47
	30.18	10.44	10.39	1.85	-0.02	0.01	0.47
	30.19	10.44	10.39	1.85	-0.02	0.01	0.47
	30.2	10.44	10.39	1.85	-0.02	0.02	0.47
	30.21	10.44	10.39	1.85	-0.02	0.02	0.47
	30.22	10.44	10.39	1.85	-0.02	0.02	0.47
	30.23	10.44	10.4	1.85	-0.02	0.02	0.47
	30.24	10.44	10.39	1.85	-0.01	0.01	0.47
	30.25	10.44	10.39	1.85	-0.01	0.01	0.47
	30.26	10.44	10.39	1.85	0	0	0.47
	30.27	10.44	10.39	1.85	0	0	0.47
	30.28	10.44	10.39	1.85	0	0	0
	30.29	10.44	10.39	1.85	0	0.01	0
	30.3	10.44	10.39	1.85	0	0	0
	30.31	10.44	10.39	1.85	0	0	0
	30.32	10.44	10.39	1.85	0	0	0
	30.33	10.44	10.39	1.85	0	0	0
	30.34	10.44	10.38	1.85	0	0	0
	30.35	10.44	10.38	1.85	0	0	0
	30.36	10.45	10.38	1.85	0	0	0
	30.37	10.45	10.38	1.85	0	0	0
	30.38	10.45	10.38	1.85	0	0	0
	30.39	10.45	10.38	1.85	0	0	0
	30.4	10.45	10.37	1.85	0	0	0
	30.41	10.45	10.38	1.85	0	0	0
	30.42	10.45	10.38	1.85	0	0	0
	30.43	10.45	10.38	1.85	0	0	0
	30.44	10.45	10.38	1.85	0	0	0
	30.45	10.45	10.38	1.85	0	0	0
	30.46	10.45	10.38	1.85	0	0	0
	30.47	10.45	10.38	1.85	0	0	0
	30.48	10.45	10.38	1.85	0	-0.01	0
	30.49	10.45	10.38	1.85	0	-0.01	0
	30.5	10.44	10.38	1.85	0.01	-0.01	0
	30.51	10.44	10.38	1.85	0.01	-0.01	0
	30.52	10.44	10.38	1.85	0.01	-0.01	0
	30.53	10.44	10.38	1.85	0.01	-0.01	0
	30.54	10.44	10.38	1.85	0.01	-0.02	0
	30.55	10.44	10.39	1.85	0.01	0	0
	30.56	10.44	10.38	1.85	0	-0.01	0
	30.57	10.44	10.39	1.85	0	0	0
	30.58	10.44	10.38	1.85	0	0	0
	30.59	10.44	10.39	1.85	0	0	0
	30.6	10.44	10.38	1.85	0	0	0
	30.61	10.44	10.39	1.85	0	0	0
	30.62	10.44	10.38	1.85	0	0	0
	30.63	10.44	10.39	1.85	-0.01	0.01	0
	30.64	10.44	10.38	1.85	-0.01	0	0
	30.65	10.44	10.39	1.85	-0.01	0.01	0
	30.66	10.45	10.38	1.85	-0.01	0.01	0
	30.67	10.45	10.38	1.85	-0.01	0.01	0
	30.68	10.45	10.38	1.85	0	0	0
	30.69	10.45	10.38	1.85	0	0	0
	30.7	10.45	10.38	1.85	0	0	0
	30.71	10.45	10.38	1.85	0.01	0	0
	30.72	10.46	10.37	1.85	0.01	0	0
	30.73	10.46	10.37	1.85	0.01	0	0
	30.74	10.46	10.37	1.85	0.01	-0.01	0
	30.75	10.46	10.37	1.85	0.01	-0.01	0
	30.76	10.46	10.37	1.85	0.01	-0.02	0
	30.77	10.46	10.37	1.85	0.02	-0.02	0
	30.78	10.46	10.37	1.85	0.02	-0.02	0
	30.79	10.46	10.36	1.85	0.02	-0.02	0
	30.8	10.46	10.36	1.85	0.02	-0.02	0
	30.81	10.46	10.36	1.85	0.02	-0.02	0
	30.82	10.46	10.37	1.85	0.02	-0.01	0
	30.83	10.46	10.37	1.85	0.02	-0.02	0
	30.84	10.46	10.37	1.85	0.02	-0.02	0
	30.85	10.46	10.37	1.85	0.02	-0.02	0
	30.86	10.46	10.37	1.85	0.02	-0.02	0
	30.87	10.46	10.37	1.85	0.02	-0.02	0
	30.88	10.46	10.37	1.85	0.02	-0.02	0
	30.89	10.46	10.37	1.85	0.02	-0.02	0
	30.9	10.45	10.38	1.85	0.02	-0.01	0
	30.91	10.45	10.38	1.85	0.02	-0.02	0
	30.92	10.45	10.38	1.85	0.02	-0.01	0
	30.93	10.45	10.38	1.85	0.02	-0.02	0
	30.94	10.45	10.38	1.85	0.02	-0.01	0
	30.95	10.45	10.38	1.85	0.02	-0.02	0
	30.96	10.45	10.38	1.85	0.02	-0.01	0
	30.97	10.45	10.37	1.85	0.01	-0.02	0
	30.98	10.45	10.38	1.85	0.01	-0.01	0
	30.99	10.45	10.38	1.85	0.01	-0.02	0
	31	10.45	10.38	1.85	0.01	-0.01	0
	31.01	10.45	10.37	1.85	0.01	-0.02	0
	31.02	10.45	10.38	1.85	0.01	-0.01	0
	31.03	10.45	10.38	1.85	0.01	-0.01	0
	31.04	10.45	10.38	1.85	0	0	0
	31.05	10.45	10.38	1.85	0	0	0
	31.06	10.44	10.38	1.85	0	0	0
	31.07	10.44	10.38	1.85	0	0	0
	31.08	10.44	10.39	1.85	-0.01	0.01	0
	31.09	10.44	10.39	1.85	-0.01	0.01	0
	31.1	10.44	10.39	1.85	0	0.01	0
	31.11	10.44	10.39	1.85	-0.01	0.01	0
	31.12	10.44	10.39	1.85	0	0.01	0
	31.13	10.44	10.39	1.85	0	0.01	0
	31.14	10.44	10.38	1.85	0	0.01	0
	31.15	10.44	10.39	1.85	0	0	0
	31.16	10.44	10.38	1.85	0	0	0
	31.17	10.44	10.39	1.85	0	0	0
	31.18	10.44	10.38	1.85	0	0	0
	31.19	10.44	10.39	1.85	0	0	0
	31.2	10.44	10.39	1.85	0	0	0
	31.21	10.44	10.39	1.85	0	0	0
	31.22	10.44	10.39	1.85	0	-0.01	0
	31.23	10.44	10.39	1.85	0	0	0
	31.24	10.44	10.39	1.85	0	0	0
	31.25	10.44	10.39	1.85	0	0.01	0
	31.26	10.44	10.39	1.85	0	0	0
	31.27	10.43	10.4	1.85	-0.01	0.01	0
	31.28	10.43	10.39	1.85	-0.01	0	0
	31.29	10.43	10.4	1.85	-0.01	0.01	0
	31.3	10.43	10.39	1.85	-0.01	0.01	0
	31.31	10.44	10.4	1.85	-0.01	0.01	0
	31.32	10.44	10.39	1.85	0	0	0.47
	31.33	10.44	10.39	1.85	0	0.01	0.47
	31.34	10.44	10.39	1.85	0	0	0.94
	31.35	10.44	10.38	1.85	0	0	0.94
	31.36	10.45	10.38	1.85	0	0	0.94
	31.37	10.45	10.38	1.85	0	0	0.94
	31.38	10.45	10.38	1.85	0	0	0.94
	31.39	10.45	10.38	1.85	0	0.01	0.94
	31.4	10.45	10.38	1.85	0	0	0.94
	31.41	10.45	10.38	1.85	0	0	0.94
	31.42	10.45	10.38	1.85	0	0	0.94
	31.43	10.45	10.38	1.85	0	0	0.94
	31.44	10.45	10.38	1.85	0	0	0.94
	31.45	10.45	10.38	1.85	0	0	0.94
	31.46	10.44	10.38	1.85	0	0	0.94
	31.47	10.44	10.39	1.85	0	0.01	0.94
	31.48	10.44	10.39	1.85	-0.01	0.01	0.94
	31.49	10.44	10.39	1.85	-0.01	0.01	0.47
	31.5	10.44	10.39	1.85	-0.01	0.01	0.47
	31.51	10.43	10.39	1.85	-0.01	0.01	0
	31.52	10.43	10.39	1.85	-0.01	0.01	0
	31.53	10.43	10.4	1.85	-0.01	0.02	0
	31.54	10.43	10.39	1.85	-0.01	0.01	0
	31.55	10.43	10.4	1.85	-0.01	0.02	0
	31.56	10.43	10.39	1.85	-0.01	0.01	0
	31.57	10.43	10.4	1.85	-0.01	0.02	0
	31.58	10.43	10.39	1.85	-0.01	0.01	0
	31.59	10.43	10.4	1.85	-0.01	0.01	0
	31.6	10.43	10.39	1.85	-0.01	0.01	0
	31.61	10.43	10.4	1.85	-0.01	0.01	0
	31.62	10.43	10.39	1.85	-0.01	0.01	0
	31.63	10.43	10.39	1.85	-0.01	0.01	0
	31.64	10.43	10.4	1.85	-0.01	0.01	0
	31.65	10.43	10.4	1.85	-0.02	0.02	0
	31.66	10.43	10.4	1.85	-0.02	0.01	0
	31.67	10.43	10.4	1.85	-0.02	0.02	0
	31.68	10.43	10.39	1.85	-0.02	0.01	0
	31.69	10.44	10.39	1.85	-0.01	0.01	0
	31.7	10.44	10.39	1.85	-0.01	0.01	0
	31.71	10.45	10.38	1.85	-0.01	0.01	0
	31.72	10.45	10.38	1.85	-0.01	0	0
	31.73	10.45	10.38	1.85	-0.01	0.01	0
	31.74	10.45	10.38	1.85	-0.01	0.01	0
	31.75	10.46	10.37	1.85	0	0.01	0
	31.76	10.46	10.37	1.85	0	0.01	0
	31.77	10.46	10.37	1.85	0	0.01	0
	31.78	10.46	10.37	1.85	-0.01	0.01	0
	31.79	10.45	10.38	1.85	-0.01	0.01	0
	31.8	10.45	10.38	1.85	-0.01	0.01	0
	31.81	10.45	10.38	1.85	-0.02	0.02	0
	31.82	10.44	10.38	1.85	-0.02	0.02	0
	31.83	10.44	10.39	1.85	-0.02	0.02	0.47
	31.84	10.44	10.39	1.85	-0.02	0.02	0.47
	31.85	10.44	10.39	1.85	-0.02	0.02	0.47
	31.86	10.44	10.38	1.85	-0.02	0.02	0.47
	31.87	10.44	10.38	1.85	-0.02	0.01	0.47
	31.88	10.45	10.38	1.85	-0.01	0.01	0.47
	31.89	10.45	10.38	1.85	-0.01	0	0.47
	31.9	10.45	10.38	1.85	0	0	0.47
	31.91	10.45	10.38	1.85	0	-0.01	0.47
	31.92	10.45	10.38	1.85	0	0	0.47
	31.93	10.45	10.38	1.85	0	-0.01	0.47
	31.94	10.45	10.38	1.85	0	0	0.47
	31.95	10.45	10.38	1.85	0	0	0.47
	31.96	10.45	10.38	1.85	0	0	0.47
	31.97	10.45	10.38	1.85	0	0	0.47
	31.98	10.45	10.38	1.85	0	0.01	0.47
	31.99	10.45	10.38	1.85	0	0	0.47
	32	10.44	10.38	1.85	-0.01	0.01	0
	32.01	10.44	10.39	1.85	-0.01	0.01	0
	32.02	10.44	10.39	1.85	-0.01	0.01	0
	32.03	10.44	10.39	1.85	-0.01	0.01	0
	32.04	10.44	10.39	1.85	-0.01	0.01	0
	32.05	10.44	10.39	1.85	-0.01	0.01	0
	32.06	10.44	10.39	1.85	-0.01	0.01	0
	32.07	10.44	10.39	1.85	-0.01	0	0
	32.08	10.44	10.39	1.85	0	0	0
	32.09	10.44	10.39	1.85	0	0	0.59
	32.1	10.44	10.39	1.85	0	0	1.06
	32.11	10.44	10.39	1.85	0	0	1.06
	32.12	10.44	10.38	1.85	0	0	1.06
	32.13	10.45	10.39	1.85	0	0	1.06
	32.14	10.45	10.38	1.85	0	-0.01	1.06
	32.15	10.45	10.38	1.85	0.01	0	1.06
	32.16	10.45	10.38	1.85	0.01	-0.01	1.06
	32.17	10.45	10.38	1.85	0.01	-0.01	1.06
	32.18	10.45	10.38	1.85	0.01	-0.01	1.06
	32.19	10.45	10.38	1.85	0.01	-0.01	1.06
	32.2	10.45	10.38	1.85	0.01	-0.01	1.06
	32.21	10.45	10.38	1.85	0.01	-0.01	1.06
	32.22	10.45	10.38	1.85	0.01	-0.01	1.06
	32.23	10.45	10.38	1.85	0.01	-0.01	1.06
	32.24	10.45	10.38	1.85	0.01	-0.01	1.06
	32.25	10.45	10.38	1.85	0.01	-0.01	1.06
	32.26	10.45	10.38	1.85	0.01	-0.01	0.47
	32.27	10.44	10.39	1.85	0.01	-0.01	0
	32.28	10.44	10.38	1.85	0.01	-0.01	0
	32.29	10.44	10.38	1.85	0.01	-0.01	0
	32.3	10.45	10.38	1.85	0.01	-0.01	0
	32.31	10.45	10.38	1.85	0.01	-0.01	0
	32.32	10.45	10.38	1.85	0.01	-0.01	0
	32.33	10.45	10.37	1.85	0.01	-0.01	0
	32.34	10.45	10.38	1.85	0.01	0	0
	32.35	10.45	10.38	1.85	0	-0.01	0
	32.36	10.45	10.38	1.85	0	0	0
	32.37	10.45	10.37	1.85	0	-0.01	0
	32.38	10.45	10.38	1.85	0	0	0
	32.39	10.45	10.38	1.85	0	0	0
	32.4	10.45	10.38	1.85	0	0	0
	32.41	10.45	10.38	1.85	0	0.01	0
	32.42	10.45	10.38	1.85	0	0	0
	32.43	10.45	10.38	1.85	0	0	0
	32.44	10.45	10.38	1.85	0	0	0
	32.45	10.45	10.38	1.85	0	0	0.59
	32.46	10.45	10.38	1.85	0.01	-0.01	0.59
	32.47	10.45	10.38	1.85	0.01	-0.01	0.59
	32.48	10.45	10.38	1.85	0.01	-0.01	0.59
	32.49	10.45	10.38	1.85	0.01	-0.01	0.59
	32.5	10.45	10.38	1.85	0.01	-0.01	0.59
	32.51	10.45	10.38	1.85	0.01	-0.01	0.59
	32.52	10.45	10.38	1.85	0.01	-0.02	0.59
	32.53	10.45	10.38	1.85	0.01	-0.01	0.59
	32.54	10.44	10.39	1.85	0.01	-0.01	0.59
	32.55	10.44	10.39	1.85	0.01	-0.01	0.59
	32.56	10.44	10.38	1.85	0.01	-0.02	0.59
	32.57	10.45	10.39	1.85	0.01	-0.01	0.59
	32.58	10.45	10.38	1.85	0.01	-0.02	0.59
	32.59	10.45	10.38	1.85	0.01	-0.01	0.59
	32.6	10.45	10.38	1.85	0.01	-0.02	0.59
	32.61	10.45	10.38	1.85	0.01	-0.01	0.59
	32.62	10.45	10.38	1.85	0.02	-0.02	0
	32.63	10.45	10.37	1.85	0.02	-0.02	0
	32.64	10.46	10.37	1.85	0.03	-0.02	0
	32.65	10.46	10.37	1.85	0.03	-0.03	0
	32.66	10.46	10.37	1.85	0.03	-0.03	0
	32.67	10.46	10.37	1.85	0.03	-0.02	0
	32.68	10.46	10.37	1.85	0.02	-0.02	0.47
	32.69	10.46	10.37	1.85	0.02	-0.02	0.47
	32.7	10.46	10.37	1.85	0.01	-0.01	0.47
	32.71	10.46	10.37	1.85	0.01	-0.01	0.47
	32.72	10.46	10.37	1.85	0.01	0	0.47
	32.73	10.46	10.37	1.85	0	0	0.47
	32.74	10.45	10.37	1.85	0	0	0.47
	32.75	10.45	10.38	1.85	-0.01	0	0.47
	32.76	10.45	10.38	1.85	-0.01	0.01	0.47
	32.77	10.45	10.38	1.85	-0.01	0.01	0.47
	32.78	10.44	10.39	1.85	-0.01	0.01	0.47
	32.79	10.44	10.39	1.85	-0.01	0.01	0.47
	32.8	10.44	10.39	1.85	-0.01	0	0.47
	32.81	10.44	10.39	1.85	0	0.01	0.47
	32.82	10.44	10.39	1.85	0	0	0.47
	32.83	10.44	10.39	1.85	0	0	0.47
	32.84	10.44	10.39	1.85	0	0	0.47
	32.85	10.44	10.39	1.85	0	0	0
	32.86	10.44	10.38	1.85	0	0	0
	32.87	10.44	10.38	1.85	0	0	0
	32.88	10.44	10.38	1.85	-0.01	0	0
	32.89	10.44	10.38	1.85	-0.01	0	0
	32.9	10.44	10.38	1.85	-0.01	0	0
	32.91	10.44	10.38	1.85	-0.01	0.01	0
	32.92	10.44	10.38	1.85	-0.01	0	0
	32.93	10.44	10.38	1.85	-0.01	0.01	0
	32.94	10.44	10.38	1.85	-0.01	0.01	0
	32.95	10.44	10.39	1.85	-0.01	0.01	0
	32.96	10.44	10.39	1.85	-0.01	0.01	0
	32.97	10.44	10.39	1.85	-0.01	0.01	0
	32.98	10.44	10.39	1.85	0	0	0
	32.99	10.44	10.39	1.85	0	0	0
	33	10.44	10.39	1.85	0	0	0
	33.01	10.44	10.39	1.85	0	0	0
	33.02	10.44	10.39	1.85	0	0	0
	33.03	10.44	10.38	1.85	0	-0.01	0.47
	33.04	10.44	10.39	1.85	0.01	0	0.47
	33.05	10.44	10.38	1.85	0.01	-0.01	0.47
	33.06	10.44	10.38	1.85	0.01	-0.01	0.47
	33.07	10.44	10.39	1.85	0	0	0.47
	33.08	10.44	10.38	1.85	0	0	0.47
	33.09	10.44	10.39	1.85	0	0	0.47
	33.1	10.44	10.38	1.85	0	0	0.47
	33.11	10.44	10.39	1.85	0	0	0.47
	33.12	10.44	10.38	1.85	0	0	0.47
	33.13	10.44	10.39	1.85	0	0.01	0.47
	33.14	10.44	10.39	1.85	0	0	0.47
	33.15	10.45	10.38	1.85	-0.01	0.01	0.47
	33.16	10.45	10.38	1.85	-0.01	0.01	0.47
	33.17	10.45	10.38	1.85	-0.01	0.01	0.47
	33.18	10.44	10.38	1.85	-0.01	0	0.47
	33.19	10.45	10.38	1.85	-0.01	0.01	0.47
	33.2	10.45	10.38	1.85	0	0	0
	33.21	10.45	10.38	1.85	0	0	0
	33.22	10.45	10.38	1.85	0	0	0
	33.23	10.45	10.38	1.85	0	0	0
	33.24	10.45	10.38	1.85	0	-0.01	0
	33.25	10.45	10.38	1.85	0	0	0
	33.26	10.45	10.38	1.85	0	-0.01	0
	33.27	10.45	10.38	1.85	0	0	0
	33.28	10.44	10.38	1.85	0	0	0
	33.29	10.44	10.39	1.85	0	0.01	0
	33.3	10.44	10.39	1.85	-0.01	0.01	0
	33.31	10.44	10.39	1.85	-0.01	0.01	0
	33.32	10.44	10.39	1.85	-0.01	0.01	0
	33.33	10.44	10.39	1.85	-0.01	0.01	0
	33.34	10.44	10.39	1.85	-0.01	0.01	0
	33.35	10.44	10.39	1.85	-0.01	0.02	0
	33.36	10.43	10.39	1.85	-0.02	0.02	0
	33.37	10.43	10.4	1.85	-0.02	0.02	0
	33.38	10.44	10.39	1.85	-0.02	0.01	0.47
	33.39	10.44	10.39	1.85	-0.01	0.01	0.47
	33.4	10.44	10.39	1.85	-0.01	0	0.47
	33.41	10.44	10.38	1.85	0	0	0.47
	33.42	10.45	10.38	1.85	0	0	0.47
	33.43	10.45	10.38	1.85	0	0	0.47
	33.44	10.45	10.38	1.85	0	0	0.47
	33.45	10.45	10.38	1.85	0	0	0.47
	33.46	10.45	10.38	1.85	0	-0.01	0.47
	33.47	10.45	10.37	1.85	0.01	-0.01	0.47
	33.48	10.46	10.37	1.85	0.01	-0.01	0.47
	33.49	10.46	10.37	1.85	0.01	-0.01	0.47
	33.5	10.46	10.38	1.85	0.01	-0.01	0.47
	33.51	10.45	10.37	1.85	0.01	-0.01	0.47
	33.52	10.45	10.38	1.85	0.01	-0.01	0.47
	33.53	10.45	10.38	1.85	0.01	-0.01	0.47
	33.54	10.45	10.38	1.85	0	0	0.47
	33.55	10.44	10.38	1.85	0	0	0
	33.56	10.44	10.39	1.85	0	0	0
	33.57	10.44	10.39	1.85	-0.01	0.01	0
	33.58	10.43	10.39	1.85	-0.01	0.01	0
	33.59	10.43	10.39	1.85	-0.01	0.02	0
	33.6	10.43	10.4	1.85	-0.02	0.02	0
	33.61	10.43	10.4	1.85	-0.02	0.02	0
	33.62	10.43	10.39	1.85	-0.02	0.02	0
	33.63	10.44	10.39	1.85	-0.02	0.02	0
	33.64	10.44	10.39	1.85	-0.02	0.02	0
	33.65	10.44	10.39	1.85	-0.02	0.02	0.47
	33.66	10.44	10.38	1.85	-0.02	0.01	0.47
	33.67	10.45	10.38	1.85	-0.01	0.01	0.47
	33.68	10.45	10.38	1.85	-0.01	0.01	0.47
	33.69	10.45	10.38	1.85	-0.01	0.01	0.47
	33.7	10.45	10.38	1.85	-0.01	0.01	0.47
	33.71	10.45	10.38	1.85	-0.01	0.01	0.47
	33.72	10.45	10.38	1.85	-0.01	0.01	0.47
	33.73	10.45	10.38	1.85	-0.01	0.01	0.47
	33.74	10.45	10.38	1.85	-0.01	0.01	0.47
	33.75	10.45	10.38	1.85	0	0	0.47
	33.76	10.45	10.38	1.85	0	0	0.47
	33.77	10.45	10.38	1.85	0	0	0.47
	33.78	10.45	10.38	1.85	0	-0.01	1.06
	33.79	10.45	10.38	1.85	0.01	-0.01	1.06
	33.8	10.45	10.38	1.85	0.01	-0.01	1.06
	33.81	10.45	10.38	1.85	0.01	-0.01	1.06
	33.82	10.45	10.38	1.85	0.01	-0.01	0.59
	33.83	10.45	10.38	1.85	0.01	0	0.59
	33.84	10.45	10.38	1.85	0.01	0	0.59
	33.85	10.44	10.38	1.85	0	0	0.59
	33.86	10.44	10.39	1.85	0	0	0.59
	33.87	10.44	10.39	1.85	0	0	0.59
	33.88	10.44	10.39	1.85	-0.01	0.01	0.59
	33.89	10.44	10.39	1.85	-0.01	0.01	0.59
	33.9	10.43	10.4	1.85	-0.01	0.01	0.59
	33.91	10.43	10.4	1.85	-0.01	0.02	0.59
	33.92	10.43	10.4	1.85	-0.01	0.01	0.59
	33.93	10.43	10.4	1.85	-0.01	0.01	0.59
	33.94	10.43	10.39	1.85	-0.01	0.01	0.59
	33.95	10.43	10.4	1.85	-0.01	0.01	0
	33.96	10.43	10.39	1.85	-0.01	0	0
	33.97	10.43	10.39	1.85	-0.01	0.01	0
	33.98	10.43	10.39	1.85	-0.01	0.01	0
	33.99	10.43	10.39	1.85	-0.01	0.01	0
	34	10.44	10.39	1.85	-0.01	0.01	0
	34.01	10.44	10.39	1.85	-0.01	0	0
	34.02	10.44	10.39	1.85	-0.01	0.01	0
	34.03	10.44	10.39	1.85	0	0	0
	34.04	10.44	10.39	1.85	0	0.01	0
	34.05	10.44	10.39	1.85	0	0	0
	34.06	10.44	10.39	1.85	0	0	0
	34.07	10.44	10.38	1.85	0	0	0
	34.08	10.45	10.38	1.85	0	0	0
	34.09	10.45	10.38	1.85	0.01	0	0
	34.1	10.45	10.38	1.85	0.01	-0.01	0
	34.11	10.45	10.38	1.85	0.01	0	0
	34.12	10.45	10.38	1.85	0.01	0	0.47
	34.13	10.45	10.38	1.85	0	0	0.47
	34.14	10.45	10.38	1.85	0	0	0.47
	34.15	10.45	10.38	1.85	0	0	0.47
	34.16	10.44	10.39	1.85	0	0	0.47
	34.17	10.44	10.38	1.85	0	0	0.47
	34.18	10.44	10.39	1.85	0	0	0.47
	34.19	10.45	10.38	1.85	0	0.01	0.47
	34.2	10.44	10.38	1.85	0	0	0.47
	34.21	10.44	10.38	1.85	0	0.01	0.47
	34.22	10.45	10.38	1.85	0	0	0.94
	34.23	10.45	10.38	1.85	0	0	0.94
	34.24	10.45	10.38	1.85	0	0	0.94
	34.25	10.45	10.38	1.85	0	0	0.94
	34.26	10.45	10.38	1.85	0.01	-0.01	0.94
	34.27	10.45	10.37	1.85	0.01	-0.01	0.94
	34.28	10.45	10.38	1.85	0.01	-0.01	0.94
	34.29	10.45	10.38	1.85	0.01	-0.01	0.47
	34.3	10.45	10.38	1.85	0.01	-0.02	0.47
	34.31	10.45	10.38	1.85	0.01	-0.01	0.47
	34.32	10.45	10.37	1.85	0.01	-0.02	0.47
	34.33	10.45	10.38	1.85	0.02	-0.01	0.47
	34.34	10.45	10.37	1.85	0.02	-0.02	0.47
	34.35	10.45	10.38	1.85	0.01	-0.01	0.47
	34.36	10.45	10.38	1.85	0.01	-0.02	0.47
	34.37	10.45	10.38	1.85	0.01	-0.01	0.47
	34.38	10.45	10.38	1.85	0.01	-0.01	0.47
	34.39	10.45	10.38	1.85	0.01	0	0
	34.4	10.45	10.38	1.85	0.01	-0.01	0
	34.41	10.45	10.38	1.85	0	0	0
	34.42	10.44	10.38	1.85	0	0	0
	34.43	10.44	10.39	1.85	-0.01	0.01	0
	34.44	10.44	10.39	1.85	-0.01	0.01	0
	34.45	10.44	10.39	1.85	-0.01	0.01	0
	34.46	10.44	10.39	1.85	-0.01	0.01	0
	34.47	10.44	10.39	1.85	-0.01	0.01	0
	34.48	10.44	10.38	1.85	-0.01	0.01	0
	34.49	10.44	10.39	1.85	-0.01	0.01	0
	34.5	10.44	10.38	1.85	-0.01	0.01	0
	34.51	10.44	10.39	1.85	-0.01	0.01	0
	34.52	10.44	10.38	1.85	-0.01	0	0
	34.53	10.45	10.38	1.85	0	0	0
	34.54	10.45	10.38	1.85	0	0	0
	34.55	10.45	10.38	1.85	0.01	-0.01	0
	34.56	10.45	10.38	1.85	0.01	-0.01	0
	34.57	10.45	10.38	1.85	0.01	-0.01	0
	34.58	10.45	10.38	1.85	0.01	-0.01	0
	34.59	10.45	10.38	1.85	0.01	-0.01	0
	34.6	10.44	10.38	1.85	0.01	-0.01	0
	34.61	10.44	10.39	1.85	0.01	-0.01	0
	34.62	10.44	10.38	1.85	0.01	-0.01	0
	34.63	10.44	10.39	1.85	0	0	0
	34.64	10.44	10.38	1.85	0	-0.01	0
	34.65	10.44	10.39	1.85	0	0.01	0
	34.66	10.44	10.39	1.85	-0.01	0	0
	34.67	10.44	10.39	1.85	-0.01	0.02	0
	34.68	10.44	10.39	1.85	-0.01	0.01	0
	34.69	10.44	10.39	1.85	-0.01	0.02	0
	34.7	10.44	10.39	1.85	-0.01	0	0
	34.71	10.44	10.39	1.85	0	0.01	0
	34.72	10.45	10.38	1.85	0	0	0
	34.73	10.45	10.38	1.85	0	0	0
	34.74	10.45	10.38	1.85	0	0	0
	34.75	10.45	10.38	1.85	0.01	0	0
	34.76	10.45	10.37	1.85	0.01	-0.01	0
	34.77	10.46	10.37	1.85	0.01	-0.01	0
	34.78	10.46	10.37	1.85	0.01	-0.01	0
	34.79	10.46	10.37	1.85	0.01	-0.01	0
	34.8	10.46	10.37	1.85	0.01	-0.01	0
	34.81	10.46	10.37	1.85	0.01	-0.01	0
	34.82	10.46	10.37	1.85	0.01	-0.01	0
	34.83	10.46	10.37	1.85	0.01	-0.01	0
	34.84	10.46	10.37	1.85	0.01	-0.02	0
	34.85	10.46	10.37	1.85	0.02	-0.01	0
	34.86	10.46	10.37	1.85	0.02	-0.02	0
	34.87	10.46	10.37	1.85	0.02	-0.02	0
	34.88	10.46	10.37	1.85	0.03	-0.02	0
	34.89	10.46	10.37	1.85	0.03	-0.03	0
	34.9	10.46	10.37	1.85	0.03	-0.03	0
	34.91	10.46	10.37	1.85	0.03	-0.03	0
	34.92	10.46	10.37	1.85	0.03	-0.03	0
	34.93	10.46	10.37	1.85	0.03	-0.03	0
	34.94	10.46	10.37	1.85	0.02	-0.03	0
	34.95	10.46	10.37	1.85	0.02	-0.02	0
	34.96	10.45	10.38	1.85	0.02	-0.02	0
	34.97	10.45	10.38	1.85	0.02	-0.01	0
	34.98	10.45	10.38	1.85	0.01	-0.01	0
	34.99	10.45	10.38	1.85	0.01	-0.01	0
	35	10.44	10.38	1.85	0.01	-0.01	0
