Scotland_N Rainfall (mm)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Values are ranked and displayed to 1 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from January 2018 and Winter 2018.  Last updated 02/12/2019.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1967  124.9  141.9  291.5   92.0   83.0   81.3   97.9   95.9  132.9  253.1  156.9  190.1   570.9  466.5  275.0  542.9  1741.3
1968  166.2   72.5  189.0   64.1   88.9   87.2   99.9   59.9   74.1  207.8   68.0   76.9   428.8  342.0  247.0  349.8  1254.4
1969  132.1   89.8   38.0   83.9   74.8   64.6  100.7   93.4  188.7  183.7  177.3  106.4   298.8  196.7  258.7  549.8  1333.4
1970   70.7  165.1  151.9  110.3   90.0   64.9  154.6  122.1  142.9  261.5  201.8  104.5   342.1  352.1  341.5  606.2  1640.1
1971  134.1  102.3  115.6   51.2   81.4   73.5   66.3   85.8   68.8  197.2  195.2  186.7   340.9  248.2  225.7  461.3  1358.3
1972  103.9   70.5   58.5  112.8   88.8  117.0   51.6   96.5   48.8   89.0  198.5  135.9   361.1  260.0  265.1  336.3  1171.8
1973  105.7  154.5  104.8   94.1  100.9  118.4   81.6  121.3  134.6   88.5  246.2  196.4   396.1  299.7  321.3  469.3  1546.9
1974  235.9  131.0   51.3    9.3   79.1   70.9  116.8   96.1  137.6  138.0  213.6  306.1   563.4  139.7  283.8  489.1  1585.7
1975  256.2   38.6   77.1  129.5   49.5   70.5  104.6   82.9  169.1   75.5  163.0  172.1   600.9  256.1  258.0  407.7  1388.6
1976  257.5  118.0  132.0   75.7   91.2   90.5   69.1   20.9  107.2  157.6  129.3   86.8   547.5  298.9  180.5  394.1  1335.7
1977  117.0   86.4  124.9  165.5   84.6   70.1   66.2   84.0  153.9  155.7  276.1   77.0   290.2  375.0  220.3  585.7  1461.3
1978  159.8   74.3  175.8   42.3   40.5   67.3   74.0   79.9  207.8  178.7  254.3   75.9   311.1  258.5  221.1  640.8  1430.5
1979  134.4   61.0  213.9   96.7   96.9   98.4  122.5  102.7  167.5  114.8  246.5  205.3   271.3  407.5  323.6  528.7  1660.6
1980  121.9   72.2   79.6   31.6   22.4  130.1  121.8  114.4  214.5  216.3  216.3  257.6   399.4  133.6  366.3  647.1  1598.7
1981  214.1  114.6  134.9   38.1   57.6   99.3   79.6   74.8  225.7  253.6  303.6   83.8   586.3  230.6  253.7  782.9  1679.6
1982  146.3  114.2  166.2   56.3  107.5   26.6   58.1  182.5  216.1  152.6  242.2  224.2   344.2  330.0  267.2  610.9  1692.8
1983  298.3   65.1  183.9   60.9   58.6   76.5   58.4   60.3  175.4  289.4   73.2  281.7   587.7  303.4  195.2  538.0  1681.8
1984  210.1  113.3   93.1   90.8   22.8   63.6   57.4   50.1  176.8  230.0  192.0  180.6   605.1  206.7  171.2  598.8  1480.7
1985   93.2   60.8   98.6  125.1   70.2   77.4  139.3  201.2  166.5   99.2  162.9  206.2   334.6  293.8  417.9  428.5  1500.4
1986  211.6   17.3  192.4   69.8  163.6   54.0   90.0  106.1   88.4  178.9  256.5  287.0   435.0  425.9  250.0  523.9  1715.7
