summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2001-06-30,287.45547
2001-07-01,288.52127
2001-07-02,291.9146
2001-07-03,290.45425
2001-07-04,290.05035
2001-07-05,289.05737
2001-07-06,288.25458
2001-07-07,288.1696
2001-07-08,288.22864
2001-07-09,286.3882
2001-07-10,285.17197
2001-07-11,284.1952
2001-07-12,284.44644
2001-07-13,283.10434
2001-07-14,282.75253
2001-07-15,283.34366
2001-07-16,283.98776
2001-07-17,284.8565
2001-07-18,285.0136
2001-07-19,284.6283
2001-07-20,284.42053
2001-07-21,286.5421
2001-07-22,287.691
2001-07-23,286.98148
2001-07-24,287.07352
2001-07-25,286.54297
2001-07-26,288.99954
2001-07-27,289.1639
2001-07-28,289.813
2001-07-29,289.99506
2001-07-30,286.76593
2001-07-31,286.46753
2001-08-01,286.49692
2001-08-02,288.2782
2001-08-03,287.05594
2001-08-04,285.32147
2001-08-05,284.9712
2001-08-06,285.53964
2001-08-07,284.97488
2001-08-08,284.6512
2001-08-09,284.5442
2001-08-10,284.6673
2001-08-11,286.88452
2001-08-12,288.29477
2001-08-13,290.2378
2001-08-14,289.98822
2001-08-15,289.02487
2001-08-16,286.41367
2001-08-17,286.71182
2001-08-18,287.38696
2001-08-19,287.4213
2001-08-20,286.86517
2001-08-21,287.3456
2001-08-22,286.8687
2001-08-23,286.48682
2001-08-24,286.6502
2001-08-25,286.69495
2001-08-26,286.10306
2001-08-27,284.9071
2001-08-28,284.99524
2001-08-29,286.42538
2001-08-30,285.84888
2001-08-31,286.0575
2001-09-01,285.796
2001-09-02,286.55865
2001-09-03,285.46283
2001-09-04,283.57877
2001-09-05,285.72845
2001-09-06,284.8183
2001-09-07,285.3094
2001-09-08,283.01556
2001-09-09,283.00763
2001-09-10,283.84918
2001-09-11,286.51807
2001-09-12,284.81784
2001-09-13,282.8438
2001-09-14,282.5581
2001-09-15,282.82834
2001-09-16,282.70078
2001-09-17,281.5495
2001-09-18,282.09473
2001-09-19,282.99847
2001-09-20,284.0602
2001-09-21,283.4014
2001-09-22,283.18582
2001-09-23,282.36374
2001-09-24,284.11795
2001-09-25,282.98538
2001-09-26,282.6731
2001-09-27,283.66055
2001-09-28,286.29245
2001-09-29,286.21085
2001-09-30,286.05148
2001-10-01,285.63657
2001-10-02,285.78067
2001-10-03,284.4685
2001-10-04,284.44073
2001-10-05,286.4807
2001-10-06,285.61697
2001-10-07,284.59085
2001-10-08,283.55612
2001-10-09,284.08273
2001-10-10,284.42038
2001-10-11,286.18073
2001-10-12,286.94305
2001-10-13,285.22546
2001-10-14,285.07812
2001-10-15,285.0302
2001-10-16,283.03247
2001-10-17,285.06635
2001-10-18,284.8247
2001-10-19,282.20352
2001-10-20,284.96744
2001-10-21,283.18607
2001-10-22,283.6752
2001-10-23,284.19785
2001-10-24,283.7953
2001-10-25,284.02808
2001-10-26,282.84763
2001-10-27,282.3473
2001-10-28,280.7999
2001-10-29,284.26254
2001-10-30,284.85443
2001-10-31,279.84277
2001-11-01,282.06714
2001-11-02,283.93524
2001-11-03,281.39777
2001-11-04,279.87894
2001-11-05,278.32095
2001-11-06,280.40125
2001-11-07,278.26694
2001-11-08,274.12152
2001-11-09,273.8777
2001-11-10,281.51343
2001-11-11,283.4035
2001-11-12,279.02606
2001-11-13,274.94168
2001-11-14,276.66843
2001-11-15,281.43387
2001-11-16,280.06335
2001-11-17,278.9774
2001-11-18,278.80777
2001-11-19,279.21625
2001-11-20,280.64398
2001-11-21,281.58948
2001-11-22,276.21362
2001-11-23,275.59653
2001-11-24,283.69537
2001-11-25,280.42856
2001-11-26,276.12863
2001-11-27,276.68744
2001-11-28,277.94342
2001-11-29,281.2665
2001-11-30,282.97247
2001-12-01,278.67145
2001-12-02,275.4189
2001-12-03,277.48126
2001-12-04,278.62012
2001-12-05,275.00732
2001-12-06,273.54095
2001-12-07,280.99817
2001-12-08,281.5098
2001-12-09,275.629
2001-12-10,272.32718
2001-12-11,273.23306
2001-12-12,274.42883
2001-12-13,274.25543
2001-12-14,276.23026
2001-12-15,276.19882
2001-12-16,276.57605
2001-12-17,275.56863
2001-12-18,274.65854
2001-12-19,274.94455
2001-12-20,273.84317
2001-12-21,276.7375
2001-12-22,272.18896
2001-12-23,274.91058
2001-12-24,279.43463
2001-12-25,273.3053
2001-12-26,271.70828
2001-12-27,275.651
2001-12-28,274.76178
2001-12-29,271.34677
2001-12-30,271.62598
2001-12-31,270.459
2002-01-01,272.10522
2002-01-02,269.16147
2002-01-03,273.37204
2002-01-04,271.65414
2002-01-05,274.89655
2002-01-06,276.27512
2002-01-07,278.30576
2002-01-08,277.98132
2002-01-09,275.8254
2002-01-10,273.6957
2002-01-11,276.30612
2002-01-12,280.24066
2002-01-13,280.61646
2002-01-14,280.14243
2002-01-15,276.91727
2002-01-16,279.4415
2002-01-17,278.47754
2002-01-18,276.75195
2002-01-19,277.94507
2002-01-20,280.4297
2002-01-21,281.2672
2002-01-22,279.30975
2002-01-23,278.93307
2002-01-24,275.6179
2002-01-25,273.16748
2002-01-26,278.27167
2002-01-27,277.8703
2002-01-28,279.72195
2002-01-29,277.82037
2002-01-30,279.424
2002-01-31,277.74228
2002-02-01,279.64206
2002-02-02,280.7839
2002-02-03,277.64148
2002-02-04,276.66705
2002-02-05,277.8239
2002-02-06,276.77036
2002-02-07,277.9668
2002-02-08,280.6245
2002-02-09,278.5117
2002-02-10,278.2113
2002-02-11,280.5795
2002-02-12,278.55408
2002-02-13,275.6456
2002-02-14,274.04117
2002-02-15,277.84967
2002-02-16,279.2209
2002-02-17,278.18576
2002-02-18,276.33517
2002-02-19,277.319
2002-02-20,275.86285
2002-02-21,276.62964
2002-02-22,276.58167
2002-02-23,273.3693
2002-02-24,273.11316
2002-02-25,275.92468
2002-02-26,276.6819
2002-02-27,275.48196
2002-02-28,274.90662
2002-03-01,274.48892
2002-03-02,276.531
2002-03-03,279.9462
2002-03-04,279.38342
2002-03-05,278.12357
2002-03-06,281.0753
2002-03-07,279.08945
2002-03-08,279.9349
2002-03-09,275.23712
2002-03-10,276.12738
2002-03-11,277.39822
2002-03-12,276.03708
2002-03-13,274.80777
2002-03-14,275.24362
2002-03-15,275.97067
2002-03-16,278.9644
2002-03-17,279.85944
2002-03-18,279.49835
2002-03-19,276.82324
2002-03-20,277.3082
2002-03-21,278.7871
2002-03-22,279.0487
2002-03-23,279.03958
2002-03-24,280.50882
2002-03-25,280.0599
2002-03-26,277.306
2002-03-27,279.71533
2002-03-28,280.4502
2002-03-29,278.37198
2002-03-30,278.4763
2002-03-31,281.97113
2002-04-01,280.78036
2002-04-02,279.03363
2002-04-03,283.2803
2002-04-04,280.56952
2002-04-05,279.343
2002-04-06,278.7916
2002-04-07,277.50348
2002-04-08,278.13513
2002-04-09,280.0706
2002-04-10,279.91498
2002-04-11,278.3622
2002-04-12,278.47836
2002-04-13,277.3059
2002-04-14,278.0284
2002-04-15,277.81656
2002-04-16,278.74814
2002-04-17,280.7372
2002-04-18,279.84006
2002-04-19,280.05267
2002-04-20,281.4631
2002-04-21,284.02432
2002-04-22,284.3556
2002-04-23,284.81717
2002-04-24,283.42935
2002-04-25,282.15436
2002-04-26,280.15506
2002-04-27,278.36285
2002-04-28,278.05066
2002-04-29,278.2004
2002-04-30,278.2219
2002-05-01,279.38882
2002-05-02,279.84393
2002-05-03,279.98474
2002-05-04,280.347
2002-05-05,280.912
2002-05-06,281.14307
2002-05-07,282.63934
2002-05-08,282.04095
2002-05-09,281.23398
2002-05-10,282.79135
2002-05-11,282.37714
2002-05-12,281.12354
2002-05-13,283.25095
2002-05-14,283.44983
2002-05-15,283.9226
2002-05-16,286.52032
2002-05-17,284.09772
2002-05-18,281.17422
2002-05-19,284.12268
2002-05-20,285.2404
2002-05-21,284.95728
2002-05-22,285.4062
2002-05-23,284.31763
2002-05-24,282.87088
2002-05-25,282.88742
2002-05-26,282.38925
2002-05-27,282.30594
2002-05-28,283.32135
2002-05-29,283.3171
2002-05-30,282.81342
2002-05-31,283.57135
2002-06-01,286.3143
2002-06-02,286.09448
2002-06-03,284.57736
2002-06-04,283.05624
2002-06-05,283.8195
2002-06-06,287.83868
2002-06-07,286.36588
2002-06-08,285.85968
2002-06-09,284.44226
2002-06-10,283.40207
2002-06-11,283.4771
2002-06-12,282.55386
2002-06-13,283.9465
2002-06-14,284.0691
2002-06-15,286.3796
2002-06-16,286.42285
2002-06-17,288.46716
2002-06-18,286.4259
2002-06-19,285.4999
2002-06-20,285.18805
2002-06-21,284.94705
2002-06-22,285.71957
2002-06-23,285.09924
2002-06-24,284.73984
2002-06-25,285.33362
2002-06-26,285.0509
2002-06-27,284.14758
2002-06-28,284.39963
2002-06-29,285.34555
2002-06-30,284.38754
