summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2009-06-30,290.3708
2009-07-01,292.89856
2009-07-02,293.33228
2009-07-03,289.33972
2009-07-04,289.47473
2009-07-05,288.79984
2009-07-06,287.32562
2009-07-07,286.55368
2009-07-08,285.34735
2009-07-09,285.27902
2009-07-10,285.08435
2009-07-11,286.18604
2009-07-12,286.58823
2009-07-13,286.73196
2009-07-14,287.2378
2009-07-15,287.2896
2009-07-16,287.3284
2009-07-17,285.80917
2009-07-18,285.8597
2009-07-19,286.1972
2009-07-20,286.2181
2009-07-21,285.9202
2009-07-22,286.7654
2009-07-23,287.60635
2009-07-24,286.27094
2009-07-25,285.46268
2009-07-26,285.99777
2009-07-27,287.03552
2009-07-28,286.27945
2009-07-29,287.0265
2009-07-30,285.64847
2009-07-31,285.53293
2009-08-01,286.96732
2009-08-02,287.14328
2009-08-03,287.22327
2009-08-04,289.58926
2009-08-05,289.12054
2009-08-06,287.8319
2009-08-07,287.20056
2009-08-08,287.12912
2009-08-09,287.97668
2009-08-10,287.9084
2009-08-11,286.64
2009-08-12,287.0823
2009-08-13,286.16666
2009-08-14,285.8285
2009-08-15,288.20285
2009-08-16,287.18466
2009-08-17,286.50308
2009-08-18,286.8988
2009-08-19,289.84213
2009-08-20,288.21866
2009-08-21,285.42242
2009-08-22,285.78445
2009-08-23,287.78314
2009-08-24,286.61624
2009-08-25,285.41898
2009-08-26,285.92676
2009-08-27,286.1632
2009-08-28,284.53427
2009-08-29,285.03204
2009-08-30,285.922
2009-08-31,288.6386
2009-09-01,285.33832
2009-09-02,284.99814
2009-09-03,284.19495
2009-09-04,284.61673
2009-09-05,284.81958
2009-09-06,285.36917
2009-09-07,286.85367
2009-09-08,287.62805
2009-09-09,284.93967
2009-09-10,284.2899
2009-09-11,284.60788
2009-09-12,285.6467
2009-09-13,285.29218
2009-09-14,283.95502
2009-09-15,284.16867
2009-09-16,283.46844
2009-09-17,282.5225
2009-09-18,282.88394
2009-09-19,283.87408
2009-09-20,282.7637
2009-09-21,286.20276
2009-09-22,286.28735
2009-09-23,284.38675
2009-09-24,285.11462
2009-09-25,285.73523
2009-09-26,285.60336
2009-09-27,286.99112
2009-09-28,286.7724
2009-09-29,284.6973
2009-09-30,284.24454
2009-10-01,281.20877
2009-10-02,282.4732
2009-10-03,282.97784
2009-10-04,280.19278
2009-10-05,279.75638
2009-10-06,281.775
2009-10-07,279.3479
2009-10-08,279.28485
2009-10-09,280.58466
2009-10-10,282.8872
2009-10-11,282.43872
2009-10-12,280.66687
2009-10-13,283.04178
2009-10-14,285.8118
2009-10-15,285.03925
2009-10-16,280.6119
2009-10-17,278.45645
2009-10-18,280.40134
2009-10-19,281.20786
2009-10-20,281.3552
2009-10-21,283.29745
2009-10-22,282.8146
2009-10-23,283.26407
2009-10-24,283.42218
2009-10-25,284.12405
2009-10-26,282.40848
2009-10-27,282.98438
2009-10-28,285.35162
2009-10-29,284.0705
2009-10-30,284.98938
2009-10-31,284.76688
2009-11-01,282.01843
2009-11-02,280.62405
2009-11-03,279.46298
2009-11-04,277.88593
2009-11-05,278.14426
2009-11-06,277.1543
2009-11-07,276.17392
2009-11-08,275.20853
2009-11-09,274.32248
2009-11-10,277.50226
