summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2002-06-30,284.38754
2002-07-01,283.32574
2002-07-02,284.11703
2002-07-03,284.91556
2002-07-04,283.99326
2002-07-05,284.52948
2002-07-06,284.08838
2002-07-07,284.95892
2002-07-08,285.60788
2002-07-09,284.9231
2002-07-10,285.35107
2002-07-11,285.25687
2002-07-12,284.16058
2002-07-13,285.50745
2002-07-14,287.43918
2002-07-15,288.80862
2002-07-16,286.1032
2002-07-17,286.01468
2002-07-18,287.15982
2002-07-19,284.9585
2002-07-20,284.41895
2002-07-21,285.5999
2002-07-22,286.5195
2002-07-23,285.94296
2002-07-24,285.8402
2002-07-25,286.92822
2002-07-26,287.779
2002-07-27,288.81808
2002-07-28,288.7967
2002-07-29,288.91785
2002-07-30,288.92847
2002-07-31,289.27475
2002-08-01,289.74765
2002-08-02,287.41147
2002-08-03,288.6225
2002-08-04,289.5435
2002-08-05,289.8254
2002-08-06,289.40134
2002-08-07,288.97922
2002-08-08,285.68387
2002-08-09,284.88107
2002-08-10,285.73236
2002-08-11,285.92892
2002-08-12,287.32437
2002-08-13,289.26324
2002-08-14,288.4358
2002-08-15,288.38165
2002-08-16,286.6569
2002-08-17,290.24353
2002-08-18,287.75732
2002-08-19,286.6908
2002-08-20,286.51926
2002-08-21,286.02835
2002-08-22,286.07883
2002-08-23,286.81543
2002-08-24,287.55853
2002-08-25,286.45663
2002-08-26,285.79446
2002-08-27,287.01508
2002-08-28,288.9577
2002-08-29,288.5711
2002-08-30,286.12018
2002-08-31,284.4301
2002-09-01,283.57877
2002-09-02,286.7902
2002-09-03,285.80765
2002-09-04,286.76895
2002-09-05,284.95126
2002-09-06,283.5429
2002-09-07,283.6554
2002-09-08,284.94522
2002-09-09,285.57242
2002-09-10,287.01648
2002-09-11,286.38455
2002-09-12,287.0292
2002-09-13,286.8977
2002-09-14,285.2551
2002-09-15,284.99854
2002-09-16,285.70956
2002-09-17,285.71405
2002-09-18,284.688
2002-09-19,284.6833
2002-09-20,284.2488
2002-09-21,284.6111
2002-09-22,282.88153
2002-09-23,281.31677
2002-09-24,281.43716
2002-09-25,282.3395
2002-09-26,284.28845
2002-09-27,285.13522
2002-09-28,284.75558
2002-09-29,285.9221
2002-09-30,286.3705
2002-10-01,286.06287
2002-10-02,286.29153
2002-10-03,284.01782
2002-10-04,283.08984
2002-10-05,286.83005
2002-10-06,282.71213
2002-10-07,282.19952
2002-10-08,284.16943
2002-10-09,283.02878
2002-10-10,283.36697
2002-10-11,282.45627
2002-10-12,281.03464
2002-10-13,279.32782
2002-10-14,280.40778
2002-10-15,278.78198
2002-10-16,277.46548
2002-10-17,277.34555
2002-10-18,276.23492
2002-10-19,275.01566
2002-10-20,274.14713
2002-10-21,277.8217
2002-10-22,279.51767
2002-10-23,276.50864
2002-10-24,276.673
2002-10-25,278.66867
2002-10-26,278.68484
2002-10-27,278.49664
2002-10-28,278.525
2002-10-29,276.89838
2002-10-30,275.91867
2002-10-31,277.89514
2002-11-01,281.67072
2002-11-02,282.32712
2002-11-03,282.01572
2002-11-04,281.29407
2002-11-05,283.028
2002-11-06,281.55103
2002-11-07,277.79062
2002-11-08,279.2121
2002-11-09,276.48212
2002-11-10,279.3479
2002-11-11,279.44827
2002-11-12,277.42172
2002-11-13,277.8604
2002-11-14,279.99597
2002-11-15,278.32886
2002-11-16,276.9322
2002-11-17,275.29932
2002-11-18,275.7877
2002-11-19,277.78616
2002-11-20,279.08994
2002-11-21,281.20135
2002-11-22,280.93713
2002-11-23,279.98978
2002-11-24,278.87198
2002-11-25,277.21762
2002-11-26,279.64362
2002-11-27,281.29114
2002-11-28,280.49127
2002-11-29,278.36285
2002-11-30,279.0047
2002-12-01,279.5324
2002-12-02,279.41718
2002-12-03,279.90002
2002-12-04,278.62494
2002-12-05,277.70792
2002-12-06,278.1523
2002-12-07,276.6387
2002-12-08,276.8803
2002-12-09,277.06677
2002-12-10,275.5874
2002-12-11,275.57578
2002-12-12,275.5189
2002-12-13,275.77817
2002-12-14,276.16754
2002-12-15,275.82385
2002-12-16,275.26263
2002-12-17,272.39392
2002-12-18,271.36472
2002-12-19,270.75214
2002-12-20,271.20016
2002-12-21,274.15652
2002-12-22,277.71457
2002-12-23,280.34204
2002-12-24,281.88562
2002-12-25,280.1982
2002-12-26,279.39374
2002-12-27,279.08054
2002-12-28,279.08124
2002-12-29,277.55182
2002-12-30,276.1451
2002-12-31,274.26285
2003-01-01,275.16687
2003-01-02,275.2056
2003-01-03,272.09293
2003-01-04,271.49
2003-01-05,270.28503
2003-01-06,269.3814
2003-01-07,268.93427
2003-01-08,272.52332
2003-01-09,274.87994
2003-01-10,273.17032
2003-01-11,271.70203
2003-01-12,277.07797
2003-01-13,282.13702
2003-01-14,281.78766
2003-01-15,279.20273
2003-01-16,279.88593
2003-01-17,279.27222
2003-01-18,277.7154
2003-01-19,276.90707
2003-01-20,276.7116
2003-01-21,276.86346
2003-01-22,276.66733
2003-01-23,274.99445
2003-01-24,281.5459
2003-01-25,279.86813
2003-01-26,282.4342
2003-01-27,281.2578
2003-01-28,276.58524
2003-01-29,275.19843
2003-01-30,271.62726
2003-01-31,271.87152
2003-02-01,275.6554
2003-02-02,274.2017
2003-02-03,272.54007
2003-02-04,272.75345
2003-02-05,271.31485
2003-02-06,275.66522
2003-02-07,278.27673
2003-02-08,280.11786
2003-02-09,276.973
2003-02-10,275.11368
2003-02-11,277.49402
2003-02-12,274.99976
2003-02-13,274.32428
2003-02-14,271.87915
2003-02-15,271.20157
2003-02-16,272.81808
2003-02-17,272.62903
2003-02-18,272.67987
2003-02-19,274.34094
2003-02-20,275.32455
2003-02-21,276.01044
2003-02-22,275.32132
2003-02-23,277.7418
2003-02-24,277.34055
2003-02-25,278.47827
2003-02-26,278.26697
2003-02-27,278.08005
2003-02-28,279.7664
2003-03-01,278.63126
2003-03-02,277.89975
2003-03-03,277.48584
2003-03-04,280.45792
2003-03-05,279.4117
2003-03-06,278.2138
2003-03-07,278.55048
2003-03-08,278.46365
2003-03-09,281.41583
2003-03-10,280.09122
2003-03-11,279.8352
2003-03-12,276.67267
2003-03-13,274.9976
2003-03-14,277.20163
2003-03-15,277.25592
2003-03-16,276.53833
2003-03-17,275.40054
2003-03-18,274.9851
2003-03-19,276.00247
2003-03-20,277.79462
2003-03-21,279.9819
2003-03-22,278.7484
2003-03-23,278.75574
2003-03-24,279.68726
2003-03-25,280.31238
2003-03-26,280.3715
2003-03-27,280.14078
2003-03-28,279.96927
2003-03-29,280.32187
2003-03-30,279.8249
2003-03-31,278.70062
2003-04-01,279.1032
2003-04-02,278.28537
2003-04-03,281.79993
2003-04-04,282.69568
2003-04-05,280.48264
2003-04-06,280.31412
2003-04-07,278.36456
2003-04-08,278.4177
2003-04-09,277.94113
2003-04-10,276.36115
2003-04-11,278.8859
2003-04-12,279.90805
2003-04-13,280.65475
2003-04-14,283.69052
2003-04-15,284.9185
2003-04-16,285.64694
2003-04-17,284.41406
2003-04-18,282.7973
2003-04-19,279.80438
2003-04-20,279.96744
2003-04-21,279.55023
2003-04-22,281.0333
2003-04-23,280.74503
2003-04-24,279.61826
2003-04-25,281.03223
2003-04-26,282.466
2003-04-27,282.67966
2003-04-28,281.15408
2003-04-29,282.6531
2003-04-30,280.97906
2003-05-01,280.24286
2003-05-02,280.09027
2003-05-03,281.19174
2003-05-04,283.4729
2003-05-05,281.572
2003-05-06,282.0351
2003-05-07,281.90533
2003-05-08,282.40662
2003-05-09,279.85284
2003-05-10,280.4011
2003-05-11,281.20337
2003-05-12,279.53967
2003-05-13,280.20633
2003-05-14,280.7511
2003-05-15,279.77713
2003-05-16,280.4414
2003-05-17,283.17413
2003-05-18,283.34296
2003-05-19,282.38455
2003-05-20,282.77258
2003-05-21,283.2658
2003-05-22,284.69547
2003-05-23,283.07104
2003-05-24,282.43933
2003-05-25,283.4638
2003-05-26,283.58398
2003-05-27,285.40424
2003-05-28,286.63498
2003-05-29,287.37787
2003-05-30,287.8706
2003-05-31,288.43622
2003-06-01,288.55142
2003-06-02,287.39218
2003-06-03,286.0506
2003-06-04,286.0641
2003-06-05,285.8223
2003-06-06,287.05923
2003-06-07,286.4162
2003-06-08,284.5641
2003-06-09,285.69684
2003-06-10,286.83435
2003-06-11,286.07977
2003-06-12,285.50546
2003-06-13,285.80835
2003-06-14,286.44113
2003-06-15,287.21213
2003-06-16,287.29614
2003-06-17,287.02808
2003-06-18,286.30774
2003-06-19,285.93005
2003-06-20,285.37192
2003-06-21,285.37216
2003-06-22,286.29196
2003-06-23,286.43478
2003-06-24,286.97833
2003-06-25,287.74652
2003-06-26,288.25723
2003-06-27,286.39722
2003-06-28,286.97922
2003-06-29,286.38416
2003-06-30,286.30847
