summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2011-06-30,284.15256
2011-07-01,284.7334
2011-07-02,285.15128
2011-07-03,286.78397
2011-07-04,288.28854
2011-07-05,288.14282
2011-07-06,285.66788
2011-07-07,285.69333
2011-07-08,285.19302
2011-07-09,286.2257
2011-07-10,286.27252
2011-07-11,285.8582
2011-07-12,285.10724
2011-07-13,284.79715
2011-07-14,286.713
2011-07-15,287.26785
2011-07-16,286.65207
2011-07-17,286.50003
2011-07-18,286.16776
2011-07-19,286.30597
2011-07-20,285.0317
2011-07-21,284.74597
2011-07-22,283.91147
2011-07-23,284.2111
2011-07-24,285.27402
2011-07-25,285.23718
2011-07-26,285.968
2011-07-27,287.33286
2011-07-28,286.13702
2011-07-29,286.07114
2011-07-30,286.67886
2011-07-31,287.7306
2011-08-01,289.09015
2011-08-02,287.92007
2011-08-03,288.37616
2011-08-04,287.69836
2011-08-05,287.56192
2011-08-06,284.47812
2011-08-07,284.24872
2011-08-08,285.3579
2011-08-09,285.02988
2011-08-10,284.8438
2011-08-11,285.1531
2011-08-12,285.99783
2011-08-13,287.7378
2011-08-14,286.40735
2011-08-15,285.0708
2011-08-16,284.78995
2011-08-17,284.64078
2011-08-18,284.571
2011-08-19,284.94138
2011-08-20,286.7346
2011-08-21,286.8345
2011-08-22,285.54544
2011-08-23,285.4113
2011-08-24,285.0288
2011-08-25,283.95282
2011-08-26,284.27023
2011-08-27,284.37683
2011-08-28,282.94492
2011-08-29,283.814
2011-08-30,284.3379
2011-08-31,283.70102
2011-09-01,285.2237
2011-09-02,286.8561
2011-09-03,286.8761
2011-09-04,284.92984
2011-09-05,284.27856
2011-09-06,285.4118
2011-09-07,284.45154
2011-09-08,284.3906
2011-09-09,285.09155
2011-09-10,288.38654
2011-09-11,285.7413
2011-09-12,286.11545
2011-09-13,284.57074
2011-09-14,283.7743
2011-09-15,282.09195
2011-09-16,283.1627
2011-09-17,283.91632
2011-09-18,283.2703
2011-09-19,283.94736
2011-09-20,283.87704
2011-09-21,283.03787
2011-09-22,283.36322
2011-09-23,285.4999
2011-09-24,285.58234
2011-09-25,285.21585
2011-09-26,283.67603
2011-09-27,286.00854
2011-09-28,289.9658
2011-09-29,289.39145
2011-09-30,289.9557
2011-10-01,287.60513
2011-10-02,286.10114
2011-10-03,285.5972
2011-10-04,283.4239
2011-10-05,285.91174
2011-10-06,279.96664
2011-10-07,281.97687
2011-10-08,282.42087
2011-10-09,285.949
2011-10-10,283.77792
2011-10-11,282.1979
2011-10-12,281.13083
2011-10-13,283.31226
2011-10-14,285.49103
2011-10-15,284.64142
2011-10-16,283.12277
2011-10-17,280.3942
2011-10-18,278.8988
2011-10-19,277.44427
2011-10-20,278.4489
2011-10-21,283.83337
2011-10-22,283.01315
2011-10-23,284.11325
2011-10-24,284.50723
2011-10-25,283.37677
2011-10-26,280.65366
2011-10-27,280.89545
2011-10-28,280.5589
2011-10-29,283.10208
2011-10-30,284.45728
2011-10-31,285.96036
2011-11-01,281.55396
2011-11-02,282.05463
2011-11-03,285.09912
2011-11-04,282.74396
2011-11-05,277.9134
2011-11-06,276.00772
2011-11-07,275.86786
2011-11-08,281.21005
2011-11-09,282.4821
2011-11-10,283.11606
2011-11-11,282.04385
2011-11-12,281.64352
2011-11-13,280.92517
2011-11-14,280.50247
2011-11-15,279.98303
2011-11-16,278.68674
2011-11-17,281.0463
2011-11-18,284.4616
2011-11-19,281.7091
2011-11-20,281.13428
2011-11-21,281.21808
2011-11-22,279.15616
2011-11-23,282.24808
2011-11-24,282.57962
2011-11-25,277.32086
2011-11-26,282.56003
2011-11-27,279.8274
2011-11-28,279.8567
2011-11-29,280.75366
2011-11-30,278.96133
2011-12-01,276.555
2011-12-02,276.25134
2011-12-03,277.43228
2011-12-04,274.13367
2011-12-05,273.12595
2011-12-06,273.58417
2011-12-07,275.21884
2011-12-08,277.31064
2011-12-09,274.2662
2011-12-10,273.6535
2011-12-11,276.88562
2011-12-12,275.9381
2011-12-13,275.96646
2011-12-14,275.99396
2011-12-15,274.05835
2011-12-16,271.94666
2011-12-17,273.01138
2011-12-18,272.71356
2011-12-19,274.56772
2011-12-20,276.1078
2011-12-21,279.09995
2011-12-22,282.83966
2011-12-23,277.99658
2011-12-24,278.37726
2011-12-25,282.93958
2011-12-26,283.82236
2011-12-27,278.7563
2011-12-28,278.72372
2011-12-29,276.06427
2011-12-30,275.54224
2011-12-31,280.90576
2012-01-01,278.2619
2012-01-02,275.25247
2012-01-03,276.98895
2012-01-04,277.23355
2012-01-05,277.03934
2012-01-06,277.31116
2012-01-07,278.7395
2012-01-08,279.9098
2012-01-09,279.11798
2012-01-10,279.62045
2012-01-11,280.46667
2012-01-12,278.93787
2012-01-13,273.76953
2012-01-14,272.4392
2012-01-15,271.0938
2012-01-16,270.76303
2012-01-17,274.85733
2012-01-18,278.7692
2012-01-19,275.82956
2012-01-20,276.27884
2012-01-21,278.45206
2012-01-22,277.51236
2012-01-23,275.57877
2012-01-24,275.21268
2012-01-25,280.1783
2012-01-26,274.65005
2012-01-27,273.7664
2012-01-28,272.68494
2012-01-29,273.6818
2012-01-30,273.71927
2012-01-31,274.04877
2012-02-01,272.99036
2012-02-02,270.34604
2012-02-03,270.48788
2012-02-04,273.27847
2012-02-05,274.55182
2012-02-06,274.13782
2012-02-07,271.6843
2012-02-08,271.88437
2012-02-09,274.71686
2012-02-10,274.69107
2012-02-11,275.31097
2012-02-12,275.8523
2012-02-13,277.81247
2012-02-14,278.89432
2012-02-15,279.84552
2012-02-16,279.69766
2012-02-17,278.7378
2012-02-18,276.6954
2012-02-19,273.7286
2012-02-20,278.5667
2012-02-21,281.47217
2012-02-22,282.50732
2012-02-23,282.91568
2012-02-24,280.22763
2012-02-25,278.62866
2012-02-26,279.48782
2012-02-27,281.9446
2012-02-28,283.50436
2012-02-29,280.9954
2012-03-01,280.78827
2012-03-02,279.68756
2012-03-03,278.60736
2012-03-04,275.4524
2012-03-05,275.36127
2012-03-06,275.93723
2012-03-07,277.99152
2012-03-08,278.4182
2012-03-09,282.03305
2012-03-10,281.0582
2012-03-11,281.47998
2012-03-12,280.08768
