summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2003-06-30,286.30847
2003-07-01,286.06094
2003-07-02,286.6033
2003-07-03,287.0101
2003-07-04,287.59097
2003-07-05,285.7932
2003-07-06,286.85257
2003-07-07,287.63953
2003-07-08,287.85104
2003-07-09,289.43402
2003-07-10,289.3039
2003-07-11,286.52493
2003-07-12,287.2908
2003-07-13,289.43634
2003-07-14,290.9583
2003-07-15,291.37985
2003-07-16,292.3144
2003-07-17,290.64618
2003-07-18,288.65155
2003-07-19,289.8294
2003-07-20,289.02347
2003-07-21,288.11044
2003-07-22,288.06656
2003-07-23,287.93036
2003-07-24,288.1788
2003-07-25,288.11914
2003-07-26,287.07864
2003-07-27,286.56317
2003-07-28,286.84625
2003-07-29,287.97052
2003-07-30,288.34558
2003-07-31,287.58246
2003-08-01,288.05612
2003-08-02,287.07837
2003-08-03,288.2327
2003-08-04,289.96143
2003-08-05,290.94165
2003-08-06,291.94608
2003-08-07,291.46936
2003-08-08,291.08786
2003-08-09,292.96182
2003-08-10,290.87476
2003-08-11,288.9596
2003-08-12,289.21616
2003-08-13,288.10724
2003-08-14,287.38593
2003-08-15,286.2915
2003-08-16,286.535
2003-08-17,287.91544
2003-08-18,288.09802
2003-08-19,287.5128
2003-08-20,287.68497
2003-08-21,288.0154
2003-08-22,287.3765
2003-08-23,287.61163
2003-08-24,287.77792
2003-08-25,286.2082
2003-08-26,285.71643
2003-08-27,284.60757
2003-08-28,283.68518
2003-08-29,283.81235
2003-08-30,283.21204
2003-08-31,283.54684
2003-09-01,284.87314
2003-09-02,286.53827
2003-09-03,287.04193
2003-09-04,287.35675
2003-09-05,287.20282
2003-09-06,284.7382
2003-09-07,284.27728
2003-09-08,284.95367
2003-09-09,284.1205
2003-09-10,284.20862
2003-09-11,283.59995
2003-09-12,285.2006
2003-09-13,288.15222
2003-09-14,289.407
2003-09-15,287.9506
2003-09-16,287.5577
2003-09-17,289.16763
2003-09-18,288.13727
2003-09-19,285.71863
2003-09-20,283.70517
2003-09-21,283.9093
2003-09-22,282.51965
2003-09-23,279.05093
2003-09-24,282.8688
2003-09-25,284.9106
2003-09-26,283.4386
2003-09-27,280.79166
2003-09-28,281.4269
2003-09-29,282.8642
2003-09-30,282.3578
2003-10-01,282.87552
2003-10-02,282.7226
2003-10-03,283.43576
2003-10-04,278.4661
2003-10-05,279.2693
2003-10-06,280.57904
2003-10-07,279.52832
2003-10-08,283.37656
2003-10-09,285.21875
2003-10-10,283.0324
2003-10-11,281.7413
2003-10-12,283.3837
2003-10-13,283.5404
2003-10-14,283.0146
2003-10-15,281.58725
2003-10-16,280.62268
2003-10-17,279.19656
2003-10-18,278.46744
2003-10-19,277.93097
2003-10-20,275.47006
2003-10-21,274.41284
2003-10-22,276.2412
2003-10-23,276.83984
2003-10-24,277.12805
2003-10-25,278.27237
2003-10-26,277.0719
2003-10-27,281.23004
2003-10-28,281.59213
2003-10-29,277.21005
2003-10-30,276.06326
2003-10-31,278.66074
2003-11-01,277.6416
2003-11-02,280.385
2003-11-03,279.7482
2003-11-04,280.87393
2003-11-05,285.30994
2003-11-06,283.5608
2003-11-07,282.94522
2003-11-08,280.57666
2003-11-09,280.29828
2003-11-10,280.9675
2003-11-11,280.74127
2003-11-12,280.91483
2003-11-13,279.43646
2003-11-14,280.8782
2003-11-15,280.20682
2003-11-16,277.85406
2003-11-17,281.30157
2003-11-18,284.6135
2003-11-19,281.53384
2003-11-20,279.32544
2003-11-21,275.77994
2003-11-22,274.50186
2003-11-23,272.78073
2003-11-24,275.34323
2003-11-25,278.63342
2003-11-26,277.3797
2003-11-27,277.68277
2003-11-28,276.93716
2003-11-29,280.55255
2003-11-30,276.47253
2003-12-01,276.6633
2003-12-02,280.22916
2003-12-03,279.22
2003-12-04,277.4864
2003-12-05,279.5369
2003-12-06,277.35376
2003-12-07,272.7703
2003-12-08,269.86737
2003-12-09,275.28973
2003-12-10,280.11746
2003-12-11,276.16913
2003-12-12,275.84937
2003-12-13,280.67502
2003-12-14,276.86676
2003-12-15,273.4373
2003-12-16,276.88345
2003-12-17,279.44415
2003-12-18,277.5862
2003-12-19,276.21814
2003-12-20,275.02066
2003-12-21,274.45953
2003-12-22,273.16562
2003-12-23,279.6532
2003-12-24,282.13354
2003-12-25,280.66156
2003-12-26,278.56097
2003-12-27,274.892
2003-12-28,274.54807
2003-12-29,270.2894
2003-12-30,267.22678
2003-12-31,270.89133
2004-01-01,276.5764
2004-01-02,274.08997
2004-01-03,276.5965
2004-01-04,276.3106
2004-01-05,279.63
2004-01-06,279.25854
2004-01-07,279.389
2004-01-08,279.93884
2004-01-09,277.66452
2004-01-10,279.47552
2004-01-11,277.3004
2004-01-12,276.42267
2004-01-13,275.38815
2004-01-14,275.3313
2004-01-15,275.08936
2004-01-16,275.07434
2004-01-17,273.70596
2004-01-18,275.7851
2004-01-19,282.10657
2004-01-20,281.04178
2004-01-21,279.10663
2004-01-22,279.72867
2004-01-23,279.1822
2004-01-24,276.34775
2004-01-25,275.01514
2004-01-26,273.46323
2004-01-27,272.2418
2004-01-28,271.52164
2004-01-29,274.39294
2004-01-30,276.4923
2004-01-31,274.62936
2004-02-01,276.0977
2004-02-02,280.41888
2004-02-03,283.58105
2004-02-04,281.81293
2004-02-05,281.98703
2004-02-06,279.1066
2004-02-07,275.7166
2004-02-08,273.9571
2004-02-09,273.61917
2004-02-10,280.59683
2004-02-11,280.8935
2004-02-12,278.14355
2004-02-13,278.57193
2004-02-14,277.61218
2004-02-15,276.58157
2004-02-16,276.86264
2004-02-17,276.81314
2004-02-18,274.24088
2004-02-19,274.15808
2004-02-20,274.21
2004-02-21,274.04828
2004-02-22,273.46786
2004-02-23,274.57306
2004-02-24,275.3111
2004-02-25,271.66855
2004-02-26,272.1343
2004-02-27,272.48688
2004-02-28,272.34576
2004-02-29,272.04947
2004-03-01,272.31433
2004-03-02,273.91574
2004-03-03,276.87216
2004-03-04,277.4874
2004-03-05,277.242
2004-03-06,276.82278
2004-03-07,276.67358
2004-03-08,275.29572
2004-03-09,273.8388
2004-03-10,274.493
2004-03-11,274.8085
2004-03-12,275.25735
2004-03-13,276.6824
2004-03-14,279.24304
2004-03-15,281.40842
2004-03-16,282.939
2004-03-17,280.9014
2004-03-18,278.71973
2004-03-19,276.80853
2004-03-20,278.12833
2004-03-21,277.29456
2004-03-22,277.23856
2004-03-23,276.60013
2004-03-24,277.11945
2004-03-25,277.7755
2004-03-26,279.21722
2004-03-27,280.66324
2004-03-28,280.80167
2004-03-29,279.92508
2004-03-30,280.30893
2004-03-31,279.37204
2004-04-01,280.05374
2004-04-02,281.05884
2004-04-03,280.05814
2004-04-04,278.64294
2004-04-05,277.80908
2004-04-06,277.97614
2004-04-07,277.9644
2004-04-08,278.00076
2004-04-09,281.3131
2004-04-10,279.66364
2004-04-11,281.2236
2004-04-12,281.05942
2004-04-13,280.98892
2004-04-14,282.54395
2004-04-15,280.21207
2004-04-16,278.9571
2004-04-17,277.77255
2004-04-18,278.77914
2004-04-19,279.39133
2004-04-20,280.72787
2004-04-21,282.83252
2004-04-22,281.97266
2004-04-23,282.10678
2004-04-24,285.03836
2004-04-25,284.33676
2004-04-26,283.01047
2004-04-27,281.41302
2004-04-28,281.08267
2004-04-29,279.53943
2004-04-30,280.7695
2004-05-01,283.06952
2004-05-02,282.36868
2004-05-03,280.623
2004-05-04,279.3634
2004-05-05,279.41974
2004-05-06,281.11462
2004-05-07,282.06943
2004-05-08,283.58566
2004-05-09,284.82867
2004-05-10,285.02118
2004-05-11,283.0152
2004-05-12,283.1831
2004-05-13,283.8191
2004-05-14,285.57816
2004-05-15,286.8012
2004-05-16,286.94733
2004-05-17,284.47525
2004-05-18,283.81476
2004-05-19,284.57492
2004-05-20,281.74948
2004-05-21,279.7944
2004-05-22,281.89108
2004-05-23,283.27576
2004-05-24,283.67194
2004-05-25,281.996
2004-05-26,281.14777
2004-05-27,282.62274
2004-05-28,284.1915
2004-05-29,285.51013
2004-05-30,285.17865
2004-05-31,285.28497
2004-06-01,284.5758
2004-06-02,285.4462
2004-06-03,285.8945
2004-06-04,286.03824
2004-06-05,287.3841
2004-06-06,288.37057
2004-06-07,286.9555
2004-06-08,286.99026
2004-06-09,288.14133
2004-06-10,287.55682
2004-06-11,285.68475
2004-06-12,286.67734
2004-06-13,287.6583
2004-06-14,289.37006
2004-06-15,287.52536
2004-06-16,285.54715
2004-06-17,284.98605
2004-06-18,281.99664
2004-06-19,280.6665
2004-06-20,282.30676
2004-06-21,283.0371
2004-06-22,284.87494
2004-06-23,284.48846
2004-06-24,282.88107
2004-06-25,284.65826
2004-06-26,283.9179
2004-06-27,286.43146
2004-06-28,285.13446
2004-06-29,286.04886
2004-06-30,286.14984
