summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2008-06-30,286.11966
2008-07-01,288.73578
2008-07-02,287.35147
2008-07-03,286.21317
2008-07-04,287.3667
2008-07-05,285.73352
2008-07-06,285.4906
2008-07-07,285.11075
2008-07-08,285.40027
2008-07-09,285.86798
2008-07-10,284.9786
2008-07-11,284.40158
2008-07-12,284.20218
2008-07-13,285.95062
2008-07-14,289.1658
2008-07-15,288.27408
2008-07-16,285.7985
2008-07-17,285.33203
2008-07-18,285.9883
2008-07-19,285.2587
2008-07-20,284.17126
2008-07-21,286.09387
2008-07-22,289.7351
2008-07-23,290.3635
2008-07-24,289.5038
2008-07-25,289.59644
2008-07-26,289.37524
2008-07-27,289.15756
2008-07-28,289.89453
2008-07-29,289.25052
2008-07-30,289.5217
2008-07-31,290.38943
2008-08-01,288.2424
2008-08-02,287.2913
2008-08-03,286.51447
2008-08-04,287.24863
2008-08-05,286.34378
2008-08-06,286.20764
2008-08-07,285.6726
2008-08-08,285.2104
2008-08-09,285.41312
2008-08-10,287.1862
2008-08-11,286.7936
2008-08-12,285.90018
2008-08-13,286.31662
2008-08-14,285.57968
2008-08-15,286.0972
2008-08-16,286.74353
2008-08-17,287.10883
2008-08-18,286.21262
2008-08-19,287.22565
2008-08-20,286.52432
2008-08-21,285.6884
2008-08-22,284.6003
2008-08-23,285.5186
2008-08-24,287.50586
2008-08-25,287.2609
2008-08-26,285.9906
2008-08-27,288.13196
2008-08-28,289.07346
2008-08-29,289.14307
2008-08-30,289.92587
2008-08-31,287.76135
2008-09-01,285.09814
2008-09-02,283.2271
2008-09-03,282.78278
2008-09-04,282.80408
2008-09-05,282.5632
2008-09-06,284.9942
2008-09-07,284.76883
2008-09-08,284.7486
2008-09-09,284.60168
2008-09-10,285.79373
2008-09-11,287.59552
2008-09-12,286.02167
2008-09-13,286.38135
2008-09-14,285.4864
2008-09-15,284.68103
2008-09-16,283.56952
2008-09-17,284.1627
2008-09-18,284.6126
2008-09-19,285.6844
2008-09-20,286.8259
2008-09-21,285.90015
2008-09-22,282.9038
2008-09-23,281.9419
2008-09-24,283.78314
2008-09-25,283.93607
2008-09-26,284.39053
2008-09-27,284.3496
2008-09-28,281.00854
2008-09-29,282.62915
2008-09-30,281.79092
2008-10-01,280.6396
2008-10-02,279.24954
2008-10-03,278.12778
2008-10-04,279.62015
2008-10-05,278.95407
2008-10-06,280.0159
2008-10-07,284.59775
2008-10-08,282.6554
2008-10-09,282.89597
2008-10-10,286.0052
2008-10-11,283.3536
2008-10-12,282.00482
2008-10-13,283.94376
2008-10-14,280.81656
2008-10-15,280.11734
2008-10-16,279.9824
2008-10-17,281.08035
2008-10-18,281.92126
2008-10-19,283.50345
2008-10-20,282.84164
2008-10-21,278.19925
2008-10-22,279.93033
2008-10-23,284.01846
2008-10-24,280.22537
2008-10-25,282.99054
2008-10-26,279.68295
2008-10-27,276.80612
2008-10-28,274.02707
2008-10-29,274.77603
2008-10-30,275.10657
2008-10-31,276.25665
2008-11-01,275.75604
2008-11-02,276.36404
2008-11-03,276.66916
2008-11-04,278.6489
2008-11-05,278.61926
2008-11-06,280.23178
2008-11-07,280.7863
2008-11-08,281.09897
2008-11-09,276.95663
2008-11-10,278.31897
2008-11-11,279.53668
2008-11-12,278.9623
2008-11-13,281.52808
2008-11-14,284.45184
2008-11-15,281.5685
2008-11-16,277.10828
2008-11-17,276.67136
2008-11-18,280.9034
2008-11-19,282.6284
2008-11-20,280.75162
2008-11-21,275.82306
2008-11-22,272.94373
2008-11-23,274.6197
2008-11-24,276.01715
2008-11-25,276.58807
2008-11-26,281.75674
2008-11-27,278.62088
2008-11-28,273.45538
2008-11-29,270.1157
2008-11-30,269.18088
2008-12-01,272.7528
2008-12-02,272.174
2008-12-03,271.1677
2008-12-04,273.90018
2008-12-05,275.44733
2008-12-06,273.53662
2008-12-07,275.67023
2008-12-08,276.551
2008-12-09,274.506
2008-12-10,274.93915
2008-12-11,272.05096
2008-12-12,275.19553
2008-12-13,276.83484
2008-12-14,274.7213
2008-12-15,274.72855
2008-12-16,279.74237
2008-12-17,277.63812
2008-12-18,279.76324
2008-12-19,277.4545
2008-12-20,278.16046
2008-12-21,282.01093
2008-12-22,280.67215
2008-12-23,278.52054
2008-12-24,277.5181
2008-12-25,276.74106
2008-12-26,274.49048
2008-12-27,272.03882
2008-12-28,273.1132
2008-12-29,273.32352
2008-12-30,270.04355
2008-12-31,269.3123
2009-01-01,271.76273
2009-01-02,272.61304
2009-01-03,272.08307
2009-01-04,273.9812
2009-01-05,271.29745
2009-01-06,271.78162
2009-01-07,274.67773
2009-01-08,275.44333
2009-01-09,274.5358
2009-01-10,276.58014
2009-01-11,281.45312
2009-01-12,279.8612
2009-01-13,275.52698
2009-01-14,273.67426
2009-01-15,278.84058
2009-01-16,278.88364
2009-01-17,277.9873
2009-01-18,275.33966
2009-01-19,274.30093
2009-01-20,274.41064
2009-01-21,275.06924
2009-01-22,276.74078
2009-01-23,274.4886
2009-01-24,273.9644
2009-01-25,275.94662
2009-01-26,274.62982
2009-01-27,276.92328
2009-01-28,275.3276
2009-01-29,276.00214
2009-01-30,276.98306
2009-01-31,277.268
2009-02-01,274.31265
2009-02-02,272.7412
2009-02-03,274.05167
2009-02-04,271.77032
2009-02-05,271.7875
2009-02-06,271.78314
2009-02-07,272.85852
2009-02-08,269.42184
2009-02-09,270.14993
2009-02-10,271.73352
2009-02-11,272.38223
2009-02-12,272.68823
2009-02-13,273.5108
2009-02-14,275.07608
2009-02-15,278.4523
2009-02-16,280.27774
2009-02-17,281.60248
2009-02-18,279.24753
2009-02-19,278.25336
2009-02-20,276.39542
2009-02-21,280.4391
2009-02-22,280.01785
2009-02-23,280.97992
2009-02-24,279.09366
2009-02-25,279.07922
2009-02-26,279.72635
2009-02-27,280.7535
2009-02-28,279.55737
2009-03-01,278.21683
2009-03-02,277.59424
2009-03-03,276.60217
2009-03-04,273.89764
2009-03-05,272.35352
2009-03-06,275.37137
2009-03-07,278.94373
2009-03-08,275.4932
2009-03-09,276.975
2009-03-10,276.89142
2009-03-11,277.8794
2009-03-12,280.22556
2009-03-13,279.10748
2009-03-14,280.58926
2009-03-15,280.9769
2009-03-16,279.99875
2009-03-17,278.45914
2009-03-18,279.87256
2009-03-19,279.19266
2009-03-20,278.17712
2009-03-21,278.57077
2009-03-22,280.76904
2009-03-23,278.7513
2009-03-24,277.2398
2009-03-25,279.42798
2009-03-26,278.29037
2009-03-27,277.5951
2009-03-28,275.41898
2009-03-29,275.86618
2009-03-30,280.93964
2009-03-31,282.171
2009-04-01,281.43164
2009-04-02,281.10638
2009-04-03,279.71964
2009-04-04,279.13455
2009-04-05,279.4502
2009-04-06,279.30365
2009-04-07,280.3189
2009-04-08,279.96008
2009-04-09,281.3402
2009-04-10,281.96237
2009-04-11,280.0684
2009-04-12,279.4161
2009-04-13,279.7943
2009-04-14,280.42758
2009-04-15,280.50977
2009-04-16,280.97006
2009-04-17,279.69742
2009-04-18,279.01443
2009-04-19,279.87036
2009-04-20,281.67444
2009-04-21,281.2492
2009-04-22,280.8099
2009-04-23,283.31088
2009-04-24,283.80692
2009-04-25,282.46182
2009-04-26,281.03662
2009-04-27,280.2803
2009-04-28,280.6659
2009-04-29,281.70706
2009-04-30,282.53006
2009-05-01,281.74408
2009-05-02,281.4696
2009-05-03,280.41345
2009-05-04,281.4061
2009-05-05,282.15616
2009-05-06,281.88513
2009-05-07,280.8029
2009-05-08,280.14478
2009-05-09,279.82483
2009-05-10,280.3073
2009-05-11,280.26028
2009-05-12,280.34177
2009-05-13,281.6208
2009-05-14,282.40182
2009-05-15,280.98718
2009-05-16,281.91034
2009-05-17,281.7871
2009-05-18,282.2796
2009-05-19,282.86517
2009-05-20,282.90845
2009-05-21,282.5138
2009-05-22,282.9601
2009-05-23,283.17676
2009-05-24,283.34805
2009-05-25,284.99463
2009-05-26,282.76294
2009-05-27,283.33102
2009-05-28,286.03302
2009-05-29,288.20352
2009-05-30,288.07504
2009-05-31,287.32925
2009-06-01,288.9395
2009-06-02,286.77698
2009-06-03,283.3553
2009-06-04,281.9667
2009-06-05,280.1175
2009-06-06,280.7694
2009-06-07,281.436
2009-06-08,281.51736
2009-06-09,281.838
2009-06-10,282.2164
2009-06-11,282.37387
2009-06-12,283.35016
2009-06-13,285.28656
2009-06-14,285.05118
2009-06-15,284.41248
2009-06-16,285.82678
2009-06-17,284.8809
2009-06-18,283.60876
2009-06-19,284.27264
2009-06-20,284.7456
2009-06-21,285.61475
2009-06-22,288.87442
2009-06-23,289.85913
2009-06-24,288.5157
2009-06-25,287.73962
2009-06-26,288.14978
2009-06-27,288.34363
2009-06-28,288.423
2009-06-29,290.18082
2009-06-30,290.3708
