summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2010-09-02,316.6962
2010-09-03,311.2788
2010-09-04,333.7106
2010-09-05,342.75995
2010-09-06,341.3527
2010-09-07,350.79373
2010-09-08,340.29996
2010-09-09,327.8533
2010-09-10,345.96628
2010-09-11,333.70544
2010-09-12,325.8007
2010-09-13,361.8859
2010-09-14,314.2212
2010-09-15,322.12155
2010-09-16,312.37408
2010-09-17,304.521
2010-09-18,328.16074
2010-09-19,346.41434
2010-09-20,341.56445
2010-09-21,353.2014
2010-09-22,353.57272
2010-09-23,346.3574
2010-09-24,297.3088
2010-09-25,289.47202
2010-09-26,295.02454
2010-09-27,335.20093
2010-09-28,350.63162
2010-09-29,348.71274
2010-09-30,304.26685
2010-10-01,344.4646
2010-10-02,321.37982
2010-10-03,338.97525
2010-10-04,309.3077
2010-10-05,324.02716
2010-10-06,321.57562
2010-10-07,307.65848
2010-10-08,351.9575
2010-10-09,333.63974
2010-10-10,327.4703
2010-10-11,302.5773
2010-10-12,305.13553
2010-10-13,324.55777
2010-10-14,337.07736
2010-10-15,334.27112
2010-10-16,313.15622
2010-10-17,318.68466
2010-10-18,327.2658
2010-10-19,299.4911
2010-10-20,251.5595
2010-10-21,313.36887
2010-10-22,324.52704
2010-10-23,300.54364
2010-10-24,268.48703
2010-10-25,256.7663
2010-10-26,337.62793
2010-10-27,308.13904
2010-10-28,322.61707
2010-10-29,343.81326
2010-10-30,288.2988
2010-10-31,287.66153
2010-11-01,301.5265
2010-11-02,315.08252
2010-11-03,305.4657
2010-11-04,335.31546
2010-11-05,329.4576
2010-11-06,287.88165
2010-11-07,270.5014
2010-11-08,312.53928
2010-11-09,298.31116
2010-11-10,256.80975
2010-11-11,304.68628
2010-11-12,302.27344
2010-11-13,287.7564
2010-11-14,292.51163
2010-11-15,253.27357
2010-11-16,295.73895
2010-11-17,311.34436
2010-11-18,315.2624
2010-11-19,306.85477
2010-11-20,309.49628
2010-11-21,304.84412
2010-11-22,312.92172
2010-11-23,278.76932
2010-11-24,271.9465
2010-11-25,269.99097
2010-11-26,261.54477
2010-11-27,239.1171
2010-11-28,269.8822
2010-11-29,272.2058
2010-11-30,265.41028
2010-12-01,257.68002
2010-12-02,252.93968
2010-12-03,260.7523
2010-12-04,271.87872
2010-12-05,245.13306
2010-12-06,260.5992
2010-12-07,219.496
2010-12-08,218.34286
2010-12-09,293.91144
2010-12-10,317.45175
2010-12-11,288.95526
2010-12-12,274.5329
2010-12-13,278.89328
2010-12-14,294.94458
2010-12-15,285.25082
2010-12-16,270.51456
2010-12-17,260.85837
2010-12-18,254.10959
2010-12-19,253.03853
2010-12-20,226.37982
2010-12-21,211.84052
2010-12-22,226.09293
2010-12-23,247.89232
2010-12-24,223.88069
2010-12-25,273.16956
2010-12-26,281.26123
2010-12-27,294.24628
2010-12-28,301.10974
2010-12-29,303.9129
2010-12-30,306.81067
2010-12-31,297.39493
2011-01-01,300.1594
2011-01-02,289.07028
2011-01-03,287.54654
2011-01-04,306.95068
2011-01-05,286.3971
2011-01-06,261.76733
2011-01-07,259.2937
2011-01-08,262.34848
2011-01-09,265.9137
2011-01-10,302.28818
2011-01-11,261.55713
2011-01-12,302.00638
2011-01-13,311.5999
2011-01-14,301.71747
2011-01-15,332.53903
2011-01-16,316.5584
2011-01-17,283.13828
2011-01-18,272.38696
2011-01-19,290.10657
2011-01-20,234.2402
2011-01-21,267.56744
2011-01-22,290.65997
2011-01-23,309.82526
2011-01-24,307.8725
2011-01-25,321.43018
2011-01-26,304.4707
2011-01-27,293.7523
2011-01-28,275.65598
2011-01-29,269.2542
2011-01-30,283.4066
2011-01-31,302.4113
2011-02-01,279.22162
2011-02-02,318.6408
2011-02-03,283.64734
2011-02-04,315.32602
2011-02-05,305.83832
2011-02-06,309.87448
2011-02-07,300.1007
2011-02-08,286.71576
2011-02-09,316.96982
2011-02-10,260.54666
2011-02-11,302.97473
2011-02-12,295.09067
2011-02-13,312.55466
2011-02-14,300.46408
2011-02-15,295.12662
2011-02-16,298.12643
2011-02-17,297.93695
2011-02-18,306.00446
2011-02-19,299.7198
2011-02-20,297.75195
2011-02-21,296.74106
2011-02-22,294.02963
2011-02-23,328.69806
2011-02-24,318.3701
2011-02-25,323.25912
2011-02-26,292.80167
2011-02-27,281.2795
2011-02-28,257.6595
2011-03-01,265.29044
2011-03-02,274.10706
2011-03-03,309.82645
2011-03-04,309.8573
2011-03-05,304.99933
2011-03-06,277.62354
2011-03-07,269.07376
2011-03-08,296.00662
2011-03-09,276.3513
2011-03-10,282.47873
2011-03-11,277.63065
2011-03-12,304.09915
2011-03-13,297.92163
2011-03-14,283.51892
2011-03-15,305.07272
2011-03-16,268.133
2011-03-17,302.5229
2011-03-18,248.29237
2011-03-19,282.7436
2011-03-20,317.16086
2011-03-21,299.1749
2011-03-22,321.36
2011-03-23,307.16605
2011-03-24,284.36383
2011-03-25,299.52008
2011-03-26,312.19196
2011-03-27,290.16678
2011-03-28,288.98846
2011-03-29,303.9348
2011-03-30,325.76822
2011-03-31,312.2575
2011-04-01,338.37137
2011-04-02,310.979
2011-04-03,288.74316
2011-04-04,318.3856
2011-04-05,327.3459
2011-04-06,337.4692
2011-04-07,288.9451
2011-04-08,296.0983
2011-04-09,292.08414
2011-04-10,300.88748
2011-04-11,317.98697
2011-04-12,270.4352
2011-04-13,322.6296
2011-04-14,329.93802
2011-04-15,331.1174
2011-04-16,312.91678
2011-04-17,267.64117
2011-04-18,319.83475
2011-04-19,316.37112
2011-04-20,303.67285
2011-04-21,320.84927
2011-04-22,311.52032
2011-04-23,333.8834
2011-04-24,299.1141
2011-04-25,304.9643
2011-04-26,278.48074
2011-04-27,259.1454
2011-04-28,267.5585
2011-04-29,303.39975
2011-04-30,269.3652
2011-05-01,264.34927
2011-05-02,269.35416
2011-05-03,261.11597
2011-05-04,257.68048
2011-05-05,333.45297
2011-05-06,345.23874
2011-05-07,351.02917
2011-05-08,335.72238
2011-05-09,315.0126
2011-05-10,331.62497
2011-05-11,322.11475
2011-05-12,315.6407
2011-05-13,305.48325
2011-05-14,315.96924
2011-05-15,337.824
2011-05-16,347.31104
2011-05-17,340.40027
2011-05-18,316.88596
2011-05-19,304.73325
2011-05-20,301.06534
2011-05-21,336.4318
2011-05-22,301.87433
2011-05-23,321.37286
2011-05-24,283.058
2011-05-25,333.2382
2011-05-26,336.29617
2011-05-27,324.70547
2011-05-28,307.49716
2011-05-29,305.5887
2011-05-30,307.23816
2011-05-31,290.43478
2011-06-01,343.51907
2011-06-02,317.9917
2011-06-03,311.48764
2011-06-04,344.23795
2011-06-05,331.057
2011-06-06,319.26608
2011-06-07,329.80304
2011-06-08,326.09973
2011-06-09,307.7545
2011-06-10,298.062
2011-06-11,329.6354
2011-06-12,313.7212
2011-06-13,338.2848
2011-06-14,304.87164
2011-06-15,352.43417
2011-06-16,325.87177
2011-06-17,330.50085
2011-06-18,346.44556
2011-06-19,339.11264
2011-06-20,333.97595
2011-06-21,348.58783
2011-06-22,342.38196
2011-06-23,332.5347
2011-06-24,323.04242
2011-06-25,350.40173
2011-06-26,365.14053
2011-06-27,357.80585
2011-06-28,305.10635
2011-06-29,312.55054
2011-06-30,325.86423
