summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Longwave Radiation (W m-2)
2003-06-30,348.14804
2003-07-01,357.3267
2003-07-02,350.00235
2003-07-03,333.2537
2003-07-04,325.7541
2003-07-05,352.7201
2003-07-06,353.15067
2003-07-07,355.6124
2003-07-08,353.1609
2003-07-09,352.49664
2003-07-10,359.00778
2003-07-11,342.08405
2003-07-12,330.48486
2003-07-13,315.8564
2003-07-14,337.306
2003-07-15,346.12418
2003-07-16,345.17328
2003-07-17,374.64853
2003-07-18,359.8262
2003-07-19,355.5333
2003-07-20,348.79968
2003-07-21,351.52292
2003-07-22,353.9178
2003-07-23,365.49625
2003-07-24,344.93085
2003-07-25,359.92438
2003-07-26,342.68417
2003-07-27,326.25183
2003-07-28,347.8068
2003-07-29,364.48206
2003-07-30,363.0305
2003-07-31,359.75815
2003-08-01,329.85013
2003-08-02,332.81406
2003-08-03,341.45825
2003-08-04,336.0258
2003-08-05,364.92636
2003-08-06,356.14825
2003-08-07,346.8643
2003-08-08,345.21957
2003-08-09,357.0616
2003-08-10,370.59738
2003-08-11,354.68314
2003-08-12,368.91406
2003-08-13,328.46402
2003-08-14,318.09348
2003-08-15,329.60843
2003-08-16,313.53036
2003-08-17,355.3694
2003-08-18,331.45004
2003-08-19,336.61575
2003-08-20,345.57138
2003-08-21,363.8558
2003-08-22,324.8013
2003-08-23,329.78793
2003-08-24,322.3763
2003-08-25,350.3706
2003-08-26,340.94168
2003-08-27,331.11783
2003-08-28,332.66763
2003-08-29,312.4869
2003-08-30,309.2743
2003-08-31,322.96313
2003-09-01,333.7985
2003-09-02,356.94336
2003-09-03,320.67096
2003-09-04,335.9692
2003-09-05,345.64117
2003-09-06,324.1155
2003-09-07,311.13342
2003-09-08,310.33713
2003-09-09,320.9455
2003-09-10,303.1332
2003-09-11,337.98593
2003-09-12,315.03503
2003-09-13,343.00928
2003-09-14,365.0628
2003-09-15,354.32025
2003-09-16,353.75327
2003-09-17,335.82425
2003-09-18,355.6795
2003-09-19,328.84952
2003-09-20,335.07367
2003-09-21,327.93732
2003-09-22,317.93332
2003-09-23,267.72256
2003-09-24,326.05865
2003-09-25,344.07397
2003-09-26,311.24838
2003-09-27,317.5149
2003-09-28,306.5542
2003-09-29,339.8249
2003-09-30,323.33838
2003-10-01,305.54593
2003-10-02,320.90024
2003-10-03,307.13635
2003-10-04,284.47812
2003-10-05,306.3877
2003-10-06,300.04752
2003-10-07,276.20413
2003-10-08,331.89548
2003-10-09,345.85312
2003-10-10,306.37637
2003-10-11,309.11572
2003-10-12,342.35022
2003-10-13,341.37134
2003-10-14,328.23242
2003-10-15,309.56006
2003-10-16,281.61725
2003-10-17,279.8361
2003-10-18,300.69766
2003-10-19,296.46057
2003-10-20,280.28394
2003-10-21,290.89362
2003-10-22,303.4189
2003-10-23,274.56027
2003-10-24,276.6131
2003-10-25,297.52048
2003-10-26,290.3622
2003-10-27,311.95804
2003-10-28,333.4289
2003-10-29,292.8705
2003-10-30,272.22986
2003-10-31,299.46365
2003-11-01,307.59406
2003-11-02,305.6954
2003-11-03,305.0059
2003-11-04,330.89322
2003-11-05,339.80048
2003-11-06,304.09567
2003-11-07,307.45663
2003-11-08,326.36954
2003-11-09,315.03726
2003-11-10,313.38452
2003-11-11,326.2258
2003-11-12,295.42194
2003-11-13,297.77222
2003-11-14,330.26495
2003-11-15,309.4739
2003-11-16,275.3853
2003-11-17,333.3644
2003-11-18,342.91934
2003-11-19,316.58325
2003-11-20,311.57187
2003-11-21,281.32953
2003-11-22,275.95935
2003-11-23,263.96356
2003-11-24,300.43924
2003-11-25,310.50888
2003-11-26,310.47333
2003-11-27,292.99008
2003-11-28,308.40265
2003-11-29,330.29565
2003-11-30,294.80038
2003-12-01,311.22665
2003-12-02,329.3168
2003-12-03,324.2859
2003-12-04,283.07944
2003-12-05,309.6136
2003-12-06,297.1805
2003-12-07,244.48036
2003-12-08,242.04156
2003-12-09,300.92447
2003-12-10,326.5856
2003-12-11,280.60083
2003-12-12,307.28607
2003-12-13,316.18033
2003-12-14,290.65298
2003-12-15,265.37933
2003-12-16,311.5726
2003-12-17,314.56165
2003-12-18,308.10205
2003-12-19,278.57358
2003-12-20,303.05075
2003-12-21,276.62982
2003-12-22,292.18527
2003-12-23,326.37988
2003-12-24,332.292
2003-12-25,324.85443
2003-12-26,320.60034
2003-12-27,289.53098
2003-12-28,269.27533
2003-12-29,243.75468
2003-12-30,243.92538
2003-12-31,278.98383
2004-01-01,307.3914
2004-01-02,294.46353
2004-01-03,309.29562
2004-01-04,308.9003
2004-01-05,326.08734
