DEPTH.M	:	0	Depth			
TEMP.DegC	:	1	Temperature			
CN25.mS/cm	:	2	Conductivity@25DegC			
COND.mS/cm	:	3	Conductivity			
DELT.DegC	:	4	Delta	T		
DELC.mS/cm	:	5	Delta	C		
NGAM.CPS	:	6	Natural	Gamma		

DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
105.69	12.61	7.82	1.6	-0.01	0.03	0
105.7	12.62	7.82	1.6	-0.01	0.02	0
105.71	12.62	7.82	1.6	-0.01	0.02	0
105.72	12.62	7.82	1.6	0	0.02	0
105.73	12.62	7.81	1.6	0	0.01	0
105.74	12.62	7.81	1.6	0.01	0.01	0
105.75	12.63	7.81	1.6	0.01	0	0
105.76	12.63	7.81	1.59	0.01	0	0
105.77	12.63	7.81	1.6	0.01	0.01	0
105.78	12.63	7.81	1.6	0.01	0	0
105.79	12.62	7.81	1.6	0.01	0	0
105.8	12.62	7.81	1.6	0.01	0.01	0
105.81	12.62	7.82	1.6	0	0.01	0
105.82	12.62	7.82	1.6	0	0.02	0.41
105.83	12.62	7.82	1.6	0	0.01	0.41
105.84	12.62	7.81	1.6	0	0.01	0.41
105.85	12.62	7.81	1.6	0	0.01	0.41
105.86	12.62	7.82	1.6	0	0.02	0.41
105.87	12.62	7.82	1.6	0	0.02	0.41
105.88	12.62	7.82	1.6	0	0.01	0.41
105.89	12.62	7.82	1.6	0	0.01	0.41
105.9	12.62	7.82	1.6	0	0.01	0.41
105.91	12.62	7.82	1.6	0.01	0.01	0.41
105.92	12.62	7.82	1.6	0.01	0.01	0.41
105.93	12.62	7.81	1.6	0.01	0	0.41
105.94	12.62	7.82	1.6	0	0.01	0.41
105.95	12.62	7.82	1.6	0	0.01	0.41
105.96	12.62	7.82	1.6	0	0.02	0.41
105.97	12.62	7.82	1.6	0	0.01	0.41
105.98	12.62	7.81	1.6	0	0.01	0.41
105.99	12.62	7.82	1.6	0	0.01	0
106	12.63	7.82	1.6	0	0.01	0
106.01	12.63	7.81	1.6	0	0.01	0
106.02	12.63	7.81	1.6	0	0.01	0
106.03	12.63	7.81	1.6	0	0.02	0
106.04	12.62	7.82	1.6	-0.01	0.02	0
106.05	12.62	7.81	1.6	-0.01	0.02	0
106.06	12.62	7.81	1.6	-0.01	0.02	0
106.07	12.62	7.82	1.6	-0.01	0.02	0
106.08	12.62	7.82	1.6	-0.01	0.02	0
106.09	12.62	7.82	1.6	-0.01	0.03	0
106.1	12.62	7.82	1.6	-0.01	0.03	0
106.11	12.62	7.82	1.6	-0.02	0.03	0
106.12	12.62	7.82	1.6	-0.02	0.03	0
106.13	12.62	7.82	1.6	-0.01	0.03	0
106.14	12.62	7.82	1.6	-0.01	0.02	0
106.15	12.62	7.82	1.6	-0.01	0.02	0.47
106.16	12.62	7.82	1.6	-0.01	0.02	0.47
106.17	12.62	7.82	1.6	-0.01	0.02	0.47
106.18	12.62	7.82	1.6	-0.01	0.02	0.47
106.19	12.62	7.82	1.6	0	0.01	0.47
106.2	12.62	7.82	1.6	0	0.01	0.47
106.21	12.62	7.82	1.6	0	0.01	0.47
106.22	12.62	7.82	1.6	0	0.01	0.47
106.23	12.62	7.82	1.6	0	0.01	0.47
106.24	12.62	7.82	1.6	-0.01	0.02	0.47
106.25	12.62	7.82	1.6	-0.01	0.02	0.47
106.26	12.62	7.82	1.6	-0.01	0.02	0.47
106.27	12.62	7.82	1.6	-0.01	0.01	0.47
106.28	12.62	7.82	1.6	0	0.01	0.47
106.29	12.62	7.82	1.6	0	0.01	0.47
106.3	12.62	7.82	1.6	0	0.01	0.47
106.31	12.62	7.82	1.6	0	0.01	0.47
106.32	12.62	7.82	1.6	0	0.01	0
106.33	12.62	7.82	1.6	0	0.01	0
106.34	12.62	7.82	1.6	0	0.01	0
106.35	12.62	7.82	1.6	0	0	0
106.36	12.63	7.82	1.6	0	0.01	0.41
106.37	12.62	7.82	1.6	0	0.01	0.41
106.38	12.62	7.82	1.6	0	0.01	0.41
106.39	12.62	7.82	1.6	0	0.01	0.41
106.4	12.62	7.82	1.6	0	0.01	0.41
106.41	12.62	7.82	1.6	0	0.01	0.41
106.42	12.62	7.82	1.6	0.01	0	0.41
106.43	12.62	7.82	1.6	0.01	0	0.41
106.44	12.62	7.82	1.6	0.01	0	0.41
106.45	12.63	7.82	1.6	0.01	0	0.41
106.46	12.63	7.82	1.6	0.01	0	0.41
106.47	12.62	7.82	1.6	0.01	-0.01	0.41
106.48	12.62	7.82	1.6	0.01	0	0.41
106.49	12.62	7.82	1.6	0.01	0	0.41
106.5	12.62	7.82	1.6	0.01	0	0.41
106.51	12.62	7.82	1.6	0.01	0	0.41
106.52	12.62	7.82	1.6	0.01	0	0.41
106.53	12.62	7.82	1.6	0.01	0	0
106.54	12.62	7.82	1.6	0	0	0
106.55	12.62	7.82	1.6	0	0	0
106.56	12.62	7.82	1.6	0	0.01	0
106.57	12.62	7.82	1.6	0	0	0
106.58	12.62	7.83	1.6	0	0.01	0
106.59	12.62	7.82	1.6	0.01	0	0
106.6	12.62	7.82	1.6	0.01	0	0
106.61	12.62	7.82	1.6	0.01	0	0
106.62	12.62	7.82	1.6	0.01	-0.01	0
106.63	12.62	7.82	1.6	0.01	-0.01	0
106.64	12.62	7.82	1.6	0.01	-0.01	0
106.65	12.62	7.83	1.6	0.01	0	0
106.66	12.62	7.82	1.6	0.01	0	0
106.67	12.62	7.82	1.6	0.01	0	0
106.68	12.62	7.82	1.6	0.01	0	0
106.69	12.62	7.82	1.6	0.01	0	0
106.7	12.63	7.82	1.6	0.01	0	0
106.71	12.63	7.82	1.6	0.01	0	0
106.72	12.63	7.81	1.6	0	0	0
106.73	12.63	7.82	1.6	0	0.01	0
106.74	12.63	7.82	1.6	0	0.01	0
106.75	12.63	7.82	1.6	0	0.01	0
106.76	12.63	7.81	1.6	0	0	0
106.77	12.63	7.81	1.6	0	0	0
106.78	12.63	7.81	1.6	0	0	0
106.79	12.63	7.81	1.6	0.01	0	0
106.8	12.63	7.81	1.6	0.01	-0.01	0
106.81	12.63	7.81	1.6	0.01	-0.01	0
106.82	12.63	7.82	1.6	0.01	0	0
106.83	12.63	7.81	1.6	0.01	0	0
106.84	12.63	7.82	1.6	0.01	0	0
106.85	12.63	7.82	1.6	0.01	0	0
106.86	12.63	7.81	1.6	0.01	-0.01	0
106.87	12.63	7.82	1.6	0.01	0	0
106.88	12.62	7.82	1.6	0.01	0	0
106.89	12.62	7.82	1.6	0	0	0
106.9	12.62	7.82	1.6	0	0	0
106.91	12.62	7.82	1.6	0	0.01	0
106.92	12.62	7.82	1.6	0	0.01	0
106.93	12.62	7.82	1.6	0	0	0
106.94	12.62	7.82	1.6	0	0	0
106.95	12.62	7.82	1.6	0	0	0
106.96	12.62	7.82	1.6	0	0.01	0.47
106.97	12.62	7.82	1.6	0	0.01	0.47
106.98	12.62	7.82	1.6	0	0	0.47
106.99	12.62	7.82	1.6	0	0	0.47
107	12.62	7.82	1.6	0	0.01	0.47
107.01	12.62	7.82	1.6	-0.01	0.01	0.47
107.02	12.61	7.83	1.6	-0.01	0.02	0.47
107.03	12.61	7.83	1.6	-0.01	0.01	0.47
107.04	12.61	7.83	1.6	-0.01	0.02	0.47
107.05	12.61	7.83	1.6	-0.01	0.01	0.47
107.06	12.62	7.83	1.6	-0.01	0.01	0.47
107.07	12.62	7.83	1.6	-0.01	0.01	0.47
107.08	12.62	7.83	1.6	0	0.01	0.47
107.09	12.62	7.83	1.6	0	0.01	0.47
107.1	12.62	7.82	1.6	0	0	0.47
107.11	12.62	7.82	1.6	0	0	0.47
107.12	12.62	7.82	1.6	0	0	0.47
107.13	12.63	7.82	1.6	0.01	0	0
107.14	12.63	7.82	1.6	0	0	0
107.15	12.63	7.82	1.6	0	0	0
107.16	12.63	7.82	1.6	0	0	0
107.17	12.63	7.82	1.6	0	0	0
107.18	12.63	7.82	1.6	0	0	0
107.19	12.63	7.82	1.6	0.01	0	0
107.2	12.63	7.82	1.6	0.01	0	0
107.21	12.63	7.82	1.6	0	0	0
107.22	12.63	7.82	1.6	0	0	0
107.23	12.63	7.82	1.6	0	0	0
107.24	12.62	7.82	1.6	0	0	0
107.25	12.63	7.82	1.6	0	0	0
107.26	12.62	7.82	1.6	0	0	0
107.27	12.62	7.82	1.6	0	0	0
107.28	12.62	7.82	1.6	0	0.01	0
107.29	12.62	7.83	1.6	0	0.01	0
107.3	12.62	7.83	1.6	-0.01	0.01	0
107.31	12.62	7.83	1.6	-0.01	0.01	0
107.32	12.62	7.83	1.6	-0.01	0.01	0
107.33	12.61	7.83	1.6	-0.01	0.02	0
107.34	12.61	7.83	1.6	-0.01	0.01	0
107.35	12.61	7.83	1.61	-0.01	0.02	0
107.36	12.61	7.83	1.6	-0.01	0.02	0
107.37	12.61	7.83	1.6	-0.01	0.01	0
107.38	12.62	7.83	1.6	-0.01	0.01	0
107.39	12.62	7.83	1.6	0	0.01	0
107.4	12.62	7.83	1.61	0	0.01	0
107.41	12.62	7.82	1.6	0	0	0
107.42	12.62	7.82	1.6	0	0.01	0
107.43	12.62	7.83	1.6	0	0.01	0
107.44	12.62	7.82	1.6	-0.01	0	0
107.45	12.62	7.82	1.6	-0.01	0.01	0
107.46	12.62	7.82	1.6	0	0.01	0
107.47	12.62	7.82	1.6	0	0	0
107.48	12.62	7.83	1.6	0	0.01	0
107.49	12.62	7.83	1.6	0	0.01	0
107.5	12.62	7.82	1.6	0	0	0
107.51	12.62	7.83	1.6	0	0.01	0
107.52	12.62	7.82	1.6	0	0	0
107.53	12.62	7.83	1.61	0	0	0
107.54	12.62	7.82	1.6	0	0	0
107.55	12.62	7.82	1.6	0.01	0	0
107.56	12.62	7.83	1.61	0.01	0	0
107.57	12.62	7.82	1.6	0.01	-0.01	0
107.58	12.63	7.82	1.61	0.01	0	0
107.59	12.62	7.82	1.6	0	0	0
107.6	12.62	7.82	1.6	0	0	0
107.61	12.62	7.83	1.61	0	0	0
107.62	12.62	7.82	1.6	0	0	0
107.63	12.62	7.83	1.6	0	0.01	0
107.64	12.62	7.82	1.6	0	0	0
107.65	12.62	7.82	1.6	0	0	0
107.66	12.62	7.82	1.6	0	0	0
107.67	12.62	7.82	1.6	0	0	0
107.68	12.62	7.82	1.6	0	0.01	0
107.69	12.62	7.82	1.6	0	0	0.47
107.7	12.62	7.82	1.6	0	0	0.47
107.71	12.62	7.82	1.6	0	0.01	0.47
107.72	12.62	7.82	1.6	0	0.01	0.47
107.73	12.62	7.82	1.6	0	0.01	0.47
107.74	12.62	7.82	1.6	-0.01	0	0.47
107.75	12.62	7.83	1.6	-0.01	0.01	0.47
107.76	12.61	7.83	1.6	-0.01	0.02	0.47
107.77	12.61	7.83	1.6	-0.01	0.02	0.47
107.78	12.61	7.83	1.6	-0.01	0.02	0.47
107.79	12.61	7.83	1.6	-0.01	0.02	0.47
107.8	12.62	7.83	1.6	-0.01	0.02	0.47
107.81	12.62	7.83	1.6	-0.01	0.01	0.47
107.82	12.62	7.83	1.6	-0.01	0.01	0.47
107.83	12.62	7.82	1.6	-0.01	0.01	0.47
107.84	12.62	7.82	1.6	0	0	0.47
107.85	12.63	7.82	1.61	0	0.01	0.47
107.86	12.63	7.82	1.61	0	0	0
107.87	12.63	7.81	1.6	0.01	0	0
107.88	12.63	7.82	1.6	0.01	-0.01	0
107.89	12.63	7.81	1.6	0.01	-0.01	0
107.9	12.63	7.82	1.6	0.01	-0.01	0
107.91	12.63	7.82	1.61	0.01	-0.01	0
107.92	12.63	7.82	1.6	0.01	0	0
107.93	12.63	7.82	1.6	0	0	0
107.94	12.63	7.82	1.6	0	0	0
107.95	12.62	7.82	1.61	0	0	0.41
107.96	12.62	7.82	1.6	0	0	0.41
107.97	12.62	7.82	1.6	0	0	0.41
107.98	12.62	7.82	1.6	0	0	0.41
107.99	12.62	7.82	1.6	0	0	0.41
108	12.62	7.83	1.6	0	0	0.41
108.01	12.62	7.83	1.6	0	0	0.41
108.02	12.62	7.82	1.6	0.01	-0.01	0.41
108.03	12.62	7.82	1.6	0.01	-0.01	0.41
108.04	12.62	7.82	1.6	0.01	-0.01	0.41
108.05	12.62	7.82	1.6	0.01	-0.01	0.41
108.06	12.62	7.82	1.6	0.01	-0.01	0.41
108.07	12.62	7.82	1.6	0.01	-0.01	0.41
108.08	12.63	7.82	1.6	0.01	-0.01	0.41
108.09	12.63	7.82	1.6	0.01	-0.01	0.41
108.1	12.63	7.82	1.61	0.01	0	0.41
108.11	12.63	7.81	1.6	0.01	-0.01	0.41
108.12	12.63	7.82	1.61	0	0	0
108.13	12.63	7.82	1.6	0	0	0
108.14	12.63	7.82	1.6	0	0	0
108.15	12.63	7.82	1.6	0	0	0
108.16	12.63	7.82	1.6	0	0	0
108.17	12.63	7.82	1.61	0	0.01	0
108.18	12.63	7.82	1.6	0	0	0
108.19	12.63	7.82	1.6	0	0	0
108.2	12.63	7.82	1.6	0	0	0
108.21	12.63	7.82	1.6	0	0	0
108.22	12.63	7.82	1.6	0	0	0
108.23	12.63	7.81	1.6	0	-0.01	0
108.24	12.63	7.82	1.61	0	0	0
108.25	12.63	7.82	1.6	0.01	0	0.41
108.26	12.63	7.81	1.6	0.01	-0.01	0.41
108.27	12.63	7.81	1.6	0.01	-0.01	0.41
108.28	12.63	7.81	1.6	0.01	-0.01	0.41
108.29	12.63	7.81	1.61	0.02	-0.01	0.41
108.3	12.63	7.81	1.6	0.02	-0.02	0.41
108.31	12.63	7.82	1.61	0.02	-0.01	0.41
108.32	12.63	7.81	1.6	0.02	-0.02	0.41
108.33	12.63	7.82	1.61	0.01	-0.01	0.41
108.34	12.63	7.82	1.61	0.01	-0.01	0.88
108.35	12.63	7.82	1.6	0.01	-0.02	0.88
108.36	12.63	7.82	1.61	0.01	-0.01	0.88
108.37	12.63	7.82	1.61	0.01	0	0.88
108.38	12.62	7.82	1.6	0.01	-0.01	0.88
108.39	12.62	7.82	1.6	0.01	-0.01	0.88
108.4	12.62	7.82	1.61	0	0	0.88
108.41	12.62	7.83	1.61	0	0	1.29
108.42	12.62	7.82	1.6	0	0	1.35
108.43	12.62	7.83	1.61	0	0	1.35
108.44	12.62	7.82	1.6	0	0	1.35
108.45	12.62	7.82	1.6	0	0	1.35
108.46	12.62	7.83	1.61	0	0	1.35
108.47	12.62	7.82	1.6	0	0	1.35
108.48	12.62	7.82	1.61	0	0	1.35
108.49	12.62	7.82	1.61	0	0	1.35
108.5	12.62	7.82	1.61	0	0	1.35
108.51	12.62	7.82	1.6	0	0	0.88
108.52	12.62	7.82	1.6	0	-0.01	0.88
108.53	12.62	7.82	1.61	0	0	0.88
108.54	12.63	7.82	1.6	0	-0.01	0.88
108.55	12.63	7.82	1.6	0	-0.01	0.88
108.56	12.63	7.82	1.6	0	0	0.88
108.57	12.63	7.81	1.6	0	-0.01	0.88
108.58	12.63	7.82	1.61	0	0	0.47
108.59	12.63	7.82	1.6	0	-0.01	0
108.6	12.63	7.82	1.6	0.01	-0.01	0
108.61	12.63	7.82	1.6	0.01	-0.01	0
108.62	12.63	7.82	1.6	0.01	-0.01	0
108.63	12.63	7.82	1.61	0.01	-0.01	0
108.64	12.63	7.82	1.6	0.01	-0.01	0
108.65	12.63	7.82	1.61	0.01	-0.01	0
108.66	12.63	7.82	1.6	0.01	0	0
108.67	12.63	7.82	1.6	0	-0.01	0
108.68	12.63	7.82	1.61	0	0	0
108.69	12.63	7.82	1.6	0	0	0
108.7	12.63	7.82	1.6	0	0	0
108.71	12.63	7.82	1.61	0	0	0
108.72	12.62	7.82	1.6	0	0	0
108.73	12.62	7.82	1.61	0	0	0
108.74	12.62	7.82	1.6	0.01	0	0
108.75	12.62	7.83	1.61	0.01	-0.01	0.47
108.76	12.62	7.82	1.6	0.01	-0.01	0.47
108.77	12.62	7.82	1.6	0.01	-0.01	0.47
108.78	12.62	7.83	1.61	0.01	0	0.47
108.79	12.62	7.82	1.6	0.01	-0.01	0.47
108.8	12.62	7.82	1.61	0.01	0	0.47
108.81	12.62	7.83	1.61	0	0	0.47
108.82	12.62	7.83	1.61	0	0	0.47
108.83	12.62	7.82	1.6	0	0	0.47
108.84	12.63	7.82	1.6	0	0	0.47
108.85	12.63	7.82	1.6	0	0	0.47
108.86	12.63	7.81	1.6	0	0	0.47
108.87	12.63	7.82	1.6	0	0	0.47
108.88	12.63	7.82	1.6	0	0	0.47
108.89	12.63	7.82	1.6	0	0	0.47
108.9	12.63	7.81	1.6	0	-0.01	0.47
108.91	12.63	7.81	1.6	0.01	-0.01	0.47
108.92	12.63	7.81	1.6	0.01	-0.01	0
108.93	12.64	7.81	1.6	0.01	-0.01	0.41
108.94	12.63	7.81	1.61	0.01	-0.01	0.41
108.95	12.63	7.81	1.6	0.01	-0.01	0.41
108.96	12.63	7.82	1.61	0.01	0	0.41
108.97	12.63	7.82	1.61	0.01	0	0.41
108.98	12.63	7.82	1.61	0.01	0	0.41
108.99	12.63	7.82	1.61	0.01	0	0.41
109	12.63	7.82	1.6	0.01	0	0.41
109.01	12.62	7.82	1.6	0	0	0.41
109.02	12.62	7.82	1.6	0	0	0.41
109.03	12.62	7.83	1.6	0	0.01	0.41
109.04	12.62	7.83	1.6	0	0.01	0.41
109.05	12.62	7.83	1.6	0	0.01	0.41
109.06	12.62	7.83	1.6	0	0	0.41
109.07	12.62	7.82	1.6	0	0.01	0.41
109.08	12.62	7.82	1.6	-0.01	0.01	0.41
109.09	12.62	7.82	1.6	-0.01	0	0.41
109.1	12.62	7.82	1.6	-0.01	0.01	0
109.11	12.62	7.82	1.6	-0.01	0	0
109.12	12.62	7.82	1.61	-0.01	0.01	0
109.13	12.63	7.82	1.61	0	0.01	0
109.14	12.63	7.82	1.61	0	0	0
109.15	12.63	7.82	1.6	0	0	0
109.16	12.63	7.81	1.6	0	-0.01	0
109.17	12.63	7.82	1.61	0	0	0
109.18	12.63	7.81	1.6	0	-0.01	0
109.19	12.63	7.82	1.6	0	-0.01	0
109.2	12.63	7.82	1.61	0	0	0
109.21	12.63	7.81	1.6	0	0	0
109.22	12.63	7.81	1.6	0	0	0
109.23	12.63	7.81	1.6	0	-0.01	0
109.24	12.63	7.81	1.6	0	0	0
109.25	12.63	7.81	1.6	0	0	0
109.26	12.63	7.81	1.6	0	0	0
109.27	12.63	7.82	1.6	0	0	0
109.28	12.63	7.81	1.6	0	0	0
109.29	12.63	7.81	1.6	0	0	0
109.3	12.63	7.82	1.6	0	0	0
109.31	12.63	7.82	1.6	0	0	0
109.32	12.63	7.82	1.6	0	0	0
109.33	12.63	7.82	1.61	0	0	0
109.34	12.62	7.82	1.6	0	0	0
109.35	12.62	7.82	1.61	0	0	0
109.36	12.62	7.82	1.6	0	0	0
109.37	12.62	7.82	1.6	0	0	0
109.38	12.62	7.82	1.6	0	0	0
109.39	12.62	7.82	1.6	0	0	0
109.4	12.62	7.82	1.6	0	0	0
109.41	12.62	7.82	1.6	0	0	0
109.42	12.62	7.82	1.6	0	0	0
109.43	12.62	7.82	1.6	0	0	0
109.44	12.62	7.82	1.6	0	0	0
109.45	12.62	7.82	1.6	0	-0.01	0
109.46	12.62	7.82	1.6	0	0	0
109.47	12.63	7.82	1.6	0	0	0
109.48	12.62	7.82	1.6	0	0	0
109.49	12.62	7.82	1.6	0	0	0
109.5	12.63	7.82	1.6	0	0	0
109.51	12.63	7.82	1.6	0	0	0
109.52	12.63	7.82	1.6	0	0	0
109.53	12.63	7.81	1.6	0	0	0
109.54	12.63	7.82	1.6	0	0	0
109.55	12.63	7.82	1.6	0	0	0
109.56	12.63	7.82	1.6	0	0	0
109.57	12.63	7.81	1.6	0	-0.01	0
109.58	12.63	7.82	1.61	0	0	0
109.59	12.63	7.82	1.6	0	0	0
109.6	12.63	7.82	1.6	0	0	0
109.61	12.63	7.82	1.6	0	0	0
109.62	12.63	7.82	1.61	0	0	0
109.63	12.63	7.82	1.61	0	0	0
109.64	12.63	7.82	1.6	0	0	0
109.65	12.63	7.82	1.6	0	0	0
109.66	12.63	7.82	1.6	0	0	0
109.67	12.63	7.81	1.6	0.01	-0.01	0
109.68	12.63	7.82	1.6	0	0	0
109.69	12.63	7.82	1.6	0	0	0
109.7	12.63	7.82	1.6	0	-0.01	0
109.71	12.63	7.81	1.6	0	-0.01	0
109.72	12.63	7.82	1.6	0	-0.01	0
109.73	12.63	7.82	1.6	0	0	0
109.74	12.62	7.82	1.6	0	0	0
109.75	12.62	7.83	1.6	0	0	0
109.76	12.62	7.83	1.61	0	0.01	0
109.77	12.62	7.83	1.61	-0.01	0	0
109.78	12.62	7.83	1.61	-0.01	0.01	0
109.79	12.62	7.83	1.61	-0.01	0.01	0
109.8	12.62	7.83	1.6	-0.01	0.01	0.41
109.81	12.62	7.83	1.61	-0.01	0.01	0.41
109.82	12.62	7.83	1.6	-0.01	0.01	0.41
109.83	12.62	7.83	1.61	-0.01	0.01	0.41
109.84	12.62	7.83	1.6	-0.01	0.01	0.41
109.85	12.62	7.83	1.61	-0.01	0.01	0.41
109.86	12.62	7.83	1.61	-0.01	0.01	0.41
109.87	12.63	7.82	1.6	0	0	0.41
109.88	12.63	7.82	1.61	0	0.01	0.41
109.89	12.63	7.82	1.6	0	0	0.41
109.9	12.63	7.82	1.61	0	0.01	0.41
109.91	12.63	7.81	1.6	0	0	0.41
109.92	12.63	7.81	1.61	0	0	0.41
109.93	12.63	7.81	1.61	0	0	0.41
109.94	12.63	7.81	1.6	0	0	0.41
109.95	12.63	7.82	1.61	0	0	0.41
109.96	12.63	7.81	1.6	0	-0.01	0.41
109.97	12.63	7.81	1.6	0	-0.01	0
109.98	12.63	7.82	1.6	0	-0.01	0
109.99	12.63	7.81	1.6	0	-0.01	0
110	12.63	7.82	1.6	0	0	0
110.01	12.63	7.82	1.6	0	-0.01	0
110.02	12.63	7.82	1.6	0	0	0
110.03	12.62	7.82	1.6	0	-0.01	0
110.04	12.62	7.82	1.6	0	0	0
110.05	12.62	7.83	1.6	0	0	0
110.06	12.62	7.82	1.6	0	0	0
110.07	12.62	7.83	1.61	0	0.01	0
110.08	12.62	7.83	1.61	0	0.01	0
110.09	12.62	7.83	1.6	-0.01	0	0
110.1	12.62	7.83	1.61	-0.01	0.01	0.47
110.11	12.62	7.83	1.61	-0.01	0.01	0.47
110.12	12.62	7.83	1.61	-0.01	0.01	0.47
110.13	12.62	7.83	1.6	-0.01	0.01	0.47
110.14	12.62	7.83	1.6	-0.01	0.01	0.47
110.15	12.62	7.83	1.6	-0.01	0.01	0.47
110.16	12.62	7.83	1.6	-0.01	0.01	0.47
110.17	12.62	7.83	1.61	-0.01	0.01	0.47
110.18	12.62	7.82	1.6	-0.01	0.01	0.47
110.19	12.62	7.82	1.6	-0.01	0.01	0.47
110.2	12.62	7.82	1.61	-0.01	0.01	0.47
110.21	12.63	7.82	1.6	-0.01	0.01	0.47
110.22	12.63	7.82	1.6	-0.01	0	0.47
110.23	12.63	7.82	1.6	-0.01	0.01	0.47
110.24	12.63	7.82	1.6	-0.01	0.01	0.47
110.25	12.63	7.82	1.6	0	0.01	0.47
110.26	12.63	7.82	1.6	0	0	0.47
110.27	12.63	7.82	1.61	-0.01	0.01	0
110.28	12.63	7.82	1.6	-0.01	0.01	0
110.29	12.62	7.82	1.6	-0.01	0.01	0
110.3	12.62	7.82	1.6	0	0.01	0
110.31	12.62	7.82	1.6	0	0	0
110.32	12.63	7.82	1.61	0	0	0
110.33	12.63	7.82	1.61	0	0	0
110.34	12.63	7.82	1.61	0	0	0
110.35	12.63	7.82	1.6	0	0	0
110.36	12.63	7.82	1.61	0	0	0
110.37	12.63	7.82	1.61	0.01	0	0
110.38	12.63	7.81	1.6	0.01	-0.01	0
110.39	12.63	7.82	1.61	0.01	0	0
110.4	12.63	7.82	1.61	0.01	0	0
110.41	12.63	7.82	1.61	0	0	0
110.42	12.63	7.82	1.61	0	0	0
110.43	12.63	7.82	1.6	0	0	0
110.44	12.62	7.82	1.61	0	0	0
110.45	12.62	7.82	1.6	0	0	0
110.46	12.62	7.83	1.61	0	0	0
110.47	12.62	7.82	1.6	0	0	0
110.48	12.62	7.82	1.6	0	0	0
110.49	12.62	7.83	1.61	0	0	0
110.5	12.62	7.82	1.6	0	0	0
110.51	12.62	7.82	1.6	0	0	0
110.52	12.63	7.82	1.6	0	0	0
110.53	12.63	7.82	1.6	0	0	0
110.54	12.63	7.82	1.61	-0.01	0.01	0
110.55	12.63	7.82	1.6	-0.01	0	0
110.56	12.63	7.82	1.6	0	0	0
110.57	12.63	7.82	1.6	0	0	0
110.58	12.63	7.82	1.6	0	0	0
110.59	12.63	7.82	1.61	0	0	0
110.6	12.63	7.82	1.6	0	0	0
110.61	12.63	7.82	1.61	0	0	0
110.62	12.63	7.82	1.61	0	0	0
110.63	12.62	7.82	1.6	-0.01	0	0
110.64	12.62	7.82	1.6	-0.01	0.01	0
110.65	12.62	7.82	1.6	-0.01	0.01	0
110.66	12.62	7.83	1.6	-0.01	0.01	0
110.67	12.62	7.83	1.61	-0.01	0.02	0
110.68	12.61	7.83	1.6	-0.02	0.02	0
110.69	12.61	7.83	1.6	-0.02	0.02	0
110.7	12.61	7.84	1.61	-0.02	0.02	0
110.71	12.61	7.84	1.6	-0.02	0.02	0
110.72	12.61	7.83	1.6	-0.01	0.01	0
110.73	12.61	7.83	1.6	-0.01	0.01	0
110.74	12.62	7.83	1.61	0	0.01	0
110.75	12.62	7.83	1.6	0	0	0
110.76	12.62	7.83	1.6	0	0	0
110.77	12.62	7.83	1.6	0.01	-0.01	0
110.78	12.62	7.82	1.6	0.01	-0.01	0
110.79	12.62	7.82	1.6	0.01	-0.01	0
110.8	12.63	7.82	1.61	0.01	-0.01	0
110.81	12.63	7.82	1.6	0.01	-0.01	0
110.82	12.63	7.82	1.6	0.01	-0.01	0
110.83	12.63	7.82	1.61	0.01	-0.01	0
110.84	12.63	7.81	1.6	0.01	-0.01	0
110.85	12.63	7.81	1.6	0.01	-0.01	0
110.86	12.63	7.81	1.61	0.01	0	0
110.87	12.63	7.82	1.61	0	0	0
110.88	12.63	7.81	1.6	0	0	0
110.89	12.63	7.82	1.61	0	0	0
110.9	12.63	7.82	1.61	0	0.01	0
110.91	12.63	7.82	1.6	-0.01	0	0
110.92	12.63	7.82	1.61	-0.01	0.01	0
110.93	12.63	7.82	1.61	-0.01	0.01	0
110.94	12.62	7.82	1.6	-0.01	0.01	0
110.95	12.62	7.83	1.61	-0.01	0.01	0
110.96	12.62	7.82	1.61	-0.01	0.01	0
110.97	12.62	7.82	1.6	-0.01	0.01	0
110.98	12.62	7.82	1.6	-0.01	0.01	0
110.99	12.62	7.82	1.61	0	0.01	0
111	12.63	7.82	1.6	0	0	0
111.01	12.63	7.82	1.6	0	0	0
111.02	12.63	7.82	1.61	0.01	0	0
111.03	12.63	7.82	1.6	0.01	-0.01	0
111.04	12.63	7.82	1.61	0.01	-0.01	0
111.05	12.63	7.82	1.6	0.01	-0.01	0.47
111.06	12.63	7.81	1.6	0.01	-0.02	0.47
111.07	12.63	7.81	1.6	0.01	-0.02	0.47
111.08	12.63	7.82	1.61	0.01	-0.01	0.47
111.09	12.63	7.82	1.6	0.01	-0.02	0.47
111.1	12.63	7.81	1.6	0.01	-0.02	0.47
111.11	12.63	7.82	1.61	0.01	-0.01	0.47
111.12	12.63	7.82	1.6	0.01	-0.01	0.47
111.13	12.63	7.82	1.61	0.01	-0.01	0.47
111.14	12.63	7.82	1.61	0.01	-0.01	0.47
111.15	12.63	7.82	1.6	0.01	-0.01	0.47
111.16	12.63	7.82	1.61	0.01	-0.01	0.47
111.17	12.63	7.82	1.61	0.01	-0.01	0.47
111.18	12.63	7.82	1.61	0.01	-0.01	0.47
111.19	12.63	7.82	1.6	0.01	-0.01	0.47
