DEPTH.M	:	0	Depth			
TEMP.DegC	:	1	Temperature			
CN25.mS/cm	:	2	Conductivity@25DegC			
COND.mS/cm	:	3	Conductivity			
DELT.DegC	:	4	Delta	T		
DELC.mS/cm	:	5	Delta	C		
NGAM.CPS	:	6	Natural	Gamma		

DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
74.56	12.04	7.88	1.2	0.01	-0.01	0
74.57	12.04	7.88	1.2	0.01	-0.01	0
74.58	12.04	7.88	1.2	0.01	-0.01	0
74.59	12.04	7.88	1.2	0.01	-0.01	0
74.6	12.04	7.88	1.2	0.01	-0.01	0
74.61	12.04	7.89	1.2	0.01	-0.01	0
74.62	12.03	7.89	1.2	0.01	-0.01	0
74.63	12.03	7.89	1.2	0.01	-0.02	0
74.64	12.03	7.89	1.2	0.01	-0.01	0
74.65	12.03	7.89	1.2	0.01	-0.01	0
74.66	12.03	7.89	1.2	0.01	-0.01	0
74.67	12.03	7.89	1.2	0.02	-0.02	0
74.68	12.04	7.89	1.2	0.01	-0.02	0
74.69	12.04	7.89	1.2	0.01	-0.01	0
74.7	12.04	7.89	1.2	0.01	-0.01	0
74.71	12.04	7.88	1.2	0.01	-0.01	0
74.72	12.04	7.88	1.2	0.01	-0.02	0
74.73	12.05	7.88	1.2	0.02	-0.01	0
74.74	12.05	7.87	1.2	0.02	-0.02	0
74.75	12.05	7.88	1.2	0.02	-0.02	0
74.76	12.05	7.87	1.2	0.01	-0.02	0
74.77	12.04	7.88	1.2	0.01	-0.02	0
74.78	12.04	7.88	1.2	0.01	-0.01	0
74.79	12.04	7.89	1.2	0.01	0	0
74.8	12.04	7.89	1.2	0	-0.01	0
74.81	12.03	7.89	1.2	0	0	0
74.82	12.03	7.89	1.2	0	0	0
74.83	12.03	7.89	1.2	0	0	0
74.84	12.03	7.89	1.2	0	0	0
74.85	12.03	7.89	1.2	0	0.01	0
74.86	12.03	7.9	1.2	0	0.01	0
74.87	12.03	7.89	1.2	0	0	0
74.88	12.03	7.89	1.2	0	0	0
74.89	12.04	7.89	1.2	0.01	-0.01	0
74.9	12.04	7.88	1.2	0.01	-0.01	0
74.91	12.04	7.88	1.2	0.01	-0.01	0
74.92	12.04	7.88	1.2	0.01	-0.02	0
74.93	12.04	7.88	1.2	0.01	-0.01	0
74.94	12.04	7.88	1.2	0.01	-0.01	0
74.95	12.04	7.88	1.2	0.01	-0.01	0
74.96	12.04	7.88	1.2	0.01	-0.01	0
74.97	12.04	7.88	1.2	0.01	-0.01	0
74.98	12.04	7.88	1.2	0.01	-0.01	0
74.99	12.04	7.88	1.2	0.01	-0.01	0
75	12.04	7.88	1.2	0.01	-0.01	0
75.01	12.04	7.88	1.2	0.01	-0.01	0
75.02	12.04	7.88	1.2	0.01	-0.01	0
75.03	12.04	7.88	1.2	0.01	-0.01	0
75.04	12.04	7.88	1.2	0.01	-0.02	0
75.05	12.04	7.88	1.2	0.02	-0.02	0
75.06	12.04	7.88	1.2	0.01	-0.02	0
75.07	12.04	7.88	1.2	0.01	-0.01	0
75.08	12.04	7.89	1.2	0.01	-0.01	0
75.09	12.03	7.89	1.2	0	0	0
75.1	12.03	7.89	1.2	0	0	0
75.11	12.03	7.89	1.2	-0.01	0.01	0
75.12	12.03	7.89	1.2	-0.01	0.01	0.47
75.13	12.03	7.89	1.2	-0.01	0.01	0.47
75.14	12.03	7.89	1.2	-0.01	0.01	0.47
75.15	12.03	7.89	1.2	-0.01	0	0.47
75.16	12.03	7.89	1.2	-0.01	0.01	0.47
75.17	12.03	7.89	1.2	-0.01	0.01	0.47
75.18	12.03	7.89	1.2	0	0	0.47
75.19	12.04	7.88	1.2	0	0	0.47
75.2	12.04	7.88	1.2	0.01	-0.01	0.47
75.21	12.04	7.88	1.2	0.01	-0.01	0.47
75.22	12.04	7.88	1.2	0.01	-0.01	0.47
75.23	12.04	7.88	1.2	0.01	-0.01	0.47
75.24	12.04	7.88	1.2	0	0	0.47
75.25	12.04	7.88	1.2	0	0	0.47
75.26	12.04	7.88	1.2	0	0	0.47
75.27	12.04	7.88	1.2	0	0	0.47
75.28	12.04	7.88	1.2	0	0	0.47
75.29	12.04	7.88	1.2	0	0	0
75.3	12.04	7.88	1.2	-0.01	0.01	0
75.31	12.04	7.88	1.2	-0.01	0.01	0
75.32	12.04	7.88	1.2	-0.01	0.01	0
75.33	12.03	7.89	1.2	-0.01	0.01	0
75.34	12.03	7.89	1.2	-0.01	0.01	0
75.35	12.03	7.89	1.2	-0.01	0.01	0
75.36	12.03	7.88	1.2	-0.01	0.01	0
75.37	12.04	7.89	1.2	-0.01	0.01	0
75.38	12.04	7.89	1.2	-0.01	0.01	0
75.39	12.04	7.89	1.2	0	0.01	0
75.4	12.04	7.89	1.2	-0.01	0.01	0
75.41	12.04	7.89	1.2	0	0	0
75.42	12.04	7.89	1.2	0	0	0
75.43	12.04	7.89	1.2	0	0	0
75.44	12.04	7.88	1.2	0	-0.01	0
75.45	12.04	7.88	1.2	0.01	-0.01	0
75.46	12.04	7.88	1.2	0.01	0	0
75.47	12.04	7.88	1.2	0	0	0
75.48	12.04	7.88	1.2	0	0	0
75.49	12.04	7.89	1.2	0	0	0
75.5	12.04	7.89	1.2	0	0.01	0
75.51	12.04	7.89	1.2	-0.01	0.01	0
75.52	12.03	7.89	1.2	-0.01	0.01	0
75.53	12.03	7.89	1.2	-0.01	0.01	0
75.54	12.03	7.89	1.2	-0.01	0.02	0
75.55	12.03	7.89	1.2	-0.01	0.02	0
75.56	12.03	7.9	1.2	-0.02	0.02	0
75.57	12.03	7.89	1.2	-0.01	0.01	0
75.58	12.03	7.9	1.2	-0.01	0.02	0
75.59	12.03	7.89	1.2	-0.01	0.01	0
75.6	12.03	7.89	1.2	-0.01	0.01	0
75.61	12.03	7.89	1.2	0	0	0
75.62	12.03	7.9	1.2	0	0.01	0
75.63	12.03	7.89	1.2	0	0	0
75.64	12.03	7.89	1.2	0	0	0
75.65	12.03	7.89	1.2	0	0	0
75.66	12.03	7.89	1.2	0	0	0
75.67	12.03	7.89	1.2	-0.01	0.01	0.47
75.68	12.03	7.89	1.2	-0.01	0.01	0.47
75.69	12.03	7.9	1.2	-0.01	0.01	0.47
75.7	12.03	7.9	1.2	-0.01	0.02	0.47
75.71	12.03	7.9	1.2	-0.02	0.02	0.47
75.72	12.03	7.9	1.2	-0.02	0.02	0.47
75.73	12.03	7.89	1.2	-0.02	0.02	0.47
75.74	12.03	7.89	1.2	-0.02	0.02	0.47
75.75	12.03	7.89	1.2	-0.01	0.02	0.47
75.76	12.03	7.89	1.2	-0.01	0.02	0.47
75.77	12.03	7.89	1.2	-0.01	0.01	0.47
75.78	12.04	7.89	1.2	0	0	0.47
75.79	12.04	7.89	1.2	0	0	0.47
75.8	12.04	7.88	1.2	0	-0.01	0.47
75.81	12.04	7.89	1.2	0.01	0	0.47
75.82	12.03	7.89	1.2	0.01	0	0.47
75.83	12.03	7.89	1.2	0	-0.01	0.47
75.84	12.03	7.89	1.2	0	0	0
75.85	12.03	7.89	1.2	0	0	0
75.86	12.03	7.89	1.2	0	0	0
75.87	12.03	7.89	1.2	0	0	0
75.88	12.03	7.89	1.2	-0.01	0	0
75.89	12.03	7.89	1.2	-0.01	0.01	0
75.9	12.03	7.89	1.2	-0.01	0.01	0
75.91	12.03	7.89	1.2	-0.01	0.01	0
75.92	12.03	7.89	1.2	-0.01	0.01	0
75.93	12.03	7.89	1.2	-0.01	0.01	0
75.94	12.03	7.89	1.2	-0.01	0.01	0
75.95	12.03	7.89	1.2	-0.01	0.01	0
75.96	12.03	7.89	1.2	-0.01	0.01	0
75.97	12.03	7.89	1.2	-0.01	0.01	0
75.98	12.03	7.89	1.2	-0.01	0.01	0
75.99	12.03	7.89	1.2	-0.01	0.01	0
76	12.03	7.89	1.2	-0.01	0.01	0
76.01	12.03	7.89	1.2	-0.01	0.01	0
76.02	12.03	7.89	1.2	-0.01	0.01	0
76.03	12.03	7.89	1.2	-0.01	0.01	0.41
76.04	12.03	7.89	1.2	-0.01	0.01	0.41
76.05	12.04	7.89	1.2	-0.01	0.01	0.41
76.06	12.04	7.89	1.2	0	0	0.41
76.07	12.04	7.89	1.2	0	0	0.41
76.08	12.04	7.88	1.2	0	0	0.41
76.09	12.04	7.89	1.2	0	0	0.41
76.1	12.04	7.89	1.2	0.01	-0.01	0.41
76.11	12.04	7.89	1.2	0.01	0	0.41
76.12	12.04	7.89	1.2	0.01	-0.01	0.41
76.13	12.04	7.88	1.2	0.01	-0.01	0.41
76.14	12.04	7.88	1.2	0.01	-0.01	0.41
76.15	12.04	7.89	1.2	0.01	-0.01	0.41
76.16	12.04	7.89	1.2	0	-0.01	0.41
76.17	12.03	7.89	1.2	0	0	0.41
76.18	12.03	7.89	1.2	0	0.01	0.41
76.19	12.03	7.89	1.2	-0.01	0.01	0.41
76.2	12.03	7.89	1.2	-0.01	0.01	0
76.21	12.03	7.89	1.2	-0.01	0.01	0
76.22	12.03	7.89	1.2	-0.01	0.01	0
76.23	12.03	7.89	1.2	-0.01	0.01	0
76.24	12.03	7.89	1.2	-0.01	0.01	0
76.25	12.03	7.89	1.2	-0.01	0.01	0
76.26	12.03	7.89	1.2	-0.01	0.01	0
76.27	12.04	7.89	1.2	0	0.01	0
76.28	12.04	7.88	1.2	0	0	0
76.29	12.04	7.89	1.2	0	0	0
76.3	12.04	7.88	1.2	0	0	0
76.31	12.04	7.88	1.2	0.01	0	0
76.32	12.04	7.88	1.2	0.01	-0.01	0
76.33	12.04	7.88	1.2	0.01	-0.01	0
76.34	12.04	7.88	1.2	0.01	-0.01	0
76.35	12.04	7.88	1.2	0.01	0	0
76.36	12.04	7.88	1.2	0.01	-0.01	0
76.37	12.04	7.88	1.2	0	0	0
76.38	12.04	7.88	1.2	0	0	0
76.39	12.04	7.88	1.2	0	0	0
76.4	12.04	7.88	1.2	0	-0.01	0
76.41	12.04	7.89	1.2	0	0	0
76.42	12.04	7.89	1.2	0	0	0
76.43	12.04	7.88	1.2	0	0	0
76.44	12.04	7.88	1.2	0	0	0
76.45	12.04	7.88	1.2	0	0	0
76.46	12.04	7.88	1.2	0	0	0
76.47	12.04	7.88	1.2	0.01	-0.01	0
76.48	12.04	7.88	1.2	0.01	-0.01	0
76.49	12.04	7.88	1.2	0.01	-0.01	0
76.5	12.04	7.88	1.2	0.01	0	0
76.51	12.04	7.88	1.2	0.01	-0.01	0
76.52	12.04	7.88	1.2	0.01	-0.01	0
76.53	12.04	7.88	1.2	0.01	-0.01	0
76.54	12.04	7.88	1.2	0.01	-0.01	0
76.55	12.04	7.89	1.2	0.01	-0.01	0
76.56	12.04	7.88	1.2	0.01	-0.01	0
76.57	12.04	7.88	1.2	0.01	-0.01	0
76.58	12.04	7.88	1.2	0.01	-0.01	0
76.59	12.04	7.89	1.2	0.01	-0.01	0
76.6	12.04	7.88	1.2	0.01	-0.01	0
76.61	12.04	7.88	1.2	0.01	-0.02	0
76.62	12.04	7.88	1.2	0.01	-0.01	0
76.63	12.04	7.88	1.2	0.01	-0.01	0
76.64	12.04	7.88	1.2	0.01	-0.01	0
76.65	12.04	7.88	1.2	0.01	-0.01	0
76.66	12.04	7.88	1.2	0.01	-0.01	0
76.67	12.04	7.88	1.2	0.02	-0.02	0
76.68	12.04	7.88	1.2	0.02	-0.02	0
76.69	12.04	7.88	1.2	0.02	-0.01	0
76.7	12.04	7.88	1.2	0.01	-0.01	0
76.71	12.04	7.88	1.2	0.01	-0.02	0
76.72	12.04	7.88	1.2	0.01	-0.01	0
76.73	12.04	7.88	1.2	0.01	-0.01	0
76.74	12.04	7.88	1.2	0.01	-0.01	0
76.75	12.04	7.88	1.2	0.01	-0.01	0
76.76	12.04	7.88	1.2	0.01	-0.01	0
76.77	12.04	7.88	1.2	0.01	-0.01	0
76.78	12.04	7.88	1.2	0.01	-0.01	0
76.79	12.04	7.88	1.2	0	0	0
76.8	12.04	7.88	1.2	0.01	-0.01	0
76.81	12.04	7.88	1.2	0.01	-0.01	0
76.82	12.04	7.88	1.2	0.01	-0.01	0
76.83	12.04	7.88	1.2	0.01	-0.01	0
76.84	12.04	7.88	1.2	0.01	-0.02	0
76.85	12.04	7.88	1.2	0.01	-0.01	0
76.86	12.04	7.88	1.2	0.01	-0.01	0
76.87	12.04	7.88	1.2	0.01	-0.01	0
76.88	12.04	7.88	1.2	0.01	-0.01	0
76.89	12.05	7.88	1.2	0.02	-0.02	0
76.9	12.04	7.88	1.2	0.01	-0.01	0
76.91	12.04	7.88	1.2	0.01	-0.01	0
76.92	12.04	7.88	1.2	0.01	-0.01	0
76.93	12.04	7.88	1.2	0.01	-0.01	0
76.94	12.04	7.88	1.2	0.01	-0.01	0
76.95	12.04	7.88	1.2	0.01	-0.01	0
76.96	12.04	7.88	1.2	0.01	-0.01	0
76.97	12.04	7.88	1.2	0.01	-0.01	0
76.98	12.04	7.88	1.2	0.01	-0.01	0
76.99	12.05	7.88	1.2	0.01	-0.01	0
77	12.05	7.88	1.2	0.01	-0.01	0
77.01	12.05	7.88	1.2	0.02	-0.02	0
77.02	12.05	7.87	1.2	0.02	-0.02	0
77.03	12.05	7.87	1.2	0.02	-0.02	0
77.04	12.05	7.87	1.2	0.01	-0.02	0
77.05	12.05	7.87	1.2	0.01	-0.01	0
77.06	12.05	7.87	1.2	0.01	-0.01	0
77.07	12.04	7.88	1.2	0.01	-0.01	0
77.08	12.04	7.88	1.2	0	0	0
77.09	12.04	7.88	1.2	0	0	0
77.1	12.04	7.89	1.2	0	0	0
77.11	12.03	7.89	1.2	0	0	0
77.12	12.03	7.89	1.2	-0.01	0.01	0
77.13	12.03	7.89	1.2	-0.01	0.01	0
77.14	12.03	7.9	1.2	-0.01	0.01	0
77.15	12.02	7.9	1.2	-0.01	0.01	0
77.16	12.02	7.9	1.2	-0.01	0.01	0
77.17	12.02	7.9	1.2	-0.01	0.01	0
77.18	12.03	7.9	1.2	-0.01	0.01	0
77.19	12.03	7.89	1.2	0	0	0
77.2	12.03	7.89	1.2	0	0	0
77.21	12.03	7.89	1.2	0	0	0
77.22	12.04	7.89	1.2	0.01	0	0
77.23	12.04	7.88	1.2	0.01	-0.01	0
77.24	12.04	7.88	1.2	0.01	-0.01	0
77.25	12.04	7.88	1.2	0.01	-0.01	0
77.26	12.04	7.88	1.2	0.01	-0.01	0
77.27	12.05	7.87	1.2	0.01	-0.01	0
77.28	12.05	7.87	1.2	0.01	-0.01	0
77.29	12.05	7.87	1.2	0.01	-0.01	0
77.3	12.05	7.88	1.2	0	0	0
77.31	12.05	7.88	1.2	0	0	0
77.32	12.04	7.88	1.2	0	0	0.41
77.33	12.04	7.88	1.2	0	0	0.41
77.34	12.04	7.88	1.2	0	0	0.41
77.35	12.04	7.88	1.2	0	0	0.41
77.36	12.04	7.88	1.2	0	0	0.41
77.37	12.04	7.88	1.2	0	0	0.41
77.38	12.04	7.88	1.2	0	0	0.41
77.39	12.04	7.88	1.2	0	0	0.41
77.4	12.04	7.88	1.2	0	0	0.41
77.41	12.04	7.88	1.2	0.01	-0.01	0.41
77.42	12.04	7.88	1.2	0	0	0.41
77.43	12.04	7.88	1.2	0	0	0.41
77.44	12.04	7.88	1.2	0	0	0.41
77.45	12.04	7.88	1.2	0	0	0.41
77.46	12.04	7.88	1.2	0	0	0.41
77.47	12.04	7.88	1.2	0	0	0.41
77.48	12.04	7.88	1.2	0	0	0.41
77.49	12.04	7.88	1.2	0	0	0
77.5	12.04	7.88	1.2	0	0	0
77.51	12.04	7.88	1.2	0	0.01	0
77.52	12.04	7.88	1.2	0	0	0
77.53	12.04	7.88	1.2	0	0	0
77.54	12.04	7.88	1.2	0	0	0
77.55	12.04	7.88	1.2	0	-0.01	0
77.56	12.04	7.88	1.2	0	0	0
77.57	12.04	7.88	1.2	0	0	0
77.58	12.04	7.88	1.2	0	0	0
77.59	12.04	7.88	1.2	0	0	0
77.6	12.04	7.88	1.2	0	0	0
77.61	12.05	7.88	1.2	0	0	0
77.62	12.05	7.87	1.2	0.01	-0.01	0
77.63	12.05	7.87	1.2	0.01	-0.01	0
77.64	12.05	7.87	1.2	0.01	-0.01	0
77.65	12.05	7.87	1.2	0.01	-0.01	0
77.66	12.05	7.87	1.2	0.01	0	0
77.67	12.05	7.87	1.2	0.01	-0.01	0
77.68	12.05	7.87	1.2	0.01	-0.01	0
77.69	12.05	7.87	1.2	0.01	-0.01	0
77.7	12.05	7.87	1.2	0.01	-0.01	0
77.71	12.05	7.88	1.2	0.01	0	0
77.72	12.04	7.88	1.2	0	0	0
77.73	12.04	7.88	1.2	0	0	0
77.74	12.04	7.88	1.2	0	0	0
77.75	12.04	7.88	1.2	0	0	0
77.76	12.04	7.89	1.2	0	0.01	0
77.77	12.04	7.88	1.2	0	0	0
77.78	12.04	7.88	1.2	0	0	0
77.79	12.04	7.88	1.2	0	0	0
77.8	12.04	7.88	1.2	0	0	0
77.81	12.05	7.88	1.2	0	0	0
77.82	12.05	7.88	1.2	0	0	0
77.83	12.05	7.87	1.2	0.01	-0.01	0
77.84	12.05	7.87	1.2	0.01	-0.01	0
77.85	12.05	7.87	1.2	0.01	-0.01	0
77.86	12.05	7.87	1.2	0.01	-0.01	0
77.87	12.05	7.87	1.2	0.01	-0.01	0
77.88	12.05	7.87	1.2	0.01	-0.01	0
77.89	12.05	7.87	1.2	0.01	-0.01	0
77.9	12.05	7.87	1.2	0.01	0	0
77.91	12.05	7.88	1.2	0.01	0	0
77.92	12.05	7.87	1.2	0.01	-0.01	0
77.93	12.05	7.88	1.2	0	-0.01	0
77.94	12.04	7.88	1.2	0	0	0
77.95	12.04	7.88	1.2	0	0	0
77.96	12.04	7.88	1.2	0	0	0
77.97	12.04	7.88	1.2	0	0	0
77.98	12.04	7.88	1.2	0	0	0
77.99	12.04	7.88	1.2	0	0	0
78	12.04	7.88	1.2	0	0	0
78.01	12.05	7.88	1.2	0	0	0
78.02	12.05	7.88	1.2	0	0.01	0
78.03	12.05	7.88	1.2	0	0	0
78.04	12.05	7.88	1.2	0	0	0
78.05	12.05	7.88	1.2	0	0	0
78.06	12.05	7.87	1.2	0	0	0
78.07	12.05	7.88	1.2	0.01	-0.01	0
78.08	12.04	7.88	1.2	0.01	-0.01	0
78.09	12.04	7.88	1.2	0.01	-0.01	0
78.1	12.04	7.88	1.2	0.01	0	0
78.11	12.04	7.89	1.2	0.01	0	0.41
78.12	12.04	7.89	1.2	0.01	-0.01	0.41
78.13	12.04	7.89	1.2	0.01	-0.01	0.41
78.14	12.04	7.89	1.2	0.01	-0.01	0.41
78.15	12.04	7.89	1.2	0.01	-0.02	0.41
78.16	12.04	7.88	1.2	0.01	-0.02	0.41
78.17	12.04	7.88	1.2	0.01	-0.02	0.41
78.18	12.04	7.89	1.2	0.01	-0.01	0.41
78.19	12.04	7.88	1.2	0.01	-0.01	0.41
78.2	12.04	7.88	1.2	0.01	-0.01	0.41
78.21	12.04	7.88	1.2	0.01	-0.01	0.41
78.22	12.05	7.88	1.2	0.01	-0.01	0.41
78.23	12.05	7.88	1.2	0.01	0	0.41
78.24	12.05	7.87	1.2	0.01	0	0.41
78.25	12.05	7.87	1.2	0	-0.01	0.41
78.26	12.05	7.88	1.2	0	0	0.41
78.27	12.05	7.88	1.2	0	0	0.41
78.28	12.05	7.88	1.2	0	0	0
78.29	12.04	7.88	1.2	0	0	0
78.3	12.05	7.88	1.2	0	0	0
78.31	12.05	7.88	1.2	0	0	0
78.32	12.05	7.88	1.2	0	0	0
78.33	12.04	7.88	1.2	0	0	0
78.34	12.04	7.88	1.2	0	0	0
78.35	12.04	7.88	1.2	0	0	0
78.36	12.04	7.88	1.2	0	0	0
78.37	12.04	7.88	1.2	0	0	0
78.38	12.05	7.88	1.2	0	-0.01	0
78.39	12.05	7.88	1.2	0	0	0
78.4	12.05	7.87	1.2	0	-0.01	0
78.41	12.05	7.88	1.2	0	-0.01	0
78.42	12.04	7.88	1.2	0	0	0
78.43	12.04	7.88	1.2	0	0	0
78.44	12.05	7.87	1.2	0	-0.01	0
78.45	12.05	7.88	1.2	0	0	0
78.46	12.05	7.88	1.2	0	-0.01	0
78.47	12.05	7.87	1.2	0	0	0
78.48	12.05	7.87	1.2	0	-0.01	0
78.49	12.05	7.87	1.2	0.01	-0.01	0
78.5	12.05	7.87	1.2	0.01	-0.01	0
78.51	12.05	7.87	1.2	0.01	-0.01	0
78.52	12.05	7.87	1.2	0.01	-0.01	0
78.53	12.05	7.87	1.2	0.01	-0.01	0
78.54	12.05	7.87	1.2	0.01	0	0
78.55	12.05	7.87	1.2	0.01	-0.01	0
78.56	12.05	7.87	1.2	0.01	-0.01	0
78.57	12.05	7.88	1.2	0	-0.01	0
78.58	12.04	7.88	1.2	0	0	0
78.59	12.04	7.88	1.2	0	0	0
78.6	12.04	7.88	1.2	-0.01	0	0
78.61	12.04	7.88	1.2	-0.01	0.01	0
78.62	12.04	7.89	1.2	-0.01	0.02	0
78.63	12.04	7.88	1.2	-0.01	0.01	0
78.64	12.04	7.88	1.2	-0.01	0.01	0
78.65	12.04	7.88	1.2	-0.01	0.01	0
78.66	12.04	7.88	1.2	-0.01	0.01	0
78.67	12.04	7.88	1.2	-0.01	0.01	0
78.68	12.04	7.88	1.2	-0.01	0	0
78.69	12.05	7.88	1.2	0	0.01	0
78.7	12.05	7.88	1.2	0	0	0
78.71	12.05	7.88	1.2	0	-0.01	0
78.72	12.05	7.88	1.2	0.01	0	0
78.73	12.05	7.88	1.2	0.01	-0.01	0.41
78.74	12.05	7.88	1.2	0.01	-0.01	0.41
78.75	12.04	7.88	1.2	0.01	0	0.41
78.76	12.04	7.88	1.2	0	0	0.41
78.77	12.04	7.88	1.2	0	-0.01	0.41
78.78	12.04	7.88	1.2	0	0	0.41
78.79	12.04	7.88	1.2	0	0.01	0.41
78.8	12.04	7.88	1.2	0	0	0.41
78.81	12.05	7.88	1.2	0	0	0.41
78.82	12.05	7.88	1.2	0	0.01	0.41
78.83	12.05	7.87	1.2	0	0	0.41
78.84	12.05	7.87	1.2	0	0	0.41
78.85	12.05	7.87	1.2	0	0	0.41
78.86	12.05	7.87	1.2	0	0	0.41
78.87	12.05	7.87	1.2	0	0	0.41
78.88	12.05	7.87	1.2	0	0	0.41
78.89	12.05	7.87	1.2	0	0	0.41
78.9	12.05	7.87	1.2	0	0	0
78.91	12.05	7.87	1.2	0	0	0
78.92	12.05	7.87	1.2	0	0	0
78.93	12.05	7.87	1.2	0.01	-0.01	0
78.94	12.05	7.87	1.2	0.01	-0.01	0
78.95	12.05	7.87	1.2	0.01	-0.01	0
78.96	12.05	7.87	1.2	0.01	-0.01	0
78.97	12.05	7.87	1.2	0.01	-0.01	0
78.98	12.06	7.87	1.2	0.01	-0.01	0
78.99	12.06	7.86	1.2	0.01	-0.01	0
79	12.06	7.86	1.2	0.01	-0.02	0
79.01	12.06	7.86	1.2	0.02	-0.02	0
79.02	12.06	7.86	1.2	0.01	-0.01	0
79.03	12.06	7.87	1.2	0.01	-0.01	0
79.04	12.06	7.87	1.2	0.01	-0.01	0
79.05	12.05	7.87	1.2	0.01	-0.01	0
79.06	12.05	7.87	1.2	0.01	-0.01	0
79.07	12.05	7.87	1.2	0.01	-0.01	0
79.08	12.05	7.87	1.2	0.01	-0.01	0
79.09	12.05	7.88	1.2	0.01	0	0
79.1	12.05	7.88	1.2	0.01	-0.01	0
79.11	12.05	7.88	1.2	0.01	-0.01	0
79.12	12.05	7.88	1.2	0.01	-0.01	0
79.13	12.05	7.88	1.2	0.01	-0.01	0
79.14	12.05	7.88	1.2	0.01	-0.01	0
79.15	12.05	7.88	1.2	0.01	-0.01	0
79.16	12.05	7.88	1.2	0.01	-0.01	0
79.17	12.05	7.88	1.2	0.01	-0.01	0
79.18	12.05	7.88	1.2	0.01	0	0
79.19	12.05	7.88	1.2	0	-0.01	0
79.2	12.04	7.88	1.2	0	0	0
79.21	12.04	7.88	1.2	0	0	0
79.22	12.04	7.89	1.2	-0.01	0.01	0
79.23	12.04	7.88	1.2	-0.01	0.01	0
79.24	12.04	7.88	1.2	-0.01	0.01	0
79.25	12.04	7.88	1.2	-0.01	0.01	0
79.26	12.04	7.88	1.2	-0.01	0.01	0
79.27	12.04	7.88	1.2	-0.01	0.01	0
79.28	12.04	7.88	1.2	-0.01	0	0
79.29	12.04	7.89	1.2	-0.01	0.01	0
79.3	12.04	7.89	1.2	-0.01	0.01	0
79.31	12.04	7.88	1.2	-0.01	0.01	0
79.32	12.04	7.88	1.2	0	0	0
79.33	12.04	7.88	1.2	0	0	0
79.34	12.04	7.88	1.2	0	0	0
79.35	12.04	7.88	1.2	0	0	0
79.36	12.04	7.88	1.2	0	0	0
79.37	12.05	7.88	1.2	0	0	0
79.38	12.05	7.88	1.2	0	0	0
79.39	12.05	7.87	1.2	0	0	0
79.4	12.05	7.87	1.2	0	0	0
79.41	12.05	7.87	1.2	0.01	0	0
79.42	12.05	7.87	1.2	0.01	-0.01	0
79.43	12.05	7.87	1.2	0.01	0	0
79.44	12.05	7.87	1.2	0.01	-0.01	0
79.45	12.05	7.87	1.2	0.01	-0.01	0
79.46	12.05	7.87	1.2	0.01	0	0.47
79.47	12.05	7.87	1.2	0	0	0.47
79.48	12.05	7.87	1.2	0	0	0.47
79.49	12.05	7.87	1.2	0	0	0.47
79.5	12.05	7.87	1.2	0	0	0.47
79.51	12.05	7.87	1.2	0	0	0.47
79.52	12.05	7.87	1.2	0	0	0.47
79.53	12.05	7.87	1.2	0	0	0.47
79.54	12.05	7.87	1.2	0	0	0.47
79.55	12.05	7.88	1.2	0	0.01	0.47
79.56	12.05	7.88	1.2	0	0	0.47
79.57	12.05	7.88	1.2	0	0	0.47
79.58	12.05	7.88	1.2	0	0	0.47
79.59	12.05	7.88	1.2	0.01	0	0.47
79.6	12.05	7.88	1.2	0.01	0	0.47
79.61	12.05	7.88	1.2	0.01	-0.01	0.47
79.62	12.05	7.88	1.2	0.01	0	0.47
79.63	12.05	7.87	1.2	0.01	-0.01	0
79.64	12.05	7.88	1.2	0.01	-0.01	0
79.65	12.05	7.87	1.2	0.01	-0.01	0
79.66	12.05	7.87	1.2	0.01	-0.01	0
79.67	12.05	7.87	1.2	0.01	0	0
79.68	12.05	7.87	1.2	0.01	-0.01	0.41
79.69	12.05	7.87	1.2	0	0	0.41
79.7	12.05	7.87	1.2	0	-0.01	0.41
79.71	12.05	7.87	1.2	0	-0.01	0.41
79.72	12.05	7.88	1.2	0	0	0.82
79.73	12.04	7.88	1.2	0	0	0.82
79.74	12.04	7.88	1.2	0	0	0.82
79.75	12.04	7.88	1.2	0	0	0.82
79.76	12.04	7.88	1.2	0	0	0.82
79.77	12.04	7.88	1.2	0	0.01	0.82
79.78	12.04	7.89	1.2	-0.01	0	0.82
79.79	12.04	7.88	1.2	-0.01	0.01	0.82
79.8	12.04	7.88	1.2	-0.01	0.01	0.82
79.81	12.04	7.88	1.2	-0.01	0.01	0.82
79.82	12.04	7.88	1.2	-0.01	0.01	0.82
79.83	12.04	7.88	1.2	-0.01	0.01	0.82
79.84	12.04	7.88	1.2	-0.01	0.01	0.82
79.85	12.04	7.88	1.2	-0.01	0.02	0.41
79.86	12.04	7.88	1.2	-0.01	0.02	0.41
79.87	12.04	7.88	1.2	-0.01	0.02	0.41
79.88	12.04	7.88	1.2	-0.01	0.01	0.41
79.89	12.04	7.89	1.2	-0.01	0.01	0
79.9	12.04	7.89	1.2	-0.01	0.01	0
79.91	12.04	7.89	1.2	-0.01	0.01	0
79.92	12.04	7.88	1.2	-0.01	0.01	0
79.93	12.04	7.89	1.2	-0.01	0.02	0
79.94	12.04	7.89	1.2	-0.01	0.01	0
79.95	12.04	7.88	1.2	-0.01	0.01	0
