summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2009-06-30,2.9565709
2009-07-01,2.607601
2009-07-02,3.0557694
2009-07-03,2.2187316
2009-07-04,2.8332262
2009-07-05,3.7523575
2009-07-06,1.9082513
2009-07-07,1.9951735
2009-07-08,2.4652479
2009-07-09,3.0696244
2009-07-10,3.1725137
2009-07-11,3.4277236
2009-07-12,1.8745623
2009-07-13,2.4848385
2009-07-14,2.2607605
2009-07-15,2.924716
2009-07-16,2.4206183
2009-07-17,1.7084775
2009-07-18,1.8990515
2009-07-19,2.5093524
2009-07-20,2.7523913
2009-07-21,2.0772893
2009-07-22,2.2094824
2009-07-23,2.143362
2009-07-24,2.3094392
2009-07-25,3.1329021
2009-07-26,2.1506815
2009-07-27,2.4972334
2009-07-28,2.1206043
2009-07-29,2.6956818
2009-07-30,3.173594
2009-07-31,2.1832042
2009-08-01,2.2543478
2009-08-02,2.7022128
2009-08-03,1.9684569
2009-08-04,1.9859052
2009-08-05,3.6030798
2009-08-06,3.0553372
2009-08-07,2.4615588
2009-08-08,1.8265293
2009-08-09,1.6757611
2009-08-10,1.8215816
2009-08-11,1.5089449
2009-08-12,1.9895432
2009-08-13,2.1118863
2009-08-14,0.5138246
2009-08-15,2.1173503
2009-08-16,2.22453
2009-08-17,1.8488824
2009-08-18,1.1627623
2009-08-19,1.1779243
2009-08-20,1.5690581
2009-08-21,2.4832764
2009-08-22,2.3338885
2009-08-23,1.1822162
2009-08-24,2.672025
2009-08-25,2.3600326
2009-08-26,1.0717766
2009-08-27,1.3744833
2009-08-28,2.064846
2009-08-29,2.2145748
2009-08-30,1.1956103
2009-08-31,0.8777337
2009-09-01,1.698736
2009-09-02,1.3465075
2009-09-03,1.1526567
2009-09-04,1.6445608
2009-09-05,1.2179525
2009-09-06,1.3098869
2009-09-07,1.8801006
2009-09-08,1.3870828
2009-09-09,2.071845
2009-09-10,1.4104928
2009-09-11,1.3212261
2009-09-12,1.8302803
2009-09-13,1.3958504
2009-09-14,1.081277
2009-09-15,1.3171974
2009-09-16,1.2640288
2009-09-17,1.1268722
2009-09-18,1.0529228
2009-09-19,1.1937544
2009-09-20,1.5258564
2009-09-21,1.101911
2009-09-22,1.9203374
2009-09-23,1.6976471
2009-09-24,1.1958928
2009-09-25,1.3688076
2009-09-26,1.242878
2009-09-27,1.0871212
2009-09-28,0.8349687
2009-09-29,0.12749276
2009-09-30,0.6994805
2009-10-01,1.2153037
2009-10-02,0.668609
2009-10-03,1.811619
2009-10-04,1.0775442
2009-10-05,0.6546807
2009-10-06,0.95144427
2009-10-07,0.9364158
2009-10-08,0.90340805
2009-10-09,1.1172156
2009-10-10,0.5404913
2009-10-11,1.2707622
2009-10-12,0.34962717
2009-10-13,0.03699068
2009-10-14,0.21497132
2009-10-15,0.27356628
2009-10-16,0.4318162
2009-10-17,0.3531106
2009-10-18,0.41977626
2009-10-19,0.33940488
2009-10-20,1.295228
2009-10-21,0.5870845
2009-10-22,0.6523208
2009-10-23,0.33387303
