summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2006-06-30,1.9755247
2006-07-01,3.2774258
2006-07-02,2.273231
2006-07-03,2.0263612
2006-07-04,2.996255
2006-07-05,3.6429827
2006-07-06,2.9002051
2006-07-07,2.9777055
2006-07-08,2.3366778
2006-07-09,2.0349927
2006-07-10,1.9688449
2006-07-11,3.0281694
2006-07-12,2.2545817
2006-07-13,3.2174563
2006-07-14,4.0953374
2006-07-15,4.3286734
2006-07-16,3.751529
2006-07-17,4.0765367
2006-07-18,4.0632687
2006-07-19,4.6751823
2006-07-20,2.3877559
2006-07-21,1.7827334
2006-07-22,2.6512039
2006-07-23,2.8839326
2006-07-24,2.7105238
2006-07-25,3.9689426
2006-07-26,3.360317
2006-07-27,2.932085
2006-07-28,1.9877973
2006-07-29,1.6158957
2006-07-30,3.3228424
2006-07-31,1.9952118
2006-08-01,1.8018842
2006-08-02,1.998581
2006-08-03,2.9088361
2006-08-04,1.294307
2006-08-05,1.9764699
2006-08-06,1.7847934
2006-08-07,2.5744994
2006-08-08,1.4949421
2006-08-09,2.5132546
2006-08-10,2.3353417
2006-08-11,2.2137804
2006-08-12,2.0344813
2006-08-13,2.0172307
2006-08-14,2.2483408
2006-08-15,1.2171803
2006-08-16,1.8417792
2006-08-17,1.694562
2006-08-18,1.269167
2006-08-19,1.4376335
2006-08-20,1.5649412
2006-08-21,1.7292666
2006-08-22,1.6271242
2006-08-23,1.810682
2006-08-24,2.2937353
2006-08-25,1.305435
2006-08-26,1.3128766
2006-08-27,1.8887826
2006-08-28,2.0934308
2006-08-29,2.1379967
2006-08-30,1.8242807
2006-08-31,1.9107317
2006-09-01,1.6387255
2006-09-02,1.2267936
2006-09-03,1.499217
2006-09-04,1.6845493
2006-09-05,0.80361307
2006-09-06,1.5601746
2006-09-07,1.799688
2006-09-08,1.8507694
2006-09-09,2.044893
2006-09-10,1.749826
2006-09-11,1.3057419
2006-09-12,1.2328858
2006-09-13,2.0126953
2006-09-14,0.18119222
2006-09-15,1.4558775
2006-09-16,1.5422635
2006-09-17,0.8353057
2006-09-18,1.0129312
2006-09-19,1.8676978
2006-09-20,1.218819
2006-09-21,1.9641135
2006-09-22,1.8337687
2006-09-23,1.3465164
2006-09-24,0.62488294
2006-09-25,0.67037547
2006-09-26,0.8867512
2006-09-27,0.9092757
2006-09-28,1.3657639
2006-09-29,0.5446226
2006-09-30,0.97522795
2006-10-01,0.5958624
2006-10-02,0.6137111
2006-10-03,0.7159242
2006-10-04,0.72230446
2006-10-05,0.24401525
2006-10-06,1.1922586
2006-10-07,1.491137
2006-10-08,1.1328549
2006-10-09,1.0885766
2006-10-10,0.62470305
2006-10-11,0.6621102
2006-10-12,1.011997
2006-10-13,0.6176939
2006-10-14,0.6490581
2006-10-15,0.42344105
2006-10-16,0.4583389
2006-10-17,0.36690438
2006-10-18,0.23581138
2006-10-19,0.35290027
2006-10-20,0.31133163
2006-10-21,0.16579889
2006-10-22,0.2682499
2006-10-23,0.16234465
2006-10-24,0.16522741
2006-10-25,0.15018281
2006-10-26,1.0416659
2006-10-27,0.31649888
2006-10-28,0.5595744
2006-10-29,0.59099
2006-10-30,0.6551869
2006-10-31,1.5441426
2006-11-01,0.2552875
2006-11-02,0
2006-11-03,0.13272405
2006-11-04,0.70653266
2006-11-05,1.1209921
2006-11-06,1.0881193
2006-11-07,0.24326222
2006-11-08,0.39465243
2006-11-09,0.4348161
2006-11-10,0.72264934
2006-11-11,1.2713685
2006-11-12,0.7938412
2006-11-13,1.2610992
2006-11-14,0.9754638
2006-11-15,0.15102564
2006-11-16,0.4078108
2006-11-17,0.3539655
2006-11-18,0.31590042
2006-11-19,0.58043677
2006-11-20,1.2580154
2006-11-21,1.0347916
2006-11-22,0.061793406
2006-11-23,0.70108044
2006-11-24,0.6318875
2006-11-25,0.6255243
2006-11-26,0.30407256
2006-11-27,1.2797351
2006-11-28,0.6617373
2006-11-29,0.89815855
2006-11-30,1.4566064
2006-12-01,0.9644022
2006-12-02,1.0685912
2006-12-03,1.2989702
2006-12-04,1.199559
2006-12-05,0.38020137
2006-12-06,0.15480843
2006-12-07,0.5523186
2006-12-08,0.20400551
2006-12-09,0.27463406
2006-12-10,0.76848006
2006-12-11,1.1413383
2006-12-12,1.2780828
2006-12-13,0.72080743
2006-12-14,0.6595524
2006-12-15,0.40660632
2006-12-16,0.09941413
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0.2969895
2006-12-22,0.07346891
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0.96149623
2006-12-30,0.8045697
2006-12-31,1.0239358
2007-01-01,0.87722397
2007-01-02,0.46718407
2007-01-03,0.7232864
2007-01-04,1.019039
2007-01-05,0.6312223
2007-01-06,0.54419696
2007-01-07,0.3424053
2007-01-08,0.3743168
2007-01-09,1.0336607
2007-01-10,0.44194257
2007-01-11,1.5515207
2007-01-12,1.3526402
2007-01-13,0.96282256
2007-01-14,1.2194031
2007-01-15,1.3435509
2007-01-16,0
