summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
1998-11-01,0.22026445
1998-11-02,0.23119548
1998-11-03,0.56228364
1998-11-04,0.22930075
1998-11-05,0.7189686
1998-11-06,0.1630102
1998-11-07,1.1359079
1998-11-08,0.8690131
1998-11-09,1.7428848
1998-11-10,0.85614985
1998-11-11,0.67668885
1998-11-12,0.64286405
1998-11-13,0.2759225
1998-11-14,0.4842943
1998-11-15,0.12251728
1998-11-16,0
1998-11-17,0.009212599
1998-11-18,0
1998-11-19,0.2792864
1998-11-20,0.5251791
1998-11-21,1.0528761
1998-11-22,0.24571438
1998-11-23,0.21988103
1998-11-24,0.2781339
1998-11-25,0.3388897
1998-11-26,0.6494052
1998-11-27,0.021899283
1998-11-28,0.17513384
1998-11-29,0
1998-11-30,0
1998-12-01,0
1998-12-02,0
1998-12-03,0.033150733
1998-12-04,0.15806356
1998-12-05,0
1998-12-06,0
1998-12-07,0.15082228
1998-12-08,0.4704868
1998-12-09,0.5578885
1998-12-10,0.55589205
1998-12-11,0.13007002
1998-12-12,0.29484454
1998-12-13,0.6637673
1998-12-14,0.9427043
1998-12-15,0.8453337
1998-12-16,1.1457334
1998-12-17,1.0583408
1998-12-18,0.4466597
1998-12-19,0.10589208
1998-12-20,0
1998-12-21,0.07029718
1998-12-22,0.40270427
1998-12-23,0.5909273
1998-12-24,0.7443565
1998-12-25,0.8683796
1998-12-26,1.0744066
1998-12-27,0.9722526
1998-12-28,0.022924533
1998-12-29,0.7817857
1998-12-30,0.9384636
1998-12-31,0.66741216
1999-01-01,0.8325889
1999-01-02,1.0257716
1999-01-03,0.787255
1999-01-04,1.7133975
1999-01-05,0.067849
1999-01-06,0
1999-01-07,0
1999-01-08,0
1999-01-09,0
1999-01-10,0
1999-01-11,0
1999-01-12,0.44758475
1999-01-13,0.75351846
1999-01-14,1.1408243
1999-01-15,1.0775092
1999-01-16,0.92076516
1999-01-17,1.065383
1999-01-18,0.916642
1999-01-19,1.0250509
1999-01-20,0.24158981
1999-01-21,0.3092968
1999-01-22,0.68860674
1999-01-23,0.853111
1999-01-24,0.63940406
1999-01-25,0.34229574
1999-01-26,0.40399793
1999-01-27,0.14427727
1999-01-28,0.28989896
1999-01-29,0
1999-01-30,0
1999-01-31,0
1999-02-01,0.076107055
1999-02-02,0.5165035
1999-02-03,0.7827835
1999-02-04,1.3691382
1999-02-05,1.1602197
1999-02-06,0.6082442
1999-02-07,0.5300404
1999-02-08,0.08281072
1999-02-09,0.41169268
1999-02-10,0.3191468
1999-02-11,0.14443891
1999-02-12,0.27426574
1999-02-13,0.20689304
1999-02-14,0.76924896
1999-02-15,1.0209768
1999-02-16,1.3267787
1999-02-17,0.37845635
1999-02-18,0.4157066
1999-02-19,1.1861428
1999-02-20,0.88829315
1999-02-21,0.9088725
1999-02-22,1.3628938
1999-02-23,0.523919
1999-02-24,0.6038517
1999-02-25,0.767975
1999-02-26,1.1641719
1999-02-27,1.2272311
1999-02-28,1.0831482
1999-03-01,0.54605854
1999-03-02,0.4367371
1999-03-03,0.44739932
1999-03-04,1.0218238
1999-03-05,1.0376791
1999-03-06,0.47481614
1999-03-07,0.95642895
1999-03-08,0.49349856
1999-03-09,0.5087844
1999-03-10,0.7141001
1999-03-11,1.1538227
1999-03-12,0.970774
1999-03-13,1.3383245
1999-03-14,1.3736641
1999-03-15,1.019778
1999-03-16,0.8763502
1999-03-17,1.0207047
1999-03-18,1.5908573
1999-03-19,1.5602177
1999-03-20,1.0781801
1999-03-21,1.4032158
1999-03-22,0.84799916
1999-03-23,0.9002742
1999-03-24,1.6711123
1999-03-25,1.3958484
1999-03-26,1.1601264
1999-03-27,1.2772974
1999-03-28,0.95067906
1999-03-29,1.8468509
1999-03-30,2.0590866
1999-03-31,0.97454727
1999-04-01,2.0511649
1999-04-02,1.3577113
1999-04-03,1.0513682
1999-04-04,0.9044328
1999-04-05,1.2340626
1999-04-06,1.2135065
1999-04-07,1.6531891
1999-04-08,1.0931499
1999-04-09,1.7106218
1999-04-10,2.2173152
1999-04-11,1.5805626
1999-04-12,1.649468
1999-04-13,1.8049711
1999-04-14,1.4709404
1999-04-15,1.6553638
1999-04-16,1.539648
1999-04-17,1.8067855
1999-04-18,1.4632223
1999-04-19,1.8340079
1999-04-20,1.2953999
1999-04-21,1.5071065
1999-04-22,1.5532572
1999-04-23,2.0716622
1999-04-24,1.8944104
1999-04-25,1.9167793
1999-04-26,1.7979859
1999-04-27,2.592228
1999-04-28,2.225628
1999-04-29,2.7010934
1999-04-30,2.5307238
1999-05-01,2.826792
1999-05-02,1.8162348
1999-05-03,2.632478
1999-05-04,2.9961214
1999-05-05,3.0558834
1999-05-06,1.3893063
1999-05-07,2.053304
1999-05-08,1.5994413
1999-05-09,1.4335221
1999-05-10,2.5183325
1999-05-11,1.8469455
1999-05-12,1.8723712
1999-05-13,1.7591518
1999-05-14,2.5481853
1999-05-15,2.0053446
1999-05-16,1.5985923
1999-05-17,2.784524
1999-05-18,3.824228
1999-05-19,3.6739287
1999-05-20,3.329286
1999-05-21,2.7744405
1999-05-22,2.7467346
1999-05-23,2.320869
1999-05-24,3.3283577
1999-05-25,2.3975353
1999-05-26,1.8924
1999-05-27,2.4100819
1999-05-28,0.65714145
1999-05-29,2.168516
1999-05-30,2.331921
1999-05-31,2.7321506
1999-06-01,1.9861234
1999-06-02,1.833924
1999-06-03,1.3444569
1999-06-04,2.1447446
1999-06-05,2.4751635
1999-06-06,1.9337051
1999-06-07,2.4106166
1999-06-08,3.0372925
1999-06-09,3.4238071
1999-06-10,2.744097
1999-06-11,2.3891113
1999-06-12,1.7168801
1999-06-13,0.81524336
1999-06-14,2.2844563
1999-06-15,2.343299
1999-06-16,2.4905877
1999-06-17,3.3653088
1999-06-18,2.0412283
1999-06-19,1.5867534
1999-06-20,3.127669
1999-06-21,3.0268369
1999-06-22,2.1675398
1999-06-23,2.7854571
1999-06-24,3.9707732
1999-06-25,3.9045877
1999-06-26,3.7473063
1999-06-27,1.7934897
1999-06-28,2.606259
1999-06-29,2.4086223
1999-06-30,1.8950055
