summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
1998-06-30,1.913346
1998-07-01,2.7905958
1998-07-02,2.4924648
1998-07-03,2.9441214
1998-07-04,2.1710382
1998-07-05,2.1777146
1998-07-06,2.5397604
1998-07-07,3.4047437
1998-07-08,1.673896
1998-07-09,2.4856112
1998-07-10,1.8523507
1998-07-11,3.1992466
1998-07-12,1.361238
1998-07-13,2.5579054
1998-07-14,2.7174559
1998-07-15,2.3115103
1998-07-16,2.664235
1998-07-17,2.909165
1998-07-18,2.8324716
1998-07-19,0.83527726
1998-07-20,2.4379528
1998-07-21,2.0138726
1998-07-22,2.4593265
1998-07-23,2.0918593
1998-07-24,2.9936419
1998-07-25,1.7680562
1998-07-26,1.4400243
1998-07-27,1.6950779
1998-07-28,1.5658047
1998-07-29,1.6327302
1998-07-30,1.9276454
1998-07-31,2.5667987
1998-08-01,2.4803607
1998-08-02,2.155396
1998-08-03,2.222117
1998-08-04,2.3483405
1998-08-05,2.6256738
1998-08-06,1.7671818
1998-08-07,1.2853117
1998-08-08,2.549114
1998-08-09,1.9922446
1998-08-10,1.7003881
1998-08-11,1.8479893
1998-08-12,1.8602257
1998-08-13,1.5519004
1998-08-14,1.8049065
1998-08-15,2.6078632
1998-08-16,1.042993
1998-08-17,2.2106087
1998-08-18,1.86591
1998-08-19,1.7554712
1998-08-20,1.6369257
1998-08-21,2.1670532
1998-08-22,2.4097729
1998-08-23,1.2433987
1998-08-24,2.1169207
1998-08-25,1.19683
1998-08-26,1.8561432
1998-08-27,1.6902647
1998-08-28,1.0608284
1998-08-29,1.6875366
1998-08-30,2.1940742
1998-08-31,2.4417439
1998-09-01,1.2074728
1998-09-02,1.6315928
1998-09-03,1.0514753
1998-09-04,1.1476343
1998-09-05,1.1786182
1998-09-06,1.4698349
1998-09-07,2.4645252
1998-09-08,1.358829
1998-09-09,1.121135
1998-09-10,0.9770451
1998-09-11,1.7240286
1998-09-12,1.2176187
1998-09-13,1.4275787
1998-09-14,1.5303634
1998-09-15,1.3608968
1998-09-16,1.7880331
1998-09-17,1.1657107
1998-09-18,1.521553
1998-09-19,1.3642248
1998-09-20,1.6138443
1998-09-21,1.3646301
1998-09-22,0.82574934
1998-09-23,1.1888796
1998-09-24,0.9913067
1998-09-25,0.8476588
1998-09-26,0.77882946
1998-09-27,0.59063405
1998-09-28,0.41538718
1998-09-29,0.7558086
1998-09-30,0.52738965
1998-10-01,0.9657124
1998-10-02,0.66070217
1998-10-03,0.6528303
1998-10-04,0.93685937
1998-10-05,0.79288596
1998-10-06,0.8513722
1998-10-07,0.45903948
1998-10-08,0.6456794
1998-10-09,1.1082873
1998-10-10,1.1356233
1998-10-11,1.3911121
1998-10-12,1.4153631
1998-10-13,0.51966465
1998-10-14,1.3157568
1998-10-15,1.1179967
1998-10-16,0.37734854
1998-10-17,1.0629618
1998-10-18,0.69789505
1998-10-19,0.64286685
1998-10-20,0.22867465
1998-10-21,0.9185813
1998-10-22,1.1675704
1998-10-23,0.94629335
1998-10-24,0.7350898
1998-10-25,1.3688
1998-10-26,0.75105894
1998-10-27,1.3098962
1998-10-28,1.2077479
1998-10-29,1.0051732
1998-10-30,0.5826918
1998-10-31,0.0528631
