summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
1999-06-30,1.8950055
1999-07-01,2.5859916
1999-07-02,1.7578384
1999-07-03,1.6749034
1999-07-04,2.0833955
1999-07-05,3.0940022
1999-07-06,1.90101
1999-07-07,1.661232
1999-07-08,3.2572649
1999-07-09,4.1565757
1999-07-10,1.8327461
1999-07-11,3.640849
1999-07-12,3.8797526
1999-07-13,1.7122641
1999-07-14,2.747907
1999-07-15,2.6506267
1999-07-16,2.0266495
1999-07-17,1.9121255
1999-07-18,1.5595484
1999-07-19,1.4824225
1999-07-20,1.5692041
1999-07-21,1.7967117
1999-07-22,3.178238
1999-07-23,2.5361304
1999-07-24,2.1488123
1999-07-25,2.015012
1999-07-26,3.8197722
1999-07-27,3.8357985
1999-07-28,3.1392176
1999-07-29,3.151684
1999-07-30,3.6314983
1999-07-31,3.396249
1999-08-01,3.170049
1999-08-02,2.2687945
1999-08-03,2.3672376
1999-08-04,2.6242101
1999-08-05,2.096043
1999-08-06,2.695635
1999-08-07,0.8888815
1999-08-08,2.253737
1999-08-09,1.9466172
1999-08-10,1.9666336
1999-08-11,1.5402374
1999-08-12,1.8763435
1999-08-13,1.6393723
1999-08-14,1.8319807
1999-08-15,2.028637
1999-08-16,2.6171355
1999-08-17,1.3603952
1999-08-18,2.2084813
1999-08-19,2.1963873
1999-08-20,1.4342006
1999-08-21,1.9917965
1999-08-22,2.4299653
1999-08-23,2.3771567
1999-08-24,2.4425182
1999-08-25,1.1728711
1999-08-26,1.4587063
1999-08-27,1.7935905
1999-08-28,1.9850693
1999-08-29,1.5581131
1999-08-30,1.4537458
1999-08-31,1.0785334
1999-09-01,0.647493
1999-09-02,1.9888053
1999-09-03,1.5487416
1999-09-04,1.4361569
1999-09-05,1.4090466
1999-09-06,0.95998764
1999-09-07,1.7204905
1999-09-08,1.5631232
1999-09-09,2.4925005
1999-09-10,2.5170155
1999-09-11,0.9495315
1999-09-12,1.392398
1999-09-13,1.5240846
1999-09-14,1.5233684
1999-09-15,1.9097507
1999-09-16,0.9923312
1999-09-17,1.2134304
1999-09-18,1.7403817
1999-09-19,1.6922022
1999-09-20,1.0190623
1999-09-21,1.638485
1999-09-22,1.2187479
1999-09-23,0.9819299
1999-09-24,0.8206972
1999-09-25,0.8551322
1999-09-26,0.63261616
1999-09-27,0.60539335
1999-09-28,0.720423
1999-09-29,0.58579445
1999-09-30,0.7422581
1999-10-01,1.1776361
1999-10-02,1.0362196
1999-10-03,1.3498276
1999-10-04,1.1007345
1999-10-05,0.41737533
1999-10-06,0.67918074
1999-10-07,0.87097335
1999-10-08,0.45049837
1999-10-09,0.49708685
1999-10-10,0.99891126
1999-10-11,1.5213975
1999-10-12,0.5908507
1999-10-13,0.60672164
1999-10-14,0.2689584
1999-10-15,0.6648751
1999-10-16,0.3683637
1999-10-17,0.7481548
1999-10-18,0.79699105
1999-10-19,0.86633533
1999-10-20,1.1969837
1999-10-21,1.6362007
1999-10-22,0.6965448
1999-10-23,0.38018113
1999-10-24,0.3500536
1999-10-25,0.5241644
1999-10-26,0.38386995
1999-10-27,1.0861571
1999-10-28,0.8298563
1999-10-29,0.73946345
1999-10-30,1.6939085
1999-10-31,1.8239217
1999-11-01,1.0301586
1999-11-02,0.946809
1999-11-03,1.1413206
1999-11-04,1.4022563
1999-11-05,0.41937232
1999-11-06,0.89279526
1999-11-07,0.06932202
1999-11-08,0.06126303
1999-11-09,0
1999-11-10,0
1999-11-11,0
1999-11-12,0
1999-11-13,0
1999-11-14,0
1999-11-15,0.13560359
1999-11-16,0.24529716
1999-11-17,0.29740453
1999-11-18,0.23439579
1999-11-19,0.08653531
1999-11-20,0
1999-11-21,0
1999-11-22,0.20026587
1999-11-23,0.862296
1999-11-24,0.5107222
1999-11-25,0.47144938
1999-11-26,1.4903854
1999-11-27,0.8200329
1999-11-28,0.70729643
1999-11-29,0
1999-11-30,1.318658
1999-12-01,1.054336
1999-12-02,0.81940234
1999-12-03,0.5862399
1999-12-04,0.5449213
1999-12-05,0.10582929
1999-12-06,0.8387221
1999-12-07,0.95416653
1999-12-08,0.95139086
1999-12-09,0.52834666
1999-12-10,0
1999-12-11,0
1999-12-12,0
1999-12-13,0
1999-12-14,0.18066768
1999-12-15,0.08353601
1999-12-16,0.5280698
1999-12-17,0.54976183
1999-12-18,0
1999-12-19,0
1999-12-20,0
1999-12-21,0.15542868
1999-12-22,0.47261444
1999-12-23,0.7957721
1999-12-24,1.0824947
1999-12-25,0.8904017
1999-12-26,0.12085862
1999-12-27,0.016423883
1999-12-28,0
1999-12-29,0
1999-12-30,0
1999-12-31,0.08192603
2000-01-01,0.49390242
2000-01-02,0.59887904
2000-01-03,1.1011833
2000-01-04,0.7509326
2000-01-05,0.8633273
2000-01-06,0.8378566
2000-01-07,1.0700012
2000-01-08,1.0654979
2000-01-09,0.05521047
2000-01-10,0.630124
2000-01-11,0.23904452
2000-01-12,0
2000-01-13,0
2000-01-14,0.2675429
2000-01-15,0
2000-01-16,0.025398789
2000-01-17,0
2000-01-18,0
2000-01-19,0
2000-01-20,0
2000-01-21,0.23196942
2000-01-22,0.7093815
2000-01-23,0
2000-01-24,0
2000-01-25,0
2000-01-26,0
2000-01-27,0.3786753
2000-01-28,0.5795521
2000-01-29,1.5681174
2000-01-30,0.52651304
2000-01-31,0.5125892
2000-02-01,0.8877292
2000-02-02,1.128367
2000-02-03,0.40555343
2000-02-04,0.5480944
2000-02-05,0.73710227
2000-02-06,1.0181017
2000-02-07,1.2463155
2000-02-08,1.1820631
2000-02-09,1.3179994
2000-02-10,1.3326137
2000-02-11,1.152518
2000-02-12,0.8371883
2000-02-13,0.6917298
2000-02-14,0.6180952
2000-02-15,0.6679192
2000-02-16,0.49885735
2000-02-17,0.39336273
2000-02-18,0.3442432
2000-02-19,0.19412842
2000-02-20,0.53500724
2000-02-21,0.7380928
2000-02-22,0.6034373
2000-02-23,0.6955414
2000-02-24,1.0042963
2000-02-25,1.0199546
2000-02-26,1.1114736
2000-02-27,0.7692915
2000-02-28,1.3152304
2000-02-29,0.7104112
2000-03-01,1.1587353
2000-03-02,0.83279634
2000-03-03,1.1004171
2000-03-04,0.7603602
2000-03-05,0.90128994
2000-03-06,0.9119775
2000-03-07,0.84037113
2000-03-08,1.2814406
2000-03-09,0.98159903
2000-03-10,0.91240585
2000-03-11,1.4687201
2000-03-12,0.7246258
2000-03-13,0.7590969
2000-03-14,1.5232744
2000-03-15,1.0400689
2000-03-16,0.9102174
2000-03-17,0.7204447
2000-03-18,1.0861714
2000-03-19,1.0129669
2000-03-20,1.2625012
2000-03-21,0.7261032
2000-03-22,0.78197634
2000-03-23,0.936503
2000-03-24,1.2107596
2000-03-25,1.0540766
2000-03-26,1.337468
2000-03-27,1.1634675
2000-03-28,0.93403065
2000-03-29,0.9216974
2000-03-30,0.75676775
2000-03-31,0.63004106
2000-04-01,0.7486304
2000-04-02,0.7138992
2000-04-03,1.6308016
2000-04-04,1.8516024
2000-04-05,1.6916281
2000-04-06,1.8697981
2000-04-07,1.4936664
2000-04-08,1.1156013
2000-04-09,1.1911076
2000-04-10,0.99910057
2000-04-11,0.9074122
2000-04-12,1.3452139
2000-04-13,1.7359027
2000-04-14,1.8294291
2000-04-15,1.6821749
2000-04-16,1.8714336
2000-04-17,1.1535048
2000-04-18,1.7701766
