summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2002-06-30,0.8294418
2002-07-01,1.7155071
2002-07-02,2.2427871
2002-07-03,2.374809
2002-07-04,1.9495285
2002-07-05,2.893099
2002-07-06,1.5817109
2002-07-07,2.314158
2002-07-08,2.831869
2002-07-09,2.4120865
2002-07-10,2.4970963
2002-07-11,3.0846732
2002-07-12,2.6452
2002-07-13,3.0682817
2002-07-14,2.1745298
2002-07-15,1.9825965
2002-07-16,2.208367
2002-07-17,2.1298556
2002-07-18,2.7518394
2002-07-19,0.6494316
2002-07-20,1.6828287
2002-07-21,3.3222268
2002-07-22,1.7141459
2002-07-23,1.7240765
2002-07-24,1.9248984
2002-07-25,1.5890706
2002-07-26,1.4873805
2002-07-27,1.851048
2002-07-28,1.4689204
2002-07-29,0.4410361
2002-07-30,1.1701952
2002-07-31,0.5024711
2002-08-01,2.8671052
2002-08-02,1.7761426
2002-08-03,1.317658
2002-08-04,2.7685246
2002-08-05,2.6210377
2002-08-06,1.7283447
2002-08-07,1.7221214
2002-08-08,1.3489041
2002-08-09,1.4338157
2002-08-10,1.792897
2002-08-11,1.1720016
2002-08-12,2.1103475
2002-08-13,1.9084183
2002-08-14,1.2546656
2002-08-15,2.8869798
2002-08-16,2.1887817
2002-08-17,2.358739
2002-08-18,1.0624592
2002-08-19,2.1471446
2002-08-20,2.130561
2002-08-21,2.2777486
2002-08-22,1.949629
2002-08-23,1.3057325
2002-08-24,1.584449
2002-08-25,1.6278063
2002-08-26,2.4011133
2002-08-27,1.3157341
2002-08-28,1.2045614
2002-08-29,2.0682201
2002-08-30,0.9796101
2002-08-31,2.1854198
2002-09-01,1.6403593
2002-09-02,2.2464387
2002-09-03,1.2255275
2002-09-04,1.0859147
2002-09-05,1.4540625
2002-09-06,1.7605399
2002-09-07,1.3100526
2002-09-08,1.4300365
2002-09-09,1.2388704
2002-09-10,1.6051323
2002-09-11,2.1350143
2002-09-12,1.3519286
2002-09-13,1.8822902
2002-09-14,1.3651474
2002-09-15,0.711323
2002-09-16,0.62257355
2002-09-17,0.7664793
2002-09-18,0.119939886
2002-09-19,0.5793351
2002-09-20,1.0438979
2002-09-21,1.0446965
2002-09-22,1.2195964
2002-09-23,1.0494637
2002-09-24,1.1382804
2002-09-25,0.8427212
2002-09-26,0.8747331
2002-09-27,0.60146123
2002-09-28,0.20972812
2002-09-29,1.0115933
2002-09-30,1.0210253
2002-10-01,0.7203173
2002-10-02,1.0065653
2002-10-03,1.0607555
2002-10-04,0.654765
2002-10-05,0.74223965
2002-10-06,0.635194
2002-10-07,0.37320128
2002-10-08,1.0984639
2002-10-09,1.7877638
2002-10-10,1.2750225
2002-10-11,0.90170264
2002-10-12,0.47904605
2002-10-13,0.24494897
2002-10-14,0.1765309
2002-10-15,0.708766
2002-10-16,0.36470142
2002-10-17,0.20853294
2002-10-18,0.50838095
2002-10-19,0.32790178
2002-10-20,0.3979671
2002-10-21,0.44277424
2002-10-22,0.59946376
2002-10-23,0.81324124
2002-10-24,0.4748637
2002-10-25,0.34713495
2002-10-26,0.79049355
2002-10-27,0.8223612
2002-10-28,0.735836
2002-10-29,0.050223924
2002-10-30,0
2002-10-31,0.06399631
2002-11-01,0
2002-11-02,0.32920244
2002-11-03,0.78943455
2002-11-04,0.5410565
2002-11-05,0.2994138
2002-11-06,0.8685181
2002-11-07,0.7595949
2002-11-08,0.30751067
2002-11-09,0.009882729
2002-11-10,0.41820234
2002-11-11,0.88310933
2002-11-12,0.48837465
2002-11-13,0.06438826
2002-11-14,0.771626
2002-11-15,0.41172212
2002-11-16,0.19388896
2002-11-17,0
2002-11-18,0.14093493
2002-11-19,0.7634427
2002-11-20,0.71959114
2002-11-21,0.7936325
2002-11-22,0.7054012
2002-11-23,0.46611333
2002-11-24,0.2912125
2002-11-25,0.14930081
2002-11-26,0.4706321
2002-11-27,0.95507014
2002-11-28,0.42664877
2002-11-29,0
2002-11-30,0
2002-12-01,0.46261895
2002-12-02,0.29527843
2002-12-03,0
2002-12-04,0.3784498
2002-12-05,0
2002-12-06,0
2002-12-07,0.040072504
2002-12-08,0.44213614
2002-12-09,1.0146856
2002-12-10,0.900698
2002-12-11,0.63621825
2002-12-12,0.61454386
2002-12-13,0
2002-12-14,0.07476565
2002-12-15,0.19471437
2002-12-16,0
2002-12-17,0
2002-12-18,0
2002-12-19,0
2002-12-20,0
2002-12-21,0.19383615
2002-12-22,0
2002-12-23,0.3984959
2002-12-24,0.30755204
2002-12-25,0
2002-12-26,0.08337501
2002-12-27,0
2002-12-28,0.29830298
2002-12-29,0
2002-12-30,0.27460673
2002-12-31,0.40606382
2003-01-01,0.111234546
2003-01-02,0.27886388
2003-01-03,0
2003-01-04,0
2003-01-05,0
2003-01-06,0
2003-01-07,0
2003-01-08,0
2003-01-09,0.18187259
2003-01-10,0
2003-01-11,0
2003-01-12,0.44778654
2003-01-13,0.5034222
2003-01-14,0.7856989
2003-01-15,1.5112116
2003-01-16,1.1602921
2003-01-17,1.1234922
2003-01-18,0.59979033
2003-01-19,0
2003-01-20,0.21723661
2003-01-21,0
2003-01-22,0.45484436
2003-01-23,0.14407615
2003-01-24,0.5424719
2003-01-25,1.0774199
2003-01-26,0.51683855
2003-01-27,0.9120457
2003-01-28,1.2820326
2003-01-29,1.0105573
2003-01-30,0.47200146
2003-01-31,0.1668844
2003-02-01,0.44418725
2003-02-02,0.7315999
2003-02-03,0.50785404
2003-02-04,0.51629955
2003-02-05,0.094959155
2003-02-06,0.38554838
2003-02-07,0.34365588
2003-02-08,0.5391985
2003-02-09,0.18033072
2003-02-10,0.51885206
2003-02-11,0.117807195
2003-02-12,0.019623533
2003-02-13,0.14566223
2003-02-14,0.23737355
2003-02-15,0.37573248
2003-02-16,0.7344135
2003-02-17,0.7753227
2003-02-18,1.0980214
2003-02-19,1.0741146
2003-02-20,0.5937197
2003-02-21,0.41851106
2003-02-22,0.8041557
2003-02-23,0.7569043
2003-02-24,0.48195764
2003-02-25,1.0430019
2003-02-26,1.1641285
2003-02-27,0.76880795
2003-02-28,0.92682636
2003-03-01,0.5601082
2003-03-02,0.70071757
2003-03-03,0.7940587
2003-03-04,0.80465806
2003-03-05,1.1082687
2003-03-06,1.14972
2003-03-07,0.8179568
2003-03-08,0.7299373
2003-03-09,1.1364872
2003-03-10,1.5888143
2003-03-11,1.4217246
2003-03-12,1.1836812
2003-03-13,0.79435617
2003-03-14,1.1769627
2003-03-15,1.4449971
2003-03-16,1.0611054
2003-03-17,1.07248
2003-03-18,1.0562012
2003-03-19,0.9912449
2003-03-20,0.909392
2003-03-21,1.275596
2003-03-22,1.3463979
2003-03-23,1.4286703
2003-03-24,1.356025
2003-03-25,0.70214665
2003-03-26,1.1938658
2003-03-27,1.1548105
2003-03-28,1.3562431
2003-03-29,1.6744113
2003-03-30,1.9226222
2003-03-31,1.8290796
2003-04-01,1.9361533
2003-04-02,2.0413985
2003-04-03,1.4910839
2003-04-04,1.5481877
2003-04-05,1.3059077
2003-04-06,1.5569938
2003-04-07,1.1584442
2003-04-08,1.7742516
2003-04-09,1.5376557
2003-04-10,1.8460842
2003-04-11,1.6884362
2003-04-12,1.511306
2003-04-13,2.4777348
2003-04-14,2.1310472
2003-04-15,2.5716157
2003-04-16,2.9891057
2003-04-17,3.521352
2003-04-18,3.2927103
2003-04-19,2.9637804
2003-04-20,2.4947066
2003-04-21,1.3608105
2003-04-22,1.6563581
2003-04-23,2.3517559
2003-04-24,2.359273
2003-04-25,1.3062272
2003-04-26,2.0456
