Timestamp,Value
Jan 2010,36.6
Feb 2010,71.4
Mar 2010,90.4
Apr 2010,90
May 2010,42.8
Jun 2010,38.8
Jul 2010,182.8
Aug 2010,92
Sep 2010,137.8
Oct 2010,147.8
Nov 2010,121.6
Dec 2010,26.2
Jan 2011,109.6
Feb 2011,155.4
Mar 2011,114.6
Apr 2011,60.6
May 2011,177
Jun 2011,83
Jul 2011,88
Aug 2011,138.4
Sep 2011,225.4
Oct 2011,263.8
Nov 2011,168.4
Dec 2011,246.8
Jan 2012,184.2
Feb 2012,90.8
Mar 2012,53.6
Apr 2012,78.6
May 2012,63
Jun 2012,159.8
Jul 2012,143.4
Aug 2012,162
Sep 2012,208.6
Oct 2012,102.2
Nov 2012,162.4
Dec 2012,184.6
Jan 2013,148.6
Feb 2013,59.4
Mar 2013,38
Apr 2013,98
May 2013,113
Jun 2013,72
Jul 2013,103.4
Aug 2013,71
Sep 2013,99
Oct 2013,200.4
Nov 2013,94.6
Dec 2013,224.8
Jan 2014,146
Feb 2014,176.6
Mar 2014,157.4
Apr 2014,74.8
May 2014,133.4
Jun 2014,57
Jul 2014,74.8
Aug 2014,143.8
Sep 2014,19.2
Oct 2014,158.2
Nov 2014,85.6
Dec 2014,212.2
Jan 2015,224
Feb 2015,108.6
Mar 2015,139.2
Apr 2015,83.6
May 2015,146.4
Jun 2015,104
Jul 2015,145.8
Aug 2015,94.4
Sep 2015,34.8
Oct 2015,70.2
Nov 2015,317.4
Dec 2015,223
Jan 2016,184.6
Feb 2016,196.4
Mar 2016,75
Apr 2016,94.2
May 2016,90
Jun 2016,78.4
Jul 2016,161
Aug 2016,114.8
Sep 2016,155.2
Oct 2016,33.4
Nov 2016,116.6
Dec 2016,96.8
Jan 2017,81
Feb 2017,124.6
Mar 2017,125
Apr 2017,27.8
May 2017,29.8
Jun 2017,115.2
Jul 2017,105.8
Aug 2017,180
Sep 2017,135.8
Oct 2017,179.8
Nov 2017,111.6
Dec 2017,126.2
Jan 2018,178.8
Feb 2018,50
Mar 2018,65.6
Apr 2018,62.2
May 2018,31.6
Jun 2018,66.6
Jul 2018,75.4
Aug 2018,103.8
Sep 2018,102.2
Oct 2018,28.8
Nov 2018,151
Dec 2018,65.8
Jan 2019,80.6
Feb 2019,89.4
Mar 2019,184.4
Apr 2019,39.6
May 2019,92.4
Jun 2019,67.2
Jul 2019,123.8
Aug 2019,270.4
Sep 2019,148.6
Oct 2019,159
Nov 2019,59
Dec 2019,72.6
