Timestamp,Value
Jan 2010,57.4
Feb 2010,113.4
Mar 2010,88.8
Apr 2010,92.8
May 2010,22
Jun 2010,8
Jul 2010,181.6
Aug 2010,88.2
Sep 2010,168
Oct 2010,153.6
Nov 2010,131.4
Dec 2010,64
Jan 2011,132.8
Feb 2011,213
Mar 2011,51.2
Apr 2011,74
May 2011,156
Jun 2011,130.6
Jul 2011,102.4
Aug 2011,148.6
Sep 2011,195.8
Oct 2011,178.2
Nov 2011,159
Dec 2011,246
Jan 2012,168
Feb 2012,19.8
Mar 2012,59.4
Apr 2012,122.4
May 2012,76.6
Jun 2012,180.4
Jul 2012,218.2
Aug 2012,136.6
Sep 2012,160.6
Oct 2012,140.2
Nov 2012,128.2
Dec 2012,190.2
Jan 2013,175.6
Feb 2013,81.2
Mar 2013,51.6
Apr 2013,98.6
May 2013,114.2
Jun 2013,42.2
Jul 2013,140.4
Aug 2013,104.6
Sep 2013,97.2
Oct 2013,234.8
Nov 2013,94.6
Dec 2013,253.4
Jan 2014,155
Feb 2014,154.6
Mar 2014,140.6
Apr 2014,109
May 2014,72.8
Jun 2014,64.6
Jul 2014,66.6
Aug 2014,123.8
Sep 2014,20.6
Oct 2014,168.2
Nov 2014,81.4
Dec 2014,207.2
Jan 2015,218.2
Feb 2015,119.6
Mar 2015,153.4
Apr 2015,68.6
May 2015,158.6
Jun 2015,90
Jul 2015,210.6
Aug 2015,73
Sep 2015,31.2
Oct 2015,82
Nov 2015,281.6
Dec 2015,247
Jan 2016,199.8
Feb 2016,176.4
Mar 2016,50.2
Apr 2016,97.2
May 2016,67.2
Jun 2016,80.8
Jul 2016,148.6
Aug 2016,104.6
Sep 2016,167.6
Oct 2016,66.6
Nov 2016,114.6
Dec 2016,123
Jan 2017,73.8
Feb 2017,164.6
Mar 2017,142.6
Apr 2017,23.8
May 2017,81.6
Jun 2017,183.8
Jul 2017,120
Aug 2017,151.6
Sep 2017,116.8
Oct 2017,159.6
Nov 2017,92.6
Dec 2017,134.4
Jan 2018,187.6
Feb 2018,66.4
Mar 2018,100.4
Apr 2018,84.2
May 2018,28
Jun 2018,100.2
Jul 2018,34.8
Aug 2018,118.8
Sep 2018,135.2
Oct 2018,119.8
Nov 2018,150.6
Dec 2018,116.4
Jan 2019,59.2
Feb 2019,80.8
Mar 2019,165.8
Apr 2019,44.8
May 2019,99.6
Jun 2019,93.8
Jul 2019,139.8
Aug 2019,165.2
Sep 2019,134.6
Oct 2019,130
Nov 2019,77.4
Dec 2019,61.8
