Timestamp,Value
Jan 2010,38.4
Feb 2010,88.2
Mar 2010,83.8
Apr 2010,59
May 2010,27.8
Jun 2010,37
Jul 2010,147.8
Aug 2010,86.4
Sep 2010,112.8
Oct 2010,112.2
Nov 2010,117.2
Dec 2010,31.4
Jan 2011,74.2
Feb 2011,168.4
Mar 2011,101.6
Apr 2011,41.6
May 2011,104.4
Jun 2011,103.2
Jul 2011,105.6
Aug 2011,144.8
Sep 2011,106.8
Oct 2011,145.8
Nov 2011,119.4
Dec 2011,195
Jan 2012,110
Feb 2012,34.8
Mar 2012,37.2
Apr 2012,74
May 2012,54.4
Jun 2012,165.8
Jul 2012,147.8
Aug 2012,89.8
Sep 2012,141.2
Oct 2012,98.2
Nov 2012,93
Dec 2012,135.4
Jan 2013,111
Feb 2013,60.4
Mar 2013,42.2
Apr 2013,71.6
May 2013,73.8
Jun 2013,33.2
Jul 2013,101.4
Aug 2013,39
Sep 2013,70.6
Oct 2013,178.4
Nov 2013,66.2
Dec 2013,204
Jan 2014,106.8
Feb 2014,113.2
Mar 2014,116.6
Apr 2014,65.6
May 2014,63.2
Jun 2014,59.4
Jul 2014,56
Aug 2014,89.4
Sep 2014,10.6
Oct 2014,100.8
Nov 2014,57.2
Dec 2014,134.8
Jan 2015,165.8
Feb 2015,71.2
Mar 2015,101.8
Apr 2015,50.8
May 2015,143.9
Jun 2015,63.4
Jul 2015,173.4
Aug 2015,54.4
Sep 2015,31.2
Oct 2015,53.8
Nov 2015,237.2
Dec 2015,205.2
Jan 2016,178.4
Feb 2016,145.6
Mar 2016,37
Apr 2016,79.4
May 2016,72.4
Jun 2016,64.8
Jul 2016,122.4
Aug 2016,67.6
Sep 2016,129.4
Oct 2016,32.8
Nov 2016,74.8
Dec 2016,76.2
Jan 2017,37.6
Feb 2017,123.6
Mar 2017,93.4
Apr 2017,12.8
May 2017,57.4
Jun 2017,143.6
Jul 2017,92.8
Aug 2017,125.8
Sep 2017,86.6
Oct 2017,110.6
Nov 2017,81.6
Dec 2017,90.6
Jan 2018,130.8
Feb 2018,48.8
Mar 2018,72.4
Apr 2018,73
May 2018,18.4
Jun 2018,93.4
Jul 2018,36.2
Aug 2018,79.4
Sep 2018,102.6
Oct 2018,62.4
Nov 2018,122.8
Dec 2018,87.8
Jan 2019,36
Feb 2019,46.4
Mar 2019,122
Apr 2019,39.4
May 2019,75.2
Jun 2019,53
Jul 2019,87.2
Aug 2019,128.2
Sep 2019,91.2
Oct 2019,101.2
Nov 2019,55
Dec 2019,30.6
