Timestamp,Value
Jan 2010,54.4
Feb 2010,73.8
Mar 2010,74.2
Apr 2010,58.6
May 2010,40.8
Jun 2010,26.4
Jul 2010,122.4
Aug 2010,59.6
Sep 2010,105
Oct 2010,85.2
Nov 2010,85.6
Dec 2010,31.2
Jan 2011,79.4
Feb 2011,134.2
Mar 2011,78.8
Apr 2011,42
May 2011,96.2
Jun 2011,87
Jul 2011,66.4
Aug 2011,130.4
Sep 2011,90
Oct 2011,116.6
Nov 2011,93.6
Dec 2011,132.2
Jan 2012,92
Feb 2012,28.2
Mar 2012,26.6
Apr 2012,59.2
May 2012,59
Jun 2012,125
Jul 2012,113.4
Aug 2012,23
Sep 2012,104.2
Oct 2012,100
Nov 2012,92
Dec 2012,125.4
Jan 2013,81.2
Feb 2013,49
Mar 2013,35.8
Apr 2013,58
May 2013,59.8
Jun 2013,27.4
Jul 2013,99
Aug 2013,36.2
Sep 2013,65.8
Oct 2013,142.8
Nov 2013,61.4
Dec 2013,215.4
Jan 2014,89.6
Feb 2014,128.6
Mar 2014,104.2
Apr 2014,59
May 2014,70.2
Jun 2014,73
Jul 2014,41.8
Aug 2014,106.8
Sep 2014,11.8
Oct 2014,115.4
Nov 2014,48
Dec 2014,137
Jan 2015,176.4
Feb 2015,78.6
Mar 2015,109
Apr 2015,58
May 2015,91.8
Jun 2015,57.6
Jul 2015,144.2
Aug 2015,41.8
Sep 2015,20.8
Oct 2015,30.2
Nov 2015,204
Dec 2015,209.4
Jan 2016,152.8
Feb 2016,105.4
Mar 2016,2.2
Apr 2016,97.8
May 2016,39.2
Jun 2016,49.4
Jul 2016,90.4
Aug 2016,64.2
Sep 2016,75.8
Oct 2016,29.8
Nov 2016,54.8
Dec 2016,71.8
Jan 2017,32.4
Feb 2017,97.2
Mar 2017,86.6
Apr 2017,11.6
May 2017,38.8
Jun 2017,112.4
Jul 2017,83.8
Aug 2017,69.8
Sep 2017,80
Oct 2017,100.2
Nov 2017,72.6
Dec 2017,101.4
Jan 2018,126.4
Feb 2018,46.4
Mar 2018,70
Apr 2018,62.6
May 2018,23.8
Jun 2018,80.6
Jul 2018,54
Aug 2018,69.2
Sep 2018,98.4
Oct 2018,70
Nov 2018,112.8
Dec 2018,71.8
Jan 2019,28
Feb 2019,52
Mar 2019,131.2
Apr 2019,48.4
May 2019,73.6
Jun 2019,81.6
Jul 2019,80.4
Aug 2019,142.4
Sep 2019,93.8
Oct 2019,118.6
Nov 2019,59.6
Dec 2019,49.4
