Timestamp,Value
Jul 2014,33
Aug 2014,100.2
Sep 2014,25.4
Oct 2014,82.4
Nov 2014,60
Dec 2014,78
Jan 2015,59
Feb 2015,29.8
Mar 2015,28.6
Apr 2015,10.2
May 2015,60.6
Jun 2015,30.8
Jul 2015,109.2
Aug 2015,53.8
Sep 2015,23.2
Oct 2015,35.4
Nov 2015,119.2
Dec 2015,147
Jan 2016,123.2
Feb 2016,63.6
Mar 2016,25.4
Apr 2016,73.8
May 2016,25
Jun 2016,73
Jul 2016,56.6
Aug 2016,47
Sep 2016,51.4
Oct 2016,47.8
Nov 2016,57.8
Dec 2016,62.8
Jan 2017,23.8
Feb 2017,71.6
Mar 2017,68.4
Apr 2017,5
May 2017,30.8
Jun 2017,151
Jul 2017,72
Aug 2017,92
Sep 2017,72.8
Oct 2017,52
Nov 2017,36.6
Dec 2017,48.8
Jan 2018,72.4
Feb 2018,26.6
Mar 2018,65.8
Apr 2018,62.2
May 2018,25.6
Jun 2018,41.6
Jul 2018,36.6
Aug 2018,83
Sep 2018,57.8
Oct 2018,39.8
Nov 2018,69.6
Dec 2018,34.2
Jan 2019,11.2
Feb 2019,18.8
Mar 2019,83.6
Apr 2019,37
May 2019,75.4
Jun 2019,106.4
Jul 2019,110
Aug 2019,131.8
Sep 2019,101
Oct 2019,78
Nov 2019,85.6
Dec 2019,23
