Timestamp,Value
Jan 2010,31.4
Feb 2010,43.8
Mar 2010,27
Apr 2010,39
May 2010,33
Jun 2010,23.8
Jul 2010,140.2
Aug 2010,59.8
Sep 2010,86.8
Oct 2010,58.6
Nov 2010,64
Dec 2010,58.8
Jan 2011,64.2
Feb 2011,130.4
Mar 2011,67.8
Apr 2011,9.6
May 2011,71.2
Jun 2011,73.2
Jul 2011,128.2
Aug 2011,128.4
Sep 2011,50
Oct 2011,74.8
Nov 2011,76.6
Dec 2011,78.2
Jan 2012,55.6
Feb 2012,11.4
Mar 2012,8
Apr 2012,97.8
May 2012,56.6
Jun 2012,112.2
Jul 2012,126.2
Aug 2012,144.6
Sep 2012,38.2
Oct 2012,96.2
Nov 2012,55.8
Dec 2012,134.4
Jan 2013,97.8
Feb 2013,30.8
Mar 2013,47
Apr 2013,43.2
May 2013,42.2
Jun 2013,25
Jul 2013,61.4
Aug 2013,19
Sep 2013,1.6
Oct 2013,141.8
Nov 2013,27.6
Dec 2013,149.8
Jan 2014,124
Feb 2014,97
Mar 2014,68.6
Apr 2014,73.6
May 2014,42.8
Jun 2014,106.4
Jul 2014,41.8
Aug 2014,94.8
Sep 2014,16.4
Oct 2014,112
Nov 2014,97.8
Dec 2014,78.6
Jan 2015,116.6
Feb 2015,40.6
Mar 2015,69.6
Apr 2015,44.4
May 2015,98.6
Jun 2015,50.4
Jul 2015,146.8
Aug 2015,67.2
Sep 2015,25.2
Oct 2015,40.4
Nov 2015,158.2
Dec 2015,202
Jan 2016,211
Feb 2016,65.8
Mar 2016,24
Apr 2016,51.8
May 2016,38
Jun 2016,92.2
Jul 2016,86.2
Aug 2016,42
Sep 2016,24.2
Oct 2016,53
Nov 2016,39.4
Dec 2016,72.4
Jan 2017,26.4
Feb 2017,64.6
Mar 2017,60.6
Apr 2017,2.8
May 2017,29.8
Jun 2017,152
Jul 2017,62.2
Aug 2017,89.8
Sep 2017,81.4
Oct 2017,52.4
Nov 2017,39.2
Dec 2017,36
Jan 2018,83.2
Feb 2018,30.6
Mar 2018,105.6
Apr 2018,65.8
May 2018,23
Jun 2018,59.2
Jul 2018,43.8
Aug 2018,78.2
Sep 2018,55.6
Oct 2018,48
Nov 2018,106.4
Dec 2018,67.6
Jan 2019,9.6
Feb 2019,35
Mar 2019,81.8
Apr 2019,30
May 2019,81.6
Jun 2019,67.4
Jul 2019,107.2
Aug 2019,121.4
Sep 2019,78.2
Oct 2019,84.2
Nov 2019,99.2
Dec 2019,19.4
