Timestamp,Value
Jan 2010,37.2
Feb 2010,66.8
Mar 2010,77.4
Apr 2010,53.4
May 2010,27
Jun 2010,23.4
Jul 2010,104.8
Aug 2010,58.6
Sep 2010,103
Oct 2010,116.2
Nov 2010,150.6
Dec 2010,49.8
Jan 2011,90
Feb 2011,138.8
Mar 2011,95.2
Apr 2011,44.8
May 2011,133.4
Jun 2011,65.8
Jul 2011,87.8
Aug 2011,114.2
Sep 2011,143.2
Oct 2011,161
Nov 2011,162.2
Dec 2011,219.8
Jan 2012,151.4
Feb 2012,59.4
Mar 2012,38.8
Apr 2012,69.8
May 2012,73.8
Jun 2012,173.6
Jul 2012,157.8
Aug 2012,142.4
Sep 2012,155.4
Oct 2012,140.8
Nov 2012,155.8
Dec 2012,160.6
Jan 2013,105
Feb 2013,55.4
Mar 2013,47.4
Apr 2013,75.8
May 2013,85.2
Jun 2013,49.4
Jul 2013,115.8
Aug 2013,70
Sep 2013,84
Oct 2013,176.2
Nov 2013,80.4
Dec 2013,294.6
Jan 2014,136.6
Feb 2014,196.2
Mar 2014,121.6
Apr 2014,56.6
May 2014,126.8
Jun 2014,69.4
Jul 2014,50.8
Aug 2014,131.2
Sep 2014,13.2
Oct 2014,150.8
Nov 2014,72.4
Dec 2014,189.4
Jan 2015,233
Feb 2015,125.2
Mar 2015,133.4
Apr 2015,49
May 2015,105.3
Jun 2015,37.4
Jul 2015,108.4
Aug 2015,51.8
Sep 2015,28
Oct 2015,37.6
Nov 2015,267.6
Dec 2015,294.2
Jan 2016,188.2
Feb 2016,192.8
Mar 2016,68.8
Apr 2016,98.8
May 2016,63.6
Jun 2016,44.4
Jul 2016,116.6
Aug 2016,87.2
Sep 2016,114.4
Oct 2016,38.4
Nov 2016,95.6
Dec 2016,102
Jan 2017,58.4
Feb 2017,123
Mar 2017,107
Apr 2017,20.4
May 2017,53
Jun 2017,140.8
Jul 2017,90.8
Aug 2017,138
Sep 2017,90.2
Oct 2017,159.4
Nov 2017,102.8
Dec 2017,113.2
Jan 2018,197
Feb 2018,64.8
Mar 2018,64
Apr 2018,105.8
May 2018,28.4
Jun 2018,76
Jul 2018,60.4
Aug 2018,86.6
Sep 2018,116.6
Oct 2018,113.4
Nov 2018,144.4
Dec 2018,91.6
Jan 2019,55.2
Feb 2019,77
Mar 2019,178.4
Apr 2019,29.6
May 2019,60.6
Jun 2019,74.6
Jul 2019,74.8
Aug 2019,180.8
Sep 2019,137.6
Oct 2019,148.2
Nov 2019,51
Dec 2019,61.2
