summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2001-06-30,5.8376656
2001-07-01,3.2982936
2001-07-02,3.2450721
2001-07-03,2.2595847
2001-07-04,2.5489557
2001-07-05,2.952037
2001-07-06,2.9029646
2001-07-07,2.7208605
2001-07-08,3.2780068
2001-07-09,3.288853
2001-07-10,3.365095
2001-07-11,5.5469275
2001-07-12,5.203535
2001-07-13,2.5006158
2001-07-14,2.0123096
2001-07-15,1.8908142
2001-07-16,1.7568593
2001-07-17,5.2731857
2001-07-18,6.2482
2001-07-19,3.8326738
2001-07-20,2.123363
2001-07-21,2.74298
2001-07-22,3.9019883
2001-07-23,3.3629992
2001-07-24,3.533909
2001-07-25,1.5377954
2001-07-26,1.6241612
2001-07-27,1.6784943
2001-07-28,2.849191
2001-07-29,5.0718384
2001-07-30,3.5111053
2001-07-31,2.4121728
2001-08-01,2.2771566
2001-08-02,1.6290325
2001-08-03,2.9961696
2001-08-04,2.4387143
2001-08-05,3.1224873
2001-08-06,1.5683163
2001-08-07,2.5736713
2001-08-08,3.4139714
2001-08-09,3.054976
2001-08-10,2.988773
2001-08-11,3.9908886
2001-08-12,4.23515
2001-08-13,5.2242265
2001-08-14,4.593209
2001-08-15,2.2899532
2001-08-16,2.8105347
2001-08-17,2.4079878
2001-08-18,2.392863
2001-08-19,2.856798
2001-08-20,5.0212
2001-08-21,5.921153
2001-08-22,2.1816313
2001-08-23,1.4548496
2001-08-24,1.0184587
2001-08-25,1.2846043
2001-08-26,2.9500012
2001-08-27,2.938687
2001-08-28,1.9858462
2001-08-29,2.3003752
2001-08-30,1.4923751
2001-08-31,3.1454513
2001-09-01,3.7014446
2001-09-02,4.841712
2001-09-03,4.3659077
2001-09-04,3.5527387
2001-09-05,3.3323598
2001-09-06,4.8104963
2001-09-07,5.5497828
2001-09-08,5.1239233
2001-09-09,5.0323043
2001-09-10,3.9659488
2001-09-11,3.5584862
2001-09-12,4.968171
2001-09-13,4.474515
2001-09-14,3.764841
2001-09-15,5.6401896
2001-09-16,3.8400426
2001-09-17,3.2554266
2001-09-18,3.5088115
2001-09-19,3.8914316
2001-09-20,2.0925746
2001-09-21,0.8761364
2001-09-22,1.276052
2001-09-23,2.5503263
2001-09-24,4.0564847
2001-09-25,3.9058113
2001-09-26,2.5153694
2001-09-27,2.918529
2001-09-28,2.6836822
2001-09-29,2.730008
2001-09-30,5.3670735
2001-10-01,8.279666
2001-10-02,9.463241
2001-10-03,6.163838
2001-10-04,4.2152505
2001-10-05,5.1497364
2001-10-06,5.9224553
2001-10-07,4.5862193
2001-10-08,4.3189125
2001-10-09,5.086587
2001-10-10,5.3114634
2001-10-11,6.2630587
2001-10-12,5.161124
2001-10-13,2.3847919
2001-10-14,1.536906
2001-10-15,4.457134
2001-10-16,4.466857
2001-10-17,4.90073
2001-10-18,3.786173
2001-10-19,2.9049737
2001-10-20,4.101513
2001-10-21,2.0590959
2001-10-22,3.006432
2001-10-23,2.7559628
2001-10-24,3.0632782
2001-10-25,4.77248
2001-10-26,4.8906116
2001-10-27,5.4849405
2001-10-28,3.700023
2001-10-29,8.037744
2001-10-30,7.1617637
2001-10-31,6.2162924
2001-11-01,4.7980227
2001-11-02,5.700098
2001-11-03,4.189689
2001-11-04,5.887352
2001-11-05,4.5892973
2001-11-06,4.8987436
2001-11-07,3.9396741
2001-11-08,6.0193853
2001-11-09,3.6170595
2001-11-10,5.0438175
2001-11-11,4.7459135
2001-11-12,4.4978476
2001-11-13,3.0538185
2001-11-14,1.5532382
2001-11-15,3.208137
2001-11-16,1.2201339
2001-11-17,1.0452169
2001-11-18,0.79132664
2001-11-19,0.8641284
2001-11-20,4.9039745
2001-11-21,6.678613
2001-11-22,4.318163
2001-11-23,2.7190619
2001-11-24,4.115146
2001-11-25,6.1758847
2001-11-26,3.2728517
2001-11-27,6.6753783
2001-11-28,4.662324
2001-11-29,3.26189
2001-11-30,4.309953
2001-12-01,4.318526
2001-12-02,3.5986218
2001-12-03,6.9706717
2001-12-04,4.8969107
2001-12-05,3.4458697
2001-12-06,2.1076508
2001-12-07,4.667569
2001-12-08,3.7968693
2001-12-09,1.3169632
2001-12-10,0.86136395
2001-12-11,0.74823636
2001-12-12,1.3296164
2001-12-13,1.7000921
2001-12-14,1.0747281
2001-12-15,1.079478
2001-12-16,1.464148
2001-12-17,1.7019284
2001-12-18,1.5129967
2001-12-19,3.9948955
2001-12-20,4.284136
2001-12-21,5.8266873
2001-12-22,3.9432096
2001-12-23,4.312
2001-12-24,6.575126
2001-12-25,4.355907
2001-12-26,3.5381868
2001-12-27,3.5886488
2001-12-28,7.838624
2001-12-29,3.719264
2001-12-30,3.1418266
2001-12-31,2.60577
2002-01-01,2.5389316
2002-01-02,2.2800593
2002-01-03,4.045147
2002-01-04,2.143427
2002-01-05,2.081671
2002-01-06,2.316083
2002-01-07,2.2555797
2002-01-08,1.952229
2002-01-09,2.2443974
2002-01-10,1.8761941
2002-01-11,3.2192616
2002-01-12,4.896882
2002-01-13,5.1251826
2002-01-14,5.2139044
2002-01-15,4.7592463
2002-01-16,5.057513
2002-01-17,3.892175
2002-01-18,4.6481686
2002-01-19,6.970265
2002-01-20,8.07286
2002-01-21,5.881894
2002-01-22,8.48437
2002-01-23,3.6527445
2002-01-24,4.788145
2002-01-25,3.5572302
2002-01-26,5.4596224
2002-01-27,3.8529732
2002-01-28,11.17592
2002-01-29,5.1504493
2002-01-30,5.169003
2002-01-31,5.640562
2002-02-01,7.7878313
2002-02-02,8.62515
2002-02-03,5.9610972
2002-02-04,4.4623766
2002-02-05,4.2314773
2002-02-06,5.5048046
2002-02-07,6.0161257
2002-02-08,6.6204605
2002-02-09,6.225784
2002-02-10,5.11944
2002-02-11,7.6566935
2002-02-12,5.4706864
2002-02-13,3.5687017
2002-02-14,2.6920986
2002-02-15,2.5837753
2002-02-16,4.953013
2002-02-17,3.9925787
2002-02-18,5.8936906
2002-02-19,5.797468
2002-02-20,6.663796
2002-02-21,5.8789897
2002-02-22,9.927024
2002-02-23,7.1883574
2002-02-24,2.0993927
2002-02-25,3.875799
2002-02-26,5.0978513
2002-02-27,6.5066476
2002-02-28,4.818852
2002-03-01,3.5593946
2002-03-02,3.6070993
2002-03-03,5.3446417
2002-03-04,6.0845895
2002-03-05,7.3785667
2002-03-06,9.603834
2002-03-07,7.70958
2002-03-08,6.744791
2002-03-09,5.1553745
2002-03-10,7.203833
2002-03-11,8.53916
2002-03-12,3.1685748
2002-03-13,1.8790998
2002-03-14,4.5256042
2002-03-15,7.8061438
2002-03-16,3.8114667
2002-03-17,2.7596235
2002-03-18,2.0601385
2002-03-19,2.0504913
2002-03-20,1.7736983
