summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2009-06-30,1.9925071
2009-07-01,1.8641939
2009-07-02,2.6084783
2009-07-03,2.7933483
2009-07-04,3.0655599
2009-07-05,2.5852246
2009-07-06,1.9999915
2009-07-07,3.4849627
2009-07-08,3.60677
2009-07-09,4.1543007
2009-07-10,2.859416
2009-07-11,2.9298494
2009-07-12,4.450633
2009-07-13,2.679378
2009-07-14,2.5405626
2009-07-15,2.055682
2009-07-16,2.244254
2009-07-17,4.880431
2009-07-18,4.7311034
2009-07-19,4.5475893
2009-07-20,5.314082
2009-07-21,3.6438005
2009-07-22,3.965722
2009-07-23,4.3882494
2009-07-24,3.6787598
2009-07-25,2.6565146
2009-07-26,4.481702
2009-07-27,4.913511
2009-07-28,5.2551103
2009-07-29,3.890662
2009-07-30,4.8805313
2009-07-31,4.199488
2009-08-01,5.4033475
2009-08-02,4.781352
2009-08-03,3.5736725
2009-08-04,4.741726
2009-08-05,4.5783134
2009-08-06,2.3962297
2009-08-07,1.9008306
2009-08-08,2.962899
2009-08-09,2.560006
2009-08-10,2.6698408
2009-08-11,3.436578
2009-08-12,4.277471
2009-08-13,2.0972373
2009-08-14,3.191217
2009-08-15,6.204454
2009-08-16,6.4057446
2009-08-17,3.4161835
2009-08-18,3.1144114
2009-08-19,5.4784274
2009-08-20,5.8232656
2009-08-21,5.2005444
2009-08-22,3.9139555
2009-08-23,5.1900907
2009-08-24,3.2476504
2009-08-25,3.9776003
2009-08-26,4.1542997
2009-08-27,4.305591
2009-08-28,7.236715
2009-08-29,6.878068
2009-08-30,4.339274
2009-08-31,5.3024716
2009-09-01,5.2426877
2009-09-02,3.3678157
2009-09-03,5.6915226
2009-09-04,6.3534966
2009-09-05,5.1496115
2009-09-06,5.4246354
2009-09-07,4.6760526
2009-09-08,7.2620344
2009-09-09,3.6034687
2009-09-10,1.8461156
2009-09-11,1.2187203
2009-09-12,2.248537
2009-09-13,2.4778943
2009-09-14,2.3311436
2009-09-15,1.8844062
2009-09-16,2.1440697
2009-09-17,1.4304547
2009-09-18,2.3719416
2009-09-19,2.9957113
2009-09-20,3.702649
2009-09-21,6.673978
2009-09-22,7.563786
2009-09-23,5.296713
2009-09-24,5.2541533
2009-09-25,5.131782
2009-09-26,3.7675128
2009-09-27,5.565353
2009-09-28,5.4732423
