summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2006-06-30,2.8793216
2006-07-01,2.6868224
2006-07-02,1.8519608
2006-07-03,2.5010319
2006-07-04,2.9850883
2006-07-05,1.8125787
2006-07-06,2.9861124
2006-07-07,4.2357864
2006-07-08,4.730598
2006-07-09,5.0311694
2006-07-10,4.031517
2006-07-11,5.799871
2006-07-12,4.9268947
2006-07-13,2.940169
2006-07-14,2.049671
2006-07-15,2.2005541
2006-07-16,2.783667
2006-07-17,2.6192093
2006-07-18,2.0804229
2006-07-19,2.9632108
2006-07-20,2.0535462
2006-07-21,2.6974335
2006-07-22,1.7642837
2006-07-23,3.4272146
2006-07-24,2.4591768
2006-07-25,2.136815
2006-07-26,2.3601089
2006-07-27,2.4217114
2006-07-28,1.6331116
2006-07-29,2.7061229
2006-07-30,3.9241965
2006-07-31,4.332649
2006-08-01,3.3294513
2006-08-02,5.8106327
2006-08-03,3.2442355
2006-08-04,1.8355429
2006-08-05,2.6568134
2006-08-06,3.4419081
2006-08-07,2.7649214
2006-08-08,2.9212406
2006-08-09,6.012535
2006-08-10,6.0283566
2006-08-11,4.4695263
2006-08-12,3.7075198
2006-08-13,4.1044135
2006-08-14,2.8993294
2006-08-15,2.0078726
2006-08-16,1.3119175
2006-08-17,2.2922437
2006-08-18,3.584213
2006-08-19,2.5290558
2006-08-20,2.0327237
2006-08-21,2.3124661
2006-08-22,2.0691178
2006-08-23,2.110237
2006-08-24,2.6723816
2006-08-25,1.2985895
2006-08-26,2.2971385
2006-08-27,4.111776
2006-08-28,4.356699
2006-08-29,4.9045033
2006-08-30,3.8330984
2006-08-31,3.4540446
2006-09-01,4.487993
2006-09-02,2.9566622
2006-09-03,4.011549
2006-09-04,4.37142
2006-09-05,3.0489926
2006-09-06,4.1375747
2006-09-07,3.3173156
2006-09-08,1.7301911
2006-09-09,2.381547
2006-09-10,2.0497668
2006-09-11,1.9446084
2006-09-12,2.5550623
2006-09-13,3.456197
2006-09-14,1.52459
2006-09-15,2.0217485
2006-09-16,1.1860117
2006-09-17,1.8568165
2006-09-18,3.6906931
2006-09-19,6.3322845
2006-09-20,7.4989333
2006-09-21,5.6367345
2006-09-22,3.18477
2006-09-23,2.8561146
2006-09-24,2.8054254
2006-09-25,0.9078653
2006-09-26,2.4807496
2006-09-27,3.9278789
2006-09-28,4.9830647
2006-09-29,1.8319113
2006-09-30,1.9725888
2006-10-01,1.8644187
2006-10-02,2.1506684
2006-10-03,2.394022
2006-10-04,2.2369227
2006-10-05,3.206625
2006-10-06,5.736185
2006-10-07,7.2201853
2006-10-08,4.784788
2006-10-09,4.4139457
2006-10-10,2.1936927
2006-10-11,4.59748
2006-10-12,3.3222194
2006-10-13,2.0483394
2006-10-14,2.3297303
2006-10-15,2.1181815
2006-10-16,2.5169277
2006-10-17,2.4841511
2006-10-18,2.0221095
2006-10-19,3.641389
2006-10-20,2.4957113
2006-10-21,1.5445958
2006-10-22,2.3948596
2006-10-23,1.2107404
2006-10-24,1.8108281
2006-10-25,3.2021139
2006-10-26,8.2192745
2006-10-27,3.251432
2006-10-28,4.8829327
2006-10-29,3.5778623
2006-10-30,6.0516415
2006-10-31,7.2360435
2006-11-01,3.318607
2006-11-02,2.2326443
2006-11-03,2.2451675
2006-11-04,4.76724
2006-11-05,6.1812525
2006-11-06,4.9259152
2006-11-07,3.8949852
2006-11-08,3.98981
2006-11-09,3.4419312
2006-11-10,5.2879753
2006-11-11,7.3632565
2006-11-12,5.2453465
2006-11-13,7.7918596
2006-11-14,5.741672
2006-11-15,2.9568543
2006-11-16,5.082484
2006-11-17,5.393472
2006-11-18,4.218415
2006-11-19,5.68061
2006-11-20,7.6965017
2006-11-21,7.4217772
2006-11-22,2.9610875
2006-11-23,6.503713
2006-11-24,6.376786
2006-11-25,5.451926
2006-11-26,4.188213
2006-11-27,7.287122
2006-11-28,5.4033422
2006-11-29,6.531648
2006-11-30,9.147523
2006-12-01,7.0719323
2006-12-02,7.024446
2006-12-03,11.253246
2006-12-04,9.850352
2006-12-05,5.0216246
2006-12-06,4.066661
2006-12-07,5.752544
2006-12-08,3.9796007
2006-12-09,3.9985406
2006-12-10,8.810247
2006-12-11,8.067768
2006-12-12,9.015206
2006-12-13,9.077228
2006-12-14,7.379129
2006-12-15,3.7712622
2006-12-16,3.7227323
2006-12-17,3.1630914
2006-12-18,1.2569182
2006-12-19,1.5339658
2006-12-20,2.0439663
2006-12-21,4.0066957
2006-12-22,2.5078526
2006-12-23,1.816985
2006-12-24,0.6881233
2006-12-25,1.5075524
2006-12-26,1.1424901
2006-12-27,1.2588519
2006-12-28,1.6531532
2006-12-29,7.794823
2006-12-30,6.425431
2006-12-31,8.433097
2007-01-01,7.5244703
2007-01-02,5.0039496
2007-01-03,7.8710938
2007-01-04,7.7107754
2007-01-05,5.9819393
2007-01-06,5.1664267
2007-01-07,5.61987
2007-01-08,5.2501307
2007-01-09,8.373251
2007-01-10,4.130826
2007-01-11,10.36906
2007-01-12,10.276219
2007-01-13,8.449881
2007-01-14,8.904345
2007-01-15,10.127976
2007-01-16,2.3293884
2007-01-17,6.667357
2007-01-18,5.450296
2007-01-19,5.757803
2007-01-20,9.551409
2007-01-21,3.8306537
2007-01-22,3.7605102
2007-01-23,3.0023463
2007-01-24,4.074194
2007-01-25,2.6824448
2007-01-26,3.9998987
2007-01-27,4.63302
2007-01-28,7.490159
2007-01-29,3.9642868
2007-01-30,5.4812346
2007-01-31,6.3257914
2007-02-01,3.9407983
2007-02-02,4.2805367
2007-02-03,1.9898849
2007-02-04,2.33604
2007-02-05,2.2190397
2007-02-06,1.9689305
2007-02-07,1.7039115
2007-02-08,3.067834
2007-02-09,3.2779822
2007-02-10,7.976377
2007-02-11,4.498822
2007-02-12,2.216489
2007-02-13,3.0574183
2007-02-14,3.0981607
2007-02-15,7.755678
2007-02-16,4.4322453
2007-02-17,1.911632
2007-02-18,1.8164706
2007-02-19,3.859141
2007-02-20,3.1235144
2007-02-21,1.4330493
2007-02-22,3.7308218
2007-02-23,3.2935054
2007-02-24,1.7212467
2007-02-25,1.9524493
2007-02-26,3.7849188
2007-02-27,5.300924
2007-02-28,9.085839
2007-03-01,6.480192
2007-03-02,2.8136845
2007-03-03,3.6550546
2007-03-04,5.0629773
2007-03-05,8.516273
2007-03-06,7.675477
2007-03-07,3.4870415
2007-03-08,5.465338
2007-03-09,6.524707
2007-03-10,7.812239
2007-03-11,6.798655
2007-03-12,5.299252
2007-03-13,5.179492
2007-03-14,4.948334
2007-03-15,6.0296454
2007-03-16,7.359128
2007-03-17,8.30968
2007-03-18,8.588718
2007-03-19,6.556874
2007-03-20,5.93309
2007-03-21,3.2555418
2007-03-22,3.5315692
2007-03-23,2.6720574
2007-03-24,2.0711942
2007-03-25,3.9245298
2007-03-26,3.125061
2007-03-27,2.2505054
2007-03-28,1.7613385
2007-03-29,3.7981794
2007-03-30,5.033723
2007-03-31,4.1006856
2007-04-01,2.8511105
2007-04-02,2.3106205
2007-04-03,3.5095756
2007-04-04,2.0778737
2007-04-05,3.2898707
2007-04-06,3.2364337
2007-04-07,2.7832923
2007-04-08,5.3179917
2007-04-09,6.0134487
2007-04-10,5.19845
2007-04-11,3.1969671
2007-04-12,1.6216289
2007-04-13,1.8790152
2007-04-14,1.472604
2007-04-15,2.5157952
2007-04-16,3.0665667
2007-04-17,4.4054265
2007-04-18,4.442919
2007-04-19,5.0928364
2007-04-20,2.8048759
2007-04-21,3.8672605
2007-04-22,4.693193
2007-04-23,5.1626296
2007-04-24,3.7269833
2007-04-25,5.7486415
2007-04-26,2.1496642
2007-04-27,3.1857653
2007-04-28,3.880728
2007-04-29,3.9675243
2007-04-30,3.8010724
2007-05-01,3.5936005
2007-05-02,2.0828977
2007-05-03,1.9786646
2007-05-04,2.490512
2007-05-05,3.2539163
2007-05-06,7.702001
2007-05-07,5.5108075
2007-05-08,4.925936
2007-05-09,2.7680483
2007-05-10,4.702522
2007-05-11,3.1140869
2007-05-12,2.9254653
2007-05-13,3.1071312
2007-05-14,3.5621784
2007-05-15,1.8336303
2007-05-16,1.8491058
2007-05-17,2.4869096
2007-05-18,7.5536304
2007-05-19,8.442581
2007-05-20,3.9636512
2007-05-21,3.332624
2007-05-22,4.8696017
2007-05-23,4.747623
2007-05-24,4.674634
2007-05-25,3.6178405
2007-05-26,2.9435835
2007-05-27,3.9951954
2007-05-28,4.021073
2007-05-29,1.6813385
2007-05-30,3.9145308
2007-05-31,3.0891182
2007-06-01,2.2132146
2007-06-02,3.4740956
2007-06-03,2.1349728
2007-06-04,2.8844266
2007-06-05,2.9542227
2007-06-06,2.5162616
2007-06-07,2.7455988
2007-06-08,1.5570552
2007-06-09,1.9328212
2007-06-10,1.9924412
2007-06-11,1.7757398
2007-06-12,2.8193767
2007-06-13,3.612343
2007-06-14,5.6202216
2007-06-15,6.7397842
2007-06-16,3.9339783
2007-06-17,1.6679382
2007-06-18,3.22404
2007-06-19,3.7142465
2007-06-20,3.5895598
2007-06-21,1.9229367
2007-06-22,1.7559595
2007-06-23,2.22949
2007-06-24,2.9216113
2007-06-25,6.283174
2007-06-26,4.4531574
2007-06-27,3.4754164
2007-06-28,4.190875
2007-06-29,3.7276049
2007-06-30,2.8730474
