summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Specific Humidity (kg kg-1)
2008-06-30,0.007879468
2008-07-01,0.008923349
2008-07-02,0.008465214
2008-07-03,0.008853275
2008-07-04,0.008662517
2008-07-05,0.008221159
2008-07-06,0.008702284
2008-07-07,0.0077406336
2008-07-08,0.00825198
2008-07-09,0.008584108
2008-07-10,0.008499995
2008-07-11,0.0074395533
2008-07-12,0.0069497665
2008-07-13,0.007440094
2008-07-14,0.0101126935
2008-07-15,0.008621182
2008-07-16,0.0077102343
2008-07-17,0.008791564
2008-07-18,0.009158051
2008-07-19,0.0076314076
2008-07-20,0.0063764984
2008-07-21,0.007050365
2008-07-22,0.010215641
2008-07-23,0.010529724
2008-07-24,0.010274287
2008-07-25,0.009901992
2008-07-26,0.01065062
2008-07-27,0.010308
2008-07-28,0.010428025
2008-07-29,0.011146241
2008-07-30,0.010481347
2008-07-31,0.011330159
2008-08-01,0.010324643
2008-08-02,0.009279578
2008-08-03,0.008901143
2008-08-04,0.008803278
2008-08-05,0.008828476
2008-08-06,0.009536778
2008-08-07,0.008664113
2008-08-08,0.0074663963
2008-08-09,0.009181466
2008-08-10,0.00912566
2008-08-11,0.008963716
2008-08-12,0.008906372
2008-08-13,0.008693383
2008-08-14,0.008243839
2008-08-15,0.008785821
2008-08-16,0.00833269
2008-08-17,0.008802578
2008-08-18,0.009019864
2008-08-19,0.009816202
2008-08-20,0.009392157
2008-08-21,0.008579301
2008-08-22,0.0074525373
2008-08-23,0.0076894886
2008-08-24,0.008845157
2008-08-25,0.0088478625
2008-08-26,0.0090870615
2008-08-27,0.009824949
2008-08-28,0.010229545
2008-08-29,0.010699868
2008-08-30,0.010746419
2008-08-31,0.009795348
2008-09-01,0.0076565016
2008-09-02,0.0070985244
2008-09-03,0.0068819486
2008-09-04,0.0067626555
2008-09-05,0.0069517605
2008-09-06,0.006900919
2008-09-07,0.007317321
2008-09-08,0.007836964
2008-09-09,0.008069766
2008-09-10,0.008144172
2008-09-11,0.008887112
2008-09-12,0.008485394
2008-09-13,0.009264078
2008-09-14,0.008627896
2008-09-15,0.008312216
2008-09-16,0.008308779
2008-09-17,0.0079378905
2008-09-18,0.007966583
2008-09-19,0.0090056695
2008-09-20,0.009263644
2008-09-21,0.008128308
2008-09-22,0.0063632405
2008-09-23,0.0061349375
2008-09-24,0.007115003
2008-09-25,0.0073171738
2008-09-26,0.0076842858
2008-09-27,0.007744912
2008-09-28,0.0059559923
2008-09-29,0.0070047374
2008-09-30,0.0065333047
2008-10-01,0.005840604
2008-10-02,0.0051322095
2008-10-03,0.004037598
2008-10-04,0.0059079234
2008-10-05,0.0047278274
2008-10-06,0.0061093657
2008-10-07,0.008438183
2008-10-08,0.0067331055
2008-10-09,0.007407332
2008-10-10,0.009144073
2008-10-11,0.006772381
2008-10-12,0.006616412
2008-10-13,0.007145485
2008-10-14,0.006348553
2008-10-15,0.005970647
2008-10-16,0.0052873893
2008-10-17,0.0063437517
2008-10-18,0.0063689863
2008-10-19,0.0075483
2008-10-20,0.0065624067
2008-10-21,0.004716969
2008-10-22,0.00577658
2008-10-23,0.0074334657
2008-10-24,0.0050036903
2008-10-25,0.0069314996
2008-10-26,0.0052574957
2008-10-27,0.0043962924
2008-10-28,0.0034598717
2008-10-29,0.0039448002
2008-10-30,0.003925873
2008-10-31,0.003971854
2008-11-01,0.0041750134
2008-11-02,0.004470231
2008-11-03,0.004593625
2008-11-04,0.00539202
2008-11-05,0.0056440453
2008-11-06,0.0061638905
2008-11-07,0.005928343
2008-11-08,0.006199975
2008-11-09,0.0043266667
2008-11-10,0.00462332
2008-11-11,0.005472072
2008-11-12,0.005229134
2008-11-13,0.0070610307
2008-11-14,0.007845937
2008-11-15,0.0058562644
2008-11-16,0.004263341
2008-11-17,0.0055838022
2008-11-18,0.0060422267
2008-11-19,0.0068114223
2008-11-20,0.005477157
2008-11-21,0.0040072477
2008-11-22,0.0033053039
2008-11-23,0.0044824407
2008-11-24,0.004085041
2008-11-25,0.0047087395
2008-11-26,0.0066649825
2008-11-27,0.005036574
2008-11-28,0.0039259577
2008-11-29,0.0032751986
2008-11-30,0.0030973016
2008-12-01,0.0033078985
2008-12-02,0.0036312458
2008-12-03,0.003090752
2008-12-04,0.004315297
2008-12-05,0.0042619496
2008-12-06,0.0034418693
2008-12-07,0.0045414255
2008-12-08,0.004667079
2008-12-09,0.0039690775
2008-12-10,0.0036945476
2008-12-11,0.0034178903
2008-12-12,0.0046758843
2008-12-13,0.0050174496
2008-12-14,0.004498664
2008-12-15,0.00459028
2008-12-16,0.0060725175
2008-12-17,0.0051236884
2008-12-18,0.005469257
2008-12-19,0.004783176
2008-12-20,0.004840456
