summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Specific Humidity (kg kg-1)
2003-06-30,0.008432827
2003-07-01,0.008888385
2003-07-02,0.008166158
2003-07-03,0.008308205
2003-07-04,0.008441889
2003-07-05,0.0079357345
2003-07-06,0.008254767
2003-07-07,0.009500682
2003-07-08,0.009066834
2003-07-09,0.010188022
2003-07-10,0.009803606
2003-07-11,0.008022245
2003-07-12,0.007962876
2003-07-13,0.008499819
2003-07-14,0.009674973
2003-07-15,0.010235263
2003-07-16,0.010804861
2003-07-17,0.0120702
2003-07-18,0.010626109
2003-07-19,0.0102650225
2003-07-20,0.009720699
2003-07-21,0.009614411
2003-07-22,0.00942181
2003-07-23,0.009780203
2003-07-24,0.009080396
2003-07-25,0.009606606
2003-07-26,0.008375104
2003-07-27,0.008032698
2003-07-28,0.008701979
2003-07-29,0.010152907
2003-07-30,0.009967713
2003-07-31,0.009432374
2003-08-01,0.008562597
2003-08-02,0.008137508
2003-08-03,0.009041625
2003-08-04,0.00986823
2003-08-05,0.011029791
2003-08-06,0.012031492
2003-08-07,0.011844593
2003-08-08,0.01100711
2003-08-09,0.01219083
2003-08-10,0.010671741
2003-08-11,0.009589464
2003-08-12,0.009307091
2003-08-13,0.008304213
2003-08-14,0.0078088045
2003-08-15,0.0076072095
2003-08-16,0.00779447
2003-08-17,0.008655947
2003-08-18,0.008544676
2003-08-19,0.00840241
2003-08-20,0.008977255
2003-08-21,0.009712805
2003-08-22,0.007818518
2003-08-23,0.009141834
2003-08-24,0.009655802
2003-08-25,0.0077716396
2003-08-26,0.007868825
2003-08-27,0.007125077
2003-08-28,0.0069453064
2003-08-29,0.006288424
2003-08-30,0.0059476425
2003-08-31,0.0062791123
2003-09-01,0.0070381123
2003-09-02,0.008140911
2003-09-03,0.007912928
2003-09-04,0.008288419
2003-09-05,0.008025275
2003-09-06,0.0072879805
2003-09-07,0.0069788164
2003-09-08,0.007164345
2003-09-09,0.0073583485
2003-09-10,0.007310923
2003-09-11,0.008008168
2003-09-12,0.0071760467
2003-09-13,0.009032578
2003-09-14,0.010326799
2003-09-15,0.009502649
2003-09-16,0.009301506
2003-09-17,0.0088866465
2003-09-18,0.00935085
2003-09-19,0.0076363394
2003-09-20,0.0072240164
2003-09-21,0.007923578
2003-09-22,0.0063086785
2003-09-23,0.0046167043
2003-09-24,0.006842405
2003-09-25,0.00710782
2003-09-26,0.0064342828
2003-09-27,0.0060280063
2003-09-28,0.0062970566
2003-09-29,0.0072804885
2003-09-30,0.0067759044
2003-10-01,0.006783293
2003-10-02,0.0066899494
2003-10-03,0.0062324037
2003-10-04,0.0046760067
2003-10-05,0.0056384676
2003-10-06,0.0053911954
2003-10-07,0.0046726116
2003-10-08,0.0068734265
