Date,Horden_Abstraction
09-Sep-10,32.60
10-Sep-10,35.10
13-Sep-10,35.00
14-Sep-10,34.40
15-Sep-10,35.31
16-Sep-10,35.20
17-Sep-10,36.50
20-Sep-10,33.71
21-Sep-10,37.74
22-Sep-10,49.00
23-Sep-10,49.10
24-Sep-10,48.50
27-Sep-10,48.90
28-Sep-10,0.00
29-Sep-10,0.00
30-Sep-10,0.00
01-Oct-10,40.00
04-Oct-10,36.81
05-Oct-10,36.91
06-Oct-10,36.31
07-Oct-10,32.40
08-Oct-10,35.80
11-Oct-10,38.51
12-Oct-10,38.30
13-Oct-10,36.81
14-Oct-10,46.00
15-Oct-10,44.30
18-Oct-10,51.81
19-Oct-10,52.41
20-Oct-10,52.40
21-Oct-10,51.10
22-Oct-10,52.31
25-Oct-10,50.41
26-Oct-10,53.60
27-Oct-10,53.20
28-Oct-10,52.40
01-Nov-10,54.10
02-Nov-10,52.00
03-Nov-10,53.00
04-Nov-10,54.89
05-Nov-10,50.61
08-Nov-10,53.51
09-Nov-10,51.55
10-Nov-10,51.01
11-Nov-10,53.70
12-Nov-10,38.71
15-Nov-10,40.20
16-Nov-10,40.20
17-Nov-10,45.41
18-Nov-10,47.41
19-Nov-10,44.10
22-Nov-10,46.31
23-Nov-10,46.00
24-Nov-10,48.57
25-Nov-10,48.10
26-Nov-10,48.40
29-Nov-10,46.90
30-Nov-10,0.00
01-Dec-10,0.00
02-Dec-10,0.00
03-Dec-10,46.31
06-Dec-10,48.01
07-Dec-10,19.14
08-Dec-10,48.81
09-Dec-10,49.80
10-Dec-10,0.00
13-Dec-10,46.51
14-Dec-10,36.35
15-Dec-10,38.61
16-Dec-10,37.41
17-Dec-10,38.01
20-Dec-10,37.01
21-Dec-10,37.50
22-Dec-10,38.30
23-Dec-10,38.60
24-Dec-10,38.01
29-Dec-10,0.00
30-Dec-10,0.00
31-Dec-10,0.00
04-Jan-11,0.00
05-Jan-11,0.00
06-Jan-11,0.00
07-Jan-11,0.00
10-Jan-11,0.00
11-Jan-11,0.00
12-Jan-11,0.00
13-Jan-11,0.00
14-Jan-11,0.00
17-Jan-11,0.00
18-Jan-11,0.00
19-Jan-11,0.00
20-Jan-11,46.50
21-Jan-11,38.41
24-Jan-11,38.41
25-Jan-11,36.30
26-Jan-11,37.51
27-Jan-11,36.31
28-Jan-11,36.20
31-Jan-11,36.70
01-Feb-11,36.31
02-Feb-11,35.81
03-Feb-11,36.30
05-Feb-11,38.01
07-Feb-11,37.01
08-Feb-11,68.40
09-Feb-11,65.90
10-Feb-11,66.51
11-Feb-11,64.51
14-Feb-11,62.91
15-Feb-11,44.60
16-Feb-11,44.80
17-Feb-11,44.30
18-Feb-11,45.21
21-Feb-11,0.00
22-Feb-11,0.00
23-Feb-11,0.00
24-Feb-11,0.00
01-Mar-11,0.00
02-Mar-11,0.00
03-Mar-11,0.00
07-Mar-11,37.50
08-Mar-11,37.00
09-Mar-11,37.21
10-Mar-11,36.11
11-Mar-11,35.70
14-Mar-11,34.50
15-Mar-11,37.10
16-Mar-11,56.61
17-Mar-11,56.51
18-Mar-11,55.71
21-Mar-11,0.00
22-Mar-11,56.11
23-Mar-11,51.90
24-Mar-11,50.23
25-Mar-11,31.31
28-Mar-11,0.00
29-Mar-11,30.10
30-Mar-11,29.31
31-Mar-11,35.10
01-Apr-11,35.90
04-Apr-11,35.90
05-Apr-11,36.21
06-Apr-11,37.61
07-Apr-11,36.20
08-Apr-11,36.80
11-Apr-11,35.71
12-Apr-11,34.20
13-Apr-11,36.20
14-Apr-11,34.00
15-Apr-11,35.50
18-Apr-11,35.30
19-Apr-11,31.10
20-Apr-11,33.71
21-Apr-11,32.10
26-Apr-11,34.70
27-Apr-11,27.10
28-Apr-11,39.30
03-May-11,33.13
04-May-11,35.71
05-May-11,41.00
06-May-11,0.00
09-May-11,0.00
10-May-11,0.00
11-May-11,41.00
12-May-11,40.28
13-May-11,34.60
16-May-11,34.50
17-May-11,35.40
18-May-11,34.51
19-May-11,31.90
20-May-11,31.51
23-May-11,32.30
24-May-11,35.07
25-May-11,29.51
26-May-11,37.60
27-May-11,30.20
31-May-11,30.20
14-Jun-11,35.00
15-Jun-11,35.00
16-Jun-11,33.00
17-Jun-11,33.00
20-Jun-11,33.00
21-Jun-11,35.00
22-Jun-11,33.00
23-Jun-11,33.00
24-Jun-11,33.00
27-Jun-11,35.00
28-Jun-11,38.20
30-Jun-11,38.20
01-Jul-11,37.00
04-Jul-11,36.00
05-Jul-11,38.80
06-Jul-11,35.00
07-Jul-11,38.20
08-Jul-11,35.00
11-Jul-11,35.00
13-Jul-11,35.00
14-Jul-11,35.00
15-Jul-11,35.00
18-Jul-11,35.00
19-Jul-11,35.00
20-Jul-11,39.80
22-Jul-11,37.00
25-Jul-11,38.00
26-Jul-11,38.20
27-Jul-11,38.00
28-Jul-11,38.20
29-Jul-11,38.00
01-Aug-11,38.00
03-Aug-11,38.00
04-Aug-11,38.20
05-Aug-11,38.00
08-Aug-11,38.00
09-Aug-11,38.20
10-Aug-11,38.00
11-Aug-11,36.60
12-Aug-11,38.00
15-Aug-11,38.00
17-Aug-11,36.00
18-Aug-11,0.00
19-Aug-11,0.00
22-Aug-11,38.00
23-Aug-11,38.30
24-Aug-11,38.00
25-Aug-11,38.20
26-Aug-11,38.00
30-Aug-11,38.00
31-Aug-11,38.00
02-Sep-11,37.85
05-Sep-11,37.50
06-Sep-11,41.20
08-Sep-11,35.94
13-Sep-11,37.87
15-Sep-11,36.75
20-Sep-11,37.50
22-Sep-11,41.32
27-Sep-11,35.90
28-Sep-11,75.46
29-Sep-11,38.77
05-Oct-11,0.00
07-Oct-11,0.00
11-Oct-11,35.00
17-Oct-11,35.00
27-Oct-11,36.81
08-Nov-11,37.66
15-Nov-11,36.49
29-Nov-11,37.38
06-Dec-11,37.60
15-Dec-11,38.16
20-Dec-11,36.25
29-Dec-11,37.40
05-Jan-12,37.19
10-Jan-12,34.88
19-Jan-12,38.61
24-Jan-12,37.04
01-Feb-12,37.12
07-Feb-12,36.36
14-Feb-12,37.67
21-Feb-12,36.95
01-Mar-12,61.05
07-Mar-12,0.00
13-Mar-12,36.77
20-Mar-12,36.90
27-Mar-12,37.04
03-Apr-12,38.20
12-Apr-12,35.75
19-Apr-12,36.86
26-Apr-12,37.05
03-May-12,22.28
11-May-12,50.54
15-May-12,35.97
28-May-12,37.32
07-Jun-12,36.52
22-Jun-12,37.03
26-Jun-12,40.63
10-Jul-12,35.59
17-Jul-12,0.00
02-Aug-12,47.05
10-Aug-12,49.89
16-Aug-12,36.65
23-Aug-12,37.07
31-Aug-12,36.98
04-Sep-12,33.77
11-Sep-12,37.22
27-Sep-12,38.32
02-Oct-12,37.78
09-Oct-12,37.12
25-Oct-12,37.46
29-Oct-12,37.36
07-Nov-12,36.50
14-Nov-12,38.29
21-Nov-12,37.73
28-Nov-12,37.09
05-Dec-12,37.12
12-Dec-12,37.09
19-Dec-12,37.02
26-Dec-12,37.05
02-Jan-13,37.10
09-Jan-13,37.32
16-Jan-13,37.14
23-Jan-13,37.22
30-Jan-13,37.52
06-Feb-13,37.22
13-Feb-13,37.10
20-Feb-13,37.45
06-Mar-13,37.81
13-Mar-13,35.85
20-Mar-13,33.81
27-Mar-13,47.60
10-Apr-13,44.01
17-Apr-13,46.35
24-Apr-13,46.51
17-Apr-13,45.49
24-Apr-13,46.51
01-May-13,44.82
08-May-13,47.54
15-May-13,45.59
22-May-13,46.08
29-May-13,45.50
05-Jun-13,45.87
14-Jun-13,45.06
21-Jun-13,45.22
10-Jul-13,24.81
17-Jul-13,48.53
24-Jul-13,46.74
02-Aug-13,46.64
07-Aug-13,48.01
14-Aug-13,45.80
21-Aug-13,25.56
04-Sep-13,59.85
18-Sep-13,60.94
02-Oct-13,58.55
14-Oct-13,58.18
30-Oct-13,57.14
13-Nov-13,57.70
20-Nov-13,57.18
27-Nov-13,56.71
11-Dec-13,56.51
18-Dec-13,56.89
31-Dec-13,56.01
08-Jan-14,39.55
15-Jan-14,39.72
29-Jan-14,41.66
05-Feb-14,41.52
12-Feb-14,40.82
18-Feb-14,40.43
25-Feb-14,30.51
05-Mar-14,12.72
12-Mar-14,46.28
19-Mar-14,44.53
26-Mar-14,44.38
02-Apr-14,44.05
08-Apr-14,44.54
16-Apr-14,41.78
23-Apr-14,23.05
30-Apr-14,43.49
08-Jul-14,50.00
14-Jul-14,50.00
23-Jul-14,50.00
05-Aug-14,50.00
05-Aug-14,50.00
12-Aug-14,50.00
04-Sep-14,50.00
10-Sep-14,50.00
18-Sep-14,50.00
24-Sep-14,50.00
29-Sep-14,50.00
08-Oct-14,50.00
18-Oct-14,50.00
20-Oct-14,50.00
31-Oct-14,50.00
06-Nov-14,50.00
12-Nov-14,50.00
19-Nov-14,50.00
27-Nov-14,50.00
16-Dec-14,50.00
16-Dec-14,50.00
07-Jan-15,0.00
14-Jan-15,36.00
21-Jan-15,19.00
28-Jan-15,38.00
04-Feb-15,38.00
13-Feb-15,38.00
19-Feb-15,38.00
22-Feb-15,38.00
19-Mar-15,38.00
30-Jun-16,5.63
15-Jul-16,35.09
22-Jul-16,14.86
29-Jul-16,51.66
02-Aug-16,53.53
12-Aug-16,56.80
17-Aug-16,41.35
24-Aug-16,51.12
31-Aug-16,51.39
06-Sep-16,51.40
14-Sep-16,48.42
22-Sep-16,49.14
29-Sep-16,52.38
05-Oct-16,52.44
12-Oct-16,52.40
02-Nov-16,43.36
18-Nov-16,74.44
30-Nov-16,74.99
07-Dec-16,75.96
16-Dec-16,7.94
23-Dec-16,7.47
29-Dec-16,6.89
04-Jan-17,25.39
20-Jan-17,41.70
25-Jan-17,41.19
01-Feb-17,39.85
10-Feb-17,42.40
16-Feb-17,41.94
22-Feb-17,42.64
01-Mar-17,41.30
10-Mar-17,44.87
17-Mar-17,40.77
24-Mar-17,40.58
04-Apr-17,60.83
13-Apr-17,40.75
21-Apr-17,41.42
27-Apr-17,41.20
05-May-17,40.96
10-May-17,41.05
18-May-17,40.74
25-May-17,41.00
31-May-17,40.48
08-Jun-17,40.21
15-Jun-17,40.60
22-Jun-17,40.13
29-Jun-17,40.43
07-Jul-17,40.32
12-Jul-17,40.97
21-Jul-17,30.64
27-Jul-17,42.89
02-Aug-17,40.76
11-Aug-17,40.60
17-Aug-17,39.35
24-Aug-17,41.27
31-Aug-17,40.23
12-Sep-17,40.00
22-Sep-17,40.65
29-Sep-17,40.71
06-Oct-17,40.86
13-Oct-17,41.39
18-Oct-17,48.54
29-Oct-17,49.87
03-Nov-17,49.48
10-Nov-17,41.63
16-Nov-17,48.73
24-Nov-17,50.61
01-Dec-17,49.06
08-Dec-17,49.52
15-Dec-17,49.16
20-Dec-17,47.46
29-Dec-17,49.95
04-Jan-18,49.02
12-Jan-18,48.17
17-Jan-18,50.57
26-Jan-18,49.06
01-Feb-18,48.97
09-Feb-18,48.74
16-Feb-18,48.64
22-Feb-18,30.84
02-Mar-18,52.20
09-Mar-18,51.98
16-Mar-18,51.78
22-Mar-18,39.86
29-Mar-18,39.77
06-Apr-18,38.47
13-Apr-18,40.86
04-May-18,41.23
11-May-18,40.86
25-May-18,40.33
01-Jun-18,40.97
08-Jun-18,30.64
14-Jun-18,41.69
22-Jun-18,41.40
29-Jun-18,41.39
06-Jul-18,41.18
19-Jul-18,37.97
27-Jul-18,42.25
03-Aug-18,41.14
09-Aug-18,41.21
16-Aug-18,41.43
24-Aug-18,41.55
30-Aug-18,41.28
07-Sep-18,43.85
14-Sep-18,39.34
20-Sep-18,40.11
27-Sep-18,41.88
04-Oct-18,41.46
11-Oct-18,41.27
18-Oct-18,41.67
25-Oct-18,40.34
31-Oct-18,41.94
08-Nov-18,41.15
16-Nov-18,41.27
21-Nov-18,41.03
29-Nov-18,31.38
17-Jan-19,45.09
24-Jan-19,46.42
31-Jan-19,45.50
07-Feb-19,44.01
14-Feb-19,46.10
21-Feb-19,44.21
28-Feb-19,45.80
07-Mar-19,44.46
14-Mar-19,45.46
21-Mar-19,44.55
29-Mar-19,44.72
04-Apr-19,44.45
11-Apr-19,46.95
18-Apr-19,44.10
25-Apr-19,46.51
02-May-19,39.10
09-May-19,39.38
16-May-19,38.30
24-May-19,36.57
30-May-19,42.18
06-Jun-19,41.74
13-Jun-19,38.44
20-Jun-19,36.45
27-Jun-19,43.60
03-Jul-19,40.62
10-Jul-19,42.94
18-Jul-19,42.64
23-Jul-19,38.65
02-Aug-19,40.27
07-Aug-19,37.95
14-Aug-19,42.12
20-Aug-19,40.06
29-Aug-19,39.78
05-Sep-19,40.52
12-Sep-19,46.86
19-Sep-19,21.83
24-Sep-19,40.78
03-Oct-19,41.37
10-Oct-19,41.27
17-Oct-19,41.99
24-Oct-19,40.66
01-Nov-19,41.44
07-Nov-19,41.60
14-Nov-19,40.15
21-Nov-19,42.40
28-Nov-19,41.21
05-Dec-19,39.73
12-Dec-19,42.05
20-Dec-19,41.41
24-Dec-19,40.98
31-Dec-19,39.51
09-Jan-20,41.06
16-Jan-20,41.53
23-Jan-20,40.18
28-Jan-20,42.13
06-Feb-20,41.06
13-Feb-20,40.83
20-Feb-20,40.52
25-Feb-20,41.84
05-Mar-20,43.59
12-Mar-20,41.99
19-Mar-20,40.71
27-Mar-20,40.36
02-Apr-20,40.68
