summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2001-06-30,4.8240314
2001-07-01,2.1677928
2001-07-02,2.4744415
2001-07-03,1.3886716
2001-07-04,1.8575833
2001-07-05,2.3365154
2001-07-06,2.3910687
2001-07-07,1.75776
2001-07-08,3.0621274
2001-07-09,2.803327
2001-07-10,2.8331523
2001-07-11,5.121045
2001-07-12,4.583588
2001-07-13,2.5554554
2001-07-14,1.8027935
2001-07-15,1.6947464
2001-07-16,1.1397346
2001-07-17,4.971914
2001-07-18,4.9528003
2001-07-19,2.1696389
2001-07-20,1.8003179
2001-07-21,2.1769147
2001-07-22,2.9507341
2001-07-23,3.0191386
2001-07-24,2.7637234
2001-07-25,1.0057983
2001-07-26,0.75186557
2001-07-27,1.0015386
2001-07-28,1.8397617
2001-07-29,4.3880696
2001-07-30,2.699644
2001-07-31,1.7556655
2001-08-01,1.8390665
2001-08-02,1.1575135
2001-08-03,2.1176403
2001-08-04,1.8489993
2001-08-05,2.2558794
2001-08-06,0.52807117
2001-08-07,1.5376858
2001-08-08,2.0225
2001-08-09,2.94677
2001-08-10,2.2017896
2001-08-11,3.587183
2001-08-12,3.530271
2001-08-13,4.060315
2001-08-14,3.5594523
2001-08-15,1.5661288
2001-08-16,1.8182439
2001-08-17,1.4156015
2001-08-18,1.6825734
2001-08-19,1.9200424
2001-08-20,4.4560924
2001-08-21,6.391308
2001-08-22,1.7713311
2001-08-23,1.117511
2001-08-24,0.7277707
2001-08-25,0.49580535
2001-08-26,2.2856312
2001-08-27,1.8713201
2001-08-28,1.5764918
2001-08-29,1.7578095
2001-08-30,1.2828093
2001-08-31,2.8823435
2001-09-01,2.9943404
2001-09-02,3.9562504
2001-09-03,3.8292682
2001-09-04,2.6286173
2001-09-05,3.0351148
2001-09-06,4.221291
2001-09-07,5.3601794
2001-09-08,4.8550115
2001-09-09,4.55516
2001-09-10,2.947114
2001-09-11,2.7131371
2001-09-12,5.0087485
2001-09-13,4.9006934
2001-09-14,3.0054598
2001-09-15,5.067696
2001-09-16,3.6150036
2001-09-17,1.282197
2001-09-18,1.2917358
2001-09-19,1.629075
2001-09-20,1.1129736
2001-09-21,0.32259637
2001-09-22,0.27903256
2001-09-23,1.5030392
2001-09-24,2.9888427
2001-09-25,3.4353826
2001-09-26,2.2491646
2001-09-27,2.949116
2001-09-28,2.7333457
2001-09-29,2.5484805
2001-09-30,5.2761073
2001-10-01,7.9048986
2001-10-02,8.603199
2001-10-03,5.4539323
2001-10-04,3.8161669
2001-10-05,5.0828056
2001-10-06,5.766946
2001-10-07,3.5763867
2001-10-08,4.0917516
2001-10-09,4.8900642
2001-10-10,4.8076077
2001-10-11,6.2712364
2001-10-12,4.204395
2001-10-13,1.713859
2001-10-14,1.0273517
2001-10-15,4.075718
2001-10-16,4.611392
2001-10-17,5.132281
2001-10-18,3.4950778
2001-10-19,2.8148072
2001-10-20,2.6726236
2001-10-21,0.8723723
2001-10-22,2.2798843
2001-10-23,2.5928984
2001-10-24,2.5943758
2001-10-25,4.919288
2001-10-26,5.0912547
2001-10-27,4.7005515
2001-10-28,3.063183
2001-10-29,7.309554
2001-10-30,6.500172
2001-10-31,5.748619
2001-11-01,4.6120105
2001-11-02,5.469102
2001-11-03,4.240877
2001-11-04,5.8341446
2001-11-05,4.6231837
2001-11-06,4.9924693
2001-11-07,3.3766682
2001-11-08,5.356316
2001-11-09,2.4121642
2001-11-10,4.6006885
2001-11-11,4.637595
2001-11-12,3.827545
2001-11-13,1.5817298
2001-11-14,1.0731105
2001-11-15,2.6575346
2001-11-16,0.67297816
2001-11-17,0.18987797
2001-11-18,0.025326043
2001-11-19,0.30686733
