summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2009-06-30,1.5956719
2009-07-01,1.0410093
2009-07-02,1.3924817
2009-07-03,1.7774316
2009-07-04,2.562889
2009-07-05,2.4711397
2009-07-06,1.2480519
2009-07-07,3.135998
2009-07-08,3.2354267
2009-07-09,3.6441326
2009-07-10,1.8901021
2009-07-11,2.482021
2009-07-12,3.3378685
2009-07-13,1.8737859
2009-07-14,1.7514114
2009-07-15,1.2001159
2009-07-16,1.2200097
2009-07-17,3.3110707
2009-07-18,3.6208193
2009-07-19,3.6285203
2009-07-20,4.2400455
2009-07-21,3.2832232
2009-07-22,2.927399
2009-07-23,3.4071205
2009-07-24,3.2075245
2009-07-25,1.7959884
2009-07-26,4.580485
2009-07-27,4.0499954
2009-07-28,4.673664
2009-07-29,2.9814281
2009-07-30,3.447455
2009-07-31,4.118673
2009-08-01,4.988202
2009-08-02,3.870723
2009-08-03,3.738912
2009-08-04,4.383478
2009-08-05,4.5646477
2009-08-06,1.9994965
2009-08-07,0.96767604
2009-08-08,2.44618
2009-08-09,1.8154203
2009-08-10,2.2980814
2009-08-11,2.7675495
2009-08-12,3.196959
2009-08-13,1.4179072
2009-08-14,2.7701411
2009-08-15,5.6095724
2009-08-16,5.3621817
2009-08-17,2.6879876
2009-08-18,3.0965142
2009-08-19,4.607271
2009-08-20,4.204803
2009-08-21,4.772287
2009-08-22,3.3686552
2009-08-23,5.0621133
2009-08-24,2.9680626
2009-08-25,3.359188
2009-08-26,3.8109298
2009-08-27,3.6788404
2009-08-28,6.261679
2009-08-29,5.346967
2009-08-30,2.902409
2009-08-31,3.986465
2009-09-01,3.8099334
2009-09-02,2.333433
2009-09-03,4.89373
2009-09-04,5.4093847
2009-09-05,4.666292
2009-09-06,4.75661
2009-09-07,4.1775765
2009-09-08,6.8250093
2009-09-09,3.3136346
2009-09-10,1.3978612
2009-09-11,0.53708565
2009-09-12,1.4886625
2009-09-13,1.021217
2009-09-14,1.2487878
2009-09-15,1.1664575
2009-09-16,1.2223253
2009-09-17,0.69661367
2009-09-18,1.5116342
2009-09-19,2.4982584
2009-09-20,3.3609674
2009-09-21,5.816157
2009-09-22,6.66439
2009-09-23,5.1508417
2009-09-24,4.690643
2009-09-25,4.4089375
2009-09-26,3.202155
2009-09-27,4.903928
2009-09-28,5.0850368
2009-09-29,3.372252
2009-09-30,3.073176
2009-10-01,2.7616303
2009-10-02,4.0954723
2009-10-03,9.127811
2009-10-04,2.6698663
2009-10-05,1.6290153
2009-10-06,2.8898337
2009-10-07,2.4242177
2009-10-08,2.0485852
2009-10-09,4.3004313
2009-10-10,1.89913
2009-10-11,4.434839
2009-10-12,0.62723273
2009-10-13,1.1948748
2009-10-14,0.83311427
2009-10-15,0.98412883
2009-10-16,1.0125794
2009-10-17,0.8154084
2009-10-18,2.530766
2009-10-19,2.257759
2009-10-20,5.3736315
2009-10-21,3.8680396
2009-10-22,3.0419393
