summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2005-06-30,2.2373598
2005-07-01,3.1107996
2005-07-02,4.478139
2005-07-03,6.3285875
2005-07-04,2.1074843
2005-07-05,2.293172
2005-07-06,3.8718317
2005-07-07,2.288601
2005-07-08,1.5551581
2005-07-09,2.0363505
2005-07-10,2.2152073
2005-07-11,1.7358354
2005-07-12,2.950779
2005-07-13,2.794177
2005-07-14,3.391043
2005-07-15,3.128294
2005-07-16,3.2549071
2005-07-17,3.1631646
2005-07-18,4.6869483
2005-07-19,5.61277
2005-07-20,5.5201836
2005-07-21,4.759865
2005-07-22,2.746067
2005-07-23,1.4604108
2005-07-24,2.7743015
2005-07-25,2.3239193
2005-07-26,1.9594125
2005-07-27,1.7699152
2005-07-28,3.8162973
2005-07-29,4.882293
2005-07-30,2.737586
2005-07-31,1.9444355
2005-08-01,1.6431876
2005-08-02,3.6832478
2005-08-03,5.202413
2005-08-04,4.863784
2005-08-05,3.998907
2005-08-06,3.6355796
2005-08-07,2.7296736
2005-08-08,1.8542814
2005-08-09,2.1890047
2005-08-10,3.2123327
2005-08-11,1.7923852
2005-08-12,2.5984714
2005-08-13,3.8513653
2005-08-14,3.1200607
2005-08-15,3.2777014
2005-08-16,2.8524914
2005-08-17,4.0428424
2005-08-18,2.2648318
2005-08-19,2.4241178
2005-08-20,2.1438363
2005-08-21,3.342586
2005-08-22,3.9039786
2005-08-23,5.0425763
2005-08-24,7.0937777
2005-08-25,3.6167183
2005-08-26,4.5780296
2005-08-27,3.9134965
2005-08-28,6.4736767
2005-08-29,5.099484
2005-08-30,3.1089149
2005-08-31,2.4834962
2005-09-01,3.5144985
2005-09-02,2.4807975
2005-09-03,3.4177425
2005-09-04,2.7512016
2005-09-05,1.2367293
2005-09-06,2.9534194
2005-09-07,5.3937554
2005-09-08,3.8121896
2005-09-09,5.187226
2005-09-10,3.5953455
2005-09-11,2.144888
2005-09-12,2.2743075
2005-09-13,6.905421
2005-09-14,5.7072315
2005-09-15,2.69296
2005-09-16,2.9818606
2005-09-17,3.8923957
2005-09-18,4.5450015
2005-09-19,5.9156547
2005-09-20,4.0708437
2005-09-21,4.648377
2005-09-22,6.5794954
2005-09-23,6.3604894
2005-09-24,3.812031
2005-09-25,3.8675945
2005-09-26,6.1593513
2005-09-27,7.650678
2005-09-28,6.885685
2005-09-29,4.8898225
2005-09-30,6.4645414
2005-10-01,7.0624986
2005-10-02,3.8943548
2005-10-03,3.135405
2005-10-04,2.4495945
2005-10-05,2.574628
2005-10-06,3.3074925
2005-10-07,5.472219
2005-10-08,4.4577055
2005-10-09,6.3179703
2005-10-10,7.2518606
2005-10-11,2.4424171
2005-10-12,2.22748
2005-10-13,2.1059587
2005-10-14,2.8965037
2005-10-15,3.2746437
2005-10-16,3.7038019
2005-10-17,3.7482212
2005-10-18,4.4362683
2005-10-19,3.0454562
2005-10-20,4.3425198
2005-10-21,2.4473279
2005-10-22,1.4903694
2005-10-23,2.2938485
2005-10-24,5.425844
2005-10-25,4.5746827
2005-10-26,4.5766234
2005-10-27,5.974429
2005-10-28,6.3805137
2005-10-29,5.5681305
2005-10-30,6.9721656
2005-10-31,5.1471977
2005-11-01,4.426963
2005-11-02,3.5997653
2005-11-03,3.264952
2005-11-04,5.06427
2005-11-05,3.7355165
2005-11-06,5.711585
2005-11-07,7.208886
2005-11-08,4.114378
2005-11-09,4.905833
2005-11-10,6.460476
2005-11-11,9.702345
2005-11-12,6.890707
2005-11-13,2.7582204
2005-11-14,7.3157473
2005-11-15,4.9004254
2005-11-16,2.724946
2005-11-17,0.7777761
2005-11-18,1.5678699
2005-11-19,1.0438871
2005-11-20,1.7491193
2005-11-21,1.3373008
2005-11-22,1.4045519
2005-11-23,2.3163762
2005-11-24,7.664228
2005-11-25,7.080307
2005-11-26,5.0178633
2005-11-27,2.8912518
2005-11-28,3.2442508
2005-11-29,1.0317091
2005-11-30,2.9396942
2005-12-01,4.9833994
2005-12-02,4.3773494
2005-12-03,2.6458335
2005-12-04,2.10915
2005-12-05,1.680185
2005-12-06,1.5447
2005-12-07,2.4811618
2005-12-08,1.7939153
2005-12-09,4.642628
2005-12-10,4.850708
2005-12-11,5.4137836
2005-12-12,1.2221198
2005-12-13,3.920822
2005-12-14,3.7596078
2005-12-15,6.9947844
2005-12-16,6.338526
2005-12-17,2.7904193
2005-12-18,3.9138672
2005-12-19,4.215587
2005-12-20,4.0552187
2005-12-21,4.9718614
2005-12-22,4.632975
2005-12-23,5.2971134
2005-12-24,2.072849
2005-12-25,0.4901738
2005-12-26,1.3272163
2005-12-27,1.7838366
2005-12-28,1.4678845
2005-12-29,3.462803
2005-12-30,4.333579
2005-12-31,3.570997
2006-01-01,1.778591
