summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2008-06-30,4.334079
2008-07-01,5.219658
2008-07-02,4.4794884
2008-07-03,1.9328551
2008-07-04,1.9989284
2008-07-05,4.7248554
2008-07-06,3.6720922
2008-07-07,2.6136677
2008-07-08,2.5152724
2008-07-09,2.8433242
2008-07-10,3.7253494
2008-07-11,3.5713408
2008-07-12,4.3527064
2008-07-13,2.911471
2008-07-14,3.969414
2008-07-15,6.0269732
2008-07-16,5.1447964
2008-07-17,3.2658026
2008-07-18,2.9048839
2008-07-19,5.121487
2008-07-20,5.3896065
2008-07-21,3.5368357
2008-07-22,3.6772416
2008-07-23,2.1509466
2008-07-24,3.5701857
2008-07-25,4.0990963
2008-07-26,1.5556558
2008-07-27,1.3825623
2008-07-28,2.5651753
2008-07-29,3.2120273
2008-07-30,4.1564503
2008-07-31,3.941116
2008-08-01,3.1572611
2008-08-02,3.15673
2008-08-03,2.2062593
2008-08-04,2.1351073
2008-08-05,2.083924
2008-08-06,2.9484391
2008-08-07,2.9900405
2008-08-08,1.8051509
2008-08-09,3.2252567
2008-08-10,3.8826857
2008-08-11,4.756566
2008-08-12,3.3513854
2008-08-13,1.4530964
2008-08-14,1.855975
2008-08-15,2.422915
2008-08-16,4.851361
2008-08-17,4.2029214
2008-08-18,3.613568
2008-08-19,2.581173
2008-08-20,2.1783328
2008-08-21,2.998813
2008-08-22,2.6882412
2008-08-23,3.9394052
2008-08-24,4.907404
2008-08-25,5.8041472
2008-08-26,3.5261748
2008-08-27,4.512452
2008-08-28,4.540839
2008-08-29,2.1109717
2008-08-30,2.2680717
2008-08-31,1.5526048
2008-09-01,2.722451
2008-09-02,1.8320267
2008-09-03,2.9356942
2008-09-04,1.4963696
2008-09-05,4.2839236
2008-09-06,6.274113
2008-09-07,2.9252222
2008-09-08,1.6153462
2008-09-09,4.3208356
2008-09-10,6.0346727
2008-09-11,5.679811
2008-09-12,1.2440345
2008-09-13,1.9402496
2008-09-14,1.8342695
2008-09-15,3.0339198
2008-09-16,2.2559683
2008-09-17,1.6014268
2008-09-18,3.0885534
2008-09-19,2.7603698
2008-09-20,2.996914
2008-09-21,2.4748127
2008-09-22,1.9166814
2008-09-23,1.3980397
2008-09-24,1.8758031
2008-09-25,1.318226
2008-09-26,3.007542
2008-09-27,3.9634001
2008-09-28,2.4195368
2008-09-29,5.3754325
2008-09-30,4.66984
2008-10-01,4.84235
2008-10-02,4.3520994
2008-10-03,4.6472235
2008-10-04,5.7298474
2008-10-05,2.2535887
2008-10-06,3.6329606
2008-10-07,3.744024
2008-10-08,3.251624
2008-10-09,4.9811106
2008-10-10,6.0428767
2008-10-11,4.1229916
2008-10-12,2.888481
2008-10-13,4.190478
2008-10-14,1.4223417
2008-10-15,3.7423546
2008-10-16,4.5699797
2008-10-17,3.641404
2008-10-18,5.263218
2008-10-19,7.1430545
2008-10-20,8.151186
2008-10-21,6.0358176
2008-10-22,5.027514
2008-10-23,9.778546
2008-10-24,7.987107
2008-10-25,9.386722
2008-10-26,6.4035716
2008-10-27,4.5808964
2008-10-28,3.6129565
2008-10-29,3.6834896
2008-10-30,3.0198796
2008-10-31,3.4190152
2008-11-01,1.4437758
2008-11-02,1.1782687
2008-11-03,1.0589688
2008-11-04,1.7814847
2008-11-05,1.247301
2008-11-06,1.6216656
2008-11-07,5.51478
2008-11-08,5.585684
2008-11-09,6.917658
2008-11-10,9.606276
2008-11-11,7.7526712
2008-11-12,3.3026392
2008-11-13,5.058348
2008-11-14,7.414784
2008-11-15,5.973919
2008-11-16,2.6765957
2008-11-17,3.6093047
2008-11-18,4.8282213
2008-11-19,6.999511
2008-11-20,7.4082665
2008-11-21,6.3268156
2008-11-22,3.3790777
2008-11-23,5.9653516
2008-11-24,4.4843063
2008-11-25,3.3774474
2008-11-26,5.3264756
2008-11-27,7.3842444
2008-11-28,2.4728384
2008-11-29,0.7275107
2008-11-30,0.890762
2008-12-01,2.6606226
2008-12-02,3.3997881
2008-12-03,2.3110974
2008-12-04,3.6021218
2008-12-05,3.645365
2008-12-06,1.338641
2008-12-07,4.8681006
2008-12-08,3.6688852
2008-12-09,3.656892
2008-12-10,2.9547825
2008-12-11,1.0945994
2008-12-12,5.4056253
2008-12-13,1.3134617
2008-12-14,0.5618308
2008-12-15,3.2336657
2008-12-16,6.2685804
2008-12-17,7.193066
2008-12-18,7.7933273
2008-12-19,8.026483
2008-12-20,4.7095714
2008-12-21,8.597464
2008-12-22,4.074742
2008-12-23,3.6549625
2008-12-24,1.0560596
2008-12-25,1.1014965
2008-12-26,1.9643524
2008-12-27,1.5738019
2008-12-28,2.3934693
2008-12-29,2.4598627
2008-12-30,1.9141972
2008-12-31,1.2730509
2009-01-01,1.5924087
2009-01-02,1.7802528
2009-01-03,1.3503674
2009-01-04,1.6268109
2009-01-05,2.0300133
2009-01-06,2.8979852
2009-01-07,1.8911861
2009-01-08,3.3905084
2009-01-09,3.4921498
2009-01-10,9.211362
2009-01-11,10.789281
2009-01-12,6.40449
2009-01-13,2.168077
2009-01-14,3.3911407
2009-01-15,7.422282
2009-01-16,5.5689254
2009-01-17,7.574754
2009-01-18,7.12933
2009-01-19,4.1995053
2009-01-20,6.1320276
2009-01-21,4.9360385
2009-01-22,6.506568
2009-01-23,3.9822998
2009-01-24,3.781195
2009-01-25,6.143582
2009-01-26,2.0180807
2009-01-27,2.98962
2009-01-28,2.3784323
2009-01-29,5.1749177
2009-01-30,7.1212697
2009-01-31,6.044246
2009-02-01,5.1970377
2009-02-02,4.6632147
2009-02-03,5.8529563
2009-02-04,1.7222137
2009-02-05,2.4539247
2009-02-06,3.9935763
2009-02-07,4.3889585
2009-02-08,1.7086076
2009-02-09,1.6416397
2009-02-10,2.280713
2009-02-11,1.9939992
2009-02-12,2.7767496
2009-02-13,1.4188982
2009-02-14,2.4515183
2009-02-15,3.4610877
2009-02-16,4.7805777
2009-02-17,3.044043
2009-02-18,1.593403
2009-02-19,2.8137374
2009-02-20,2.8256807
2009-02-21,5.3926706
2009-02-22,5.218787
2009-02-23,4.188333
2009-02-24,2.2564933
2009-02-25,6.5511947
2009-02-26,5.861668
2009-02-27,4.6552916
2009-02-28,4.7633777
2009-03-01,3.9208856
2009-03-02,5.2900906
2009-03-03,5.3515577
2009-03-04,3.182297
2009-03-05,2.2457683
2009-03-06,3.5882263
2009-03-07,5.670234
2009-03-08,8.567952
2009-03-09,6.843457
2009-03-10,2.4508111
2009-03-11,4.2976236
2009-03-12,6.236014
2009-03-13,4.022708
2009-03-14,7.473436
2009-03-15,4.5999274
2009-03-16,3.5582006
2009-03-17,2.7345831
2009-03-18,2.7101445
2009-03-19,2.5738716
2009-03-20,2.6180823
2009-03-21,3.3472314
2009-03-22,6.255162
2009-03-23,8.566003
2009-03-24,5.4956894
2009-03-25,6.8616424
2009-03-26,8.207088
2009-03-27,8.6068125
2009-03-28,5.9874496
2009-03-29,5.007583
2009-03-30,4.974878
2009-03-31,3.8396356
2009-04-01,2.2118444
2009-04-02,2.3591564
2009-04-03,3.1564407
2009-04-04,4.7011585
2009-04-05,4.6566033
2009-04-06,3.9403906
2009-04-07,6.0485477
2009-04-08,5.9763165
2009-04-09,6.051894
2009-04-10,4.427631
2009-04-11,3.7388825
2009-04-12,2.1020002
2009-04-13,3.2747319
2009-04-14,3.704088
2009-04-15,4.884197
2009-04-16,6.2922144
2009-04-17,5.8305798
2009-04-18,2.9669576
2009-04-19,2.07708
2009-04-20,1.9184406
2009-04-21,3.6482203
2009-04-22,4.17073
2009-04-23,4.3108654
2009-04-24,3.5320117
2009-04-25,3.1417108
2009-04-26,3.7010036
2009-04-27,3.2379303
2009-04-28,3.5476725
2009-04-29,4.876737
2009-04-30,3.9009216
2009-05-01,4.942312
2009-05-02,4.64046
2009-05-03,4.9803214
2009-05-04,6.54069
2009-05-05,5.853585
2009-05-06,5.780385
2009-05-07,9.119231
2009-05-08,7.8177423
2009-05-09,5.529664
2009-05-10,2.1698458
2009-05-11,3.1678813
2009-05-12,4.5913305
2009-05-13,5.881553
2009-05-14,5.7879367
2009-05-15,5.8211093
2009-05-16,5.7766995
2009-05-17,4.548519
2009-05-18,4.535594
2009-05-19,4.4713635
2009-05-20,3.956001
2009-05-21,3.4932473
2009-05-22,2.9737263
2009-05-23,4.498218
2009-05-24,3.8769598
2009-05-25,2.513679
2009-05-26,4.9769726
2009-05-27,4.796618
2009-05-28,3.472952
2009-05-29,2.9927049
2009-05-30,3.6413784
2009-05-31,2.5380633
2009-06-01,1.9984651
2009-06-02,2.536783
2009-06-03,3.0368023
2009-06-04,2.4655054
2009-06-05,3.3677816
2009-06-06,4.714121
2009-06-07,3.6350641
2009-06-08,2.9654055
2009-06-09,2.6504688
2009-06-10,2.2193377
2009-06-11,3.6896956
2009-06-12,2.2667408
2009-06-13,2.5546546
2009-06-14,2.0698862
2009-06-15,2.414102
2009-06-16,2.9591048
2009-06-17,5.36977
2009-06-18,6.7432117
2009-06-19,6.116642
2009-06-20,3.9578807
2009-06-21,2.497276
2009-06-22,3.0151417
2009-06-23,1.9340538
2009-06-24,3.1476705
2009-06-25,4.278923
2009-06-26,4.745257
2009-06-27,3.5923815
2009-06-28,3.1758335
2009-06-29,2.8654206
2009-06-30,2.2856483
