summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2006-06-30,2.4807975
2006-07-01,2.6321702
2006-07-02,1.2321981
2006-07-03,2.0090854
2006-07-04,1.8396198
2006-07-05,0.9987381
2006-07-06,2.1811461
2006-07-07,3.5094259
2006-07-08,4.1265674
2006-07-09,3.7051017
2006-07-10,3.226161
2006-07-11,4.7554994
2006-07-12,4.0134597
2006-07-13,2.3422258
2006-07-14,1.2100246
2006-07-15,1.4963243
2006-07-16,2.1476266
2006-07-17,1.6438528
2006-07-18,0.8711012
2006-07-19,2.1093504
2006-07-20,1.2758458
2006-07-21,1.5279766
2006-07-22,1.3615215
2006-07-23,2.6637666
2006-07-24,1.8252988
2006-07-25,1.3035483
2006-07-26,1.3655261
2006-07-27,1.2952633
2006-07-28,0.803814
2006-07-29,2.6338995
2006-07-30,3.1354535
2006-07-31,3.3363962
2006-08-01,3.67732
2006-08-02,5.0357213
2006-08-03,2.5646315
2006-08-04,1.3458697
2006-08-05,1.9790069
2006-08-06,2.8165743
2006-08-07,2.2319946
2006-08-08,2.2904727
2006-08-09,5.4457855
2006-08-10,5.0019693
2006-08-11,3.2320085
2006-08-12,2.4520283
2006-08-13,2.06967
2006-08-14,1.8317295
2006-08-15,1.6360224
2006-08-16,0.784248
2006-08-17,0.965132
2006-08-18,2.1648607
2006-08-19,1.9186224
2006-08-20,1.682792
2006-08-21,2.1998694
2006-08-22,1.3732564
2006-08-23,1.6729625
2006-08-24,1.6305766
2006-08-25,0.90044546
2006-08-26,1.9269271
2006-08-27,3.5622494
2006-08-28,3.3593674
2006-08-29,3.9868894
2006-08-30,2.9276116
2006-08-31,2.645842
2006-09-01,3.4707692
2006-09-02,2.3329735
2006-09-03,3.3729417
2006-09-04,2.956124
2006-09-05,2.6594555
2006-09-06,3.1950758
2006-09-07,2.5736659
2006-09-08,1.0112711
2006-09-09,1.960986
2006-09-10,1.8268101
2006-09-11,1.9014095
2006-09-12,2.143547
2006-09-13,3.8453472
2006-09-14,0.79417926
2006-09-15,0.9071283
2006-09-16,0.8668926
2006-09-17,1.2753767
2006-09-18,3.025489
2006-09-19,5.6657214
2006-09-20,6.940134
2006-09-21,4.772838
2006-09-22,3.5921202
2006-09-23,2.6115878
2006-09-24,2.1746004
2006-09-25,0.49122104
2006-09-26,1.8134959
2006-09-27,3.9831142
2006-09-28,4.366027
2006-09-29,1.1736586
2006-09-30,1.5591955
2006-10-01,1.1892853
2006-10-02,2.6392019
2006-10-03,1.5835407
2006-10-04,1.7059267
2006-10-05,2.5706515
2006-10-06,5.497675
2006-10-07,6.201107
2006-10-08,4.3400292
2006-10-09,3.5036066
2006-10-10,1.9808983
2006-10-11,3.434908
2006-10-12,3.2509396
2006-10-13,2.2869515
2006-10-14,2.1972716
