summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2007-06-30,285.08612
2007-07-01,287.9412
2007-07-02,287.74942
2007-07-03,287.39377
2007-07-04,287.6811
2007-07-05,287.0354
2007-07-06,286.991
2007-07-07,287.02472
2007-07-08,286.5963
2007-07-09,286.33725
2007-07-10,285.81354
2007-07-11,287.14944
2007-07-12,287.4677
2007-07-13,287.20068
2007-07-14,287.3858
2007-07-15,288.1574
2007-07-16,287.71832
2007-07-17,288.4176
2007-07-18,287.43796
2007-07-19,287.0465
2007-07-20,286.8523
2007-07-21,285.11224
2007-07-22,285.98123
2007-07-23,287.06024
2007-07-24,288.0105
2007-07-25,288.56143
2007-07-26,287.25183
2007-07-27,287.30743
2007-07-28,286.30295
2007-07-29,285.35748
2007-07-30,286.35992
2007-07-31,287.80743
2007-08-01,287.93695
2007-08-02,287.22223
2007-08-03,288.49478
2007-08-04,289.3494
2007-08-05,286.73016
2007-08-06,286.02142
2007-08-07,285.39484
2007-08-08,286.41336
2007-08-09,287.31064
2007-08-10,288.3736
2007-08-11,287.45416
2007-08-12,287.07236
2007-08-13,286.52103
2007-08-14,286.85028
2007-08-15,286.47098
2007-08-16,285.41852
2007-08-17,286.2562
2007-08-18,286.68652
2007-08-19,285.45453
2007-08-20,284.98676
2007-08-21,288.09048
2007-08-22,288.25836
2007-08-23,287.70996
2007-08-24,289.33603
2007-08-25,288.78314
2007-08-26,286.99222
2007-08-27,286.5666
2007-08-28,285.91385
2007-08-29,286.11633
2007-08-30,288.4001
2007-08-31,287.82227
2007-09-01,287.99646
2007-09-02,287.17163
2007-09-03,284.82367
2007-09-04,285.24307
2007-09-05,289.56995
2007-09-06,288.82056
2007-09-07,288.19022
2007-09-08,287.93982
2007-09-09,287.42242
2007-09-10,286.77142
2007-09-11,286.37988
2007-09-12,288.37927
2007-09-13,287.6701
2007-09-14,284.85895
2007-09-15,283.64532
2007-09-16,286.69504
2007-09-17,282.09695
2007-09-18,281.16467
2007-09-19,285.91803
2007-09-20,285.25015
2007-09-21,284.95187
2007-09-22,286.26202
2007-09-23,287.77066
2007-09-24,284.63284
2007-09-25,283.433
2007-09-26,280.24313
2007-09-27,279.78748
2007-09-28,282.66025
2007-09-29,283.4958
2007-09-30,283.46323
2007-10-01,284.63742
2007-10-02,284.20157
2007-10-03,285.78665
2007-10-04,284.40405
2007-10-05,284.23523
2007-10-06,284.8169
2007-10-07,283.62555
2007-10-08,283.92627
2007-10-09,285.47314
2007-10-10,285.13452
2007-10-11,288.14838
2007-10-12,287.58282
2007-10-13,286.80664
2007-10-14,286.32852
2007-10-15,285.58572
2007-10-16,283.697
2007-10-17,281.3489
2007-10-18,279.95663
2007-10-19,283.88754
2007-10-20,283.95596
2007-10-21,284.56805
2007-10-22,284.82785
2007-10-23,282.7376
2007-10-24,279.82556
2007-10-25,281.78436
2007-10-26,283.91473
2007-10-27,284.57614
2007-10-28,283.73752
2007-10-29,281.1889
2007-10-30,282.75412
2007-10-31,286.55774
2007-11-01,287.28073
2007-11-02,286.92432
2007-11-03,282.70013
2007-11-04,281.25125
2007-11-05,283.0892
2007-11-06,282.65604
2007-11-07,284.79874
2007-11-08,281.6012
2007-11-09,280.7326
2007-11-10,284.71674
2007-11-11,279.37524
2007-11-12,275.88953
2007-11-13,281.03705
2007-11-14,279.57422
2007-11-15,278.3937
2007-11-16,281.02277
2007-11-17,282.8263
2007-11-18,279.4896
2007-11-19,280.34344
2007-11-20,280.16266
2007-11-21,280.26633
2007-11-22,278.74503
2007-11-23,274.85797
2007-11-24,280.4633
2007-11-25,279.48193
2007-11-26,278.78833
2007-11-27,282.24988
2007-11-28,281.81152
2007-11-29,279.66718
2007-11-30,281.29724
2007-12-01,279.1662
2007-12-02,278.9364
2007-12-03,278.64233
2007-12-04,282.3977
2007-12-05,283.74585
2007-12-06,281.9723
2007-12-07,279.26666
2007-12-08,277.3177
2007-12-09,278.69757
2007-12-10,276.6715
2007-12-11,277.09933
2007-12-12,281.7014
2007-12-13,281.68304
2007-12-14,280.5906
2007-12-15,278.33325
2007-12-16,275.28522
2007-12-17,272.6056
2007-12-18,274.85748
2007-12-19,272.6618
2007-12-20,273.54633
2007-12-21,271.7427
2007-12-22,275.46646
2007-12-23,278.7063
2007-12-24,279.12256
2007-12-25,276.37833
2007-12-26,281.3993
2007-12-27,281.97733
2007-12-28,281.3959
2007-12-29,278.2855
2007-12-30,277.31686
2007-12-31,280.73492
2008-01-01,281.42767
2008-01-02,278.96146
2008-01-03,274.92853
2008-01-04,275.61697
2008-01-05,278.6194
2008-01-06,277.86478
2008-01-07,276.40277
2008-01-08,277.61496
2008-01-09,277.29367
2008-01-10,277.268
2008-01-11,275.17343
2008-01-12,274.03098
2008-01-13,280.38855
2008-01-14,278.29147
2008-01-15,277.21744
2008-01-16,275.98212
2008-01-17,277.34348
2008-01-18,281.15833
2008-01-19,278.88867
2008-01-20,279.18756
2008-01-21,276.38828
2008-01-22,276.89023
2008-01-23,282.7317
2008-01-24,278.03973
2008-01-25,282.85922
2008-01-26,281.9754
2008-01-27,283.28476
2008-01-28,282.13193
2008-01-29,279.5703
2008-01-30,277.80453
2008-01-31,277.60342
2008-02-01,275.61493
2008-02-02,275.14624
2008-02-03,279.83426
2008-02-04,277.9267
2008-02-05,277.65854
2008-02-06,277.86237
2008-02-07,282.4363
2008-02-08,282.79852
2008-02-09,282.58023
2008-02-10,279.68866
2008-02-11,278.74878
2008-02-12,277.8681
2008-02-13,276.1638
2008-02-14,276.30188
2008-02-15,275.6804
2008-02-16,275.87534
2008-02-17,276.79437
2008-02-18,276.03946
2008-02-19,274.97388
2008-02-20,277.3375
2008-02-21,282.53348
2008-02-22,280.65244
2008-02-23,282.27533
2008-02-24,279.8442
2008-02-25,279.69836
2008-02-26,280.57043
2008-02-27,279.00476
2008-02-28,279.43884
2008-02-29,280.51443
2008-03-01,279.76743
2008-03-02,279.03284
2008-03-03,275.29156
2008-03-04,275.86417
2008-03-05,279.559
