summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2011-06-30,285.29486
2011-07-01,285.92172
2011-07-02,286.3778
2011-07-03,287.63605
2011-07-04,289.51437
2011-07-05,289.37598
2011-07-06,286.75787
2011-07-07,286.55817
2011-07-08,286.59784
2011-07-09,287.32446
2011-07-10,287.34097
2011-07-11,287.19934
2011-07-12,286.8172
2011-07-13,287.1601
2011-07-14,288.11365
2011-07-15,287.70255
2011-07-16,288.1336
2011-07-17,287.50137
2011-07-18,287.43515
2011-07-19,286.85666
2011-07-20,286.30017
2011-07-21,286.09116
2011-07-22,285.50168
2011-07-23,285.44916
2011-07-24,286.3933
2011-07-25,286.6055
2011-07-26,287.6986
2011-07-27,288.7745
2011-07-28,287.4982
2011-07-29,287.60547
2011-07-30,288.32358
2011-07-31,288.7717
2011-08-01,289.06866
2011-08-02,288.47632
2011-08-03,288.73514
2011-08-04,288.7406
2011-08-05,288.08398
2011-08-06,286.01523
2011-08-07,285.8136
2011-08-08,286.55377
2011-08-09,285.9689
2011-08-10,286.311
2011-08-11,286.51492
2011-08-12,287.54324
2011-08-13,288.23718
2011-08-14,287.1045
2011-08-15,286.16376
2011-08-16,285.95337
2011-08-17,285.4774
2011-08-18,285.52216
2011-08-19,285.44897
2011-08-20,287.4171
2011-08-21,287.22806
2011-08-22,286.51718
2011-08-23,286.40448
2011-08-24,286.2836
2011-08-25,285.15826
2011-08-26,285.7239
2011-08-27,285.84027
2011-08-28,284.42477
2011-08-29,285.2942
2011-08-30,285.41815
2011-08-31,285.18143
2011-09-01,286.40912
2011-09-02,287.63657
2011-09-03,287.15002
2011-09-04,285.51038
2011-09-05,285.39084
2011-09-06,286.37903
2011-09-07,285.36765
2011-09-08,285.4486
2011-09-09,286.51105
2011-09-10,289.51364
2011-09-11,286.68253
2011-09-12,287.13434
2011-09-13,285.6031
2011-09-14,284.58102
2011-09-15,283.23712
2011-09-16,284.78992
2011-09-17,285.41965
2011-09-18,285.23248
2011-09-19,285.00925
2011-09-20,285.04184
2011-09-21,284.48447
2011-09-22,284.72067
2011-09-23,286.70822
2011-09-24,286.8075
2011-09-25,286.35403
2011-09-26,284.90118
2011-09-27,287.60483
2011-09-28,291.12015
2011-09-29,290.0633
2011-09-30,290.40958
2011-10-01,287.30865
2011-10-02,286.72018
2011-10-03,286.3073
2011-10-04,284.65573
2011-10-05,286.47037
2011-10-06,281.47858
2011-10-07,283.5551
2011-10-08,284.45258
2011-10-09,286.66385
2011-10-10,284.5022
2011-10-11,283.19507
2011-10-12,282.78705
2011-10-13,285.06342
2011-10-14,287.2226
2011-10-15,286.29556
2011-10-16,284.27094
2011-10-17,281.29865
2011-10-18,280.6949
2011-10-19,279.1201
2011-10-20,280.55493
2011-10-21,285.41714
2011-10-22,284.69946
2011-10-23,285.1953
2011-10-24,286.66922
2011-10-25,284.8175
2011-10-26,281.66968
2011-10-27,282.67755
2011-10-28,282.65488
2011-10-29,285.30334
2011-10-30,285.82855
2011-10-31,286.88806
2011-11-01,282.76974
2011-11-02,284.68347
