D,T
-11.805,16.6226
-12.305,16.628
-12.805,16.636
-13.305,16.5628
-13.805,16.3604
-14.305,16.3398
-14.805,16.3562
-15.305,16.3562
-15.805,16.347
-16.305,16.33
-16.805,16.319
-17.305,16.3152
-17.805,16.315
-18.305,16.2984
-18.805,16.3368
-19.305,16.3278
-19.805,16.3124
-20.305,16.2882
-20.805,16.284
-21.305,16.2936
-21.805,16.2896
-22.305,16.294
-22.805,16.29
-23.305,16.2928
-23.805,16.291
-24.305,16.3038
-24.805,16.3036
-25.305,16.298
-25.805,16.2812
-26.305,16.282
-26.805,16.2706
-27.305,16.2676
-27.805,16.2646
-28.305,16.2784
-28.805,16.2828
-29.305,16.2832
-29.805,16.2754
-30.305,16.2838
-30.805,16.2904
-31.305,16.2924
-31.805,16.2934
-32.305,16.2938
-32.805,16.2876
-33.305,16.2884
-33.805,16.2788
-34.305,16.2832
-34.805,16.286
-35.305,16.2706
-35.805,16.2606
-36.305,16.2648
-36.805,16.2628
-37.305,16.2748
-37.805,16.2762
-38.305,16.2678
-38.805,16.2696
-39.305,16.2756
-39.805,16.2686
-40.305,16.2684
-40.805,16.2678
-41.305,16.2698
-41.805,16.2746
-42.305,16.2702
-42.805,16.2736
-43.305,16.2708
-43.805,16.2724
-44.305,16.2648
-44.805,16.2628
-45.305,16.2626
-45.805,16.2654
-46.305,16.2652
-46.805,16.2676
-47.305,16.2658
-47.805,16.2612
-48.305,16.2652
-48.805,16.2532
-49.305,16.2566
-49.805,16.252
-50.305,16.2502
-50.805,16.256
-51.305,16.2524
-51.805,16.2528
-52.305,16.2502
-52.805,16.257
-53.305,16.254
-53.805,16.251
-54.305,16.255
-54.805,16.26
-55.305,16.2608
-55.805,16.2614
-56.305,16.2554
-56.805,16.2474
-57.305,16.2544
-57.805,16.2488
-58.305,16.2496
-58.805,16.2544
-59.305,16.2488
-59.805,16.2484
-60.305,16.2452
-60.805,16.2508
-61.305,16.253
-61.805,16.2528
-62.305,16.2504
-62.805,16.259
-63.305,16.253
-63.805,16.2546
-64.305,16.259
-64.805,16.2584
-65.305,16.2536
-65.805,16.2518
-66.305,16.247
-66.805,16.2546
-67.305,16.2482
-67.805,16.25
-68.305,16.2536
-68.805,16.2516
-69.305,16.2516
-69.805,16.2508
-70.305,16.25
-70.805,16.2586
-71.305,16.2522
-71.805,16.2474
-72.305,16.2456
-72.805,16.2482
-73.305,16.2492
-73.805,16.2384
-74.305,16.2456
-74.805,16.2288
-75.305,16.2308
-75.805,16.227
-76.305,16.2288
-76.805,16.227
-77.305,16.2282
-77.805,16.2272
-78.305,16.2192
-78.805,16.22
-79.305,16.2184
-79.805,16.2192
-80.305,16.2194
-80.805,16.2126
-81.305,16.2206
-81.805,16.2184
-82.305,16.2234
-82.805,16.2314
-83.305,16.235
-83.805,16.2274
-84.305,16.2342
-84.805,16.235
-85.305,16.2386
-85.805,16.2356
-86.305,16.24
-86.805,16.2362
-87.305,16.2364
-87.805,16.2372
-88.305,16.2454
-88.805,16.25
-89.305,16.2442
-89.805,16.2352
-90.305,16.2344
-90.805,16.2406
-91.305,16.2356
-91.805,16.2198
-92.305,16.2234
-92.805,16.2158
-93.305,16.2002
-93.805,16.207
-94.305,16.2136
-94.805,16.2114
-95.305,16.224
-95.805,16.223
-96.305,16.2166
-96.805,16.2136
-97.305,16.22
-97.805,16.2222
-98.305,16.2298
-98.805,16.2236
-99.305,16.2214
-99.805,16.2218
-100.305,16.2238
-100.805,16.2248
-101.305,16.226
-101.805,16.226
-102.305,16.2304
-102.805,16.2204
-103.305,16.225
-103.805,16.2216
-104.305,16.1954
-104.805,16.2064
-105.305,16.2096
-105.805,16.2132
-106.305,16.2206
-106.805,16.2348
-107.305,16.2324
-107.805,16.2512
-108.305,16.2474
-108.805,16.2406
-109.305,16.2364
-109.805,16.2322
-110.305,16.2362
-110.805,16.2548
-111.305,16.2532
-111.805,16.2434
-112.305,16.2408
-112.805,16.2402
-113.305,16.2426
-113.805,16.2358
-114.305,16.2306
-114.805,16.2416
-115.305,16.241
-115.805,16.2428
-116.305,16.2474
-116.805,16.25
-117.305,16.2474
-117.805,16.247
-118.305,16.2458
-118.805,16.2422
-119.305,16.2424
-119.805,16.2412
-120.305,16.2426
-120.805,16.2442
-121.305,16.2436
-121.805,16.2522
-122.305,16.252
-122.805,16.2504
-123.305,16.2524
-123.805,16.2434
-124.305,16.2482
-124.805,16.2472
-125.305,16.2492
-125.805,16.2616
-126.305,16.2672
-126.805,16.2712
-127.305,16.2756
-127.805,16.2728
-128.305,16.2724
-128.805,16.27
-129.305,16.2614
-129.805,16.273
-130.305,16.2644
-130.805,16.2686
-131.305,16.2726
-131.805,16.2688
-132.305,16.2692
-132.805,16.2658
-133.305,16.2594
-133.805,16.2692
-134.305,16.2686
-134.805,16.2774
-135.305,16.2714
-135.805,16.2816
-136.305,16.2848
-136.805,16.2728
-137.305,16.2736
-137.805,16.2732
-138.305,16.272
-138.805,16.2656
-139.305,16.2684
-139.805,16.2812
-140.305,16.2702
-140.805,16.2778
-141.305,16.2702
-141.805,16.2714
-142.305,16.2698
-142.805,16.2788
-143.305,16.2798
-143.805,16.2784
-144.305,16.2882
-144.805,16.2772
-145.305,16.2782
-145.805,16.2832
-146.305,16.2732
-146.805,16.2792
-147.305,16.2876
-147.805,16.2926
-148.305,16.2808
-148.805,16.2804
-149.305,16.2846
-149.805,16.2802
-150.305,16.274
-150.805,16.2936
-151.305,16.2906
-151.805,16.2912
-152.305,16.2892
-152.805,16.2954
-153.305,16.294
-153.805,16.2906
-154.305,16.3028
-154.805,16.2964
-155.305,16.3006
-155.805,16.2986
-156.305,16.2956
-156.805,16.2928
-157.305,16.296
-157.805,16.2976
-158.305,16.305
-158.805,16.2952
-159.305,16.306
-159.805,16.2952
-160.305,16.3018
-160.805,16.2996
-161.305,16.299
-161.805,16.2982
-162.305,16.2976
-162.805,16.305
-163.305,16.301
-163.805,16.2966
-164.305,16.305
-164.805,16.3004
-165.305,16.3054
-165.805,16.3126
-166.305,16.3148
-166.805,16.3338
-167.305,16.349
-167.805,16.3836
-168.305,16.388
-168.805,16.3914
-169.305,16.392
-169.805,16.3916
-170.305,16.3886
-170.805,16.3956
