D,T
-10.035,11.73575
-10.435,11.55675
-10.835,11.52675
-11.235,11.51875
-11.635,11.51925
-12.035,11.5185
-12.435,11.51075
-12.835,11.50175
-13.235,11.4975
-13.635,11.481
-14.035,11.464
-14.435,11.4535
-14.835,11.4435
-15.235,11.42525
-15.635,11.4135
-16.035,11.40625
-16.435,11.399
-16.835,11.4005
-17.235,11.4005
-17.635,11.399
-18.035,11.39475
-18.435,11.396
-18.835,11.39675
-19.235,11.39325
-19.635,11.388
-20.035,11.38675
-20.435,11.38675
-20.835,11.39
-21.235,11.38575
-21.635,11.38575
-22.035,11.376
-22.435,11.38325
-22.835,11.382
-23.235,11.37125
-23.635,11.3785
-24.035,11.3735
-24.435,11.37475
-24.835,11.379
-25.235,11.36425
-25.635,11.36575
-26.035,11.3695
-26.435,11.359
-26.835,11.35725
-27.235,11.358
-27.635,11.357
-28.035,11.35875
-28.435,11.3555
-28.835,11.35275
-29.235,11.35775
-29.635,11.355
-30.035,11.34725
-30.435,11.34975
-30.835,11.34875
-31.235,11.3485
-31.635,11.343
-32.035,11.34875
-32.435,11.34625
-32.835,11.38225
-33.235,11.43925
-33.635,11.45025
-34.035,11.45475
-34.435,11.455
-34.835,11.44825
-35.235,11.4565
-35.635,11.44825
-36.035,11.44225
-36.435,11.4505
-36.835,11.45125
-37.235,11.4435
-37.635,11.457
-38.035,11.4555
-38.435,11.44125
-38.835,11.45475
-39.235,11.452
-39.635,11.45125
-40.035,11.45225
-40.435,11.449
-40.835,11.446
-41.235,11.44025
-41.635,11.44775
-42.035,11.44475
-42.435,11.45125
-42.835,11.446
-43.235,11.45325
-43.635,11.45775
-44.035,11.45225
-44.435,11.4445
-44.835,11.4575
-45.235,11.44825
-45.635,11.44125
-46.035,11.456
-46.435,11.44275
-46.835,11.453
-47.235,11.454
-47.635,11.448
-48.035,11.4505
-48.435,11.45025
-48.835,11.454
-49.235,11.44925
-49.635,11.44875
-50.035,11.454
-50.435,11.44725
-50.835,11.45125
-51.235,11.45475
-51.635,11.45025
-52.035,11.4515
-52.435,11.4495
-52.835,11.4485
-53.235,11.44525
-53.635,11.4495
-54.035,11.44425
-54.435,11.45375
-54.835,11.45025
-55.235,11.44775
-55.635,11.44975
-56.035,11.454
-56.435,11.49875
-56.835,11.5565
-57.235,11.57575
-57.635,11.579
-58.035,11.58075
-58.435,11.58025
-58.835,11.58075
-59.235,11.576
-59.635,11.58025
-60.035,11.57725
-60.435,11.5815
-60.835,11.58
-61.235,11.582
-61.635,11.591
-62.035,11.57925
-62.435,11.58625
-62.835,11.584
-63.235,11.59125
-63.635,11.58775
-64.035,11.57375
-64.435,11.58625
-64.835,11.59125
-65.235,11.59525
-65.635,11.589
-66.035,11.59325
-66.435,11.60975
-66.835,11.61575
-67.235,11.61775
-67.635,11.61825
-68.035,11.6275
-68.435,11.62325
-68.835,11.64175
-69.235,11.653
-69.635,11.671
-70.035,11.685
-70.435,11.698
-70.835,11.711
-71.235,11.7215
-71.635,11.7225
-72.035,11.728
-72.435,11.73925
-72.835,11.73525
-73.235,11.7345
-73.635,11.72925
-74.035,11.73925
-74.435,11.7355
-74.835,11.729
-75.235,11.7355
-75.635,11.737
-76.035,11.728
-76.435,11.735
-76.835,11.73725
-77.235,11.7325
-77.635,11.7375
-78.035,11.74825
-78.435,11.7555
-78.835,11.7735
-79.235,11.787
-79.635,11.79675
-80.035,11.80175
-80.435,11.811
-80.835,11.81575
-81.235,11.823
-81.635,11.82925
-82.035,11.843
-82.435,11.84375
-82.835,11.84025
-83.235,11.85775
-83.635,11.87075
-84.035,11.87225
-84.435,11.877
-84.835,11.88325
-85.235,11.89775
-85.635,11.913
-86.035,11.9105
-86.435,11.9095
-86.835,11.906
-87.235,11.919
-87.635,11.93325
-88.035,11.93375
-88.435,11.94575
-88.835,11.94875
-89.235,11.95325
-89.635,11.9565
-90.035,11.96175
-90.435,11.974
-90.835,11.973
-91.235,11.981
-91.635,11.98825
-92.035,11.99275
-92.435,12
-92.835,12.007
-93.235,12.0085
-93.635,12.025
-94.035,12.028
-94.435,12.02875
-94.835,12.02975
-95.235,12.037
-95.635,12.0465
-96.035,12.056
-96.435,12.06075
-96.835,12.0615
-97.235,12.06675
-97.635,12.0765
-98.035,12.07525
-98.435,12.08925
-98.835,12.091
-99.235,12.08775
-99.635,12.09675
-100.035,12.1095
-100.435,12.11725
-100.835,12.11825
-101.235,12.116
-101.635,12.12925
-102.035,12.13775
-102.435,12.14525
-102.835,12.15925
-103.235,12.16875
-103.635,12.16525
-104.035,12.17375
-104.435,12.17825
-104.835,12.1715
-105.235,12.1825
-105.635,12.16625
-106.035,12.17275
-106.435,12.17675
-106.835,12.17875
-107.235,12.171
-107.635,12.169
-108.035,12.17225
-108.435,12.17875
-108.835,12.172
-109.235,12.171
-109.635,12.176
-110.035,12.17175
-110.435,12.17875
-110.835,12.17875
-111.235,12.18125
-111.635,12.17875
-112.035,12.1845
-112.435,12.19525
-112.835,12.19825
-113.235,12.21325
-113.635,12.22575
-114.035,12.23775
-114.435,12.25875
-114.835,12.2655
-115.235,12.27475
-115.635,12.30175
-116.035,12.3055
-116.435,12.3115
-116.835,12.31225
-117.235,12.316
-117.635,12.3155
-118.035,12.31725
-118.435,12.32275
-118.835,12.31975
-119.235,12.33025
-119.635,12.3365
-120.035,12.35
-120.435,12.36775
-120.835,12.38575
-121.235,12.40175
-121.635,12.42975
-122.035,12.4615
-122.435,12.4865
-122.835,12.51625
-123.235,12.551
-123.635,12.575
-124.035,12.6095
-124.435,12.637
-124.835,12.67525
-125.235,12.7155
-125.635,12.74
-126.035,12.77075
-126.435,12.79775
-126.835,12.82425
-127.235,12.84
-127.635,12.867
-128.035,12.8835
-128.435,12.90325
-128.835,12.9245
-129.235,12.93675
-129.635,12.9605
-130.035,12.98775
-130.435,13.0115
-130.835,13.0365
-131.235,13.075
-131.635,13.107
-132.035,13.13925
-132.435,13.18825
-132.835,13.2375
-133.235,13.27175
-133.635,13.29525
-134.035,13.32525
-134.435,13.36125
-134.835,13.387
-135.235,13.41675
-135.635,13.45525
-136.035,13.48075
-136.435,13.51275
-136.835,13.53775
-137.235,13.5595
-137.635,13.6
-138.035,13.64825
-138.435,13.683
-138.835,13.726
-139.235,13.77575
-139.635,13.81375
-140.035,13.84625
-140.435,13.8785
-140.835,13.91775
-141.235,13.9565
-141.635,13.9955
-142.035,14.06125
-142.435,14.096
-142.835,14.15025
-143.235,14.205
-143.635,14.25525
-144.035,14.29875
-144.435,14.351
-144.835,14.42025
-145.235,14.4555
-145.635,14.493
-146.035,14.53375
-146.435,14.58975
-146.835,14.6375
-147.235,14.689
-147.635,14.756
-148.035,14.82275
-148.435,14.90825
-148.835,15.0305
-149.235,15.12625
-149.635,15.20375
-150.035,15.276
-150.435,15.3715
-150.835,15.4745
-151.235,15.55375
-151.635,15.6495
-152.035,15.735
-152.435,15.816
-152.835,15.87825
-153.235,15.943
-153.635,16.008
-154.035,16.05725
-154.435,16.1545
-154.835,16.28875
-155.235,16.39025
-155.635,16.506
-156.035,16.6835
-156.435,16.84875
-156.835,16.9655
-157.235,16.98125
-157.635,16.98475
-158.035,16.985
-158.435,16.98875
-158.835,16.98425
-159.235,16.98875
-159.635,16.988
-160.035,16.99275
-160.435,16.993
-160.835,16.9915
-161.235,16.99175
-161.635,16.98975
-162.035,16.993
-162.435,16.9905
-162.835,16.994
-163.235,17.22625
-163.635,17.36225
-164.035,17.37375
-164.435,17.37075
-164.835,17.38125
-165.235,17.38425
-165.635,17.385
-166.035,17.388
-166.435,17.39
-166.835,17.38875
-167.235,17.38675
-167.635,17.38775
-168.035,17.3955
-168.435,17.39225
-168.835,17.39175
-169.235,17.3995
-169.635,17.3925
-170.035,17.39925
-170.435,17.3985
-170.835,17.4005
-171.235,17.39375
-171.635,17.403
-172.035,17.40025
-172.435,17.4085
-172.835,17.40325
-173.235,17.40825
-173.635,17.4
-174.035,17.4045
-174.435,17.4065
-174.835,17.413
