D,T
-99.41,12.63
-100.41,12.7
-101.41,12.722
-102.41,12.8
-103.41,12.8
-104.41,12.838
-105.41,12.898
-106.41,12.9
-107.41,12.9
-108.41,12.9
-109.41,12.9
-110.41,12.9
-111.41,12.9
-112.41,12.9
-113.41,12.906
-114.41,12.91
-115.41,12.93
-116.41,12.994
-117.41,13
-118.41,13.05
-119.41,13.1
-120.41,13.1
-121.41,13.1
-122.41,13.1
-123.41,13.176
-124.41,13.2
-125.41,13.202
-126.41,13.294
-127.41,13.3
-128.41,13.338
-129.41,13.4
-130.41,13.4
-131.41,13.5
-132.41,13.5
-133.41,13.544
-134.41,13.6
-135.41,13.654
-136.41,13.7
-137.41,13.764
-138.41,13.8
-139.41,13.808
-140.41,13.9
-141.41,13.9
-142.41,13.974
-143.41,14.02
-144.41,14.104
-145.41,14.2
-146.41,14.294
-147.41,14.3
-148.41,14.3
-149.41,14.4
-150.41,14.4
-151.41,14.4
-152.41,14.4
-153.41,14.45
-154.41,14.5
-155.41,14.538
-156.41,14.6
-157.41,14.6
-158.41,14.664
-159.41,14.7
-160.41,14.7
-161.41,14.78
-162.41,14.8
-163.41,14.838
-164.41,14.9
-165.41,14.912
-166.41,14.996
-167.41,15.018
-168.41,15.1
-169.41,15.136
-170.41,15.2
-171.41,15.286
-172.41,15.332
-173.41,15.428
-174.41,15.5
-175.41,15.546
-176.41,15.6
-177.41,15.698
-178.41,15.734
-179.41,15.8
-180.41,15.838
-181.41,15.978
-182.41,16
-183.41,16.054
-184.41,16.1
-185.41,16.1
-186.41,16.126
-187.41,16.2
-188.41,16.232
-189.41,16.3
-190.41,16.526
-191.41,16.944
-192.41,17
-193.41,17
-194.41,17
-195.41,17
-196.41,17
-197.41,17
-198.41,17
-199.41,17
-200.41,17
-201.41,17
-202.41,17
-203.41,17
-204.41,17
-205.41,17
-206.41,17
-207.41,17
-208.41,17
-209.41,17
-210.41,17
-211.41,17
-212.41,17
-213.41,17
-214.41,17
-215.41,17
-216.41,17
-217.41,17
-218.41,17
-219.41,17
-220.41,17
-221.41,17
-222.41,17
-223.41,17
-224.41,17
-225.41,17
-226.41,17
-227.41,17
-228.41,17
-229.41,17
-230.41,17
-231.41,17
-232.41,17
-233.41,17
-234.41,17
-235.41,17
-236.41,17
-237.41,17
-238.41,17
-239.41,17
-240.41,17
-241.41,17
-242.41,17
-243.41,17.024
-244.41,17.1
-245.41,17.1
-246.41,17.13
-247.41,17.294
-248.41,17.3
-249.41,17.3
-250.41,17.39
-251.41,17.5
-252.41,17.622
-253.41,17.7
-254.41,17.7
-255.41,17.704
-256.41,17.7
-257.41,17.7
-258.41,17.7
-259.41,17.7
-260.41,17.7
-261.41,17.7
-262.41,17.7
-263.41,17.7
-264.41,17.7
-265.41,17.7
-266.41,17.7
-267.41,17.7
-268.41,17.7
-269.41,17.7
-270.41,17.7
-271.41,17.7
-272.41,17.7
-273.41,17.7
-274.41,17.7
-275.41,17.7
-276.41,17.7
-277.41,17.7
-278.41,17.7
-279.41,17.7
-280.41,17.7
-281.41,17.7
-282.41,17.7
-283.41,17.7
-284.41,17.7
-285.41,17.7
-286.41,17.7
-287.41,17.7
-288.41,17.7
-289.41,17.7
-290.41,17.7
-291.41,17.7
-292.41,17.7
-293.41,17.722
-294.41,17.8
-295.41,17.8
-296.41,17.8
-297.41,17.8
-298.41,17.8
-299.41,17.8
-300.41,17.8
-301.41,17.8
-302.41,17.8
-303.41,17.8
-304.41,17.8
-305.41,17.8
-306.41,17.8
-307.41,17.8
-308.41,17.8
-309.41,17.832
-310.41,17.9
-311.41,17.9
-312.41,17.9
-313.41,17.9
-314.41,17.916
-315.41,18
-316.41,18
-317.41,18.06
-318.41,18.104
-319.41,18.2
-320.41,18.296
-321.41,18.376
-322.41,18.48
-323.41,18.618
-324.41,18.752
-325.41,18.932
-326.41,19.092
-327.41,19.3
-328.41,19.3
-329.41,19.232
-330.41,19.2
-331.41,19.186
-332.41,19.1
-333.41,19.1
-334.41,19.028
-335.41,19
-336.41,19
-337.41,18.912
-338.41,18.9
-339.41,18.868
-340.41,18.8
-341.41,18.8
-342.41,18.746
-343.41,18.7
-344.41,18.7
-345.41,18.672
-346.41,18.6
-347.41,18.6
-348.41,18.538
-349.41,18.518
-350.41,18.5
-351.41,18.5
-352.41,18.47
-353.41,18.4
-354.41,18.4
-355.41,18.4
-356.41,18.4
-357.41,18.4
-358.41,18.568
-359.41,18.82
-360.41,18.76
-361.41,18.548
-362.41,18.48
-363.41,18.398
-364.41,18.3
-365.41,18.232
-366.41,18.166
-367.41,18.1
-368.41,18.032
-369.41,18
-370.41,17.906
-371.41,17.9
-372.41,17.9
-373.41,17.9
-374.41,17.9
-375.41,17.9
-376.41,17.95
-377.41,18.012
-378.41,18.148
-379.41,18.41020408
