D,T
-8.535,10.0926
-9.035,10.0956
-9.535,10.0998
-10.035,10.1092
-10.535,10.1588
-11.035,10.9698
-11.535,11.1356
-12.035,11.1658
-12.535,11.1646
-13.035,11.1826
-13.535,11.2032
-14.035,11.218
-14.535,11.2136
-15.035,11.2164
-15.535,11.2278
-16.035,11.2714
-16.535,11.282
-17.035,11.2814
-17.535,11.2822
-18.035,11.2824
-18.535,11.28
-19.035,11.2906
-19.535,11.295
-20.035,11.3008
-20.535,11.3104
-21.035,11.3166
-21.535,11.3298
-22.035,11.3472
-22.535,11.3416
-23.035,11.3482
-23.535,11.3478
-24.035,11.359
-24.535,11.3844
-25.035,11.4144
-25.535,11.4108
-26.035,11.4192
-26.535,11.4192
-27.035,11.4154
-27.535,11.4188
-28.035,11.417
-28.535,11.4194
-29.035,11.419
-29.535,11.4158
-30.035,11.4182
-30.535,11.4148
-31.035,11.4168
-31.535,11.4198
-32.035,11.42
-32.535,11.4194
-33.035,11.42
-33.535,11.4186
-34.035,11.4222
-34.535,11.4176
-35.035,11.4152
-35.535,11.4192
-36.035,11.4192
-36.535,11.4188
-37.035,11.4216
-37.535,11.4194
-38.035,11.4204
-38.535,11.4216
-39.035,11.4314
-39.535,11.4378
-40.035,11.4412
-40.535,11.4628
-41.035,11.4956
-41.535,11.5362
-42.035,11.5814
-42.535,11.5902
-43.035,11.5918
-43.535,11.587
-44.035,11.5916
-44.535,11.5934
-45.035,11.5894
-45.535,11.59
-46.035,11.5922
-46.535,11.5944
-47.035,11.5904
-47.535,11.5928
-48.035,11.5968
-48.535,11.5966
-49.035,11.5896
-49.535,11.5922
-50.035,11.594
-50.535,11.5928
-51.035,11.5926
-51.535,11.5964
-52.035,11.5952
-52.535,11.5952
-53.035,11.594
-53.535,11.5904
-54.035,11.5848
-54.535,11.594
-55.035,11.5866
-55.535,11.5912
-56.035,11.5896
-56.535,11.5892
-57.035,11.6002
-57.535,11.592
-58.035,11.5974
-58.535,11.5982
-59.035,11.5896
-59.535,11.5974
-60.035,11.5962
-60.535,11.5888
-61.035,11.5932
-61.535,11.5942
-62.035,11.598
-62.535,11.5892
-63.035,11.5898
-63.535,11.5884
-64.035,11.6008
-64.535,11.598
-65.035,11.5908
-65.535,11.5936
-66.035,11.5882
-66.535,11.5956
-67.035,11.5972
-67.535,11.6044
-68.035,11.613
-68.535,11.6112
-69.035,11.6166
-69.535,11.6426
-70.035,11.6608
-70.535,11.6798
-71.035,11.699
-71.535,11.7182
-72.035,11.73
-72.535,11.7466
-73.035,11.7468
-73.535,11.7512
-74.035,11.7622
-74.535,11.7746
-75.035,11.785
-75.535,11.7998
-76.035,11.814
-76.535,11.8186
-77.035,11.8278
-77.535,11.8342
-78.035,11.8446
-78.535,11.856
-79.035,11.8678
-79.535,11.8834
-80.035,11.8874
-80.535,11.9108
-81.035,11.9214
-81.535,11.9366
-82.035,11.9516
-82.535,11.9742
-83.035,11.9944
-83.535,12.029
-84.035,12.0478
-84.535,12.0608
-85.035,12.0526
-85.535,12.0558
-86.035,12.0568
-86.535,12.058
-87.035,12.065
-87.535,12.0586
-88.035,12.0582
-88.535,12.0572
-89.035,12.0592
-89.535,12.0564
-90.035,12.0598
-90.535,12.0532
-91.035,12.0592
-91.535,12.0618
-92.035,12.0566
-92.535,12.058
-93.035,12.063
-93.535,12.0602
-94.035,12.0596
-94.535,12.058
-95.035,12.0598
-95.535,12.0602
-96.035,12.068
-96.535,12.066
-97.035,12.0646
-97.535,12.0678
-98.035,12.0612
-98.535,12.0664
-99.035,12.06
-99.535,12.0692
-100.035,12.0676
-100.535,12.062
-101.035,12.0634
-101.535,12.0656
-102.035,12.0656
-102.535,12.0714
-103.035,12.065
-103.535,12.0644
-104.035,12.0668
-104.535,12.0678
-105.035,12.0642
-105.535,12.0642
-106.035,12.0664
-106.535,12.0634
-107.035,12.0692
-107.535,12.0706
-108.035,12.0614
-108.535,12.0654
-109.035,12.0714
-109.535,12.064
-110.035,12.0704
-110.535,12.0674
-111.035,12.0724
-111.535,12.0648
-112.035,12.067
-112.535,12.0658
-113.035,12.068
-113.535,12.0674
-114.035,12.064
-114.535,12.0736
-115.035,12.1038
-115.535,12.1424
-116.035,12.1806
-116.535,12.2106
-117.035,12.2444
-117.535,12.2704
-118.035,12.294
-118.535,12.3152
-119.035,12.3382
-119.535,12.3558
-120.035,12.3688
-120.535,12.3818
-121.035,12.4234
-121.535,12.4802
-122.035,12.5216
-122.535,12.5428
-123.035,12.5684
-123.535,12.599
-124.035,12.6338
-124.535,12.6638
-125.035,12.7028
-125.535,12.7168
-126.035,12.75
